osmid,ref,highway,oneway,reversed,length,geometry,name,lanes,junction,maxspeed
180871024,,residential,False,True,111.796,"LINESTRING (-53.3092372 -25.7815175, -53.3100464 -25.7820329, -53.3101697 -25.7820534)",Rua Irmã Maria Bernarda,,,
946716877,PR-281,tertiary,True,False,21.856,"LINESTRING (-53.3092372 -25.7815175, -53.3092019 -25.781607, -53.3091448 -25.7816946)",,,,
180871029,,unclassified,False,True,84.057,"LINESTRING (-53.3103515 -25.7818145, -53.3108356 -25.7811969)",,,,
180871007,,residential,True,False,17.794,"LINESTRING (-53.3103515 -25.7818145, -53.3103539 -25.7819283, -53.3103784 -25.7819689)",,,,
180871001,,residential,True,False,17.395,"LINESTRING (-53.3103784 -25.7819689, -53.3104129 -25.7819938, -53.3104365 -25.7820255, -53.3104494 -25.7820693, -53.3104476 -25.7821024)",,1,roundabout,
180871005,,residential,True,False,26.203,"LINESTRING (-53.3101949 -25.7820033, -53.3103515 -25.7818145)",,,,
180871001,,residential,True,False,20.401000000000003,"LINESTRING (-53.3101949 -25.7820033, -53.3102326 -25.7819718, -53.3102835 -25.7819541, -53.310337 -25.7819548, -53.3103784 -25.7819689)",,1,roundabout,
180871001,,residential,True,False,6.116,"LINESTRING (-53.3101697 -25.7820534, -53.3101949 -25.7820033)",,1,roundabout,
180871024,,residential,False,False,111.796,"LINESTRING (-53.3101697 -25.7820534, -53.3100464 -25.7820329, -53.3092372 -25.7815175)",Rua Irmã Maria Bernarda,,,
180871001,,residential,True,False,8.899,"LINESTRING (-53.3104476 -25.7821024, -53.3104299 -25.7821451, -53.310406 -25.782172)",,1,roundabout,
180871017,,residential,False,True,115.29499999999999,"LINESTRING (-53.3104476 -25.7821024, -53.3105431 -25.7820741, -53.3115238 -25.7817339)",Rua Madre Cabrini,,,
180871001,,residential,True,False,5.56,"LINESTRING (-53.3101691 -25.7821034, -53.3101697 -25.7820534)",,1,roundabout,
180871001,,residential,True,False,10.244,"LINESTRING (-53.310406 -25.782172, -53.3103687 -25.782195, -53.3103132 -25.7822071)",,1,roundabout,
180871014,,residential,False,True,117.04,"LINESTRING (-53.310406 -25.782172, -53.3104559 -25.7822212, -53.310849 -25.7831414)",Rua Rio Grande do Sul,,,
180871002,,residential,True,False,40.93,"LINESTRING (-53.3103132 -25.7822071, -53.3099248 -25.7823219)",Rua Madre Cabrini,,,
180871001,,residential,True,False,19.919,"LINESTRING (-53.3103132 -25.7822071, -53.3102356 -25.7821892, -53.3101933 -25.7821542, -53.3101691 -25.7821034)",,1,roundabout,
180871012,,residential,False,False,66.882,"LINESTRING (-53.3099248 -25.7823219, -53.3092939 -25.7825195)",Rua Madre Cabrini,,,
180871008,,residential,True,False,34.537000000000006,"LINESTRING (-53.3099248 -25.7823219, -53.3100785 -25.7821722, -53.3101691 -25.7821034)",Rua Madre Cabrini,,,
180871010,,residential,False,False,105.521,"LINESTRING (-53.3066515 -25.7823054, -53.3062888 -25.7814144)",Rua Urubicí,,,
308975742,,unclassified,False,False,96.55,"LINESTRING (-53.3066515 -25.7823054, -53.3057492 -25.7826117)",,,,
"[180871010, 180871012]",,residential,False,True,225.25400000000002,"LINESTRING (-53.3066515 -25.7823054, -53.3070396 -25.7832083, -53.3070823 -25.7832544, -53.3071761 -25.7832505, -53.3081277 -25.7829353)","['Rua Madre Cabrini', 'Rua Urubicí']",,,
308975742,,unclassified,False,True,114.10000000000001,"LINESTRING (-53.3066515 -25.7823054, -53.3076422 -25.7819451, -53.3077133 -25.7819463)",,,,
180871026,,residential,False,True,31.06,"LINESTRING (-53.3082747 -25.7840424, -53.3085649 -25.7839437)",Rua Princesa Izabel,,,
180871019,,residential,False,True,68.699,"LINESTRING (-53.3083579 -25.7851818, -53.308998 -25.7849593)",,,,
308975740,,residential,False,True,162.282,"LINESTRING (-53.3055045 -25.7809186, -53.3064295 -25.7797202)",Rua Nova Prata do Iguaçú,,,
765242351,,residential,False,True,53.443,"LINESTRING (-53.3055045 -25.7809186, -53.3051841 -25.781303)",Rua Nova Prata do Iguaçú,,,
765242352,,residential,False,False,53.633,"LINESTRING (-53.3055045 -25.7809186, -53.3050565 -25.7806542)",Rua Urubicí,,,
765242353,,residential,False,False,95.949,"LINESTRING (-53.3055045 -25.7809186, -53.3062888 -25.7814144)",Rua Urubicí,,,
308975742,,unclassified,False,False,94.194,"LINESTRING (-53.3048561 -25.7829004, -53.303985 -25.7832203)",,,,
308975742,,unclassified,False,True,95.01,"LINESTRING (-53.3048561 -25.7829004, -53.3057492 -25.7826117)",,,,
308975744,,unclassified,False,False,57.903,"LINESTRING (-53.3048561 -25.7829004, -53.3050573 -25.7833886)",,,,
308975744,,unclassified,False,True,153.684,"LINESTRING (-53.3048561 -25.7829004, -53.3043246 -25.7816038)",,,,
308975742,,unclassified,False,False,95.01,"LINESTRING (-53.3057492 -25.7826117, -53.3048561 -25.7829004)",,,,
308975742,,unclassified,False,True,96.55,"LINESTRING (-53.3057492 -25.7826117, -53.3066515 -25.7823054)",,,,
309659244,,residential,False,False,156.134,"LINESTRING (-53.3057492 -25.7826117, -53.3051841 -25.781303)",,,,
309659241,,unclassified,False,True,110.925,"LINESTRING (-53.3057492 -25.7826117, -53.3057398 -25.7826359, -53.3057224 -25.7826606, -53.3050573 -25.7833886)",,,,
308975745,,residential,False,False,92.33,"LINESTRING (-53.3051841 -25.781303, -53.3043246 -25.7816038)",Rua Nova Prata do Iguaçú,,,
309659244,,residential,False,True,156.134,"LINESTRING (-53.3051841 -25.781303, -53.3057492 -25.7826117)",,,,
765242351,,residential,False,False,53.443,"LINESTRING (-53.3051841 -25.781303, -53.3055045 -25.7809186)",Rua Nova Prata do Iguaçú,,,
308975741,,residential,False,False,17.006,"LINESTRING (-53.3078769 -25.7819874, -53.3077133 -25.7819463)",,,,
308975741,,residential,False,True,123.362,"LINESTRING (-53.3078769 -25.7819874, -53.3091089 -25.781999)",,,,
309659218,,primary,True,False,108.218,"LINESTRING (-53.3078769 -25.7819874, -53.3082551 -25.7828991)",Avenida Nicolau Inácio,2,,
308975741,,residential,False,True,17.006,"LINESTRING (-53.3077133 -25.7819463, -53.3078769 -25.7819874)",,,,
169871824,,primary,True,False,139.585,"LINESTRING (-53.3077133 -25.7819463, -53.3076797 -25.7816674, -53.3077294 -25.7814246, -53.3078581 -25.7811686, -53.3081411 -25.7808015)",Avenida Nicolau Inácio,2,,40
308975742,,unclassified,False,False,114.10000000000001,"LINESTRING (-53.3077133 -25.7819463, -53.3076422 -25.7819451, -53.3066515 -25.7823054)",,,,
308975742,,unclassified,False,True,94.194,"LINESTRING (-53.303985 -25.7832203, -53.3048561 -25.7829004)",,,,
308975743,,unclassified,False,False,106.841,"LINESTRING (-53.303985 -25.7832203, -53.3043979 -25.7841063)",,,,
308975744,,unclassified,False,False,153.684,"LINESTRING (-53.3043246 -25.7816038, -53.3048561 -25.7829004)",,,,
308975745,,residential,False,True,92.33,"LINESTRING (-53.3043246 -25.7816038, -53.3051841 -25.781303)",Rua Nova Prata do Iguaçú,,,
180871000,,residential,False,False,57.75,"LINESTRING (-53.3113128 -25.7814886, -53.3108356 -25.7811969)",Rua Treze de Maio,,,
180871000,,residential,False,True,35.508,"LINESTRING (-53.3113128 -25.7814886, -53.3114446 -25.7815821, -53.3114871 -25.781648, -53.3115238 -25.7817339)",Rua Treze de Maio,,,
313764939,,residential,False,False,159.646,"LINESTRING (-53.3113128 -25.7814886, -53.3118694 -25.7807641, -53.311872 -25.7806964, -53.3118318 -25.7806276, -53.3114536 -25.7804006)",,,,
180871029,,unclassified,False,False,108.024,"LINESTRING (-53.3114536 -25.7804006, -53.3108356 -25.7811969)",,,,
180871029,,unclassified,False,True,16.027,"LINESTRING (-53.3114536 -25.7804006, -53.3115492 -25.780285)",,,,
313764939,,residential,False,True,159.64600000000002,"LINESTRING (-53.3114536 -25.7804006, -53.3118318 -25.7806276, -53.311872 -25.7806964, -53.3118694 -25.7807641, -53.3113128 -25.7814886)",,,,
180871000,,residential,False,False,114.34,"LINESTRING (-53.3108356 -25.7811969, -53.309904 -25.7806022)",Rua Treze de Maio,,,
180871000,,residential,False,True,57.75,"LINESTRING (-53.3108356 -25.7811969, -53.3113128 -25.7814886)",Rua Treze de Maio,,,
180871029,,unclassified,False,False,84.057,"LINESTRING (-53.3108356 -25.7811969, -53.3103515 -25.7818145)",,,,
180871029,,unclassified,False,True,108.024,"LINESTRING (-53.3108356 -25.7811969, -53.3114536 -25.7804006)",,,,
180871017,,residential,False,True,157.832,"LINESTRING (-53.3115238 -25.7817339, -53.312998 -25.7812313)",Rua Madre Cabrini,,,
765242355,,residential,False,True,121.414,"LINESTRING (-53.3115238 -25.7817339, -53.3119504 -25.782756)",Rua Florianópolis,,,
180871000,,residential,False,False,35.507999999999996,"LINESTRING (-53.3115238 -25.7817339, -53.3114871 -25.781648, -53.3114446 -25.7815821, -53.3113128 -25.7814886)",Rua Treze de Maio,,,
180871017,,residential,False,False,115.29499999999999,"LINESTRING (-53.3115238 -25.7817339, -53.3105431 -25.7820741, -53.3104476 -25.7821024)",Rua Madre Cabrini,,,
180871011,,residential,False,True,14.57,"LINESTRING (-53.3109212 -25.7772257, -53.3110406 -25.7773006)",Rua Maringá,,,
180871011,,residential,False,False,14.57,"LINESTRING (-53.3110406 -25.7773006, -53.3109212 -25.7772257)",Rua Maringá,,,
180871011,,residential,False,True,108.369,"LINESTRING (-53.3110406 -25.7773006, -53.311923 -25.7778649)",Rua Maringá,,,
309659218,,primary,True,False,52.892,"LINESTRING (-53.3110406 -25.7773006, -53.3107401 -25.7776918)",Avenida Nicolau Inácio,2,,
180871011,,residential,False,False,6.487,"LINESTRING (-53.3119758 -25.7778987, -53.311923 -25.7778649)",Rua Maringá,,,
180871011,,residential,False,True,116.907,"LINESTRING (-53.3119758 -25.7778987, -53.3129299 -25.7785047)",Rua Maringá,,,
946716879,PR-281,tertiary,True,False,35.45,"LINESTRING (-53.3119758 -25.7778987, -53.3117728 -25.7781599)",,,,
169871824,,primary,True,False,53.319,"LINESTRING (-53.3102144 -25.7781181, -53.3105242 -25.7777281)",Avenida Nicolau Inácio,2,,40
765242357,,residential,False,False,112.086,"LINESTRING (-53.3102144 -25.7781181, -53.3092956 -25.7775423)",Rua Curitiba,,,
765242357,,residential,False,True,15.988,"LINESTRING (-53.3102144 -25.7781181, -53.3103405 -25.7782063)",Rua Curitiba,,,
309659218,,primary,True,False,50.896,"LINESTRING (-53.3103405 -25.7782063, -53.3100481 -25.7785807)",Avenida Nicolau Inácio,2,,
765242357,,residential,False,False,15.988,"LINESTRING (-53.3103405 -25.7782063, -53.3102144 -25.7781181)",Rua Curitiba,,,
765242357,,residential,False,True,108.057,"LINESTRING (-53.3103405 -25.7782063, -53.311222 -25.7787669)",Rua Curitiba,,,
180870999,,unclassified,False,False,119.062,"LINESTRING (-53.3086142 -25.7784198, -53.3092956 -25.7775423)",,,,
180870999,,unclassified,False,True,124.819,"LINESTRING (-53.3086142 -25.7784198, -53.3078998 -25.7793397)",,,,
180871030,,residential,False,True,113.279,"LINESTRING (-53.3086142 -25.7784198, -53.3095425 -25.7790021)",Rua Ponta Grossa,,,
"[308975740, 180871030]",,residential,False,False,215.692,"LINESTRING (-53.3086142 -25.7784198, -53.3078735 -25.7779575, -53.3078521 -25.7779569, -53.3078253 -25.7779726, -53.3071249 -25.7788495)","['Rua Ponta Grossa', 'Rua Nova Prata do Iguaçú']",,,
180871011,,residential,False,False,116.907,"LINESTRING (-53.3129299 -25.7785047, -53.3119758 -25.7778987)",Rua Maringá,,,
180871029,,unclassified,False,False,122.074,"LINESTRING (-53.3129299 -25.7785047, -53.3122319 -25.7794048)",,,,
765242357,,residential,False,False,6.482,"LINESTRING (-53.3112749 -25.7788005, -53.311222 -25.7787669)",Rua Curitiba,,,
765242357,,residential,False,True,117.035,"LINESTRING (-53.3112749 -25.7788005, -53.3122319 -25.7794048)",Rua Curitiba,,,
946716879,PR-281,tertiary,True,False,52.028,"LINESTRING (-53.3112749 -25.7788005, -53.3109769 -25.7791838)",,,,
169871824,,primary,True,False,52.549,"LINESTRING (-53.3095425 -25.7790021, -53.3098389 -25.7786121)",Avenida Nicolau Inácio,2,,40
180871030,,residential,False,False,113.279,"LINESTRING (-53.3095425 -25.7790021, -53.3086142 -25.7784198)",Rua Ponta Grossa,,,
180871030,,residential,False,True,14.156,"LINESTRING (-53.3095425 -25.7790021, -53.3096538 -25.7790806)",Rua Ponta Grossa,,,
180871030,,residential,False,False,14.156,"LINESTRING (-53.3096538 -25.7790806, -53.3095425 -25.7790021)",Rua Ponta Grossa,,,
180871030,,residential,False,True,108.641,"LINESTRING (-53.3096538 -25.7790806, -53.310539 -25.7796456)",Rua Ponta Grossa,,,
309659218,,primary,True,False,54.704,"LINESTRING (-53.3096538 -25.7790806, -53.3093373 -25.7794816)",Avenida Nicolau Inácio,2,,
180870999,,unclassified,False,False,124.819,"LINESTRING (-53.3078998 -25.7793397, -53.3086142 -25.7784198)",,,,
180870999,,unclassified,False,True,119.681,"LINESTRING (-53.3078998 -25.7793397, -53.3072149 -25.7802218)",,,,
180871000,,residential,False,False,94.822,"LINESTRING (-53.3078998 -25.7793397, -53.3071249 -25.7788495)",Rua Treze de Maio,,,
180871000,,residential,False,True,110.007,"LINESTRING (-53.3078998 -25.7793397, -53.3087988 -25.7799084)",Rua Treze de Maio,,,
180871029,,unclassified,False,False,119.382,"LINESTRING (-53.3122319 -25.7794048, -53.3115492 -25.780285)",,,,
180871029,,unclassified,False,True,122.074,"LINESTRING (-53.3122319 -25.7794048, -53.3129299 -25.7785047)",,,,
765242357,,residential,False,False,117.035,"LINESTRING (-53.3122319 -25.7794048, -53.3112749 -25.7788005)",Rua Curitiba,,,
180871030,,residential,False,False,6.48,"LINESTRING (-53.3105918 -25.7796793, -53.310539 -25.7796456)",Rua Ponta Grossa,,,
180871030,,residential,False,True,117.157,"LINESTRING (-53.3105918 -25.7796793, -53.3115492 -25.780285)",Rua Ponta Grossa,,,
946716879,PR-281,tertiary,True,False,77.652,"LINESTRING (-53.3105918 -25.7796793, -53.3103248 -25.7800227, -53.3101551 -25.7802563)",,,,
180871024,,residential,False,True,96.412,"LINESTRING (-53.3064295 -25.7797202, -53.3072149 -25.7802218)",Rua Irmã Maria Bernarda,,,
308975740,,residential,False,False,162.282,"LINESTRING (-53.3064295 -25.7797202, -53.3055045 -25.7809186)",Rua Nova Prata do Iguaçú,,,
308975740,,residential,False,True,119.256,"LINESTRING (-53.3064295 -25.7797202, -53.3071249 -25.7788495)",Rua Nova Prata do Iguaçú,,,
169871824,,primary,True,False,56.491,"LINESTRING (-53.3087988 -25.7799084, -53.3091375 -25.7795021)",Avenida Nicolau Inácio,2,,40
180871000,,residential,False,False,110.007,"LINESTRING (-53.3087988 -25.7799084, -53.3078998 -25.7793397)",Rua Treze de Maio,,,
180871000,,residential,False,True,16.619,"LINESTRING (-53.3087988 -25.7799084, -53.3089323 -25.7799972)",Rua Treze de Maio,,,
180871000,,residential,False,False,16.619,"LINESTRING (-53.3089323 -25.7799972, -53.3087988 -25.7799084)",Rua Treze de Maio,,,
180871000,,residential,False,True,111.812,"LINESTRING (-53.3089323 -25.7799972, -53.3098508 -25.7805691)",Rua Treze de Maio,,,
309659218,,primary,True,False,52.106,"LINESTRING (-53.3089323 -25.7799972, -53.30864 -25.7803849)",Avenida Nicolau Inácio,2,,
180870999,,unclassified,False,False,119.681,"LINESTRING (-53.3072149 -25.7802218, -53.3078998 -25.7793397)",,,,
180870999,,unclassified,False,True,161.815,"LINESTRING (-53.3072149 -25.7802218, -53.3062888 -25.7814144)",,,,
180871024,,residential,False,False,96.412,"LINESTRING (-53.3072149 -25.7802218, -53.3064295 -25.7797202)",Rua Irmã Maria Bernarda,,,
180871024,,residential,False,True,112.94,"LINESTRING (-53.3072149 -25.7802218, -53.3081411 -25.7808015)",Rua Irmã Maria Bernarda,,,
180871029,,unclassified,False,False,16.027,"LINESTRING (-53.3115492 -25.780285, -53.3114536 -25.7804006)",,,,
180871029,,unclassified,False,True,119.382,"LINESTRING (-53.3115492 -25.780285, -53.3122319 -25.7794048)",,,,
180871030,,residential,False,False,117.157,"LINESTRING (-53.3115492 -25.780285, -53.3105918 -25.7796793)",Rua Ponta Grossa,,,
180871030,,residential,False,True,179.209,"LINESTRING (-53.3115492 -25.780285, -53.312998 -25.7812313)",Rua Ponta Grossa,,,
180871000,,residential,False,False,6.475,"LINESTRING (-53.309904 -25.7806022, -53.3098508 -25.7805691)",Rua Treze de Maio,,,
180871000,,residential,False,True,114.34,"LINESTRING (-53.309904 -25.7806022, -53.3108356 -25.7811969)",Rua Treze de Maio,,,
946716879,PR-281,tertiary,True,False,45.734,"LINESTRING (-53.309904 -25.7806022, -53.3096412 -25.7809386)",,,,
169871824,,primary,True,False,53.903,"LINESTRING (-53.3081411 -25.7808015, -53.3084388 -25.7803976)",Avenida Nicolau Inácio,2,,40
180871024,,residential,False,False,112.94,"LINESTRING (-53.3081411 -25.7808015, -53.3072149 -25.7802218)",Rua Irmã Maria Bernarda,,,
180871024,,residential,False,True,15.051,"LINESTRING (-53.3081411 -25.7808015, -53.3082645 -25.7808788)",Rua Irmã Maria Bernarda,,,
180871024,,residential,False,False,15.051,"LINESTRING (-53.3082645 -25.7808788, -53.3081411 -25.7808015)",Rua Irmã Maria Bernarda,,,
180871024,,residential,False,True,113.154,"LINESTRING (-53.3082645 -25.7808788, -53.3091784 -25.7814774)",Rua Irmã Maria Bernarda,,,
309659218,,primary,True,False,135.163,"LINESTRING (-53.3082645 -25.7808788, -53.3079895 -25.7812483, -53.3078836 -25.7814439, -53.3078326 -25.7816432, -53.3078299 -25.7817857, -53.3078769 -25.7819874)",Avenida Nicolau Inácio,2,,
180871026,,residential,False,False,161.981,"LINESTRING (-53.3134583 -25.7822283, -53.3119504 -25.782756)",Rua Princesa Izabel,,,
765242356,,residential,False,False,120.338,"LINESTRING (-53.3134583 -25.7822283, -53.3130617 -25.7812067)",Rua Samanduva,,,
169871826,PR-281,tertiary,False,False,120.862,"LINESTRING (-53.3092939 -25.7825195, -53.3097312 -25.7835326)",,,,
180871012,,residential,False,False,112.249,"LINESTRING (-53.3092939 -25.7825195, -53.3082551 -25.7828991)",Rua Madre Cabrini,,,
180871012,,residential,False,True,66.882,"LINESTRING (-53.3092939 -25.7825195, -53.3099248 -25.7823219)",Rua Madre Cabrini,,,
169871826,PR-281,tertiary,False,True,60.832,"LINESTRING (-53.3092939 -25.7825195, -53.3092763 -25.7824788, -53.3091475 -25.7821429, -53.3091089 -25.781999)",,,,
180871026,,residential,False,False,118.312,"LINESTRING (-53.3119504 -25.782756, -53.310849 -25.7831414)",Rua Princesa Izabel,,,
180871026,,residential,False,True,161.981,"LINESTRING (-53.3119504 -25.782756, -53.3134583 -25.7822283)",Rua Princesa Izabel,,,
765242355,,residential,False,False,121.414,"LINESTRING (-53.3119504 -25.782756, -53.3115238 -25.7817339)",Rua Florianópolis,,,
765242355,,residential,False,True,119.803,"LINESTRING (-53.3119504 -25.782756, -53.3123831 -25.7837605)",Rua Florianópolis,,,
180871012,,residential,False,False,13.376,"LINESTRING (-53.3082551 -25.7828991, -53.3081277 -25.7829353)",Rua Madre Cabrini,,,
180871012,,residential,False,True,112.249,"LINESTRING (-53.3082551 -25.7828991, -53.3092939 -25.7825195)",Rua Madre Cabrini,,,
309659218,,primary,True,False,119.291,"LINESTRING (-53.3082551 -25.7828991, -53.3086936 -25.7838966)",Avenida Nicolau Inácio,2,,
180871012,,residential,False,True,13.376,"LINESTRING (-53.3081277 -25.7829353, -53.3082551 -25.7828991)",Rua Madre Cabrini,,,
169871824,,primary,True,False,117.593,"LINESTRING (-53.3081277 -25.7829353, -53.307783 -25.7821492, -53.3077133 -25.7819463)",Avenida Nicolau Inácio,2,,40
"[180871010, 180871012]",,residential,False,False,225.25400000000002,"LINESTRING (-53.3081277 -25.7829353, -53.3071761 -25.7832505, -53.3070823 -25.7832544, -53.3070396 -25.7832083, -53.3066515 -25.7823054)","['Rua Madre Cabrini', 'Rua Urubicí']",,,
180871014,,residential,False,True,120.164,"LINESTRING (-53.310849 -25.7831414, -53.3112799 -25.78415)",Rua Rio Grande do Sul,,,
180871026,,residential,False,False,120.076,"LINESTRING (-53.310849 -25.7831414, -53.3097312 -25.7835326)",Rua Princesa Izabel,,,
180871026,,residential,False,True,118.312,"LINESTRING (-53.310849 -25.7831414, -53.3119504 -25.782756)",Rua Princesa Izabel,,,
180871014,,residential,False,False,117.04,"LINESTRING (-53.310849 -25.7831414, -53.3104559 -25.7822212, -53.310406 -25.782172)",Rua Rio Grande do Sul,,,
169871826,PR-281,tertiary,False,False,120.531,"LINESTRING (-53.3097312 -25.7835326, -53.3101674 -25.7845429)",,,,
169871826,PR-281,tertiary,False,True,120.862,"LINESTRING (-53.3097312 -25.7835326, -53.3092939 -25.7825195)",,,,
180871026,,residential,False,False,111.496,"LINESTRING (-53.3097312 -25.7835326, -53.3086936 -25.7838966)",Rua Princesa Izabel,,,
180871026,,residential,False,True,120.076,"LINESTRING (-53.3097312 -25.7835326, -53.310849 -25.7831414)",Rua Princesa Izabel,,,
180871019,,residential,False,False,118.645,"LINESTRING (-53.3123831 -25.7837605, -53.3112799 -25.78415)",,,,
765242355,,residential,False,False,119.803,"LINESTRING (-53.3123831 -25.7837605, -53.3119504 -25.782756)",Rua Florianópolis,,,
765242355,,residential,False,True,120.558,"LINESTRING (-53.3123831 -25.7837605, -53.3128186 -25.7847713)",Rua Florianópolis,,,
180871026,,residential,False,False,13.91,"LINESTRING (-53.3086936 -25.7838966, -53.3085649 -25.7839437)",Rua Princesa Izabel,,,
180871026,,residential,False,True,111.496,"LINESTRING (-53.3086936 -25.7838966, -53.3097312 -25.7835326)",Rua Princesa Izabel,,,
309659218,,primary,True,False,121.578,"LINESTRING (-53.3086936 -25.7838966, -53.3091228 -25.7849194)",Avenida Nicolau Inácio,2,,
169871824,,primary,True,False,120.371,"LINESTRING (-53.3085649 -25.7839437, -53.3081277 -25.7829353)",Avenida Nicolau Inácio,2,,40
180871026,,residential,False,False,31.06,"LINESTRING (-53.3085649 -25.7839437, -53.3082747 -25.7840424)",Rua Princesa Izabel,,,
180871026,,residential,False,True,13.91,"LINESTRING (-53.3085649 -25.7839437, -53.3086936 -25.7838966)",Rua Princesa Izabel,,,
180871014,,residential,False,False,120.164,"LINESTRING (-53.3112799 -25.78415, -53.310849 -25.7831414)",Rua Rio Grande do Sul,,,
180871014,,residential,False,True,120.459,"LINESTRING (-53.3112799 -25.78415, -53.3117118 -25.7851611)",Rua Rio Grande do Sul,,,
180871019,,residential,False,False,119.65,"LINESTRING (-53.3112799 -25.78415, -53.3101674 -25.7845429)",,,,
180871019,,residential,False,True,118.645,"LINESTRING (-53.3112799 -25.78415, -53.3123831 -25.7837605)",,,,
169871826,PR-281,tertiary,False,False,120.35,"LINESTRING (-53.3101674 -25.7845429, -53.3106029 -25.7855517)",,,,
169871826,PR-281,tertiary,False,True,120.531,"LINESTRING (-53.3101674 -25.7845429, -53.3097312 -25.7835326)",,,,
180871019,,residential,False,False,112.657,"LINESTRING (-53.3101674 -25.7845429, -53.3091228 -25.7849194)",,,,
180871019,,residential,False,True,119.65,"LINESTRING (-53.3101674 -25.7845429, -53.3112799 -25.78415)",,,,
308975748,,residential,False,True,118.992,"LINESTRING (-53.3128186 -25.7847713, -53.3117118 -25.7851611)",,,,
765242355,,residential,False,False,120.558,"LINESTRING (-53.3128186 -25.7847713, -53.3123831 -25.7837605)",Rua Florianópolis,,,
765242355,,residential,False,True,117.613,"LINESTRING (-53.3128186 -25.7847713, -53.3132435 -25.7857574)",Rua Florianópolis,,,
180871019,,residential,False,False,13.26,"LINESTRING (-53.3091228 -25.7849194, -53.308998 -25.7849593)",,,,
180871019,,residential,False,True,112.657,"LINESTRING (-53.3091228 -25.7849194, -53.3101674 -25.7845429)",,,,
309659218,,primary,True,False,119.963,"LINESTRING (-53.3091228 -25.7849194, -53.3095694 -25.7859205)",Avenida Nicolau Inácio,2,,
169871824,,primary,True,False,120.969,"LINESTRING (-53.308998 -25.7849593, -53.3085649 -25.7839437)",Avenida Nicolau Inácio,2,,40
180871019,,residential,False,False,68.699,"LINESTRING (-53.308998 -25.7849593, -53.3083579 -25.7851818)",,,,
180871019,,residential,False,True,13.26,"LINESTRING (-53.308998 -25.7849593, -53.3091228 -25.7849194)",,,,
180871014,,residential,False,False,120.459,"LINESTRING (-53.3117118 -25.7851611, -53.3112799 -25.78415)",Rua Rio Grande do Sul,,,
308975748,,residential,False,False,118.992,"LINESTRING (-53.3117118 -25.7851611, -53.3128186 -25.7847713)",,,,
308975748,,residential,False,True,119.22,"LINESTRING (-53.3117118 -25.7851611, -53.3106029 -25.7855517)",,,,
169871826,PR-281,tertiary,False,True,120.35,"LINESTRING (-53.3106029 -25.7855517, -53.3101674 -25.7845429)",,,,
308975748,,residential,False,False,119.22,"LINESTRING (-53.3106029 -25.7855517, -53.3117118 -25.7851611)",,,,
308975748,,residential,False,True,111.307,"LINESTRING (-53.3106029 -25.7855517, -53.3095694 -25.7859205)",,,,
