osmid,ref,highway,oneway,reversed,length,geometry,name,maxspeed
202152948,AL-110,trunk,False,False,14.216,"LINESTRING (-36.4922295 -9.6482496, -36.4923388 -9.6483184)",,
202152948,AL-110,trunk,False,True,393.724,"LINESTRING (-36.4922295 -9.6482496, -36.4915368 -9.647781, -36.4914154 -9.6476825, -36.4911365 -9.6473883, -36.4910198 -9.6472435, -36.4908676 -9.6470267, -36.4905202 -9.6462876, -36.4901916 -9.6454568)",,
761886910,,tertiary,False,False,255.1,"LINESTRING (-36.4922295 -9.6482496, -36.4917185 -9.6485703, -36.490991 -9.6489894, -36.4901937 -9.6493536)",Avenida Santa Cruz,
276751251,,residential,False,True,129.545,"LINESTRING (-36.4958726 -9.6425248, -36.4969542 -9.6429941)",,60
276751279,,residential,False,True,191.859,"LINESTRING (-36.4958726 -9.6425248, -36.4955319 -9.6431501, -36.495375 -9.6435349, -36.4951471 -9.6440922)",Rua Professora Divonete Cavalcante de Albuquerque,60
276751286,,residential,False,False,50.346,"LINESTRING (-36.4973099 -9.6427843, -36.4972405 -9.642774, -36.4971771 -9.6427733, -36.4971473 -9.6427799, -36.4971215 -9.6427912, -36.4970984 -9.6428057, -36.4970769 -9.6428298, -36.4969542 -9.6429941)",Avenida Senador Rui Palmeira,60
276751251,,residential,False,False,129.545,"LINESTRING (-36.4969542 -9.6429941, -36.4958726 -9.6425248)",,60
276751286,,residential,False,False,293.74899999999997,"LINESTRING (-36.4969542 -9.6429941, -36.4964788 -9.6435574, -36.4960878 -9.6440267, -36.496002 -9.6441378, -36.4959215 -9.6442687, -36.4958592 -9.6443824, -36.4957988 -9.6445073, -36.4955226 -9.6451968)",Avenida Senador Rui Palmeira,60
276751286,,residential,False,True,50.346000000000004,"LINESTRING (-36.4969542 -9.6429941, -36.4970769 -9.6428298, -36.4970984 -9.6428057, -36.4971215 -9.6427912, -36.4971473 -9.6427799, -36.4971771 -9.6427733, -36.4972405 -9.642774, -36.4973099 -9.6427843)",Avenida Senador Rui Palmeira,60
276751280,,residential,False,False,10.472,"LINESTRING (-36.4970624 -9.6436957, -36.4971545 -9.6437207)",Rua Domingos Mingo,60
276751241,,residential,True,False,104.917,"LINESTRING (-36.4970624 -9.6436957, -36.4972821 -9.6428983, -36.4973099 -9.6427843)",Rua Antônio Madeiro,60
276751280,,residential,False,True,10.472,"LINESTRING (-36.4971545 -9.6437207, -36.4970624 -9.6436957)",Rua Domingos Mingo,60
276751240,,residential,True,False,88.09400000000001,"LINESTRING (-36.4971545 -9.6437207, -36.496983 -9.6443004, -36.4969736 -9.6443282, -36.4969612 -9.6443573, -36.4969532 -9.6443794, -36.4969431 -9.6444022, -36.4969337 -9.6444326, -36.4969158 -9.6444766)",Rua Antônio Madeiro,60
276751259,,residential,False,False,143.802,"LINESTRING (-36.4938441 -9.6438527, -36.4928873 -9.6447374)",Rua José da Hora,60
276751272,,residential,False,True,59.034,"LINESTRING (-36.4938441 -9.6438527, -36.4942056 -9.6442462)",Rua Lúcia de Fátima,60
276876251,,unclassified,False,True,170.269,"LINESTRING (-36.4938441 -9.6438527, -36.494052 -9.6436175, -36.4941627 -9.6434158, -36.4942056 -9.6433141, -36.4942673 -9.6431594, -36.4943732 -9.6427892, -36.494489 -9.6424807)",,
276751242,,residential,False,False,90.424,"LINESTRING (-36.4951471 -9.6440922, -36.4944704 -9.6436272)",Rua Nossa Senhora da Conceição,60
276751279,,residential,False,True,100.121,"LINESTRING (-36.4951471 -9.6440922, -36.4948051 -9.6449271)",Rua Professora Divonete Cavalcante de Albuquerque,60
276751279,,residential,False,False,191.859,"LINESTRING (-36.4951471 -9.6440922, -36.495375 -9.6435349, -36.4955319 -9.6431501, -36.4958726 -9.6425248)",Rua Professora Divonete Cavalcante de Albuquerque,60
276751272,,residential,False,False,59.034,"LINESTRING (-36.4942056 -9.6442462, -36.4938441 -9.6438527)",Rua Lúcia de Fátima,60
276751272,,residential,False,True,100.25900000000001,"LINESTRING (-36.4942056 -9.6442462, -36.4946991 -9.6448037, -36.4948051 -9.6449271)",Rua Lúcia de Fátima,60
276751273,,residential,False,True,117.374,"LINESTRING (-36.4942056 -9.6442462, -36.4939696 -9.6444406, -36.4938871 -9.6445358, -36.4937161 -9.6448279, -36.4936665 -9.6449496, -36.4936101 -9.6450983)",Rua João Rodrigues de Oliveira,60
805353717,,residential,False,True,65.106,"LINESTRING (-36.4969158 -9.6444766, -36.4971667 -9.6450073)",,60
805874162,,residential,False,False,5.121,"LINESTRING (-36.4969158 -9.6444766, -36.4968694 -9.6444713)",,60
276751249,,residential,False,True,88.819,"LINESTRING (-36.4928873 -9.6447374, -36.4936101 -9.6450983)",Travessa João Rodrigues de Oliveira,60
276751259,,residential,False,False,110.183,"LINESTRING (-36.4928873 -9.6447374, -36.4921546 -9.6454157)",Rua José da Hora,60
276751259,,residential,False,True,143.802,"LINESTRING (-36.4928873 -9.6447374, -36.4938441 -9.6438527)",Rua José da Hora,60
276751272,,residential,False,True,68.097,"LINESTRING (-36.4948051 -9.6449271, -36.4953824 -9.6451532)",Rua Lúcia de Fátima,60
276751279,,residential,False,False,100.121,"LINESTRING (-36.4948051 -9.6449271, -36.4951471 -9.6440922)",Rua Professora Divonete Cavalcante de Albuquerque,60
276751279,,residential,False,True,37.023,"LINESTRING (-36.4948051 -9.6449271, -36.4946891 -9.6452398)",Rua Professora Divonete Cavalcante de Albuquerque,60
276751272,,residential,False,False,100.25900000000001,"LINESTRING (-36.4948051 -9.6449271, -36.4946991 -9.6448037, -36.4942056 -9.6442462)",Rua Lúcia de Fátima,60
276751263,,residential,False,False,57.729,"LINESTRING (-36.4966408 -9.644939, -36.4968694 -9.6444713)",Rua Joaquim Maurício,60
805367146,,residential,False,True,58.149,"LINESTRING (-36.4966408 -9.644939, -36.4971667 -9.6450073)",,60
276751263,,residential,False,True,67.3,"LINESTRING (-36.4966408 -9.644939, -36.4964105 -9.645454, -36.4963906 -9.6454916)",Rua Joaquim Maurício,60
202152948,AL-110,trunk,False,False,1.247,"LINESTRING (-36.4900676 -9.6451618, -36.4900713 -9.6451724)",,
202152948,AL-110,trunk,False,True,37.292,"LINESTRING (-36.4900676 -9.6451618, -36.4899277 -9.6448561)",,
276751257,,residential,False,False,32.257,"LINESTRING (-36.4900676 -9.6451618, -36.4901129 -9.6451191, -36.4901897 -9.6450792, -36.4903338 -9.6450656)",Rua Antônio Bruno de Oliveira,60
276751267,,residential,False,True,38.284,"LINESTRING (-36.4971667 -9.6450073, -36.4972013 -9.6453499)",,60
805353717,,residential,False,False,65.106,"LINESTRING (-36.4971667 -9.6450073, -36.4969158 -9.6444766)",,60
805367146,,residential,False,False,58.149,"LINESTRING (-36.4971667 -9.6450073, -36.4966408 -9.644939)",,60
276751249,,residential,False,False,88.819,"LINESTRING (-36.4936101 -9.6450983, -36.4928873 -9.6447374)",Travessa João Rodrigues de Oliveira,60
276751273,,residential,False,True,60.342,"LINESTRING (-36.4936101 -9.6450983, -36.4934914 -9.6456282)",Rua João Rodrigues de Oliveira,60
276751273,,residential,False,False,117.374,"LINESTRING (-36.4936101 -9.6450983, -36.4936665 -9.6449496, -36.4937161 -9.6448279, -36.4938871 -9.6445358, -36.4939696 -9.6444406, -36.4942056 -9.6442462)",Rua João Rodrigues de Oliveira,60
