osmid,name,highway,oneway,reversed,length,geometry,bridge
431545283,Rua Misael Alves de Medeiros,unclassified,False,False,141.809,"LINESTRING (-39.0457159 -7.356534, -39.0461712 -7.3577267)",
431545315,,residential,False,False,74.073,"LINESTRING (-39.0457159 -7.356534, -39.0450698 -7.3567161)",
431545315,,residential,False,True,17.527,"LINESTRING (-39.0449111 -7.3567076, -39.0450698 -7.3567161)",
431545315,,residential,False,False,17.527,"LINESTRING (-39.0450698 -7.3567161, -39.0449111 -7.3567076)",
431545315,,residential,False,True,74.073,"LINESTRING (-39.0450698 -7.3567161, -39.0457159 -7.356534)",
"[505352248, 431545268]",Rua Elizeu Martins Sobrinho,residential,False,True,217.12099999999998,"LINESTRING (-39.0450698 -7.3567161, -39.0455664 -7.3579374, -39.0461712 -7.3577267)",
431545273,Rua Josias Leite Teixeira,residential,False,False,216.178,"LINESTRING (-39.0474913 -7.3574621, -39.0476611 -7.3582273, -39.0479476 -7.3593526)",
505352249,,residential,False,False,149.574,"LINESTRING (-39.052399 -7.3575129, -39.0526661 -7.3579627, -39.0529218 -7.3582911, -39.0531386 -7.3586381)",
431545252,Avenida Padre Ibiapina,tertiary,True,False,75.283,"LINESTRING (-39.0470302 -7.3576265, -39.0471934 -7.3582839)",
431545283,Rua Misael Alves de Medeiros,unclassified,False,False,40.398,"LINESTRING (-39.0461712 -7.3577267, -39.0463231 -7.3580573)",
431545283,Rua Misael Alves de Medeiros,unclassified,False,True,141.809,"LINESTRING (-39.0461712 -7.3577267, -39.0457159 -7.356534)",
"[505352248, 431545268]",Rua Elizeu Martins Sobrinho,residential,False,False,217.12099999999998,"LINESTRING (-39.0461712 -7.3577267, -39.0455664 -7.3579374, -39.0450698 -7.3567161)",
431545252,Avenida Padre Ibiapina,tertiary,True,False,28.151,"LINESTRING (-39.0467833 -7.3576908, -39.0470302 -7.3576265)",
431545301,,residential,False,False,58.89,"LINESTRING (-39.0468023 -7.3578236, -39.0463231 -7.3580573)",
505352244,Avenida Padre Ibiapina,tertiary,True,False,14.915,"LINESTRING (-39.0468023 -7.3578236, -39.0467833 -7.3576908)",
431545283,Rua Misael Alves de Medeiros,unclassified,False,True,40.398,"LINESTRING (-39.0463231 -7.3580573, -39.0461712 -7.3577267)",
431545301,,residential,False,True,58.89,"LINESTRING (-39.0463231 -7.3580573, -39.0468023 -7.3578236)",
431545283,Rua Misael Alves de Medeiros,unclassified,False,False,158.406,"LINESTRING (-39.0463231 -7.3580573, -39.0467887 -7.3591279, -39.0468634 -7.3593757)",
