osmid,highway,oneway,reversed,length,name,lanes,access,geometry
689474687,residential,False,False,90.317,,,,"LINESTRING (-40.1372999 -10.8625083, -40.1370826 -10.8617246)"
885482956,residential,False,True,43.495,Avenida Lomanto Junior,,,"LINESTRING (-40.1372999 -10.8625083, -40.1369405 -10.8626769)"
816150610,tertiary,False,False,69.848,Rua Altamirando Maia,2,,"LINESTRING (-40.1345406 -10.8639295, -40.1348178 -10.8644956)"
816150610,tertiary,False,True,91.155,Rua Altamirando Maia,2,,"LINESTRING (-40.1345406 -10.8639295, -40.1341604 -10.8631997)"
885482956,residential,False,False,59.155,Avenida Lomanto Junior,,,"LINESTRING (-40.1345406 -10.8639295, -40.13502 -10.8636818)"
885482956,residential,False,True,102.758,Avenida Lomanto Junior,,,"LINESTRING (-40.1345406 -10.8639295, -40.1337004 -10.8643456)"
708396685,secondary,False,True,17.469,Avenida Lomanto Junior,,,"LINESTRING (-40.1337004 -10.8643456, -40.1335594 -10.8644198)"
708396718,tertiary,True,False,70.353,Rua do senhor Bonfim,2,,"LINESTRING (-40.1337004 -10.8643456, -40.1339766 -10.8649172)"
885482956,residential,False,False,102.758,Avenida Lomanto Junior,,,"LINESTRING (-40.1337004 -10.8643456, -40.1345406 -10.8639295)"
394427087,residential,False,False,65.761,Rua do Campo,,,"LINESTRING (-40.1362569 -10.8651532, -40.1360949 -10.8645836)"
399303559,residential,False,False,48.508,Rua Sete de Setembro,,,"LINESTRING (-40.1362569 -10.8651532, -40.1358564 -10.8653419)"
399303559,residential,False,True,89.187,Rua Sete de Setembro,,,"LINESTRING (-40.1362569 -10.8651532, -40.1369967 -10.8648134)"
396713962,residential,False,False,112.406,Rua Edirlei Amaral da Silva,,,"LINESTRING (-40.1317494 -10.8672158, -40.1307335 -10.8670529)"
396713962,residential,False,True,61.357,Rua Edirlei Amaral da Silva,,,"LINESTRING (-40.1317494 -10.8672158, -40.1323046 -10.8673006)"
689474695,residential,False,False,155.892,Rua Lafaiete Maia Freitas,,,"LINESTRING (-40.1317494 -10.8672158, -40.1318765 -10.8658194)"
689474695,residential,False,True,59.378,Rua Lafaiete Maia Freitas,,,"LINESTRING (-40.1317494 -10.8672158, -40.1317162 -10.8677488)"
396713959,residential,False,False,113.273,Rua Amazonas,,,"LINESTRING (-40.1317162 -10.8677488, -40.1306881 -10.8676135)"
396713959,residential,False,True,165.999,Rua Amazonas,,,"LINESTRING (-40.1317162 -10.8677488, -40.1332152 -10.8679968)"
689474695,residential,False,False,59.378,Rua Lafaiete Maia Freitas,,,"LINESTRING (-40.1317162 -10.8677488, -40.1317494 -10.8672158)"
689474695,residential,False,True,43.11,Rua Lafaiete Maia Freitas,,,"LINESTRING (-40.1317162 -10.8677488, -40.1316793 -10.8681348)"
