osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,bridge,lanes
264603504,False,AMG-1940;BR-146,Rua Marechal Deodoro,primary,30,False,96.901,"LINESTRING (-46.6089425 -22.2832479, -46.6080011 -22.2832231)",,
264603504,False,AMG-1940;BR-146,Rua Marechal Deodoro,primary,30,True,11.453,"LINESTRING (-46.6089425 -22.2832479, -46.6090538 -22.2832492)",,
295933398,True,BR-146,Rua Barão do Rio Branco,secondary,40,False,41.479,"LINESTRING (-46.6089425 -22.2832479, -46.6089169 -22.2831032, -46.6088976 -22.2828775)",,
257834042,False,,,residential,,False,75.571,"LINESTRING (-46.6170515 -22.2817191, -46.6169067 -22.2816632, -46.6168088 -22.281626, -46.6166894 -22.281595, -46.6165989 -22.2815869, -46.6165298 -22.2815764, -46.6164554 -22.2815577, -46.6163528 -22.2815218)",,
265023691,False,AMG-1940,Rua Marechal Deodoro,primary,30,False,98.126,"LINESTRING (-46.6170515 -22.2817191, -46.6169281 -22.2821522, -46.6168799 -22.2822589, -46.6168182 -22.2823557, -46.6167457 -22.282419, -46.6166344 -22.2824686)",,
264847766,False,AMG-1940,Rua Marechal Deodoro,primary,30,False,105.101,"LINESTRING (-46.6100727 -22.2833163, -46.6090538 -22.2832492)",,
264736233,True,,Rua Santo Antônio,tertiary,30,False,312.628,"LINESTRING (-46.6100727 -22.2833163, -46.6103044 -22.2843673, -46.6106894 -22.2860693)",,
"[1102182296, 1102182297, 264693870]",False,AMG-1940,Rua Marechal Deodoro,primary,30,True,196.669,"LINESTRING (-46.6100727 -22.2833163, -46.6106897 -22.2833327, -46.6108221 -22.283336, -46.6119829 -22.2833788)",yes,
257702688,False,,Rua Vitória,residential,30,False,49.305,"LINESTRING (-46.6151431 -22.2834179, -46.6154248 -22.2837766)",,
265023691,False,AMG-1940,Rua Marechal Deodoro,primary,30,False,14.636,"LINESTRING (-46.6151431 -22.2834179, -46.6150023 -22.2834366)",,
265023691,False,AMG-1940,Rua Marechal Deodoro,primary,30,True,186.71599999999998,"LINESTRING (-46.6151431 -22.2834179, -46.6152236 -22.2833807, -46.6161369 -22.2827317, -46.6162549 -22.2826634, -46.6166344 -22.2824686)",,
265023691,False,AMG-1940,Rua Marechal Deodoro,primary,30,False,29.412,"LINESTRING (-46.6150023 -22.2834366, -46.6147167 -22.2834477)",,
265023691,False,AMG-1940,Rua Marechal Deodoro,primary,30,True,14.636,"LINESTRING (-46.6150023 -22.2834366, -46.6151431 -22.2834179)",,
257702756,False,,Rua Capitão João Américo,residential,30,True,104.66000000000001,"LINESTRING (-46.6150023 -22.2834366, -46.6148011 -22.2833633, -46.6140528 -22.283099)",,
264603506,False,,,secondary_link,20,False,21.805,"LINESTRING (-46.6088976 -22.2828775, -46.6091095 -22.2828806)",,
264603498,True,BR-146,Rua Barão do Rio Branco,secondary,30,False,150.967,"LINESTRING (-46.6088976 -22.2828775, -46.6088882 -22.2825921, -46.6088493 -22.2823334, -46.6087903 -22.2821323, -46.6087125 -22.2819201, -46.6086146 -22.2817029, -46.6085449 -22.2815751)",,
829593467,True,,Praça Delfim Moreira,tertiary_link,30,False,12.98,"LINESTRING (-46.6092872 -22.2850982, -46.6094018 -22.2850494)",,1
56146267,True,,Rua Barão do Rio Branco,tertiary,40,False,116.017,"LINESTRING (-46.6092872 -22.2850982, -46.6091242 -22.2845931, -46.609021 -22.2842841, -46.608972 -22.2840967)",,
266434409,False,,Rua Dário Roberto de Lima,tertiary,30,False,104.76,"LINESTRING (-46.6095588 -22.286354, -46.6085735 -22.2865915)",,
266434409,False,,Rua Dário Roberto de Lima,tertiary,30,True,18.814,"LINESTRING (-46.6095588 -22.286354, -46.6097344 -22.2863068)",,
