osmid,highway,oneway,reversed,length,lanes,ref,geometry,name,bridge
825121194,residential,False,True,20.311,,,"LINESTRING (-35.7072478 -6.1052502, -35.7071041 -6.105364)",,
1112107477,trunk,False,False,84.113,2,BR-226,"LINESTRING (-35.7072478 -6.1052502, -35.7076323 -6.1055845, -35.7078173 -6.1057517)",,
1112107477,trunk,False,True,84.62400000000001,2,BR-226,"LINESTRING (-35.7072478 -6.1052502, -35.7067891 -6.1048772, -35.706653 -6.1047713)",,
746988895,trunk,False,False,163.351,2,BR-226,"LINESTRING (-35.7114376 -6.1104974, -35.7116366 -6.1106709, -35.7122451 -6.1111376, -35.7125288 -6.1113336, -35.712614 -6.1113834)",,
746988895,trunk,False,True,334.893,2,BR-226,"LINESTRING (-35.7114376 -6.1104974, -35.7112681 -6.1103175, -35.7111353 -6.1101755, -35.7108852 -6.1098481, -35.7098687 -6.108468, -35.7096018 -6.1081051)",,
825135088,residential,False,True,168.88,,,"LINESTRING (-35.7114376 -6.1104974, -35.7115746 -6.1105522, -35.7117509 -6.1106482, -35.7119266 -6.1107522, -35.7123028 -6.1109656, -35.7127701 -6.111237)",,
147665026,primary,False,False,51.241,,RN-120,"LINESTRING (-35.7046403 -6.1030579, -35.7042451 -6.1032986)",,
746988893,trunk,False,False,60.976,2,BR-226,"LINESTRING (-35.7046403 -6.1030579, -35.7050584 -6.1034155)",,
746988894,trunk,False,True,62.053,2,BR-226,"LINESTRING (-35.7046403 -6.1030579, -35.7042006 -6.1027111)",,
616911728,residential,False,False,39.878,,,"LINESTRING (-35.7105006 -6.1025313, -35.7106029 -6.1028752)",Rua Padre José Amorim de Souza,
616911728,residential,False,True,39.878,,,"LINESTRING (-35.7106029 -6.1028752, -35.7105006 -6.1025313)",Rua Padre José Amorim de Souza,
"[569149203, 825125756, 825125757]",residential,False,False,136.45600000000002,,,"LINESTRING (-35.7106029 -6.1028752, -35.7106479 -6.1030486, -35.7106874 -6.103166, -35.7107338 -6.1033227, -35.71078 -6.10351, -35.7108178 -6.1036784, -35.7108551 -6.1038334, -35.7108812 -6.1039221, -35.7109084 -6.1040633)",,yes
337389858,residential,False,True,18.66,,,"LINESTRING (-35.7095283 -6.1031566, -35.7096236 -6.1032951)",,
337389858,residential,False,False,18.66,,,"LINESTRING (-35.7096236 -6.1032951, -35.7095283 -6.1031566)",,
337389899,residential,False,False,65.116,,,"LINESTRING (-35.7096236 -6.1032951, -35.7091353 -6.1036225)",Rua Manoel Abdias de Araujo,
337389858,residential,False,True,41.42,,,"LINESTRING (-35.7096236 -6.1032951, -35.7097584 -6.1034725, -35.7098561 -6.103587)",,
337389897,residential,False,True,14.635,,,"LINESTRING (-35.7128854 -6.1035562, -35.7127587 -6.1035943)",Rua Jundiai,
337389910,residential,True,False,15.056,,,"LINESTRING (-35.7128854 -6.1035562, -35.712937 -6.1036815)",Rua Padre Antônio Vilela,
337389897,residential,False,False,14.635,,,"LINESTRING (-35.7127587 -6.1035943, -35.7128854 -6.1035562)",Rua Jundiai,
337389897,residential,False,True,50.247,,,"LINESTRING (-35.7127587 -6.1035943, -35.7123202 -6.103713)",Rua Jundiai,
