osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,junction
144073615,Rua Maria Jocelina Couto,residential,False,True,103.409,,,"LINESTRING (-48.6543832 -26.8917927, -48.6533405 -26.8918006)",
967393031,Rua Vereador Nereu Liberato Nunes,secondary,False,False,31.969,2,,"LINESTRING (-48.6543832 -26.8917927, -48.6543482 -26.8915069)",
384686066,Rua Dona Erna Gaya,residential,False,True,108.19,,,"LINESTRING (-48.6539371 -26.8872844, -48.6528462 -26.8872867)",
949330776,Rua Vereador Nereu Liberato Nunes,secondary,False,True,28.482,2,,"LINESTRING (-48.6539371 -26.8872844, -48.6539604 -26.8875397)",
950251849,Rua Vereador Nereu Liberato Nunes,secondary,False,False,45.642,2,,"LINESTRING (-48.6539371 -26.8872844, -48.6538956 -26.8868756)",
383557489,Avenida Prefeito José Juvenal Mafra,secondary,True,False,35.052,2,40,"LINESTRING (-48.6463625 -26.8901811, -48.6464072 -26.8904938)",
143418591,Rua Comandante Francisco Dias,residential,False,True,203.84,,,"LINESTRING (-48.6463625 -26.8901811, -48.6465329 -26.8901804, -48.6484179 -26.8901726)",
143418586,Rua Nelson Machado,residential,False,True,43.994,,,"LINESTRING (-48.6508587 -26.8901661, -48.6508925 -26.8905606)",
143418591,Rua Comandante Francisco Dias,residential,False,False,22.344,,,"LINESTRING (-48.6508587 -26.8901661, -48.6506334 -26.8901667)",
143418591,Rua Comandante Francisco Dias,residential,False,True,200.101,,,"LINESTRING (-48.6508587 -26.8901661, -48.6524856 -26.8901618, -48.6528764 -26.8901608)",
143418569,Rua Balneário Camboriú,residential,False,False,68.956,,,"LINESTRING (-48.6484104 -26.88953, -48.6484033 -26.8889099)",
143418569,Rua Balneário Camboriú,residential,False,True,71.458,,,"LINESTRING (-48.6484104 -26.88953, -48.6484179 -26.8901726)",
143418597,Rua Carlos de Góes Rebello,residential,False,True,219.56,,,"LINESTRING (-48.6484104 -26.88953, -48.6506243 -26.8895228)",
143418597,Rua Carlos de Góes Rebello,residential,False,False,212.193,,,"LINESTRING (-48.6484104 -26.88953, -48.6464243 -26.8895393, -48.6462708 -26.88954)",
318591339,Rua Carmem Linhares de Souza,residential,False,False,114.16,,,"LINESTRING (-48.6542996 -26.8910912, -48.6531485 -26.8910997)",
967393031,Rua Vereador Nereu Liberato Nunes,secondary,False,True,46.474,2,,"LINESTRING (-48.6542996 -26.8910912, -48.6543482 -26.8915069)",
446233185,Rua Vereador Nereu Liberato Nunes,secondary,False,False,104.303,2,,"LINESTRING (-48.6542996 -26.8910912, -48.6542402 -26.8904675, -48.6542099 -26.8901566)",
143418565,Rua Pedro Veríssimo de Campos,residential,False,False,60.095,,,"LINESTRING (-48.6505797 -26.8863732, -48.6505873 -26.8869136)",
384686063,Rua Lauro Amândio Couto,residential,False,False,218.763,,,"LINESTRING (-48.6505797 -26.8863732, -48.6483739 -26.8863805)",
384686063,Rua Lauro Amândio Couto,residential,False,True,223.821,,,"LINESTRING (-48.6505797 -26.8863732, -48.6528365 -26.8863657)",
1123485587,Rua Pedro Veríssimo de Campos,residential,False,True,47.64,,,"LINESTRING (-48.6505797 -26.8863732, -48.6505736 -26.8859448)",
143418607,Rua Miguel Francisco Borba,residential,False,False,47.928,,,"LINESTRING (-48.6531485 -26.8910997, -48.6531976 -26.8915285)",
318591339,Rua Carmem Linhares de Souza,residential,False,False,219.037,,,"LINESTRING (-48.6531485 -26.8910997, -48.6509399 -26.8911159)",
318591339,Rua Carmem Linhares de Souza,residential,False,True,114.16,,,"LINESTRING (-48.6531485 -26.8910997, -48.6542996 -26.8910912)",
384682662,Rua Joinville,residential,False,False,42.234,,,"LINESTRING (-48.6528422 -26.8869069, -48.6528462 -26.8872867)",
384682662,Rua Joinville,residential,False,True,60.181,,,"LINESTRING (-48.6528422 -26.8869069, -48.6528365 -26.8863657)",
384686065,Rua Dona Maria Lídia Bento,residential,True,False,223.631,,,"LINESTRING (-48.6528422 -26.8869069, -48.6505873 -26.8869136)",
143418565,Rua Pedro Veríssimo de Campos,residential,False,False,69.058,,,"LINESTRING (-48.6506155 -26.8889018, -48.6506243 -26.8895228)",
143418565,Rua Pedro Veríssimo de Campos,residential,False,True,59.25,,,"LINESTRING (-48.6506155 -26.8889018, -48.6506079 -26.888369)",
143418598,Rua Secretário José Juarez da Costa,residential,False,False,219.393,2,40,"LINESTRING (-48.6506155 -26.8889018, -48.6484033 -26.8889099)",
143418598,Rua Secretário José Juarez da Costa,residential,False,True,222.904,2,40,"LINESTRING (-48.6506155 -26.8889018, -48.6528631 -26.8888934)",
143418607,Rua Miguel Francisco Borba,residential,False,True,47.928,,,"LINESTRING (-48.6531976 -26.8915285, -48.6531485 -26.8910997)",
286327676,Rua Rodolfo Francisco Couto,residential,False,False,173.803,,,"LINESTRING (-48.6531976 -26.8915285, -48.6514451 -26.8915415)",
286327676,Rua Rodolfo Francisco Couto,residential,False,True,114.131,,,"LINESTRING (-48.6531976 -26.8915285, -48.6543482 -26.8915069)",
143418569,Rua Balneário Camboriú,residential,False,False,71.458,,,"LINESTRING (-48.6484179 -26.8901726, -48.6484104 -26.88953)",
143418591,Rua Comandante Francisco Dias,residential,False,True,23.405,,,"LINESTRING (-48.6484179 -26.8901726, -48.6486539 -26.8901719)",
143418591,Rua Comandante Francisco Dias,residential,False,False,203.84,,,"LINESTRING (-48.6484179 -26.8901726, -48.6465329 -26.8901804, -48.6463625 -26.8901811)",
286327676,Rua Rodolfo Francisco Couto,residential,False,False,219.542,,,"LINESTRING (-48.6509769 -26.8915449, -48.6487632 -26.8915612)",
286327676,Rua Rodolfo Francisco Couto,residential,False,True,46.433,,,"LINESTRING (-48.6509769 -26.8915449, -48.6514451 -26.8915415)",
900021761,Rua Manoel Cardoso Sacavém,residential,False,False,47.844,,,"LINESTRING (-48.6509769 -26.8915449, -48.6509399 -26.8911159)",
384682662,Rua Joinville,residential,False,False,60.181,,,"LINESTRING (-48.6528365 -26.8863657, -48.6528422 -26.8869069)",
384682662,Rua Joinville,residential,False,True,47.004,,,"LINESTRING (-48.6528365 -26.8863657, -48.6528321 -26.885943)",
384686063,Rua Lauro Amândio Couto,residential,False,False,223.821,,,"LINESTRING (-48.6528365 -26.8863657, -48.6505797 -26.8863732)",
384686063,Rua Lauro Amândio Couto,residential,False,True,98.264,,,"LINESTRING (-48.6528365 -26.8863657, -48.6537266 -26.8863627, -48.6538273 -26.8863624)",
143418597,Rua Carlos de Góes Rebello,residential,False,True,212.193,,,"LINESTRING (-48.6462708 -26.88954, -48.6464243 -26.8895393, -48.6484104 -26.88953)",
383557489,Avenida Prefeito José Juvenal Mafra,secondary,True,False,71.864,2,40,"LINESTRING (-48.6462708 -26.88954, -48.646345 -26.8900587, -48.6463625 -26.8901811)",
143418569,Rua Balneário Camboriú,residential,False,False,59.359,,,"LINESTRING (-48.6484033 -26.8889099, -48.6483971 -26.8883761)",
143418569,Rua Balneário Camboriú,residential,False,True,68.956,,,"LINESTRING (-48.6484033 -26.8889099, -48.6484104 -26.88953)",
143418598,Rua Secretário José Juarez da Costa,residential,False,True,219.393,2,40,"LINESTRING (-48.6484033 -26.8889099, -48.6506155 -26.8889018)",
143418598,Rua Secretário José Juarez da Costa,residential,False,False,220.277,2,40,"LINESTRING (-48.6484033 -26.8889099, -48.6463626 -26.8889196, -48.6461822 -26.8889205)",
143418565,Rua Pedro Veríssimo de Campos,residential,False,False,71.604,,,"LINESTRING (-48.6506243 -26.8895228, -48.6506334 -26.8901667)",
143418565,Rua Pedro Veríssimo de Campos,residential,False,True,69.058,,,"LINESTRING (-48.6506243 -26.8895228, -48.6506155 -26.8889018)",
143418597,Rua Carlos de Góes Rebello,residential,False,False,219.56,,,"LINESTRING (-48.6506243 -26.8895228, -48.6484104 -26.88953)",
143418597,Rua Carlos de Góes Rebello,residential,False,True,222.674,,,"LINESTRING (-48.6506243 -26.8895228, -48.6528696 -26.8895153)",
384686063,Rua Lauro Amândio Couto,residential,False,False,98.264,,,"LINESTRING (-48.6538273 -26.8863624, -48.6537266 -26.8863627, -48.6528365 -26.8863657)",
389912107,Rua Vereador Nereu Liberato Nunes,secondary,False,True,57.47800000000001,2,,"LINESTRING (-48.6538273 -26.8863624, -48.653862 -26.8865811, -48.6538789 -26.8867268, -48.6538956 -26.8868756)",
1054959749,Rua Vereador Nereu Liberato Nunes,secondary,True,False,47.637,2,30,"LINESTRING (-48.6538273 -26.8863624, -48.6537595 -26.8860287, -48.6537343 -26.8859423)",
950251849,Rua Vereador Nereu Liberato Nunes,secondary,False,True,45.642,2,,"LINESTRING (-48.6538956 -26.8868756, -48.6539371 -26.8872844)",
1114970593,Rua Dona Maria Lídia Bento,residential,True,False,104.529,2,,"LINESTRING (-48.6538956 -26.8868756, -48.6528422 -26.8869069)",
389912107,Rua Vereador Nereu Liberato Nunes,secondary,False,False,57.478,2,,"LINESTRING (-48.6538956 -26.8868756, -48.6538789 -26.8867268, -48.653862 -26.8865811, -48.6538273 -26.8863624)",
143415419,Rua Eulécio Olímpio da Silva,residential,False,True,92.035,,,"LINESTRING (-48.6492969 -26.8859458, -48.6483689 -26.8859465)",
143415419,Rua Eulécio Olímpio da Silva,residential,False,False,126.618,,,"LINESTRING (-48.6492969 -26.8859458, -48.6497234 -26.8859455, -48.6505736 -26.8859448)",
143418565,Rua Pedro Veríssimo de Campos,residential,False,False,42.046,,,"LINESTRING (-48.6505873 -26.8869136, -48.6505927 -26.8872917)",
143418565,Rua Pedro Veríssimo de Campos,residential,False,True,60.095,,,"LINESTRING (-48.6505873 -26.8869136, -48.6505797 -26.8863732)",
384686065,Rua Dona Maria Lídia Bento,residential,True,False,218.89,,,"LINESTRING (-48.6505873 -26.8869136, -48.6483802 -26.8869201)",
143415419,Rua Eulécio Olímpio da Silva,residential,False,False,92.035,,,"LINESTRING (-48.6483689 -26.8859465, -48.6492969 -26.8859458)",
143418569,Rua Balneário Camboriú,residential,False,True,48.261,,,"LINESTRING (-48.6483689 -26.8859465, -48.6483739 -26.8863805)",
