osmid,name,highway,oneway,reversed,length,geometry,lanes
995877937,Rua Helio Correia,secondary,False,False,39.964,"LINESTRING (-40.3054545 -11.0191788, -40.3052687 -11.0194885)",
412408611,Rua Helio Correia,secondary,False,True,62.99199999999999,"LINESTRING (-40.3054545 -11.0191788, -40.305524 -11.0191074, -40.3055931 -11.0190487, -40.3056648 -11.0189994, -40.3057641 -11.0189395, -40.3058352 -11.0188856, -40.3059014 -11.018824)",
504636576,Rua Helio Correia,residential,False,False,42.301,"LINESTRING (-40.3054545 -11.0191788, -40.3053336 -11.0192621, -40.305284 -11.0193075, -40.305229 -11.0193634, -40.30517 -11.0194338)",
339518680,Avenida Senhor dos Passos,residential,False,False,12.371,"LINESTRING (-40.3052687 -11.0194885, -40.30517 -11.0194338)",
995877937,Rua Helio Correia,secondary,False,False,77.594,"LINESTRING (-40.3052687 -11.0194885, -40.3049023 -11.0200865)",
995877937,Rua Helio Correia,secondary,False,True,39.964,"LINESTRING (-40.3052687 -11.0194885, -40.3054545 -11.0191788)",
339518680,Avenida Senhor dos Passos,residential,False,True,122.20400000000001,"LINESTRING (-40.3052687 -11.0194885, -40.305815 -11.0197583, -40.3062522 -11.0200124)",
195112211,Rua Euzebio Bezerra,secondary,False,True,39.167,"LINESTRING (-40.3009108 -11.0195958, -40.3012353 -11.0197462)",
689475158,Rua Anisio Ferreira,residential,False,False,86.588,"LINESTRING (-40.3009108 -11.0195958, -40.301199 -11.0193055, -40.3014792 -11.019053)",
689475159,Rua Euzebio Bezerra,residential,False,True,56.885000000000005,"LINESTRING (-40.3009108 -11.0195958, -40.3008684 -11.0196905, -40.3008677 -11.0197149, -40.3008721 -11.0197415, -40.3008858 -11.0197636, -40.3011853 -11.0199155)",
195112208,Avenida Presidente Medici,secondary,False,True,16.453,"LINESTRING (-40.301818 -11.0199825, -40.301948 -11.0200574)",
195112211,Rua Euzebio Bezerra,secondary,False,False,68.813,"LINESTRING (-40.301818 -11.0199825, -40.3012353 -11.0197462)",
339515776,Praça da Matriz,residential,True,False,67.467,"LINESTRING (-40.301818 -11.0199825, -40.3021336 -11.0194608)",
792065748,Praça da Matriz,residential,False,True,62.291,"LINESTRING (-40.301818 -11.0199825, -40.3017233 -11.0201184, -40.3015909 -11.0203321, -40.3015155 -11.0204573)",
195112208,Avenida Presidente Medici,secondary,False,False,51.425,"LINESTRING (-40.3028629 -11.0205396, -40.302437 -11.0203418)",
195112215,Avenida Presidente Medici,secondary,False,True,49.145,"LINESTRING (-40.3028629 -11.0205396, -40.303251 -11.0207637)",
995877933,Rua Deputado João Carlos,residential,False,False,64.513,"LINESTRING (-40.3028629 -11.0205396, -40.3031447 -11.0200296)",
995877933,Rua Deputado João Carlos,residential,False,True,58.989000000000004,"LINESTRING (-40.3028629 -11.0205396, -40.3027573 -11.0207088, -40.3027064 -11.0208259, -40.302697 -11.0209075, -40.3027292 -11.021026)",
195112215,Avenida Presidente Medici,secondary,False,False,70.037,"LINESTRING (-40.3042348 -11.0212734, -40.3036728 -11.0209694)",
