osmid,name,highway,oneway,reversed,length,geometry,junction,lanes,ref,maxspeed,bridge
61192940,Rua 13,residential,False,False,8.755,"LINESTRING (-49.435598 -16.7621125, -49.4355333 -16.7620639)",,,,,
61192940,Rua 13,residential,False,True,66.62700000000001,"LINESTRING (-49.435598 -16.7621125, -49.435723 -16.7622097, -49.4359106 -16.7623555, -49.4360838 -16.7624902)",,,,,
61192939,Rua JK,residential,False,True,78.657,"LINESTRING (-49.4405744 -16.7622913, -49.4399695 -16.7618852)",,,,,
61192945,Rua Benedito Luciano Alves,residential,False,False,151.349,"LINESTRING (-49.4405744 -16.7622913, -49.4410037 -16.761749, -49.4411544 -16.7615587, -49.4414331 -16.7612066)",,,,,
61192939,Rua JK,residential,False,False,75.513,"LINESTRING (-49.4388426 -16.7610926, -49.4394213 -16.7614852)",,,,,
61192941,Rua Gabriel Alves,residential,False,False,151.624,"LINESTRING (-49.4388426 -16.7610926, -49.439669 -16.7599821)",,,,,
61192939,Rua JK,residential,False,True,74.213,"LINESTRING (-49.4388426 -16.7610926, -49.4384628 -16.760815, -49.4382885 -16.7606877)",,,,,
61192941,Rua Gabriel Alves,residential,False,True,147.526,"LINESTRING (-49.4388426 -16.7610926, -49.4382856 -16.7618549, -49.4380483 -16.7621797)",,,,,
61192927,Rua Campinas,residential,False,False,74.433,"LINESTRING (-49.439669 -16.7599821, -49.4390997 -16.7595936)",,,,,
61192927,Rua Campinas,residential,False,True,77.68,"LINESTRING (-49.439669 -16.7599821, -49.4402559 -16.7603971)",,,,,
61192941,Rua Gabriel Alves,residential,False,True,151.624,"LINESTRING (-49.439669 -16.7599821, -49.4388426 -16.7610926)",,,,,
61192941,Rua Gabriel Alves,residential,False,False,220.819,"LINESTRING (-49.439669 -16.7599821, -49.4397999 -16.7598129, -49.4398729 -16.7597183, -49.440903 -16.758386)",,,,,
61192939,Rua JK,residential,False,False,78.657,"LINESTRING (-49.4399695 -16.7618852, -49.4405744 -16.7622913)",,,,,
61192939,Rua JK,residential,False,True,73.383,"LINESTRING (-49.4399695 -16.7618852, -49.4394213 -16.7614852)",,,,,
61192951,Rua Luciano Alves de Carvalho,residential,False,False,151.697,"LINESTRING (-49.4399695 -16.7618852, -49.4403305 -16.7614199, -49.440398 -16.7613329, -49.4408192 -16.7607901)",,,,,
61192924,Rua Santa Maria,residential,False,False,80.421,"LINESTRING (-49.4406715 -16.7574497, -49.4399294 -16.757315)",,,,,
"[61192944, 61192924]",Rua Santa Maria,residential,False,True,139.18099999999998,"LINESTRING (-49.4406715 -16.7574497, -49.4411588 -16.7575598, -49.4412311 -16.7575557, -49.4412902 -16.757511, -49.4414149 -16.7568916)",,,,,
61192935,Rua Pelágio Luciano Alves,residential,False,False,57.206,"LINESTRING (-49.4406715 -16.7574497, -49.4404613 -16.7577507, -49.4403729 -16.7578774)",,,,,
61192939,Rua JK,residential,False,False,73.383,"LINESTRING (-49.4394213 -16.7614852, -49.4399695 -16.7618852)",,,,,
61192939,Rua JK,residential,False,True,75.513,"LINESTRING (-49.4394213 -16.7614852, -49.4388426 -16.7610926)",,,,,
294951137,Rua Francisco Alves de Assis,residential,False,True,150.117,"LINESTRING (-49.4394213 -16.7614852, -49.4402559 -16.7603971)",,,,,
703131287,Rua Santa Maria,residential,False,True,73.954,"LINESTRING (-49.4403729 -16.7578774, -49.4398124 -16.7574846)",,,,,
61192935,Rua Pelágio Luciano Alves,residential,False,False,234.08100000000002,"LINESTRING (-49.4403729 -16.7578774, -49.4400992 -16.7582463, -49.4400905 -16.7582581, -49.4399297 -16.7584748, -49.4398482 -16.7585847, -49.4390997 -16.7595936)",,,,,
61192935,Rua Pelágio Luciano Alves,residential,False,True,57.206,"LINESTRING (-49.4403729 -16.7578774, -49.4404613 -16.7577507, -49.4406715 -16.7574497)",,,,,
703131288,Rua Santa Maria,residential,False,False,82.38299999999998,"LINESTRING (-49.4403729 -16.7578774, -49.4406633 -16.7580968, -49.4408612 -16.7582463, -49.440903 -16.758386)",,,,,
294956782,Rua Manoel Limirio da Silva,residential,False,True,74.325,"LINESTRING (-49.4380483 -16.7621797, -49.4386191 -16.7625645)",,,,,
61192941,Rua Gabriel Alves,residential,False,False,147.526,"LINESTRING (-49.4380483 -16.7621797, -49.4382856 -16.7618549, -49.4388426 -16.7610926)",,,,,
294956782,Rua Manoel Limirio da Silva,residential,False,False,75.034,"LINESTRING (-49.4380483 -16.7621797, -49.437882 -16.7620687, -49.4377723 -16.7619955, -49.4376605 -16.7619209, -49.4374701 -16.7617939)",,,,,
61192927,Rua Campinas,residential,False,False,77.68,"LINESTRING (-49.4402559 -16.7603971, -49.439669 -16.7599821)",,,,,
294951137,Rua Francisco Alves de Assis,residential,False,False,150.117,"LINESTRING (-49.4402559 -16.7603971, -49.4394213 -16.7614852)",,,,,
