osmid,oneway,lanes,name,highway,maxspeed,reversed,length,bridge,geometry,junction,ref
674467379,True,1,Rua Cônego Leopoldo Peirone,secondary,40,False,10.206,,"LINESTRING (-46.1440941 -22.7581677, -46.1441043 -22.758259)",,
"[835206396, 677900310]",False,2,Rua Cônego Leopoldo Peirone,secondary,40,False,89.40700000000001,yes,"LINESTRING (-46.1440941 -22.7581677, -46.1441273 -22.7580452, -46.1442748 -22.7573812)",,
30616911,True,3,Rua Professor Francisco Manoel do Nascimento,residential,30,False,86.323,,"LINESTRING (-46.1443954 -22.7568347, -46.1452147 -22.7570132)",,
285038252,True,1,Rua Cônego Leopoldo Peirone,residential,30,False,59.772,,"LINESTRING (-46.1443954 -22.7568347, -46.1445103 -22.7563077)",,
285029895,False,2,Rua Coronel Bento Gomes Escobar,secondary,40,False,92.816,,"LINESTRING (-46.1479666 -22.7563634, -46.1482611 -22.7555741)",,
414154310,True,1,Rua Coronel Bento Gomes Escobar,secondary,40,False,35.392,,"LINESTRING (-46.1479666 -22.7563634, -46.1478341 -22.7566573)",,
1125628614,False,2,Rua Doutor Bueno de Paiva,tertiary,40,False,103.589,,"LINESTRING (-46.1479666 -22.7563634, -46.148913 -22.7566893)",,
285029895,False,2,Rua Coronel Bento Gomes Escobar,secondary,40,False,7.909,,"LINESTRING (-46.1482611 -22.7555741, -46.148302 -22.7555138)",,
285029895,False,2,Rua Coronel Bento Gomes Escobar,secondary,40,True,92.816,,"LINESTRING (-46.1482611 -22.7555741, -46.1479666 -22.7563634)",,
101268915,True,1,Praça Capitão Antônio Domiciano,tertiary,40,False,61.318,,"LINESTRING (-46.1419205 -22.7538251, -46.142275 -22.753381)",,
"[416490265, 416490266, 442749964]",False,2,Avenida Rio Branco,tertiary,40,"[False, True]",206.904,yes,"LINESTRING (-46.1419205 -22.7538251, -46.1414422 -22.7535542, -46.1412323 -22.7534287, -46.1409145 -22.7532432, -46.1402289 -22.7528115)",,
1125528763,True,,Praça Capitão Antônio Domiciano,tertiary,,False,64.861,,"LINESTRING (-46.142275 -22.753381, -46.1427848 -22.7537263)",,
101268922,False,2,Rua Libero Badaro,residential,30,True,268.19599999999997,,"LINESTRING (-46.1448992 -22.755001, -46.1450035 -22.7549842, -46.1456435 -22.7550257, -46.1461522 -22.7550587, -46.1467467 -22.7550933, -46.1475076 -22.7551375)",,
"[414154283, 1125528764]",True,1,"['Praça Doutor Benjamin Guilherme de Macedo', 'Rua Doutor Silviano Brandão']",tertiary,40,False,149.896,,"LINESTRING (-46.1448992 -22.755001, -46.145123 -22.7551014, -46.1453907 -22.7552652, -46.1455247 -22.7553665, -46.1456548 -22.7554648, -46.1458751 -22.7555905, -46.1461457 -22.7556896)",,
385162130,True,1,Rua Professor Tomaz de Aquino Pereira,residential,30,False,108.564,,"LINESTRING (-46.1471465 -22.7560553, -46.1475076 -22.7551375)",,
414154283,True,1,Praça Doutor Benjamin Guilherme de Macedo,tertiary,40,False,6.523,,"LINESTRING (-46.1471465 -22.7560553, -46.1472063 -22.7560753)",,
621301223,True,1,,secondary,,False,4.789,,"LINESTRING (-46.1485112 -22.7551416, -46.1485181 -22.755099)",roundabout,
621301197,True,,,motorway_link,,False,16.397,,"LINESTRING (-46.1486812 -22.7553493, -46.1486124 -22.7553592, -46.1485281 -22.755389)",,
621301200,True,,,motorway_link,,False,11.015,,"LINESTRING (-46.1486812 -22.7553493, -46.1486552 -22.7553192, -46.148645 -22.755305, -46.1486297 -22.7552638)",,
285029895,False,2,Rua Coronel Bento Gomes Escobar,secondary,40,True,14.319,,"LINESTRING (-46.148418 -22.7554421, -46.148302 -22.7555138)",,
621301216,True,1,Rua Coronel Bento Gomes Escobar,secondary,,False,35.093,,"LINESTRING (-46.148418 -22.7554421, -46.148485 -22.7552974, -46.1484944 -22.7552708, -46.1485018 -22.755238, -46.1485112 -22.7551416)",,
101265014,True,1,,secondary,40,False,5.479,,"LINESTRING (-46.1440092 -22.7583973, -46.143984 -22.7583892, -46.1439622 -22.7583749)",roundabout,
285029901,False,2,Rua Major José Theotônio de Campos,secondary,40,False,69.28,,"LINESTRING (-46.1466547 -22.7580857, -46.1460126 -22.7578918)",,
414154302,True,1,Rua Tiradentes,secondary,40,False,76.221,,"LINESTRING (-46.1466547 -22.7580857, -46.1467997 -22.7574134)",,
965664844,False,2,Rua Tiradentes,residential,30,True,99.957,,"LINESTRING (-46.1466547 -22.7580857, -46.1464436 -22.7589633)",,
965664845,False,2,Rua Major José Theotônio de Campos,secondary,40,True,60.102,,"LINESTRING (-46.1466547 -22.7580857, -46.1472112 -22.7582554)",,
101265014,True,1,,secondary,40,False,5.896000000000001,,"LINESTRING (-46.1439325 -22.7583124, -46.1439333 -22.7582992, -46.1439364 -22.7582862, -46.1439415 -22.7582738, -46.1439486 -22.7582623)",roundabout,
101265016,True,1,Praça Coronel Oreste Nobrega,living_street,30,False,84.781,,"LINESTRING (-46.147078 -22.756349, -46.1471367 -22.7563733, -46.1477133 -22.7566123, -46.1477344 -22.756621, -46.1478341 -22.7566573)",,
442748511,True,1,Praça Doutor Benjamin Guilherme de Macedo,secondary,40,False,33.156,,"LINESTRING (-46.147078 -22.756349, -46.1471909 -22.7561082, -46.1472063 -22.7560753)",,
442748511,True,1,Praça Doutor Benjamin Guilherme de Macedo,secondary,40,False,24.66,,"LINESTRING (-46.1469903 -22.7565555, -46.147078 -22.756349)",,
442749959,True,2,Praça Doutor Benjamin Guilherme de Macedo,tertiary,40,False,89.37,,"LINESTRING (-46.1469903 -22.7565555, -46.1469857 -22.7564692, -46.1469683 -22.7564027, -46.1469527 -22.7563366, -46.1469327 -22.7563083, -46.1469012 -22.7562824, -46.1464394 -22.7560044)",,
414154300,True,1,Rua Virgílio de Melo Franco,residential,30,False,67.853,,"LINESTRING (-46.1474853 -22.7575456, -46.148109 -22.7577495)",,
906427869,True,2,Rua Doutor José Rodrigues Seabra,secondary,40,False,10.468,,"LINESTRING (-46.1474853 -22.7575456, -46.1474445 -22.7576319)",,
414158862,True,1,Praça Capitão Valencio Ferreira Dantas,tertiary,40,False,48.809,,"LINESTRING (-46.1446179 -22.7557974, -46.1441578 -22.7556849)",,
1126105662,True,1,Rua Cônego Leopoldo Peirone,residential,30,False,57.806,,"LINESTRING (-46.1446179 -22.7557974, -46.1445103 -22.7563077)",,
101265014,True,1,,secondary,40,False,9.765,,"LINESTRING (-46.1441043 -22.758259, -46.1441186 -22.7582851, -46.1441229 -22.7583141, -46.1441165 -22.7583428)",roundabout,
101265014,True,1,,secondary,40,False,7.771,,"LINESTRING (-46.1439622 -22.7583749, -46.1439463 -22.7583568, -46.1439362 -22.7583355, -46.1439325 -22.7583124)",roundabout,
674467384,True,,Rua Doutor Hugo Fusco,residential,,False,21.675,,"LINESTRING (-46.1439622 -22.7583749, -46.1438746 -22.7584314, -46.1437712 -22.7584453)",,
676636147,True,,Rua Bom Jesus,residential,,False,5.2490000000000006,,"LINESTRING (-46.1492574 -22.7581148, -46.1492501 -22.7581356, -46.1492335 -22.7581558)",,
101265013,True,1,Rua Cônego Leopoldo Peirone,secondary,40,False,9.682,,"LINESTRING (-46.1440217 -22.7582236, -46.1440941 -22.7581677)",,
101265014,True,1,,secondary,40,False,9.697,,"LINESTRING (-46.1440217 -22.7582236, -46.144053 -22.7582265, -46.1440816 -22.7582388, -46.1441043 -22.758259)",roundabout,
674467381,True,,Avenida Presidente Tancredo de Almeida Neves,secondary,,False,14.635,,"LINESTRING (-46.1441062 -22.7583608, -46.1441082 -22.7584924)",,LMG-886
101265014,True,1,,secondary,40,False,11.352999999999998,,"LINESTRING (-46.1441062 -22.7583608, -46.1440917 -22.7583762, -46.1440738 -22.758388, -46.1440533 -22.7583958, -46.1440314 -22.7583989, -46.1440092 -22.7583973)",roundabout,
1125921906,False,2,Rua Doutor José Rodrigues Seabra,tertiary,40,False,116.002,,"LINESTRING (-46.1468764 -22.7592519, -46.1472112 -22.7582554)",,
30616913,False,2,Travessa Tiradentes,residential,30,False,51.672,,"LINESTRING (-46.1468764 -22.7592519, -46.1464587 -22.7593047, -46.1463764 -22.7593069)",,
965664844,False,2,Rua Tiradentes,residential,30,False,14.885,,"LINESTRING (-46.146346 -22.7594378, -46.1463764 -22.7593069)",,
101268922,False,2,Rua Libero Badaro,residential,30,False,82.797,,"LINESTRING (-46.1483124 -22.7551979, -46.1475076 -22.7551375)",,
414154286,True,1,Rua Tomaz Antônio Gonzaga,tertiary,40,False,113.605,,"LINESTRING (-46.1438434 -22.7554337, -46.1437643 -22.7553612, -46.1433171 -22.7546914, -46.1432835 -22.7546524, -46.143217 -22.7545973)",,
"[414154292, 414158863]",True,1,"['Praça Capitão Valencio Ferreira Dantas', 'Praça Senador Francisco Escobar']",tertiary,40,False,200.25700000000003,,"LINESTRING (-46.1438434 -22.7554337, -46.1438789 -22.7553777, -46.1439236 -22.7553546, -46.1446783 -22.7554739, -46.1447115 -22.7554767, -46.1448877 -22.7554789, -46.1452686 -22.7554911, -46.145429 -22.7555215, -46.1456048 -22.7555912, -46.1456318 -22.7556137, -46.1456478 -22.7556485, -46.1456451 -22.7556876)",,
442749960,True,1,Praça Senador Francisco Escobar,tertiary,40,False,116.916,,"LINESTRING (-46.1456451 -22.7556876, -46.1456315 -22.7557441, -46.1456174 -22.7558004, -46.145607 -22.7558171, -46.1455899 -22.7558276, -46.1455654 -22.7558326, -46.1446179 -22.7557974)",,
676667209,False,2,Praça Doutor Benjamin Guilherme de Macedo,tertiary,40,True,45.769999999999996,,"LINESTRING (-46.1456451 -22.7556876, -46.1460144 -22.7557751, -46.1460751 -22.7557967)",,
621301226,True,1,Rua Coronel Bento Gomes Escobar,secondary,,False,12.74,,"LINESTRING (-46.1485281 -22.755389, -46.148418 -22.7554421)",,
621301223,True,1,,secondary,,False,3.162,,"LINESTRING (-46.1486605 -22.7552652, -46.1486297 -22.7552638)",roundabout,
621301232,True,1,,secondary,,False,57.721000000000004,,"LINESTRING (-46.1491797 -22.7551563, -46.1490724 -22.7552368, -46.1490168 -22.7552646, -46.1489303 -22.7552869, -46.1488511 -22.7552887, -46.1486605 -22.7552652)",,
1125921911,True,1,Rua Tiradentes,secondary,40,False,27.586,,"LINESTRING (-46.1469292 -22.7567971, -46.1469903 -22.7565555)",,
1126105661,True,1,Rua Cônego Cincinato Cabral,residential,30,False,83.443,,"LINESTRING (-46.1469292 -22.7567971, -46.1461346 -22.7566352)",,
677900311,False,2,Rua Major José Theotônio de Campos,residential,30,False,69.849,,"LINESTRING (-46.1489649 -22.7587363, -46.1483075 -22.7585717)",,
385162134,True,1,Praça Bom Jesus,residential,30,False,68.029,,"LINESTRING (-46.1489649 -22.7587363, -46.1490771 -22.7582098, -46.1490915 -22.7581758, -46.149114 -22.7581431)",,
677900311,False,2,Rua Major José Theotônio de Campos,residential,30,True,71.906,,"LINESTRING (-46.1472112 -22.7582554, -46.1478792 -22.7584522)",,
965664845,False,2,Rua Major José Theotônio de Campos,secondary,40,False,60.102,,"LINESTRING (-46.1472112 -22.7582554, -46.1466547 -22.7580857)",,
1125921906,False,2,Rua Doutor José Rodrigues Seabra,tertiary,40,True,116.002,,"LINESTRING (-46.1472112 -22.7582554, -46.1468764 -22.7592519)",,
285029901,False,2,Rua Major José Theotônio de Campos,secondary,40,True,88.354,,"LINESTRING (-46.1442748 -22.7573812, -46.1450965 -22.7576204)",,
285038252,True,1,Rua Cônego Leopoldo Peirone,residential,30,False,62.014,,"LINESTRING (-46.1442748 -22.7573812, -46.1443954 -22.7568347)",,
1126105663,True,1,Rua Major José Theotônio de Campos,residential,30,False,55.898,,"LINESTRING (-46.1442748 -22.7573812, -46.1437526 -22.7572369)",,
"[835206396, 677900310]",False,2,Rua Cônego Leopoldo Peirone,secondary,40,True,89.40700000000001,yes,"LINESTRING (-46.1442748 -22.7573812, -46.1441273 -22.7580452, -46.1440941 -22.7581677)",,
285030557,False,2,Rua Coronel Francisco Terra Vargas,residential,30,False,63.834,,"LINESTRING (-46.1493123 -22.7574711, -46.1491945 -22.7580348)",,
414154312,False,2,Rua Dona Ana Escobar,residential,30,True,70.589,,"LINESTRING (-46.1493123 -22.7574711, -46.1486812 -22.7572175)",,
676636147,True,,Rua Bom Jesus,residential,,False,8.651,,"LINESTRING (-46.1491202 -22.7580634, -46.1491404 -22.7580454, -46.1491664 -22.7580354, -46.1491945 -22.7580348)",,
285029904,False,2,Rua Claudio Manoel da Costa,residential,30,False,58.937,,"LINESTRING (-46.1441578 -22.7556849, -46.1440269 -22.756201)",,
414158862,True,1,Praça Capitão Valencio Ferreira Dantas,tertiary,40,False,51.234,,"LINESTRING (-46.1441578 -22.7556849, -46.1438557 -22.7555972, -46.1438292 -22.75553, -46.1438434 -22.7554337)",,
1126105664,True,1,Rua Claudio Manoel da Costa,residential,30,False,58.403,,"LINESTRING (-46.1437526 -22.7572369, -46.143882 -22.7567254)",,
674467380,False,2,Rua Major José Theotônio de Campos,residential,30,True,97.597,,"LINESTRING (-46.1437526 -22.7572369, -46.1435623 -22.7570874, -46.1433776 -22.7569368, -46.1432467 -22.7567921, -46.1430833 -22.7566165)",,
285029904,False,2,Rua Claudio Manoel da Costa,residential,30,False,60.174,,"LINESTRING (-46.1440269 -22.756201, -46.143882 -22.7567254)",,
285029904,False,2,Rua Claudio Manoel da Costa,residential,30,True,58.937,,"LINESTRING (-46.1440269 -22.756201, -46.1441578 -22.7556849)",,
285029905,False,2,Rua Cônego Cincinato Cabral,residential,30,False,50.968,,"LINESTRING (-46.1440269 -22.756201, -46.1445103 -22.7563077)",,
285029907,True,1,Praça Coronel Oreste Nóbrega,tertiary,40,False,85.642,,"LINESTRING (-46.1477583 -22.7568582, -46.1469903 -22.7565555)",,
