osmid,lanes,name,highway,oneway,reversed,length,geometry,bridge,ref
291802855,4,Avenida Nilo Peçanha,secondary,False,False,38.774,"LINESTRING (-42.3451253 -22.8692469, -42.3454137 -22.8692543, -42.3455036 -22.8692568)",,
291802855,4,Avenida Nilo Peçanha,secondary,False,True,119.157,"LINESTRING (-42.3451253 -22.8692469, -42.3448089 -22.8692889, -42.344491 -22.8693482, -42.3439989 -22.8695002)",,
347940280,,Avenida Gladstone José de Oliveira,secondary,False,True,25.472,"LINESTRING (-42.3457843 -22.8692945, -42.3459153 -22.8690998)",,
224422379,,Rua Sete de Setembro,secondary,False,False,141.92,"LINESTRING (-42.3457843 -22.8692945, -42.3455398 -22.8701267, -42.3455183 -22.870228, -42.3455277 -22.8703244, -42.3455599 -22.8704084, -42.3455948 -22.8704603, -42.345639 -22.8705097)",,
224422438,2,Rua Protógenes Guimarães,tertiary,False,False,139.97,"LINESTRING (-42.3457843 -22.8692945, -42.3460209 -22.8693623, -42.3462088 -22.8694198, -42.3470716 -22.8697151)",,
291802855,4,Avenida Nilo Peçanha,secondary,False,True,29.063000000000002,"LINESTRING (-42.3457843 -22.8692945, -42.345623 -22.8692728, -42.3455036 -22.8692568)",,
287693853,,Travessa Comendador Queiroz,residential,False,False,52.968,"LINESTRING (-42.3439989 -22.8695002, -42.3442285 -22.869927)",,
291802855,4,Avenida Nilo Peçanha,secondary,False,False,119.15700000000001,"LINESTRING (-42.3439989 -22.8695002, -42.344491 -22.8693482, -42.3448089 -22.8692889, -42.3451253 -22.8692469)",,
291802855,4,Avenida Nilo Peçanha,secondary,False,True,83.089,"LINESTRING (-42.3439989 -22.8695002, -42.3438808 -22.8695496, -42.3436448 -22.8696744, -42.3433068 -22.8698869)",,
291802855,4,Avenida Nilo Peçanha,secondary,False,True,5.604,"LINESTRING (-42.3433068 -22.8698869, -42.3432649 -22.8699193)",,
272512059,,Rua Raposo,residential,False,True,157.319,"LINESTRING (-42.3433068 -22.8698869, -42.3438178 -22.8706617, -42.3438554 -22.8707507, -42.3438849 -22.8708607, -42.3438929 -22.8709509, -42.3438906 -22.8710917, -42.3438929 -22.8711597)",,
291802855,4,Avenida Nilo Peçanha,secondary,False,False,83.089,"LINESTRING (-42.3433068 -22.8698869, -42.3436448 -22.8696744, -42.3438808 -22.8695496, -42.3439989 -22.8695002)",,
189508339,,Rua Casemiro de Abreu,residential,False,True,113.574,"LINESTRING (-42.3398919 -22.8704566, -42.3408218 -22.8699006)",,
998558527,,Rua Bernardo Vasconcelos,secondary,False,True,47.928,"LINESTRING (-42.3398919 -22.8704566, -42.3401351 -22.8708248)",,
998558527,,Rua Bernardo Vasconcelos,secondary,False,False,73.44,"LINESTRING (-42.3398919 -22.8704566, -42.3397009 -22.8701987, -42.3394682 -22.8699243)",,
224422384,,Rua Miguel Couto,residential,False,True,79.522,"LINESTRING (-42.3422312 -22.8710748, -42.3415393 -22.8707507)",,
291802855,4,Avenida Nilo Peçanha,secondary,False,True,71.496,"LINESTRING (-42.3422312 -22.8710748, -42.3419127 -22.8716469)",,
291802855,4,Avenida Nilo Peçanha,secondary,False,False,90.379,"LINESTRING (-42.3422312 -22.8710748, -42.3422821 -22.8709867, -42.3425384 -22.8705826, -42.3425987 -22.8705097, -42.3427007 -22.8703886)",,
291802855,4,Avenida Nilo Peçanha,secondary,False,True,12.392,"LINESTRING (-42.3413572 -22.8726493, -42.3413047 -22.8727497)",,
291802855,4,Avenida Nilo Peçanha,secondary,False,False,125.15100000000001,"LINESTRING (-42.3413572 -22.8726493, -42.3415564 -22.8722868, -42.3419127 -22.8716469)",,
189508339,,Rua Casemiro de Abreu,residential,False,False,50.994,"LINESTRING (-42.3411098 -22.868958, -42.3413804 -22.8693429)",,
189508339,,Rua Casemiro de Abreu,residential,False,True,50.994,"LINESTRING (-42.3413804 -22.8693429, -42.3411098 -22.868958)",,
189508339,,Rua Casemiro de Abreu,residential,False,False,93.375,"LINESTRING (-42.3413804 -22.8693429, -42.3413958 -22.8694767, -42.3413877 -22.8695323, -42.3413743 -22.8695644, -42.3413408 -22.8696102, -42.3408218 -22.8699006)",,
189508421,,Rua Ivone de Oliveira Souto,residential,False,False,132.127,"LINESTRING (-42.3394682 -22.8699243, -42.3403564 -22.8690628)",,
272512045,,Rua Ivone de Oliveira Souto,residential,False,False,170.227,"LINESTRING (-42.3394682 -22.8699243, -42.3393358 -22.8700291, -42.3392782 -22.8700847, -42.3392192 -22.870165, -42.3391642 -22.870249, -42.3386201 -22.871226)",,
"[157753456, 157753467, 998558527]",,Rua Bernardo Vasconcelos,secondary,False,False,27.002,"LINESTRING (-42.3394682 -22.8699243, -42.3394269 -22.8698722, -42.3393381 -22.8697713, -42.339305 -22.8697337)",yes,
998558527,,Rua Bernardo Vasconcelos,secondary,False,True,73.44,"LINESTRING (-42.3394682 -22.8699243, -42.3397009 -22.8701987, -42.3398919 -22.8704566)",,
852606337,,Rua Conselheiro Macedo Soares,residential,False,True,4.448,"LINESTRING (-42.339301 -22.8721297, -42.3392579 -22.8721345)",,
272512051,,Rua Sílvia Vasconcelos,secondary,True,False,185.911,"LINESTRING (-42.339301 -22.8721297, -42.3392958 -22.8719701, -42.3393011 -22.8718105, -42.3393047 -22.871646, -42.3393225 -22.871493, -42.3393528 -22.8714007, -42.3393828 -22.8713463, -42.339423 -22.8712882, -42.339482 -22.871219, -42.3395464 -22.8711708, -42.3401351 -22.8708248)",,
272512060,,Rua Conselheiro Macedo Soares,residential,False,True,55.767,"LINESTRING (-42.338912 -22.8722953, -42.3384207 -22.8725112)",,
"[272512049, 852606337, 272512060]",,Rua Conselheiro Macedo Soares,residential,False,False,39.771,"LINESTRING (-42.338912 -22.8722953, -42.338971 -22.8722632, -42.3390114 -22.8722437, -42.3392004 -22.8721526, -42.3392579 -22.8721345)",yes,
853277968,,Avenida Beira Rio,residential,True,False,151.547,"LINESTRING (-42.338912 -22.8722953, -42.3385569 -22.8718165, -42.3384777 -22.8717033, -42.3380728 -22.8711731)",,
224421127,,Rua Ari Barroso,residential,True,False,92.30600000000001,"LINESTRING (-42.338157 -22.8730144, -42.338214 -22.8730775, -42.3387645 -22.8736273)",,
224421122,,Rua Paul Harris,residential,True,False,78.451,"LINESTRING (-42.3395062 -22.8734519, -42.3387645 -22.8736273)",,
272512048,,Rua Mãrio de Vasconcelios,residential,True,False,143.181,"LINESTRING (-42.3395062 -22.8734519, -42.3393707 -22.8730737, -42.3392567 -22.8728155, -42.3391709 -22.8726623, -42.3390837 -22.8725214, -42.3390032 -22.872409, -42.338912 -22.8722953)",,
224422500,,Rua Miguel Couto,residential,False,True,71.93,"LINESTRING (-42.3430945 -22.868956, -42.3424064 -22.8690844)",,
282926475,,Rua Governador Roberto Silveira,residential,False,False,108.528,"LINESTRING (-42.3430945 -22.868956, -42.3432649 -22.8699193)",,
189508421,,Rua Ivone de Oliveira Souto,residential,False,True,132.127,"LINESTRING (-42.3403564 -22.8690628, -42.3394682 -22.8699243)",,
224422452,,Travessa Alfrândino José Correa,residential,False,False,105.45100000000001,"LINESTRING (-42.3403564 -22.8690628, -42.3406421 -22.869478, -42.3407158 -22.8695941, -42.3407601 -22.8697004, -42.340803 -22.8698215, -42.3408218 -22.8699006)",,
224422446,,Rua Francisco Eulálio Silva,residential,False,False,61.872,"LINESTRING (-42.3424064 -22.8690844, -42.342435 -22.8696402)",,
224422500,,Rua Miguel Couto,residential,False,False,71.93,"LINESTRING (-42.3424064 -22.8690844, -42.3430945 -22.868956)",,
224422500,,Rua Miguel Couto,residential,False,True,90.973,"LINESTRING (-42.3424064 -22.8690844, -42.3423359 -22.8690998, -42.3423057 -22.869114, -42.3422876 -22.8691326, -42.3422728 -22.8691678, -42.3422762 -22.8694217, -42.3422735 -22.8694532, -42.3422661 -22.8694835, -42.34225 -22.8695119, -42.342179 -22.8696336, -42.3421535 -22.8697072, -42.34213 -22.869798)",,
224422503,,Rua Lanhas Ribeiro,residential,False,True,66.457,"LINESTRING (-42.3397583 -22.8693062, -42.339305 -22.8697337)",,
287693854,,Rua Oliveiras,residential,False,False,51.248,"LINESTRING (-42.3470716 -22.8697151, -42.3472239 -22.8692761)",,
224422438,2,Rua Protógenes Guimarães,tertiary,False,False,66.401,"LINESTRING (-42.3470716 -22.8697151, -42.3472369 -22.8697837, -42.3476517 -22.869981)",,
224422438,2,Rua Protógenes Guimarães,tertiary,False,True,139.97,"LINESTRING (-42.3470716 -22.8697151, -42.3462088 -22.8694198, -42.3460209 -22.8693623, -42.3457843 -22.8692945)",,
287693854,,Rua Oliveiras,residential,False,True,166.417,"LINESTRING (-42.3470716 -22.8697151, -42.3467119 -22.8703961, -42.3466408 -22.8705209, -42.3465778 -22.8706234, -42.3464987 -22.8707248, -42.3462546 -22.8710003)",,
224422446,,Rua Francisco Eulálio Silva,residential,False,False,87.558,"LINESTRING (-42.342435 -22.8696402, -42.3427007 -22.8703886)",,
224422446,,Rua Francisco Eulálio Silva,residential,False,True,61.872,"LINESTRING (-42.342435 -22.8696402, -42.3424064 -22.8690844)",,
709020944,,Rua Vereador José Maria Castanho,residential,False,False,36.168,"LINESTRING (-42.342435 -22.8696402, -42.3423775 -22.869654, -42.3423446 -22.8696652, -42.3422688 -22.8697108, -42.3421904 -22.8697609, -42.34213 -22.869798)",,
189508339,,Rua Casemiro de Abreu,residential,False,False,113.574,"LINESTRING (-42.3408218 -22.8699006, -42.3398919 -22.8704566)",,
189508339,,Rua Casemiro de Abreu,residential,False,True,93.375,"LINESTRING (-42.3408218 -22.8699006, -42.3413408 -22.8696102, -42.3413743 -22.8695644, -42.3413877 -22.8695323, -42.3413958 -22.8694767, -42.3413804 -22.8693429)",,
224422452,,Travessa Alfrândino José Correa,residential,False,True,105.451,"LINESTRING (-42.3408218 -22.8699006, -42.340803 -22.8698215, -42.3407601 -22.8697004, -42.3407158 -22.8695941, -42.3406421 -22.869478, -42.3403564 -22.8690628)",,
224422500,,Rua Miguel Couto,residential,False,True,55.164,"LINESTRING (-42.3417784 -22.8703062, -42.3415393 -22.8707507)",,
224422386,,Rua Miguel Couto,residential,False,True,173.755,"LINESTRING (-42.3417784 -22.8703062, -42.3415621 -22.8704189, -42.3403312 -22.8711206)",,
224422500,,Rua Miguel Couto,residential,False,False,67.05000000000001,"LINESTRING (-42.3417784 -22.8703062, -42.3419791 -22.8699982, -42.34213 -22.869798)",,
224422446,,Rua Francisco Eulálio Silva,residential,False,True,87.558,"LINESTRING (-42.3427007 -22.8703886, -42.342435 -22.8696402)",,
291802855,4,Avenida Nilo Peçanha,secondary,False,False,78.041,"LINESTRING (-42.3427007 -22.8703886, -42.3429582 -22.870144, -42.34304 -22.870081, -42.3432649 -22.8699193)",,
