osmid,oneway,lanes,name,highway,reversed,length,geometry,junction,bridge,maxspeed
975837384,True,1,Avenida Tiradentes,tertiary,False,18.893,"LINESTRING (-49.2734217 -26.739262, -49.2733811 -26.7392038, -49.2733233 -26.7391166)",,,
975837388,True,1,,secondary,False,8.565000000000001,"LINESTRING (-49.2734217 -26.739262, -49.2734373 -26.7392261, -49.2734632 -26.7391953)",roundabout,,
500811253,False,,Rua 1º de Maio,secondary,False,69.073,"LINESTRING (-49.2675139 -26.7398042, -49.2678281 -26.73925)",,,
1081030342,False,,Rua 1º de Maio,tertiary,True,27.223,"LINESTRING (-49.2675139 -26.7398042, -49.2674093 -26.7400305)",,,
500811253,False,,Rua 1º de Maio,secondary,True,69.073,"LINESTRING (-49.2678281 -26.73925, -49.2675139 -26.7398042)",,,
"[975837381, 237828785, 280765133, 295484853]",False,2,"['Rua Doutor Jorge Lacerda', 'Rua Doutor Nereu Ramos']",secondary,"[False, True]",697.2489999999999,"LINESTRING (-49.2678281 -26.73925, -49.2705381 -26.7404965, -49.2719154 -26.74113, -49.2720955 -26.7408643, -49.2722346 -26.740659, -49.2725238 -26.7402324, -49.2728701 -26.7398498, -49.2733146 -26.7393691)",,yes,
295484887,False,,Rua Amapá,residential,True,169.71499999999997,"LINESTRING (-49.2669198 -26.7414306, -49.2672564 -26.7414342, -49.2678961 -26.7414222, -49.2686287 -26.7414216)",,,
458936530,False,,Rua 1º de Maio,tertiary,False,85.17500000000001,"LINESTRING (-49.2669198 -26.7414306, -49.2669694 -26.7412018, -49.2670284 -26.7410354, -49.2671131 -26.740822, -49.2671625 -26.7406976)",,,
458936530,False,,Rua 1º de Maio,tertiary,True,73.253,"LINESTRING (-49.2669198 -26.7414306, -49.2668943 -26.7416282, -49.2669037 -26.7417252, -49.2669748 -26.7420821)",,,
295484855,False,,Rua São Paulo,residential,True,61.357,"LINESTRING (-49.2700333 -26.7353302, -49.2697254 -26.7358086)",,,
667443495,False,2,Avenida Tiradentes,tertiary,True,189.585,"LINESTRING (-49.2700333 -26.7353302, -49.271331 -26.7365807)",,,50
295484871,False,,Rua Otávio Pedrelli,residential,False,163.734,"LINESTRING (-49.271331 -26.7365807, -49.2705746 -26.7378891)",,,
