osmid,highway,oneway,reversed,length,name,geometry,bridge
490714387,residential,False,True,59.854,,"LINESTRING (-49.5285772 -1.7221624, -49.5284026 -1.7216532)",
490714387,residential,False,False,59.854,,"LINESTRING (-49.5284026 -1.7216532, -49.5285772 -1.7221624)",
490714402,residential,False,False,31.558,Rua do Campo de Pouso,"LINESTRING (-49.5284026 -1.7216532, -49.5286631 -1.7215403)",
490714402,residential,False,True,54.39,Rua do Campo de Pouso,"LINESTRING (-49.5284026 -1.7216532, -49.5279473 -1.7218325)",
490714402,residential,False,False,183.043,Rua do Campo de Pouso,"LINESTRING (-49.5286631 -1.7215403, -49.5301811 -1.7209019)",
490714402,residential,False,True,31.558,Rua do Campo de Pouso,"LINESTRING (-49.5286631 -1.7215403, -49.5284026 -1.7216532)",
1187328574,residential,False,True,138.447,Avenida das Acácias,"LINESTRING (-49.5286631 -1.7215403, -49.5289383 -1.7221264, -49.5292903 -1.7226095)",
490714395,residential,False,True,231.284,Travessa Dom Ãngelo,"LINESTRING (-49.5279606 -1.7138811, -49.5294485 -1.7140437, -49.5300277 -1.7141195)",
490714419,residential,False,False,67.51,Rua Vinte e Um de Abril,"LINESTRING (-49.5300277 -1.7141195, -49.5299723 -1.7147241)",
490714395,residential,False,False,231.284,Travessa Dom Ãngelo,"LINESTRING (-49.5300277 -1.7141195, -49.5294485 -1.7140437, -49.5279606 -1.7138811)",
490714420,residential,False,True,68.436,Rua do Fogueteiro,"LINESTRING (-49.5309924 -1.7172209, -49.5315795 -1.7174064)",
490714420,residential,False,False,72.197,Rua do Fogueteiro,"LINESTRING (-49.5309924 -1.7172209, -49.5305775 -1.7170879, -49.530376 -1.7170163)",
"[657769670, 490714422]",residential,False,False,175.91500000000002,"['Rua Duque de Caxias', 'Passagem Caiçara']","LINESTRING (-49.5309924 -1.7172209, -49.5307767 -1.7181104, -49.531429 -1.71825)",
490714422,residential,False,True,101.566,Passagem Caiçara,"LINESTRING (-49.5309924 -1.7172209, -49.5311555 -1.7165897, -49.5312032 -1.7163326)",
490714419,residential,False,True,68.834,Rua Vinte e Um de Abril,"LINESTRING (-49.5290489 -1.7171632, -49.5293778 -1.7168291, -49.5294628 -1.7167051)",
490714419,residential,False,False,160.047,Rua Vinte e Um de Abril,"LINESTRING (-49.5299723 -1.7147241, -49.5297606 -1.7161478)",
490714419,residential,False,True,67.51,Rua Vinte e Um de Abril,"LINESTRING (-49.5299723 -1.7147241, -49.5300277 -1.7141195)",
490714425,residential,False,False,225.401,Travessa Tabelião Valentim,"LINESTRING (-49.5299723 -1.7147241, -49.5279444 -1.714743)",
490714425,residential,False,True,57.929,Travessa Tabelião Valentim,"LINESTRING (-49.5299723 -1.7147241, -49.5304935 -1.7147219)",
490714397,residential,False,False,68.266,Rua Vereador José Frutuoso de Jesus,"LINESTRING (-49.5304382 -1.7162254, -49.5304549 -1.7156117)",
490714397,residential,False,True,88.215,Rua Vereador José Frutuoso de Jesus,"LINESTRING (-49.5304382 -1.7162254, -49.530376 -1.7170163)",
490714423,residential,False,False,75.805,Rua Gabriel Marques,"LINESTRING (-49.5304382 -1.7162254, -49.5297606 -1.7161478)",
490714423,residential,False,True,85.858,Rua Gabriel Marques,"LINESTRING (-49.5304382 -1.7162254, -49.5312032 -1.7163326)",
490714397,residential,False,False,88.215,Rua Vereador José Frutuoso de Jesus,"LINESTRING (-49.530376 -1.7170163, -49.5304382 -1.7162254)",
490714420,residential,False,False,107.234,Rua do Fogueteiro,"LINESTRING (-49.530376 -1.7170163, -49.5294628 -1.7167051)",
490714420,residential,False,True,72.197,Rua do Fogueteiro,"LINESTRING (-49.530376 -1.7170163, -49.5305775 -1.7170879, -49.5309924 -1.7172209)",
490714406,residential,False,False,27.535,Rua Manoel Peres,"LINESTRING (-49.5315537 -1.7179384, -49.5317927 -1.7180036)",
646482529,residential,False,True,37.318,Rua Governador F. Guilhon,"LINESTRING (-49.5315537 -1.7179384, -49.531429 -1.71825)",
"[646482529, 490714401]",residential,False,False,52.297,Rua Governador F. Guilhon,"LINESTRING (-49.5315537 -1.7179384, -49.5316216 -1.7177686, -49.531889 -1.7178744)",
490714426,residential,False,False,5.257,Avenida das Acácias,"LINESTRING (-49.5302428 -1.7207725, -49.530266 -1.7207313)",
490714426,residential,False,True,15.939,Avenida das Acácias,"LINESTRING (-49.5302428 -1.7207725, -49.5301811 -1.7209019)",
490714412,residential,False,True,221.071,Rua do Fórum,"LINESTRING (-49.5302428 -1.7207725, -49.5294169 -1.7204, -49.5290065 -1.7203624, -49.5283563 -1.7205274)",
490714404,residential,False,True,65.907,,"LINESTRING (-49.5324172 -1.7185114, -49.5330018 -1.7186107)",
490714424,residential,False,False,38.751,Avenida Coronel Monfredo,"LINESTRING (-49.5324172 -1.7185114, -49.532473 -1.7181674)",
490714424,residential,False,True,73.563,Avenida Coronel Monfredo,"LINESTRING (-49.5324172 -1.7185114, -49.5323079 -1.7190547, -49.5322988 -1.7191617)",
490714404,residential,False,False,65.907,,"LINESTRING (-49.5330018 -1.7186107, -49.5324172 -1.7185114)",
490714405,residential,False,True,37.175,Avenida Presidente Vargas,"LINESTRING (-49.5330018 -1.7186107, -49.5330578 -1.7182811)",
"[490714403, 490714405]",residential,False,False,141.471,"['Travessa T. Camarão', 'Avenida Presidente Vargas']","LINESTRING (-49.5330018 -1.7186107, -49.5328826 -1.7192775, -49.5322988 -1.7191617)",
490714424,residential,False,True,41.6,Avenida Coronel Monfredo,"LINESTRING (-49.5322988 -1.7191617, -49.5322171 -1.7195268)",
"[490714403, 490714405]",residential,False,True,141.471,"['Travessa T. Camarão', 'Avenida Presidente Vargas']","LINESTRING (-49.5322988 -1.7191617, -49.5328826 -1.7192775, -49.5330018 -1.7186107)",
