osmid,name,highway,oneway,reversed,length,geometry,tunnel,bridge
30420653,Rua José Freitas de Carvalho,tertiary,False,True,5.026,"LINESTRING (-45.7373101 -22.6903467, -45.7373106 -22.6903919)",,
"[739704274, 30420653]",Rua José Freitas de Carvalho,tertiary,False,False,436.98400000000004,"LINESTRING (-45.7373101 -22.6903467, -45.7372718 -22.6902087, -45.7371193 -22.6898023, -45.7369879 -22.6895524, -45.7368565 -22.6893495, -45.7366861 -22.6891503, -45.7364461 -22.6889077, -45.7361953 -22.6886541, -45.735911 -22.6883163, -45.7358091 -22.6881821, -45.7357319 -22.6880169, -45.7356454 -22.6877484, -45.7355905 -22.6875232, -45.7355958 -22.6873784, -45.7356387 -22.6872052, -45.735756 -22.6869117)",,
"[171443490, 171443491, 739703596]",Avenida Nossa Senhora Aparecida,tertiary,False,True,38.428999999999995,"LINESTRING (-45.7373101 -22.6903467, -45.7373851 -22.6903314, -45.7375759 -22.6902965, -45.7376765 -22.690275)",yes,
525910950,Rua Coronel Ferreira,secondary,True,False,117.076,"LINESTRING (-45.7308071 -22.686791, -45.7319377 -22.6869341)",,
166967048,Rua Abade Pedrosa,residential,False,False,209.685,"LINESTRING (-45.7308071 -22.686791, -45.7308402 -22.6866782, -45.730941 -22.6862937, -45.7309472 -22.6862681, -45.7312663 -22.6849536)",,
525910947,Rua Abade Pedrosa,secondary,False,True,79.505,"LINESTRING (-45.7308071 -22.686791, -45.730811 -22.6869665, -45.7308202 -22.6875059)",,
"[1092726510, 525939431]","['Praça General Marcondes Salgado', 'Rua Major Miguel Chiaradia']",secondary,False,False,68.46,"LINESTRING (-45.7308071 -22.686791, -45.7307062 -22.686761, -45.7306485 -22.686756, -45.7303856 -22.6867746, -45.7301485 -22.6868068)",,
525910951,Rua Coronel Ferreira,secondary,False,True,55.757,"LINESTRING (-45.7319377 -22.6869341, -45.7324787 -22.686982)",,
525910953,Avenida Conselheiro Rodrigues Alves,tertiary,False,False,203.293,"LINESTRING (-45.7319377 -22.6869341, -45.7319258 -22.6868935, -45.7316718 -22.6853324, -45.7316384 -22.6851271)",,
122714123,Avenida Sebastião Ferreira dos Santos,secondary,False,False,15.026,"LINESTRING (-45.7358093 -22.6858355, -45.7359422 -22.6857787)",,
525910964,Rua Doutor Octávio Oscar Campello de Souza,residential,True,False,12.426,"LINESTRING (-45.7358093 -22.6858355, -45.7358627 -22.6857352)",,
"[525910960, 30421057, 167411549]",Avenida Sebastião Ferreira dos Santos,secondary,False,"[False, True]",243.87099999999998,"LINESTRING (-45.7358093 -22.6858355, -45.7352481 -22.6861078, -45.7349704 -22.6862354, -45.7337013 -22.686849)",,yes
525910961,Rua José Freitas de Carvalho,tertiary,False,True,28.422,"LINESTRING (-45.7358093 -22.6858355, -45.7358868 -22.6859258, -45.7359056 -22.6859505, -45.7359388 -22.6860564)",,
739705428,Avenida Conselheiro Rodrigues Alves,secondary,True,False,25.226,"LINESTRING (-45.7334031 -22.692225, -45.7332006 -22.6920963)",,
166967040,Rua Cândido José da Silva,residential,False,False,75.089,"LINESTRING (-45.7329941 -22.6889312, -45.7322659 -22.6889993)",,
166967040,Rua Cândido José da Silva,residential,False,True,23.549,"LINESTRING (-45.7329941 -22.6889312, -45.7332234 -22.6889214)",,
166967045,Avenida Doutor Rubião Júnior,secondary,True,False,63.06,"LINESTRING (-45.7329941 -22.6889312, -45.7331409 -22.6894819)",,
166967040,Rua Cândido José da Silva,residential,False,False,71.499,"LINESTRING (-45.7322659 -22.6889993, -45.7315707 -22.6890447)",,
166967040,Rua Cândido José da Silva,residential,False,True,75.089,"LINESTRING (-45.7322659 -22.6889993, -45.7329941 -22.6889312)",,
30421056,Avenida Conselheiro Rodrigues Alves,secondary,True,False,107.131,"LINESTRING (-45.7322659 -22.6889993, -45.7322571 -22.6889517, -45.7322082 -22.688638, -45.7321639 -22.6883976, -45.7321167 -22.6880459)",,
122714127,Rua Doutor Gama Rodrigues,residential,False,False,125.206,"LINESTRING (-45.7315707 -22.6890447, -45.730839 -22.6881435)",,
166967040,Rua Cândido José da Silva,residential,False,True,71.499,"LINESTRING (-45.7315707 -22.6890447, -45.7322659 -22.6889993)",,
836136703,,residential,False,True,64.572,"LINESTRING (-45.7315707 -22.6890447, -45.7309489 -22.6891348)",,
166964140,Rua Sargento José Lourenco,residential,False,True,109.795,"LINESTRING (-45.7315707 -22.6890447, -45.7316027 -22.6891212, -45.7316194 -22.6891917, -45.7316966 -22.6900219)",,
30420649,Rua Coronel Ribeiro da Luz,residential,False,False,131.495,"LINESTRING (-45.7308359 -22.6880913, -45.7321167 -22.6880459)",,
30420649,Rua Coronel Ribeiro da Luz,residential,False,True,42.565,"LINESTRING (-45.7308359 -22.6880913, -45.730421 -22.6880899)",,
166964131,Rua XV de Novembro,residential,False,True,5.813,"LINESTRING (-45.7308359 -22.6880913, -45.730839 -22.6881435)",,
167187621,Rua Abade Pedrosa,residential,False,False,65.114,"LINESTRING (-45.7308359 -22.6880913, -45.7308202 -22.6875059)",,
30420650,Rua Capitão Procópio Azeredo,residential,True,False,58.906,"LINESTRING (-45.7325929 -22.6873757, -45.7320215 -22.6874278)",,
"[122714149, 122714151]",Avenida Doutor Rubião Júnior,secondary,True,False,72.60300000000001,"LINESTRING (-45.7325929 -22.6873757, -45.7326812 -22.6877068, -45.7327651 -22.688009)",,
30421056,Avenida Conselheiro Rodrigues Alves,secondary,True,False,55.566,"LINESTRING (-45.7320215 -22.6874278, -45.7319377 -22.6869341)",,
525910955,Rua Capitão Procópio Azeredo,secondary,True,False,123.548,"LINESTRING (-45.7320215 -22.6874278, -45.7308202 -22.6875059)",,
167187621,Rua Abade Pedrosa,residential,False,True,65.114,"LINESTRING (-45.7308202 -22.6875059, -45.7308359 -22.6880913)",,
525910947,Rua Abade Pedrosa,secondary,False,False,79.505,"LINESTRING (-45.7308202 -22.6875059, -45.730811 -22.6869665, -45.7308071 -22.686791)",,
