osmid,ref,highway,oneway,reversed,length,junction,geometry,lanes,name,maxspeed,bridge
527511811,GO-164,primary,False,False,30.226,,"LINESTRING (-50.137556 -15.9306455, -50.1376901 -15.9304062)",,,,
527511820,GO-164,primary,False,True,51.498,,"LINESTRING (-50.137556 -15.9306455, -50.1373059 -15.9310413)",,,,
527511809,,tertiary,True,False,22.728,circular,"LINESTRING (-50.137556 -15.9306455, -50.137653 -15.9306872, -50.1377241 -15.9307632)",,,,
527511820,GO-164,primary,False,False,51.498,,"LINESTRING (-50.1373059 -15.9310413, -50.137556 -15.9306455)",,,,
527511823,GO-164,primary,False,True,27.681,,"LINESTRING (-50.1373059 -15.9310413, -50.1371702 -15.9312533)",,,,
527511819,,tertiary,True,False,20.711,circular,"LINESTRING (-50.1373059 -15.9310413, -50.1372597 -15.9309594, -50.1372488 -15.9308669)",,,,
189043542,,primary_link,True,False,69.31200000000001,,"LINESTRING (-50.1375908 -15.9311157, -50.1372969 -15.9312585, -50.1370458 -15.9314476)",,,,
527511807,,tertiary,True,False,33.423,circular,"LINESTRING (-50.1375908 -15.9311157, -50.1374877 -15.9311303, -50.1373872 -15.931104, -50.1373059 -15.9310413)",,,,
527511823,GO-164,primary,False,False,25.371,,"LINESTRING (-50.1370458 -15.9314476, -50.1371702 -15.9312533)",,,,
283203896,,tertiary,False,False,50.819,,"LINESTRING (-50.138865 -15.9349947, -50.138995 -15.9345551)",2,Rua Professor Alcides Jube,40,
189043550,,tertiary,False,True,222.209,,"LINESTRING (-50.138865 -15.9349947, -50.1387748 -15.9351614, -50.1386062 -15.9354044, -50.1383055 -15.935703, -50.1374355 -15.9364214)",2,Avenida Doutor Deusdete Ferreira de Moura,,
283203892,,residential,False,False,78.511,,"LINESTRING (-50.138865 -15.9349947, -50.1391125 -15.9352055, -50.1394693 -15.935387)",,Beco Professor Alcides Jube,,
189043554,,tertiary,True,False,56.760999999999996,,"LINESTRING (-50.1381911 -15.9310839, -50.1379152 -15.9310676, -50.137661 -15.931078)",,Rua Professor Alcides Jube,,
527508118,,tertiary,False,True,158.496,,"LINESTRING (-50.1381911 -15.9310839, -50.138505 -15.9311651, -50.1386699 -15.9312502, -50.1387839 -15.9313495, -50.1388805 -15.9315107, -50.1390996 -15.9320713)",,Rua Professor Alcides Jube,,
189043580,,tertiary,True,False,55.556,,"LINESTRING (-50.1377506 -15.9308268, -50.1379559 -15.9309841, -50.1381911 -15.9310839)",,Rua Professor Alcides Jube,,
527511822,,tertiary,True,False,31.092,circular,"LINESTRING (-50.1377506 -15.9308268, -50.1377577 -15.9308963, -50.1377442 -15.930965, -50.137711 -15.9310273, -50.137661 -15.931078)",,,,
527511811,GO-164,primary,False,True,30.226,,"LINESTRING (-50.1376901 -15.9304062, -50.137556 -15.9306455)",,,,
527511812,,primary_link,True,False,39.863,,"LINESTRING (-50.1376901 -15.9304062, -50.1377241 -15.9307632)",,,,
189044715,,residential,False,True,34.348,,"LINESTRING (-50.1399026 -15.9339422, -50.1399309 -15.9336345)",,Rua Moretti Morggi,,
189049788,,residential,False,False,80.887,,"LINESTRING (-50.1399026 -15.9339422, -50.1391525 -15.9338478)",,Rua Quintino Bocaiuva,,
189044715,,residential,False,False,55.22,,"LINESTRING (-50.1399026 -15.9339422, -50.1398752 -15.9342766, -50.1399169 -15.9344327)",,Rua Moretti Morggi,,
"[189044713, 189044706, 189044715]",,residential,False,"[False, True]",93.17099999999999,,"LINESTRING (-50.1399695 -15.9316493, -50.1399869 -15.9318841, -50.1399982 -15.9322671, -50.1399969 -15.9324386, -50.1399993 -15.9324864)",,"['Rua Dom Cândido', 'Rua Moretti Morggi']",,yes
283402414,,residential,False,False,35.55,,"LINESTRING (-50.1399695 -15.9316493, -50.1398631 -15.931475, -50.1397839 -15.9313854)",,Rua Bartolomeu Bueno,,
"[1221864842, 1221864805]",,residential,False,False,44.434,,"LINESTRING (-50.1399695 -15.9316493, -50.1401075 -15.9314175, -50.1401313 -15.9313705, -50.1401679 -15.9312984)",,Rua Luiz Guedes Amorim,,
"[189045698, 189044709, 283402414]",,residential,False,False,128.088,,"LINESTRING (-50.1389346 -15.9307859, -50.1384229 -15.9301958, -50.138383 -15.9301488, -50.1382113 -15.9299476, -50.1381751 -15.9298955)",,Rua Bartolomeu Bueno,,yes
283402414,,residential,False,True,112.698,,"LINESTRING (-50.1389346 -15.9307859, -50.1390149 -15.9308421, -50.1392581 -15.9310221, -50.1396793 -15.9313032, -50.1397839 -15.9313854)",,Rua Bartolomeu Bueno,,
382270816,,residential,False,True,116.145,,"LINESTRING (-50.1389346 -15.9307859, -50.1390469 -15.9306039, -50.1391025 -15.9305344, -50.139187 -15.9304497, -50.1393625 -15.9302934, -50.1396642 -15.9300212)",,,,
189044709,,residential,False,True,152.36999999999998,,"LINESTRING (-50.1386059 -15.9285897, -50.1385576 -15.928729, -50.1383274 -15.9294513, -50.1382081 -15.9298186, -50.1381912 -15.9298575, -50.1381751 -15.9298955)",,,,
382270801,,residential,False,False,57.818,,"LINESTRING (-50.1386059 -15.9285897, -50.1387423 -15.9286777, -50.1387899 -15.9287451, -50.1388895 -15.9290088)",,Travessia Pires do Rio,,
283203893,,residential,False,False,80.468,,"LINESTRING (-50.1394693 -15.935387, -50.1391924 -15.9360599)",,Rua Félix Bulhões,,
283203892,,residential,False,True,78.511,,"LINESTRING (-50.1394693 -15.935387, -50.1391125 -15.9352055, -50.138865 -15.9349947)",,Beco Professor Alcides Jube,,
"[1221835101, 283203893]",,residential,False,True,105.892,,"LINESTRING (-50.1394693 -15.935387, -50.1397055 -15.9347933, -50.1397475 -15.9346878, -50.1398525 -15.9345109)",,Rua Félix Bulhões,,
189045696,,residential,False,False,36.244,,"LINESTRING (-50.1401318 -15.9342497, -50.14038 -15.9340277)",,Rua Luís do Couto,,
189045696,,residential,False,True,30.754,,"LINESTRING (-50.1401318 -15.9342497, -50.140005 -15.9343461, -50.1399169 -15.9344327)",,Rua Luís do Couto,,
283203897,,residential,False,False,110.507,,"LINESTRING (-50.1401318 -15.9342497, -50.1403303 -15.9344352, -50.1410638 -15.9346141)",,Rua Dona Darcília de Amorim,,
978118279,,tertiary,False,True,22.189,,"LINESTRING (-50.1434111 -15.9341269, -50.1434955 -15.9343092)",,Rua Padre Luiz Gonzaga,,
881869037,,tertiary,False,False,52.773,,"LINESTRING (-50.1434111 -15.9341269, -50.1433524 -15.9339932, -50.1433195 -15.9338603, -50.1432965 -15.9337835, -50.1432639 -15.933675)",,Rua Padre Luiz Gonzaga,,
189045696,,residential,False,False,11.092,,"LINESTRING (-50.1398525 -15.9345109, -50.1399169 -15.9344327)",,Rua Luís do Couto,,
189045696,,residential,False,True,103.805,,"LINESTRING (-50.1398525 -15.9345109, -50.1401783 -15.9353903)",,Rua Luís do Couto,,
"[283203893, 1221835101]",,residential,False,False,105.892,,"LINESTRING (-50.1398525 -15.9345109, -50.1397475 -15.9346878, -50.1397055 -15.9347933, -50.1394693 -15.935387)",,Rua Félix Bulhões,,
189045696,,residential,False,True,11.092,,"LINESTRING (-50.1399169 -15.9344327, -50.1398525 -15.9345109)",,Rua Luís do Couto,,
189044715,,residential,False,True,55.22,,"LINESTRING (-50.1399169 -15.9344327, -50.1398752 -15.9342766, -50.1399026 -15.9339422)",,Rua Moretti Morggi,,
189045696,,residential,False,False,30.754,,"LINESTRING (-50.1399169 -15.9344327, -50.140005 -15.9343461, -50.1401318 -15.9342497)",,Rua Luís do Couto,,
527508117,,tertiary,True,False,39.198,,"LINESTRING (-50.1391312 -15.9324225, -50.1390996 -15.9320713)",,Rua Professor Alcides Jube,,
283203896,,tertiary,False,True,158.848,,"LINESTRING (-50.1391312 -15.9324225, -50.1391822 -15.9329693, -50.1391822 -15.9334606, -50.1391525 -15.9338478)",2,Rua Professor Alcides Jube,40,
189045715,,tertiary,True,False,30.38,,"LINESTRING (-50.1393433 -15.9322407, -50.1391312 -15.9324225)",,Avenida Sebastião Fleury,,
"[1205943442, 1205943443]",,tertiary,False,True,75.275,,"LINESTRING (-50.1393433 -15.9322407, -50.1397105 -15.9323782, -50.1399993 -15.9324864)",,Avenida Sebastião Fleury,,
189045692,,residential,False,False,32.901,,"LINESTRING (-50.1409062 -15.9340351, -50.140658 -15.9338602)",,Rua Americano do Brasil,,
382245795,,residential,False,False,56.216,,"LINESTRING (-50.1409062 -15.9340351, -50.141203 -15.9336178)",,Rua Joaquim Amorim,,
189045692,,residential,False,True,44.087999999999994,,"LINESTRING (-50.1409062 -15.9340351, -50.1409392 -15.934064, -50.1412028 -15.9343105)",,Rua Americano do Brasil,,
382270830,,tertiary,False,False,62.648,,"LINESTRING (-50.1432639 -15.933675, -50.1427469 -15.9334099)",,Avenida Sebastião Fleury,,
"[880848458, 880848459, 283402421]",,residential,False,False,49.579,,"LINESTRING (-50.1432639 -15.933675, -50.1433309 -15.9336353, -50.1433912 -15.9335744, -50.143502 -15.9333517, -50.143522 -15.9333175)",,Rua Vereador Hugo Argenta,,yes
881869037,,tertiary,False,True,52.773,,"LINESTRING (-50.1432639 -15.933675, -50.1432965 -15.9337835, -50.1433195 -15.9338603, -50.1433524 -15.9339932, -50.1434111 -15.9341269)",,Rua Padre Luiz Gonzaga,,
189045692,,residential,False,True,62.831,,"LINESTRING (-50.1412028 -15.9343105, -50.1417022 -15.9346083)",,Rua Americano do Brasil,,
382245787,,residential,False,False,36.886,,"LINESTRING (-50.1412028 -15.9343105, -50.1410638 -15.9346141)",,Rua da Matriz,,
189045692,,residential,False,False,44.087999999999994,,"LINESTRING (-50.1412028 -15.9343105, -50.1409392 -15.934064, -50.1409062 -15.9340351)",,Rua Americano do Brasil,,
189045719,,tertiary,True,False,32.153,,"LINESTRING (-50.1390996 -15.9320713, -50.1393433 -15.9322407)",,Avenida Sebastião Fleury,,
527508118,,tertiary,False,False,158.496,,"LINESTRING (-50.1390996 -15.9320713, -50.1388805 -15.9315107, -50.1387839 -15.9313495, -50.1386699 -15.9312502, -50.138505 -15.9311651, -50.1381911 -15.9310839)",,Rua Professor Alcides Jube,,
1205943441,,residential,False,False,4.14,,"LINESTRING (-50.1429531 -15.9353976, -50.1429246 -15.9353724)",,Rua Americano do Brasil,,
1205943441,,residential,False,True,72.247,,"LINESTRING (-50.1429531 -15.9353976, -50.1435178 -15.9357544)",,Rua Americano do Brasil,,
654087618,,tertiary,False,False,17.65,,"LINESTRING (-50.1414669 -15.936625, -50.1413191 -15.9365543)",2,Rua Doutor Neto,,
189045704,,tertiary,False,True,80.815,,"LINESTRING (-50.1414669 -15.936625, -50.1415702 -15.9366421, -50.1417894 -15.936665, -50.1420823 -15.9366884, -50.1422185 -15.9366987)",,Beco da Taquara,,
189044715,,residential,False,False,34.348,,"LINESTRING (-50.1399309 -15.9336345, -50.1399026 -15.9339422)",,Rua Moretti Morggi,,
189044715,,residential,False,True,89.76700000000001,,"LINESTRING (-50.1399309 -15.9336345, -50.1399427 -15.9334651, -50.13998 -15.9328286)",,Rua Moretti Morggi,,
189045692,,residential,False,True,73.027,,"LINESTRING (-50.1399309 -15.9336345, -50.1400117 -15.9336605, -50.1403202 -15.9337609, -50.1405814 -15.9338342)",,Rua Americano do Brasil,,
189045696,,residential,False,False,7.589,,"LINESTRING (-50.1402009 -15.935455, -50.1401783 -15.9353903)",,Rua Luís do Couto,,
189045696,,residential,False,True,36.881,,"LINESTRING (-50.1402009 -15.935455, -50.1402836 -15.935777)",,Rua Luís do Couto,,
880877849,,residential,False,False,97.505,,"LINESTRING (-50.1402009 -15.935455, -50.139998 -15.9363099)",,Avenida Hermógenes Coelho,,
283203893,,residential,False,True,80.468,,"LINESTRING (-50.1391924 -15.9360599, -50.1394693 -15.935387)",,Rua Félix Bulhões,,
