osmid,highway,oneway,reversed,length,name,geometry,junction,bridge
248836193,secondary_link,False,True,8.373,,"LINESTRING (-50.0850751 -20.4181716, -50.0851153 -20.4182368)",,
248835941,secondary,True,False,23.658,Avenida Horácio Golçalves de Morais,"LINESTRING (-50.0853147 -20.4181372, -50.0853092 -20.4181375, -50.085305 -20.4181377, -50.0853012 -20.4181386, -50.0851153 -20.4182368)",,
248836021,residential,False,False,80.824,Rua Clóvis Antônio Palaio Fernandes,"LINESTRING (-50.0814832 -20.4182308, -50.0818037 -20.4188927)",,
248835941,secondary,True,False,74.484,Avenida Horácio Golçalves de Morais,"LINESTRING (-50.0851153 -20.4182368, -50.0844757 -20.4185358)",,
248836193,secondary_link,False,False,8.373,,"LINESTRING (-50.0851153 -20.4182368, -50.0850751 -20.4181716)",,
248835930,secondary,True,False,24.462,Avenida Eduardo Vicente,"LINESTRING (-50.0851973 -20.4183277, -50.0853147 -20.4181372)",,
248836272,secondary_link,True,False,14.584,,"LINESTRING (-50.0851973 -20.4183277, -50.0851949 -20.4183016, -50.0851842 -20.4182773, -50.0851661 -20.4182573, -50.0851424 -20.4182434, -50.0851153 -20.4182368)",,
248836093,residential,False,False,70.154,Rua Manoel Padilha,"LINESTRING (-50.0829554 -20.418395, -50.083263 -20.4189562)",,
248836103,residential,False,False,132.162,Rua Milton Batista de Moraes,"LINESTRING (-50.0829554 -20.418395, -50.0818037 -20.4188927)",,
248835940,secondary,True,False,67.243,Avenida Horácio Golçalves de Morais,"LINESTRING (-50.0844907 -20.418428, -50.0850751 -20.4181716)",,
248836035,residential,False,True,12.088,Rua Etelvino Vilela,"LINESTRING (-50.0844907 -20.418428, -50.0844757 -20.4185358)",,
248835998,residential,False,False,9.901,Rua Antônio Correa da Silva,"LINESTRING (-50.0909311 -20.4184888, -50.0909425 -20.4185772)",,
248835941,secondary,True,False,68.475,Avenida Horácio Golçalves de Morais,"LINESTRING (-50.0844757 -20.4185358, -50.0838843 -20.4188042)",,
248836035,residential,False,False,12.088,Rua Etelvino Vilela,"LINESTRING (-50.0844757 -20.4185358, -50.0844907 -20.418428)",,
248836035,residential,False,True,200.238,Rua Etelvino Vilela,"LINESTRING (-50.0844757 -20.4185358, -50.0843045 -20.4194578, -50.0841658 -20.4203129)",,
248836174,secondary,True,False,11.222,,"LINESTRING (-50.0902929 -20.4185497, -50.0903391 -20.4185757, -50.0903707 -20.4186165)",roundabout,
248835998,residential,False,True,9.901,Rua Antônio Correa da Silva,"LINESTRING (-50.0909425 -20.4185772, -50.0909311 -20.4184888)",,
248835948,secondary,True,False,61.601,Avenida Raphael Cavalin,"LINESTRING (-50.0909425 -20.4185772, -50.0904138 -20.4187087, -50.0903712 -20.4187195)",,
248836174,secondary,True,False,12.960999999999999,,"LINESTRING (-50.0901734 -20.418564, -50.090211 -20.4185476, -50.0902521 -20.4185427, -50.0902929 -20.4185497)",roundabout,
248835949,secondary,True,False,60.367,Avenida Raphael Cavalin,"LINESTRING (-50.0903707 -20.4186165, -50.0904371 -20.418618, -50.0909311 -20.4184888)",,
248836174,secondary,True,False,11.712,,"LINESTRING (-50.0903707 -20.4186165, -50.0903827 -20.418668, -50.0903712 -20.4187195)",roundabout,
248836174,secondary,True,False,14.565,,"LINESTRING (-50.0901143 -20.4186766, -50.0901166 -20.4186439, -50.0901278 -20.4186129, -50.0901472 -20.4185857, -50.0901734 -20.418564)",roundabout,
248835940,secondary,True,False,67.489,Avenida Horácio Golçalves de Morais,"LINESTRING (-50.0839008 -20.4186785, -50.0844907 -20.418428)",,
248836148,residential,False,True,14.083,Travessa Sabesp,"LINESTRING (-50.0839008 -20.4186785, -50.0838843 -20.4188042)",,
248836174,secondary,True,False,1.011,,"LINESTRING (-50.0903712 -20.4187195, -50.090367 -20.4187277)",roundabout,
248836121,residential,False,True,98.403,Rua Paraná,"LINESTRING (-50.0876013 -20.4187512, -50.0883004 -20.4193461)",,
248836142,residential,False,False,101.519,Rua Tupinambás,"LINESTRING (-50.0876013 -20.4187512, -50.0869522 -20.419432)",,
248835941,secondary,True,False,69.913,Avenida Horácio Golçalves de Morais,"LINESTRING (-50.0838843 -20.4188042, -50.0832762 -20.4190698)",,
248836148,residential,False,False,14.083,Travessa Sabesp,"LINESTRING (-50.0838843 -20.4188042, -50.0839008 -20.4186785)",,
248836148,residential,False,True,161.378,Travessa Sabesp,"LINESTRING (-50.0838843 -20.4188042, -50.0837556 -20.4195727, -50.0836607 -20.4202402)",,
248835922,secondary,True,False,59.408,Avenida Cavalin,"LINESTRING (-50.0902517 -20.4187944, -50.0901691 -20.4188415, -50.090115 -20.418878, -50.0900663 -20.4189184, -50.0898464 -20.4191635)",,
248836174,secondary,True,False,21.359,,"LINESTRING (-50.0902517 -20.4187944, -50.090211 -20.4187895, -50.0901739 -20.4187733, -50.0901436 -20.4187474, -50.0901231 -20.4187141, -50.0901143 -20.4186766)",roundabout,
248836105,residential,False,True,10.689,Rua Minas Gerais,"LINESTRING (-50.0849127 -20.4188453, -50.0849899 -20.4189086)",,
248835930,secondary,True,False,64.759,Avenida Eduardo Vicente,"LINESTRING (-50.0849127 -20.4188453, -50.0849641 -20.418742, -50.0851973 -20.4183277)",,
248836021,residential,False,False,72.336,Rua Clóvis Antônio Palaio Fernandes,"LINESTRING (-50.0818037 -20.4188927, -50.0820961 -20.4194827)",,
248836021,residential,False,True,80.824,Rua Clóvis Antônio Palaio Fernandes,"LINESTRING (-50.0818037 -20.4188927, -50.0814832 -20.4182308)",,
248836103,residential,False,True,132.162,Rua Milton Batista de Moraes,"LINESTRING (-50.0818037 -20.4188927, -50.0829554 -20.418395)",,
248836105,residential,False,False,10.689,Rua Minas Gerais,"LINESTRING (-50.0849899 -20.4189086, -50.0849127 -20.4188453)",,
248836105,residential,False,True,192.578,Rua Minas Gerais,"LINESTRING (-50.0849899 -20.4189086, -50.0863501 -20.420081)",,
248835928,secondary,True,False,114.06099999999999,Avenida Eduardo Vicente,"LINESTRING (-50.0849899 -20.4189086, -50.0849158 -20.4191037, -50.0848031 -20.4195839, -50.0847884 -20.419702, -50.0847863 -20.4198051, -50.084791 -20.4198572, -50.0848078 -20.4199075)",,
248836007,residential,False,False,60.594,Rua Benedita Terra Pimentel,"LINESTRING (-50.0886932 -20.4189443, -50.0883004 -20.4193461)",,
248836050,residential,False,False,94.106,Rua Francisco Flores de Haro,"LINESTRING (-50.0886932 -20.4189443, -50.0893615 -20.4195135)",,
"[248836045, 248836007]",residential,False,True,152.255,"['Rua Francisco Domingos Simão', 'Rua Benedita Terra Pimentel']","LINESTRING (-50.0886932 -20.4189443, -50.0889907 -20.4185982, -50.0890244 -20.4185744, -50.0890625 -20.4185636, -50.0890978 -20.4185668, -50.0891378 -20.4185845, -50.0897611 -20.4190912)",,
248836245,residential,False,False,9.392,,"LINESTRING (-50.0906201 -20.4189579, -50.0905571 -20.4190183)",,
248835940,secondary,True,False,73.287,Avenida Horácio Golçalves de Morais,"LINESTRING (-50.083263 -20.4189562, -50.0839008 -20.4186785)",,
248836093,residential,False,True,70.154,Rua Manoel Padilha,"LINESTRING (-50.083263 -20.4189562, -50.0829554 -20.418395)",,
248836124,residential,False,False,12.706,Rua Quinzinho José de Souza,"LINESTRING (-50.083263 -20.4189562, -50.0832762 -20.4190698)",,
248836245,residential,False,True,9.392,,"LINESTRING (-50.0905571 -20.4190183, -50.0906201 -20.4189579)",,
248835934,residential,True,False,38.233,Avenida Evanir Lopes,"LINESTRING (-50.0905571 -20.4190183, -50.0903377 -20.4188319, -50.0902826 -20.4187903)",,
248836124,residential,False,True,12.706,Rua Quinzinho José de Souza,"LINESTRING (-50.0832762 -20.4190698, -50.083263 -20.4189562)",,
248835941,secondary,True,False,88.297,Avenida Horácio Golçalves de Morais,"LINESTRING (-50.0832762 -20.4190698, -50.0828545 -20.4192439, -50.0825067 -20.4194019)",,
248836124,residential,False,False,127.58699999999999,Rua Quinzinho José de Souza,"LINESTRING (-50.0832762 -20.4190698, -50.0831073 -20.4200631, -50.083074 -20.4202012)",,
248836045,residential,False,True,11.985,Rua Francisco Domingos Simão,"LINESTRING (-50.0897611 -20.4190912, -50.0898464 -20.4191635)",,
248835921,secondary,True,False,59.263999999999996,Avenida Cavalin,"LINESTRING (-50.0897611 -20.4190912, -50.0900063 -20.4188413, -50.0900354 -20.4188034, -50.0900605 -20.4187636, -50.0901143 -20.4186766)",,
"[248836045, 248836007]",residential,False,False,152.255,"['Rua Francisco Domingos Simão', 'Rua Benedita Terra Pimentel']","LINESTRING (-50.0897611 -20.4190912, -50.0891378 -20.4185845, -50.0890978 -20.4185668, -50.0890625 -20.4185636, -50.0890244 -20.4185744, -50.0889907 -20.4185982, -50.0886932 -20.4189443)",,
248835922,secondary,True,False,38.552,Avenida Cavalin,"LINESTRING (-50.0898464 -20.4191635, -50.0895922 -20.4194154)",,
248836045,residential,False,False,11.985,Rua Francisco Domingos Simão,"LINESTRING (-50.0898464 -20.4191635, -50.0897611 -20.4190912)",,
248836045,residential,False,True,93.795,Rua Francisco Domingos Simão,"LINESTRING (-50.0898464 -20.4191635, -50.0905178 -20.4197253)",,
