osmid,ref,highway,oneway,reversed,length,geometry,junction,name,lanes,bridge,width,maxspeed
405887006,BR-262,trunk,False,True,35.891,"LINESTRING (-42.4806947 -20.2952903, -42.4804889 -20.295375, -42.4803818 -20.2954245)",,,,,,
405887020,,trunk_link,True,False,45.906000000000006,"LINESTRING (-42.4806947 -20.2952903, -42.4804966 -20.2954694, -42.4803977 -20.2955933)",,,,,,
229453906,,tertiary,True,False,23.527,"LINESTRING (-42.4802129 -20.2952932, -42.4802966 -20.2953297, -42.4803421 -20.295368, -42.4803818 -20.2954245)",circular,,,,,
229453909,,trunk_link,True,False,50.348,"LINESTRING (-42.4802129 -20.2952932, -42.4804308 -20.295306, -42.4806947 -20.2952903)",,,,,,
405887005,BR-262,trunk,False,True,54.159,"LINESTRING (-42.4803818 -20.2954245, -42.4801588 -20.2955181, -42.4799017 -20.2956096)",,,,,,
405887006,BR-262,trunk,False,False,35.891,"LINESTRING (-42.4803818 -20.2954245, -42.4804889 -20.295375, -42.4806947 -20.2952903)",,,,,,
405887022,,tertiary,True,False,19.137999999999998,"LINESTRING (-42.4803818 -20.2954245, -42.4804065 -20.2955167, -42.4803977 -20.2955933)",circular,,,,,
229453906,,tertiary,True,False,44.01,"LINESTRING (-42.4798918 -20.2954824, -42.4799314 -20.2953929, -42.4800099 -20.2953219, -42.480109 -20.2952878, -42.4802129 -20.2952932)",circular,,,,,
405887022,,tertiary,True,False,17.753999999999998,"LINESTRING (-42.4803977 -20.2955933, -42.48037 -20.2956543, -42.4803034 -20.2957237)",circular,,,,,
405887004,BR-262,trunk,False,True,34.089,"LINESTRING (-42.4799017 -20.2956096, -42.479603 -20.2957341)",,,,,,
405887014,,tertiary,True,False,14.182,"LINESTRING (-42.4799017 -20.2956096, -42.4798918 -20.2954824)",circular,,,,,
405887005,BR-262,trunk,False,False,54.159,"LINESTRING (-42.4799017 -20.2956096, -42.4801588 -20.2955181, -42.4803818 -20.2954245)",,,,,,
327473618,,trunk_link,True,False,40.545,"LINESTRING (-42.4799817 -20.2957172, -42.4798971 -20.2956908, -42.4797755 -20.295693, -42.479603 -20.2957341)",,,,,,
405887023,,tertiary,True,False,14.721,"LINESTRING (-42.4799817 -20.2957172, -42.4799277 -20.29566, -42.4799017 -20.2956096)",circular,,,,,
229453910,,tertiary,True,False,38.228,"LINESTRING (-42.4803034 -20.2957237, -42.4803047 -20.295818, -42.4803017 -20.2958859, -42.4803357 -20.2960646)",,Rua Santo Antônio,,,,
405887023,,tertiary,True,False,29.049000000000003,"LINESTRING (-42.4803034 -20.2957237, -42.4801998 -20.2957677, -42.4801061 -20.2957698, -42.4800381 -20.2957504)",circular,,,,,
405887023,,tertiary,True,False,6.945,"LINESTRING (-42.4800381 -20.2957504, -42.4799817 -20.2957172)",circular,,,,,
"[1045983438, 229453903]",,tertiary,False,False,116.761,"LINESTRING (-42.4803357 -20.2960646, -42.4804858 -20.2962472, -42.4806732 -20.2963737, -42.4808552 -20.2964746, -42.4808725 -20.2964842, -42.4809586 -20.2965755, -42.4810106 -20.296703, -42.4810106 -20.2967648, -42.4810106 -20.2968304)",,Rua Santo Antônio,,,,
405887018,,tertiary,True,False,46.737,"LINESTRING (-42.4803357 -20.2960646, -42.4801634 -20.2958873, -42.4800381 -20.2957504)",,Rua Santo Antônio,,,,
327612302,,tertiary,True,False,16.081,"LINESTRING (-42.4777176 -20.2964012, -42.4777519 -20.2965422)",,Rua São João,,,,
1033908371,BR-262,trunk,False,True,38.456,"LINESTRING (-42.4777176 -20.2964012, -42.4774261 -20.296613)",,,2,,,
1033908373,BR-262,trunk,False,False,31.56,"LINESTRING (-42.4777176 -20.2964012, -42.4779951 -20.296288)",,,2,,,
1033574276,,tertiary,True,False,13.541,"LINESTRING (-42.4771971 -20.2968048, -42.4771611 -20.2966878)",,Rua Antônio Joaquim,,,,
1037351561,BR-262,trunk,False,False,32.019,"LINESTRING (-42.4771971 -20.2968048, -42.4774261 -20.296613)",,,2,,,
874679831,BR-262,trunk,False,True,335.34799999999996,"LINESTRING (-42.4771971 -20.2968048, -42.4768984 -20.2972949, -42.4766848 -20.2977293, -42.4763228 -20.2984925, -42.476206 -20.2987388, -42.4760635 -20.2989876, -42.4758621 -20.299226, -42.4756431 -20.2994185)",,,2,,,
327637602,,residential,False,True,255.06199999999998,"LINESTRING (-42.4807483 -20.2972523, -42.4814457 -20.2973188, -42.4817202 -20.2973567, -42.4818656 -20.2974362, -42.4820836 -20.2975688, -42.4830519 -20.2979224)",,Rua Joaquim de Moura,,,,
"[1045983433, 1045983436, 1045983437]",,tertiary,False,True,54.507000000000005,"LINESTRING (-42.4807483 -20.2972523, -42.4808397 -20.2971178, -42.4808828 -20.297056, -42.4808928 -20.2970416, -42.4809243 -20.2969963, -42.480943 -20.2969668, -42.4809855 -20.2969001, -42.4810106 -20.2968304)",,Rua Santo Antônio,,,,
1045983434,,tertiary,False,False,238.328,"LINESTRING (-42.4807483 -20.2972523, -42.4806368 -20.2973775, -42.4805719 -20.2974504, -42.480547 -20.2974708, -42.4802587 -20.2977077, -42.4799624 -20.2979885, -42.4798196 -20.2981311, -42.479777 -20.2982047, -42.4797344 -20.2983099, -42.4797119 -20.2984634, -42.4797205 -20.2985692, -42.4797568 -20.2990146)",,Rua Santo Antônio,,,,
377599843,,residential,False,False,162.73199999999997,"LINESTRING (-42.479534 -20.2946979, -42.4798183 -20.2945709, -42.4799731 -20.2944704, -42.4800917 -20.2943629, -42.4801466 -20.2942404, -42.4802069 -20.2939457, -42.4802122 -20.2938294, -42.4802022 -20.293744, -42.4801046 -20.2935644)",,Rua Professora Iolanda de Abreu Brandão,,,,
377599843,,residential,False,True,284.569,"LINESTRING (-42.479534 -20.2946979, -42.4795077 -20.2947096, -42.479253 -20.2948398, -42.4783523 -20.2951955, -42.4781559 -20.295348, -42.477946 -20.2957735, -42.4775938 -20.2959895, -42.477612 -20.2961811, -42.4776166 -20.2962291)",,Rua Professora Iolanda de Abreu Brandão,,,,
377600370,,residential,False,False,98.07000000000001,"LINESTRING (-42.479534 -20.2946979, -42.4795216 -20.2945257, -42.4794251 -20.2944397, -42.4792267 -20.2942754, -42.4790602 -20.2941538, -42.4789455 -20.2940668)",,,,,,
377599843,,residential,False,False,284.569,"LINESTRING (-42.4776166 -20.2962291, -42.477612 -20.2961811, -42.4775938 -20.2959895, -42.477946 -20.2957735, -42.4781559 -20.295348, -42.4783523 -20.2951955, -42.479253 -20.2948398, -42.4795077 -20.2947096, -42.479534 -20.2946979)",,Rua Professora Iolanda de Abreu Brandão,,,,
874706245,,tertiary,True,False,41.028000000000006,"LINESTRING (-42.4776166 -20.2962291, -42.4777357 -20.2962114, -42.4777925 -20.2962195, -42.4779951 -20.296288)",,,,,,
875187797,,tertiary,True,False,21.878999999999998,"LINESTRING (-42.4776166 -20.2962291, -42.4776781 -20.2963224, -42.4777176 -20.2964012)",,,,,,
1033908373,BR-262,trunk,False,True,31.56,"LINESTRING (-42.4779951 -20.296288, -42.4777176 -20.2964012)",,,2,,,
"[1033908370, 405887003, 315606370]",BR-262,trunk,False,False,178.687,"LINESTRING (-42.4779951 -20.296288, -42.4782638 -20.2962048, -42.4784418 -20.2961497, -42.4789719 -20.295954, -42.4793937 -20.2958083, -42.479603 -20.2957341)",,,2,yes,,
1033908372,,tertiary,True,False,43.296,"LINESTRING (-42.4772883 -20.2964519, -42.477346 -20.2963779, -42.4775171 -20.2962591, -42.4776166 -20.2962291)",,,,,,
875187798,,tertiary,True,False,22.966,"LINESTRING (-42.4774261 -20.296613, -42.4772883 -20.2964519)",,,,,,
1033908371,BR-262,trunk,False,False,38.456,"LINESTRING (-42.4774261 -20.296613, -42.4777176 -20.2964012)",,,2,,,
1037351561,BR-262,trunk,False,True,32.019,"LINESTRING (-42.4774261 -20.296613, -42.4771971 -20.2968048)",,,2,,,
377599828,,residential,False,True,19.226,"LINESTRING (-42.4756431 -20.2994185, -42.4754753 -20.2993469)",,Rua Martins Pinheiro,,,,
874679831,BR-262,trunk,False,False,335.34799999999996,"LINESTRING (-42.4756431 -20.2994185, -42.4758621 -20.299226, -42.4760635 -20.2989876, -42.476206 -20.2987388, -42.4763228 -20.2984925, -42.4766848 -20.2977293, -42.4768984 -20.2972949, -42.4771971 -20.2968048)",,,2,,,
405887004,BR-262,trunk,False,False,34.089,"LINESTRING (-42.479603 -20.2957341, -42.4799017 -20.2956096)",,,,,,
327460550,,trunk_link,True,False,41.164,"LINESTRING (-42.479603 -20.2957341, -42.4798072 -20.2955675, -42.4798918 -20.2954824)",,,,,,
"[315606370, 405887003, 1033908370]",BR-262,trunk,False,True,178.687,"LINESTRING (-42.479603 -20.2957341, -42.4793937 -20.2958083, -42.4789719 -20.295954, -42.4784418 -20.2961497, -42.4782638 -20.2962048, -42.4779951 -20.296288)",,,2,yes,,
327473615,,residential,False,True,82.324,"LINESTRING (-42.4821442 -20.2970439, -42.4829235 -20.2971618)",,Rua Monsenhor Geraldo,,,,
327460551,,residential,False,False,211.06099999999998,"LINESTRING (-42.4821442 -20.2970439, -42.4821025 -20.2968593, -42.4820423 -20.2966703, -42.4819728 -20.2965661, -42.4817899 -20.2964423, -42.4816417 -20.2963337, -42.4814935 -20.2962577, -42.4813244 -20.2961404, -42.4812457 -20.2960731, -42.4812375 -20.2960224, -42.4812858 -20.2959633, -42.4813985 -20.2958906, -42.481546 -20.2958375, -42.4816737 -20.2957584)",,Rua João Paulino da Conceição,,,,
"[327473616, 327473617]",,residential,False,False,120.58600000000001,"LINESTRING (-42.4821442 -20.2970439, -42.481686 -20.296954, -42.4810106 -20.2968304)",,Rua Monsenhor Geraldo,,,,
1049434511,,residential,False,True,108.342,"LINESTRING (-42.4816737 -20.2957584, -42.4825671 -20.2962556)",,,,,,
327460551,,residential,False,True,211.06099999999998,"LINESTRING (-42.4816737 -20.2957584, -42.481546 -20.2958375, -42.4813985 -20.2958906, -42.4812858 -20.2959633, -42.4812375 -20.2960224, -42.4812457 -20.2960731, -42.4813244 -20.2961404, -42.4814935 -20.2962577, -42.4816417 -20.2963337, -42.4817899 -20.2964423, -42.4819728 -20.2965661, -42.4820423 -20.2966703, -42.4821025 -20.2968593, -42.4821442 -20.2970439)",,Rua João Paulino da Conceição,,,,
1049434510,,residential,False,False,124.33800000000001,"LINESTRING (-42.4816737 -20.2957584, -42.4817383 -20.295692, -42.4822319 -20.2947738)",,,,,,
327473615,,residential,False,False,82.324,"LINESTRING (-42.4829235 -20.2971618, -42.4821442 -20.2970439)",,Rua Monsenhor Geraldo,,,,
1049434512,,residential,False,False,109.56299999999999,"LINESTRING (-42.4829235 -20.2971618, -42.4829373 -20.2970958, -42.4829373 -20.2970404, -42.4825698 -20.2963159, -42.4825671 -20.2962556)",,,,,,
1049434513,,residential,False,True,58.715,"LINESTRING (-42.4829235 -20.2971618, -42.482966 -20.2971807, -42.4830048 -20.2972057, -42.4830389 -20.2972362, -42.4830674 -20.2972713, -42.4830896 -20.2973102, -42.4831054 -20.2973538, -42.4831134 -20.2973992, -42.4831132 -20.2974453, -42.4831049 -20.2976143)",,,,,,
"[327473616, 327473617]",,residential,False,True,120.58600000000001,"LINESTRING (-42.4810106 -20.2968304, -42.481686 -20.296954, -42.4821442 -20.2970439)",,Rua Monsenhor Geraldo,,,,
"[1045983433, 1045983436, 1045983437]",,tertiary,False,False,54.507,"LINESTRING (-42.4810106 -20.2968304, -42.4809855 -20.2969001, -42.480943 -20.2969668, -42.4809243 -20.2969963, -42.4808928 -20.2970416, -42.4808828 -20.297056, -42.4808397 -20.2971178, -42.4807483 -20.2972523)",,Rua Santo Antônio,,,,
"[1045983438, 229453903]",,tertiary,False,True,116.76100000000001,"LINESTRING (-42.4810106 -20.2968304, -42.4810106 -20.2967648, -42.4810106 -20.296703, -42.4809586 -20.2965755, -42.4808725 -20.2964842, -42.4808552 -20.2964746, -42.4806732 -20.2963737, -42.4804858 -20.2962472, -42.4803357 -20.2960646)",,Rua Santo Antônio,,,,
327612296,,tertiary,False,False,98.527,"LINESTRING (-42.4797568 -20.2990146, -42.4796041 -20.2991097, -42.4795731 -20.299129, -42.4792907 -20.2993467, -42.4791062 -20.2996352)",,Rua Delfim Moreira,,,,
