osmid,oneway,name,highway,maxspeed,reversed,length,bridge,geometry,junction
783478613,True,Rua 13 de Maio,secondary,40,False,97.774,,"LINESTRING (-49.385517 -23.1910979, -49.3855905 -23.1919746)",
783478614,True,Rua Coronel João Oliva,residential,30,False,95.573,,"LINESTRING (-49.385517 -23.1910979, -49.3845843 -23.191159)",
"[701972822, 209585734, 701972823]",False,Rua Coronel João Oliva,residential,30,True,140.026,yes,"LINESTRING (-49.385517 -23.1910979, -49.3865102 -23.1910012, -49.3866408 -23.1909885, -49.3868793 -23.1909647)",
783481547,True,Avenida José Joaquim Ferreira,residential,30,False,37.931,,"LINESTRING (-49.3859696 -23.197518, -49.3860172 -23.1978563)",
784354835,True,Rua 13 de Maio,secondary,30,False,37.01,,"LINESTRING (-49.3859696 -23.197518, -49.3859113 -23.1978465)",
209582569,True,,secondary,,False,12.049,,"LINESTRING (-49.3809138 -23.1967101, -49.3809337 -23.196679, -49.3809652 -23.1966574, -49.3810034 -23.1966488)",roundabout
783479827,False,Rua 7 de Setembro,residential,30,True,91.004,,"LINESTRING (-49.3811061 -23.1967472, -49.381995 -23.1966998)",
209582569,True,,secondary,,False,12.288,,"LINESTRING (-49.3811061 -23.1967472, -49.3810948 -23.1967826, -49.3810692 -23.1968109, -49.3810335 -23.1968276)",roundabout
209582569,True,,secondary,,False,4.582,,"LINESTRING (-49.3810335 -23.1968276, -49.3809887 -23.1968291)",roundabout
209582569,True,,secondary,,False,3.035,,"LINESTRING (-49.3809306 -23.1967972, -49.3809155 -23.1967737)",roundabout
209582569,True,,secondary,,False,7.912,,"LINESTRING (-49.3810828 -23.1966808, -49.3811017 -23.1967119, -49.3811061 -23.1967472)",roundabout
209583145,False,Avenida da Saudade,secondary,30,True,132.897,,"LINESTRING (-49.3810828 -23.1966808, -49.3817647 -23.1959039, -49.3819426 -23.1957941)",
209582569,True,,secondary,,False,7.21,,"LINESTRING (-49.3809155 -23.1967737, -49.3809094 -23.1967528, -49.3809088 -23.1967312, -49.3809138 -23.1967101)",roundabout
209583147,True,,residential,30,False,51.022,,"LINESTRING (-49.3809155 -23.1967737, -49.3808623 -23.1968027, -49.3808085 -23.196816, -49.3806113 -23.1968215, -49.3804282 -23.1968018)",
