osmid,oneway,ref,name,highway,reversed,length,lanes,geometry,junction
240391890,False,ES-421,Rodovia Adolpho Barbosa Serra,primary,True,33.273,,"LINESTRING (-39.7330383 -18.5824601, -39.7330109 -18.582162)",
42488697,True,,Rodovia Adolpho Barbosa Serra,primary,False,60.995000000000005,2,"LINESTRING (-39.7330383 -18.5824601, -39.7330914 -18.5826919, -39.7331062 -18.5827514, -39.733133 -18.5828265, -39.7331978 -18.582986)",
313398416,True,,Rodovia Adolpho Barbosa Serra,primary,False,11.04,,"LINESTRING (-39.7331978 -18.582986, -39.7332475 -18.5830734)",roundabout
129221395,False,,Rodovia Professor Bento Daher,tertiary,True,53.923,,"LINESTRING (-39.7340386 -18.5831814, -39.7342819 -18.5827548)",
129221408,False,,Avenida Aloisio Feu Smirdele,tertiary,False,97.922,,"LINESTRING (-39.7340386 -18.5831814, -39.7339696 -18.5840596)",
239592764,False,,,residential,True,77.996,,"LINESTRING (-39.7340386 -18.5831814, -39.7347682 -18.5832987)",
42488702,False,,Avenida D Aloísio Feu Smiderle,tertiary,False,44.289,2,"LINESTRING (-39.7340386 -18.5831814, -39.7337521 -18.58318, -39.7336184 -18.5831805)",
42741534,True,ES-421,Rodovia Adolpho Barbosa Serra,primary,False,33.812,,"LINESTRING (-39.7329725 -18.5829937, -39.7330108 -18.5826918)",
313398416,True,,Rodovia Adolpho Barbosa Serra,primary,False,25.76,,"LINESTRING (-39.7329725 -18.5829937, -39.7330238 -18.5829643, -39.7330818 -18.5829488, -39.7331361 -18.5829559, -39.7331978 -18.582986)",roundabout
129221388,True,,Rua Pai João,tertiary,False,54.975,,"LINESTRING (-39.7340534 -18.5826872, -39.7340386 -18.5831814)",
314772402,True,,,tertiary_link,False,27.209,,"LINESTRING (-39.7340534 -18.5826872, -39.7340929 -18.5827343, -39.734142 -18.5827553, -39.7342016 -18.5827626, -39.7342819 -18.5827548)",
554525495,True,,Rua Nossa Senhora da Conceição,tertiary,False,47.881,2,"LINESTRING (-39.7330673 -18.58324, -39.7326162 -18.5832909)",
313398416,True,,Rodovia Adolpho Barbosa Serra,primary,False,20.318,,"LINESTRING (-39.7330673 -18.58324, -39.7330391 -18.5832314, -39.7330086 -18.5832162, -39.7329821 -18.5831964, -39.7329577 -18.5831721, -39.7329426 -18.5831483, -39.7329318 -18.5831215)",roundabout
129221392,False,,Rua Faustino Lisboa,residential,False,92.731,,"LINESTRING (-39.7326162 -18.5832909, -39.7326748 -18.584123)",
42741539,True,,Rua Nossa Senhora da Conceição,tertiary,False,38.522000000000006,2,"LINESTRING (-39.7326162 -18.5832909, -39.7328112 -18.5832105, -39.7329318 -18.5831215)",
129221390,False,,Rua São Benedito,residential,False,68.073,,"LINESTRING (-39.7338927 -18.5849646, -39.7332543 -18.5850575)",
129221408,False,,Avenida Aloisio Feu Smirdele,tertiary,True,100.957,,"LINESTRING (-39.7338927 -18.5849646, -39.7339696 -18.5840596)",
129221408,False,,Avenida Aloisio Feu Smirdele,tertiary,False,116.66,,"LINESTRING (-39.7338927 -18.5849646, -39.7338307 -18.5858151, -39.7338282 -18.5860117)",
129221390,False,,Rua São Benedito,residential,False,53.081,,"LINESTRING (-39.7332543 -18.5850575, -39.7327516 -18.5850866)",
129221390,False,,Rua São Benedito,residential,True,68.073,,"LINESTRING (-39.7332543 -18.5850575, -39.7338927 -18.5849646)",
129221391,False,,Rua Nova Venécia,residential,False,108.433,,"LINESTRING (-39.7332543 -18.5850575, -39.7333178 -18.5860308)",
129221391,False,,Rua Nova Venécia,residential,True,109.292,,"LINESTRING (-39.7332543 -18.5850575, -39.7331836 -18.5840769)",
129221390,False,,Rua São Benedito,residential,True,53.081,,"LINESTRING (-39.7327516 -18.5850866, -39.7332543 -18.5850575)",
129221392,False,,Rua Faustino Lisboa,residential,False,109.09,,"LINESTRING (-39.7327516 -18.5850866, -39.7328265 -18.5860651)",
129221392,False,,Rua Faustino Lisboa,residential,True,107.453,,"LINESTRING (-39.7327516 -18.5850866, -39.7326748 -18.584123)",
129221409,False,,Rua B,residential,True,71.43,,"LINESTRING (-39.7344339 -18.5850607, -39.7350997 -18.5851807)",
239604972,False,,Rua São Lucas,residential,False,104.931,,"LINESTRING (-39.7344339 -18.5850607, -39.734362 -18.585472, -39.7343321 -18.585998)",
"[554689595, 239592757]",False,,Rua São Lucas,residential,True,65.632,,"LINESTRING (-39.7344339 -18.5850607, -39.7343652 -18.5850414, -39.734352 -18.5850288, -39.7343465 -18.5850011, -39.7343525 -18.5849676, -39.7343601 -18.5849123, -39.7344264 -18.5845308)",
129221394,False,,Rua Placidina Aguirre da Silva,residential,False,53.836,,"LINESTRING (-39.7338282 -18.5860117, -39.7333178 -18.5860308)",
129221408,False,,Avenida Aloisio Feu Smirdele,tertiary,False,104.513,,"LINESTRING (-39.7338282 -18.5860117, -39.7338251 -18.5869516)",
129221881,False,,Rua Placidina Aguirre da Silva,residential,True,53.131,,"LINESTRING (-39.7338282 -18.5860117, -39.7343321 -18.585998)",
129221408,False,,Avenida Aloisio Feu Smirdele,tertiary,True,116.66,,"LINESTRING (-39.7338282 -18.5860117, -39.7338307 -18.5858151, -39.7338927 -18.5849646)",
129221881,False,,Rua Placidina Aguirre da Silva,residential,False,53.131,,"LINESTRING (-39.7343321 -18.585998, -39.7338282 -18.5860117)",
129221881,False,,Rua Placidina Aguirre da Silva,residential,True,75.72,,"LINESTRING (-39.7343321 -18.585998, -39.7350505 -18.5859911)",
239604972,False,,Rua São Lucas,residential,False,101.479,,"LINESTRING (-39.7343321 -18.585998, -39.7344016 -18.5864767, -39.7344865 -18.5868985)",
