osmid,ref,highway,oneway,reversed,length,name,geometry,lanes,bridge
853052151,BA-131,primary,False,False,44.637,,"LINESTRING (-40.429485 -11.0891061, -40.4295708 -11.0894986)",,
260381505,,primary_link,True,False,50.222,Avenida Pau Brasil,"LINESTRING (-40.429485 -11.0891061, -40.4295346 -11.0891784, -40.4295903 -11.0892515, -40.4296506 -11.0893087, -40.4297183 -11.0893508, -40.4298209 -11.0894005)",,
853052152,BA-131,primary,False,True,76.302,,"LINESTRING (-40.429485 -11.0891061, -40.4294528 -11.0889165, -40.429361 -11.0884308)",,
260381486,,tertiary,False,False,44.585,Rua Otávio Mangabeira,"LINESTRING (-40.4316978 -11.0880578, -40.4319392 -11.0883813)",2,
260381486,,tertiary,False,True,32.124,Rua Otávio Mangabeira,"LINESTRING (-40.4316978 -11.0880578, -40.4315174 -11.0878295)",2,
260381494,,residential,False,False,38.617,Travessa Oito de Abril,"LINESTRING (-40.4316978 -11.0880578, -40.432033 -11.0879464)",,
260381486,,tertiary,False,False,67.173,Rua Otávio Mangabeira,"LINESTRING (-40.4319392 -11.0883813, -40.4323147 -11.08886)",2,
260381486,,tertiary,False,True,44.585,Rua Otávio Mangabeira,"LINESTRING (-40.4319392 -11.0883813, -40.4316978 -11.0880578)",2,
260381502,,residential,False,False,143.709,Rua Abílio Lourenço,"LINESTRING (-40.4319392 -11.0883813, -40.4306412 -11.0886)",,
260381486,,tertiary,False,False,28.591,Rua Otávio Mangabeira,"LINESTRING (-40.4326061 -11.0893488, -40.4327419 -11.0895687)",2,
260381504,,tertiary,False,False,8.524,Avenida Pau Brasil,"LINESTRING (-40.4326061 -11.0893488, -40.4325519 -11.0892936)",,
260381486,,tertiary,False,True,63.16000000000001,Rua Otávio Mangabeira,"LINESTRING (-40.4326061 -11.0893488, -40.432528 -11.0891903, -40.4324884 -11.0891087, -40.4324099 -11.0889909, -40.4323147 -11.08886)",2,
260381486,,tertiary,False,False,27.84,Rua Otávio Mangabeira,"LINESTRING (-40.4327419 -11.0895687, -40.4328579 -11.0897917)",2,
260381486,,tertiary,False,True,28.591,Rua Otávio Mangabeira,"LINESTRING (-40.4327419 -11.0895687, -40.4326061 -11.0893488)",2,
926300014,,residential,False,False,64.252,Praça Professor Emídio R das Neves,"LINESTRING (-40.4327419 -11.0895687, -40.4321931 -11.0897781)",,
260381486,,tertiary,False,True,27.84,Rua Otávio Mangabeira,"LINESTRING (-40.4328579 -11.0897917, -40.4327419 -11.0895687)",2,
260381486,,tertiary,False,False,31.319000000000003,Rua Otávio Mangabeira,"LINESTRING (-40.4328579 -11.0897917, -40.4329135 -11.0899115, -40.4329625 -11.0900536)",2,
"[793720057, 708326671, 260381495]",,residential,False,False,146.826,Praça Doutor Broutelles,"LINESTRING (-40.4328579 -11.0897917, -40.4331113 -11.0896996, -40.4333635 -11.0895983, -40.4335439 -11.0895265, -40.4337024 -11.0894583, -40.4341088 -11.0893058)",,yes
926300015,,residential,False,True,67.506,Praça Professor Emídio R das Neves,"LINESTRING (-40.4329625 -11.0900536, -40.4323813 -11.0902616)",,
260381486,,tertiary,False,False,257.054,Rua Otávio Mangabeira,"LINESTRING (-40.4329625 -11.0900536, -40.4330322 -11.0903405, -40.433165 -11.0908459, -40.4335123 -11.0923014)",2,
260381486,,tertiary,False,True,31.319000000000003,Rua Otávio Mangabeira,"LINESTRING (-40.4329625 -11.0900536, -40.4329135 -11.0899115, -40.4328579 -11.0897917)",2,
260381486,,tertiary,False,True,19.623,Rua Otávio Mangabeira,"LINESTRING (-40.4335613 -11.0924712, -40.4335123 -11.0923014)",2,
926317201,,tertiary,False,False,10.149,Praça Deputado Manoel Novais,"LINESTRING (-40.4335613 -11.0924712, -40.4335828 -11.09256)",2,
"[260381531, 926300019]",,residential,False,False,93.813,Praça Deputado Manoel Novais,"LINESTRING (-40.4335613 -11.0924712, -40.4341909 -11.0922922, -40.4342194 -11.0922899, -40.4342439 -11.0922968, -40.4342563 -11.0923116, -40.434263 -11.092334, -40.4342674 -11.0923626, -40.4342734 -11.0924383)",,
926317202,,tertiary,False,False,105.595,Rua Boa Vista,"LINESTRING (-40.4337417 -11.0932622, -40.4338382 -11.0942071)",2,
260381520,,residential,False,False,88.70100000000001,Avenida Odelice Ribeiro Santos,"LINESTRING (-40.4337417 -11.0932622, -40.4331342 -11.093527, -40.432995 -11.0935768)",,
926300019,,residential,False,True,74.376,Praça Deputado Manoel Novais,"LINESTRING (-40.4337417 -11.0932622, -40.4340555 -11.0930108, -40.4341467 -11.0928766, -40.4341963 -11.0927779)",,
926317201,,tertiary,False,True,79.99600000000001,Praça Deputado Manoel Novais,"LINESTRING (-40.4337417 -11.0932622, -40.4337256 -11.0931714, -40.4335828 -11.09256)",2,
1013551756,,residential,False,False,82.693,,"LINESTRING (-40.4339851 -11.0951013, -40.434611 -11.094682)",,
926317202,,tertiary,False,True,100.72800000000001,Rua Boa Vista,"LINESTRING (-40.4339851 -11.0951013, -40.4339589 -11.0949753, -40.4338382 -11.0942071)",2,
260381490,,residential,False,False,87.646,,"LINESTRING (-40.434611 -11.094682, -40.4349657 -11.0953892)",,
1013551756,,residential,False,True,82.693,,"LINESTRING (-40.434611 -11.094682, -40.4339851 -11.0951013)",,
260381490,,residential,False,True,133.255,,"LINESTRING (-40.434611 -11.094682, -40.4343861 -11.094291, -40.434375 -11.0942633, -40.4343753 -11.094237, -40.4343814 -11.0942166, -40.4343951 -11.0942028, -40.4344162 -11.0941913, -40.434988 -11.0939068)",,
1013551756,,residential,False,False,73.214,,"LINESTRING (-40.434611 -11.094682, -40.4347958 -11.0945782, -40.4349929 -11.0944821, -40.4352068 -11.0943798)",,
260381489,,residential,False,False,57.76,,"LINESTRING (-40.4352068 -11.0943798, -40.434988 -11.0939068)",,
260381489,,residential,False,True,92.23100000000001,,"LINESTRING (-40.4352068 -11.0943798, -40.4353865 -11.0947565, -40.4354123 -11.0947875, -40.4354472 -11.0948134, -40.4354878 -11.0948361, -40.435519 -11.094851, -40.4355485 -11.094874, -40.4355729 -11.0949151, -40.435588 -11.0949592, -40.4355988 -11.095, -40.435611 -11.0950765)",,
