osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction
278423476,Avenida Nove de Julho,residential,30,False,True,99.691,"LINESTRING (-46.0363854 -23.5654807, -46.0364341 -23.5655594, -46.0364915 -23.565717, -46.0366458 -23.5661409, -46.0367125 -23.566324)",,
278423759,Rua Venceslau Bras,residential,,False,False,69.989,"LINESTRING (-46.0363854 -23.5654807, -46.0360726 -23.5657803, -46.0359081 -23.5659332)",,
278423762,,primary_link,,True,False,35.909,"LINESTRING (-46.0412925 -23.568855, -46.0413449 -23.5688796, -46.0414018 -23.5689189, -46.0414334 -23.5689564, -46.0414495 -23.5690092, -46.0414622 -23.56911)",,
218916664,Rodovia Professor Alfredo Rolim de Moura,primary,40,True,False,49.929,"LINESTRING (-46.0404336 -23.5691992, -46.0408669 -23.5689897)",SP-088,
278423471,Avenida Jair Leme,residential,,False,False,93.922,"LINESTRING (-46.0404336 -23.5691992, -46.0403167 -23.5688574, -46.040158 -23.5683932)",,
218916664,Rodovia Professor Alfredo Rolim de Moura,primary,40,True,False,159.142,"LINESTRING (-46.0389751 -23.5697031, -46.0391657 -23.5696094, -46.0393184 -23.5695581, -46.0401258 -23.5693147, -46.0404336 -23.5691992)",SP-088,
"[278423656, 278423655]",Rua Vinte e Cinco de Janeiro,residential,,False,True,114.01499999999999,"LINESTRING (-46.0389751 -23.5697031, -46.0385265 -23.5690271, -46.0385185 -23.5689853, -46.0385272 -23.5689343, -46.0386178 -23.5688215)",,
278423660,Rua Vinte e Um de Abril,residential,,False,False,59.806,"LINESTRING (-46.0379093 -23.5653996, -46.0374606 -23.5657462)",,
278423740,Rua Dezoito de Novembro,residential,,False,True,111.298,"LINESTRING (-46.0379093 -23.5653996, -46.0382411 -23.5663532)",,
278423530,Rua Cinco,residential,,False,True,93.371,"LINESTRING (-46.0412322 -23.5654709, -46.0406609 -23.5657782, -46.0404316 -23.5658777)",,
278423534,Rua Dezenove de Novembro,residential,,False,True,41.041,"LINESTRING (-46.0402993 -23.5655291, -46.0404316 -23.5658777)",,
278423471,Avenida Jair Leme,residential,,False,True,159.37,"LINESTRING (-46.0391897 -23.5656307, -46.0396685 -23.5669951)",,
278423616,Rua Primeiro de Maio,residential,,False,True,64.75,"LINESTRING (-46.0391897 -23.5656307, -46.0387024 -23.5660043)",,
278423660,Rua Vinte e Um de Abril,residential,,False,False,58.565,"LINESTRING (-46.0374606 -23.5657462, -46.0370182 -23.5660823)",,
278423660,Rua Vinte e Um de Abril,residential,,False,True,59.806,"LINESTRING (-46.0374606 -23.5657462, -46.0379093 -23.5653996)",,
1168534935,Rua Primeiro de Setembro,residential,,False,False,111.615,"LINESTRING (-46.0374606 -23.5657462, -46.0377917 -23.566703)",,
278423534,Rua Dezenove de Novembro,residential,,False,False,41.041,"LINESTRING (-46.0404316 -23.5658777, -46.0402993 -23.5655291)",,
278423530,Rua Cinco,residential,,False,False,93.371,"LINESTRING (-46.0404316 -23.5658777, -46.0406609 -23.5657782, -46.0412322 -23.5654709)",,
278423530,Rua Cinco,residential,,False,True,59.702999999999996,"LINESTRING (-46.0404316 -23.5658777, -46.0402827 -23.5659662, -46.0402022 -23.5660498, -46.040052 -23.5662736)",,
278423556,Rua Hermes da Fonseca,residential,,False,False,171.95000000000002,"LINESTRING (-46.0359081 -23.5659332, -46.0361221 -23.5665685, -46.0361584 -23.5667663, -46.0361549 -23.5668824, -46.0361537 -23.566922, -46.0360713 -23.5671325, -46.035907 -23.5673937)",,
278423759,Rua Venceslau Bras,residential,,False,True,69.989,"LINESTRING (-46.0359081 -23.5659332, -46.0360726 -23.5657803, -46.0363854 -23.5654807)",,
278423616,Rua Primeiro de Maio,residential,,False,False,64.75,"LINESTRING (-46.0387024 -23.5660043, -46.0391897 -23.5656307)",,
278423616,Rua Primeiro de Maio,residential,,False,True,60.956,"LINESTRING (-46.0387024 -23.5660043, -46.0382411 -23.5663532)",,
278423729,Rua Trinta e Um de Dezembro,residential,,False,False,158.108,"LINESTRING (-46.0387024 -23.5660043, -46.0391791 -23.5673574)",,
278423609,Rua Onze de Agosto,residential,,False,True,109.348,"LINESTRING (-46.0370182 -23.5660823, -46.0373634 -23.5670134)",,
278423660,Rua Vinte e Um de Abril,residential,,False,False,41.147,"LINESTRING (-46.0370182 -23.5660823, -46.0367125 -23.566324)",,
