osmid,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,ref,width,lanes
221414812,Rua Professor Diomedes Rodrigues Leite,residential,False,False,119.167,"LINESTRING (-45.1813039 -22.6093931, -45.1803987 -22.6100641)",,,,,
221414843,Rua Itália,residential,False,True,41.237,"LINESTRING (-45.1813039 -22.6093931, -45.1815721 -22.6096692)",,,,,
221414854,Rua Antônio Lino,residential,False,False,61.775,"LINESTRING (-45.1800044 -22.6096444, -45.1803987 -22.6100641)",,,,,
221414924,Rua Estudante Paulo Leite,residential,False,True,123.01400000000001,"LINESTRING (-45.1800044 -22.6096444, -45.1797549 -22.6098357, -45.1797053 -22.6098939, -45.1796684 -22.6099681, -45.179535 -22.6103773, -45.1794525 -22.6105878)",,,,,
221414843,Rua Itália,residential,False,False,41.237,"LINESTRING (-45.1815721 -22.6096692, -45.1813039 -22.6093931)",,,,,
221414855,Rua Itália,residential,False,True,19.363,"LINESTRING (-45.1815721 -22.6096692, -45.1816727 -22.6098165)",,,,,
221414855,Rua Itália,residential,False,False,19.363,"LINESTRING (-45.1816727 -22.6098165, -45.1815721 -22.6096692)",,,,,
221414902,Rua Coronel Luiz Relvas,residential,False,True,119.503,"LINESTRING (-45.1816727 -22.6098165, -45.181257 -22.6101347, -45.1807742 -22.6104999)",,,,,
221414812,Rua Professor Diomedes Rodrigues Leite,residential,False,True,119.167,"LINESTRING (-45.1803987 -22.6100641, -45.1813039 -22.6093931)",,,,,
221414854,Rua Antônio Lino,residential,False,False,61.919,"LINESTRING (-45.1803987 -22.6100641, -45.1807742 -22.6104999)",,,,,
221414854,Rua Antônio Lino,residential,False,True,61.775,"LINESTRING (-45.1803987 -22.6100641, -45.1800044 -22.6096444)",,,,,
612782244,Rua José Salomão,residential,False,False,184.92600000000002,"LINESTRING (-45.1803987 -22.6100641, -45.1802377 -22.6101928, -45.1801881 -22.6102845, -45.1797321 -22.6115819)",,,,,
221414921,Rua Antônio Jofre,residential,False,True,105.89099999999999,"LINESTRING (-45.1791146 -22.6104504, -45.179073 -22.6105612, -45.1790495 -22.6107184, -45.1790033 -22.6110007, -45.1789516 -22.6113015, -45.1789637 -22.6113386, -45.1790039 -22.6113683)",,,,,
612782247,Rua Miriam Fernandes,residential,False,False,37.905,"LINESTRING (-45.1791146 -22.6104504, -45.1792949 -22.6105265, -45.1794525 -22.6105878)",,,,,
221414854,Rua Antônio Lino,residential,False,True,61.919,"LINESTRING (-45.1807742 -22.6104999, -45.1803987 -22.6100641)",,,,,
