osmid,oneway,lanes,name,highway,reversed,length,access,geometry,bridge,ref,maxspeed
69728437,True,,,primary,False,112.558,,"LINESTRING (-43.3139071 -22.7897777, -43.3133917 -22.7906715)",,,
859970156,True,1,Rua Piratini,secondary,False,7.486,,"LINESTRING (-43.3111469 -22.7927731, -43.3111981 -22.7928211)",,,
859992589,False,2,Rua Acapineira,tertiary,False,6.815,,"LINESTRING (-43.3111469 -22.7927731, -43.3111377 -22.7928338)",,,
69728465,True,2,Rua José de Alvarenga,tertiary,False,26.775000000000002,,"LINESTRING (-43.3111469 -22.7927731, -43.3111592 -22.7927065, -43.3111906 -22.7925357)",,,
859996340,True,1,Rua Frei Fidélis,secondary,False,31.488,,"LINESTRING (-43.3105058 -22.7924806, -43.3103961 -22.7927451)",,,
69864111,True,1,Rua Piratini,secondary,False,33.032,,"LINESTRING (-43.3105058 -22.7924806, -43.3105931 -22.7925215, -43.3106543 -22.7925501, -43.3107087 -22.7925756, -43.3107643 -22.7926016, -43.3107931 -22.7926151)",,,
69732064,False,,Rua Elói Dias,residential,True,63.379,,"LINESTRING (-43.3141498 -22.7911736, -43.3137475 -22.7916064)",,,
294840470,True,,Rua Pedras,residential,False,95.695,,"LINESTRING (-43.3141498 -22.7911736, -43.3139004 -22.7910129, -43.3133917 -22.7906715)",,,
784369411,True,,Rua Pedras,residential,False,98.749,,"LINESTRING (-43.3133917 -22.7906715, -43.3126102 -22.7901523)",,,
784369412,True,2,,primary,False,55.972,,"LINESTRING (-43.3133917 -22.7906715, -43.3131492 -22.7911225)",,,
"[784369410, 214762134]",True,1,"['Rua André Rebouças', 'Rua Genaro Lomba']",primary,False,277.14,,"LINESTRING (-43.3126102 -22.7901523, -43.3126156 -22.7900361, -43.3126055 -22.7897252, -43.3125327 -22.7891728, -43.3123751 -22.7879772, -43.3125804 -22.7879716, -43.3127048 -22.7879664)",,,
69728387,False,2,Avenida Doutor Manoel Teles,secondary,False,81.591,,"LINESTRING (-43.3137475 -22.7916064, -43.3131492 -22.7911225)",,,
69732064,False,,Rua Elói Dias,residential,False,63.379,,"LINESTRING (-43.3137475 -22.7916064, -43.3141498 -22.7911736)",,,
865226296,False,,,residential,False,60.682,,"LINESTRING (-43.3137475 -22.7916064, -43.3133793 -22.7920337)",,,
"[954739806, 69728387, 69728379]",False,2,Avenida Doutor Manoel Teles,secondary,"[False, True]",93.10399999999998,,"LINESTRING (-43.3137475 -22.7916064, -43.3142596 -22.7920368, -43.3142986 -22.7920695, -43.3143943 -22.7921472, -43.3144206 -22.7921685)",yes,,
48688699,True,2,Avenida Nilo Peçanha,primary,False,32.462,yes,"LINESTRING (-43.3144784 -22.7866051, -43.3141968 -22.7867386)",,,
69732074,False,,Rua Deputado Soares Filho,residential,True,66.054,,"LINESTRING (-43.3144784 -22.7866051, -43.3147961 -22.7871219)",,,
69732129,False,,Rua Etelvina Chaves,residential,False,80.457,,"LINESTRING (-43.3144385 -22.788916, -43.3140975 -22.7882643)",,,
69732129,False,,Rua Etelvina Chaves,residential,True,73.046,,"LINESTRING (-43.3137864 -22.7876733, -43.3140975 -22.7882643)",,,
69732131,False,,Rua Dinorá Combat,residential,False,120.307,,"LINESTRING (-43.3137864 -22.7876733, -43.3147961 -22.7871219)",,,
943883668,True,,Rua Etelvina Chaves,residential,False,86.503,,"LINESTRING (-43.3137864 -22.7876733, -43.3137649 -22.7875571, -43.3136791 -22.7869018)",,,
69732074,False,,Rua Deputado Soares Filho,residential,False,66.054,,"LINESTRING (-43.3147961 -22.7871219, -43.3144784 -22.7866051)",,,
69732131,False,,Rua Dinorá Combat,residential,True,120.307,,"LINESTRING (-43.3147961 -22.7871219, -43.3137864 -22.7876733)",,,
69732129,False,,Rua Etelvina Chaves,residential,False,73.046,,"LINESTRING (-43.3140975 -22.7882643, -43.3137864 -22.7876733)",,,
69732129,False,,Rua Etelvina Chaves,residential,True,80.457,,"LINESTRING (-43.3140975 -22.7882643, -43.3144385 -22.788916)",,,
69732142,True,1,Rua Genaro Lomba,primary,False,45.754999999999995,,"LINESTRING (-43.3123957 -22.7905109, -43.3125177 -22.7903267, -43.3125821 -22.7902327, -43.3126102 -22.7901523)",,,
784374590,True,2,Avenida Doutor Manoel Teles,primary,False,102.987,,"LINESTRING (-43.3123957 -22.7905109, -43.3125967 -22.7906947, -43.3131492 -22.7911225)",,,
163679653,True,2,Avenida Doutor Plínio Casado,primary,False,147.923,yes,"LINESTRING (-43.3096531 -22.7864641, -43.3095497 -22.7859356, -43.3094868 -22.7856394, -43.3093901 -22.7851561)",,RJ-101,
"[69864036, 69864038]",False,,"['Rua Sāo Fransisco', 'Rua Piratini']",residential,True,117.52300000000001,,"LINESTRING (-43.3125214 -22.7939229, -43.3128883 -22.7935948, -43.3124064 -22.7933694, -43.3123169 -22.7933403)",,,
69865961,False,,Travessa São Paulo,residential,False,70.78399999999999,,"LINESTRING (-43.3125214 -22.7939229, -43.3125214 -22.793824, -43.3124893 -22.7936855, -43.3123391 -22.7935173, -43.3123169 -22.7933403)",,,
1212617975,False,,Rua São Paulo,residential,True,96.327,,"LINESTRING (-43.3110945 -22.7933195, -43.3101657 -22.7931881)",,,
69864109,False,,Rua Acapineira,residential,True,54.203,,"LINESTRING (-43.3110945 -22.7933195, -43.311116 -22.7930129, -43.3111377 -22.7928338)",,,
1212617975,False,,Rua São Paulo,residential,False,96.327,,"LINESTRING (-43.3101657 -22.7931881, -43.3110945 -22.7933195)",,,
69865001,True,2,Rua Frei Fidélis,secondary,False,62.094,,"LINESTRING (-43.3101657 -22.7931881, -43.309968 -22.7935569, -43.3098607 -22.7936657)",,,
69864036,False,,Rua Piratini,residential,False,12.895,,"LINESTRING (-43.3122324 -22.7932544, -43.3123169 -22.7933403)",,,
179898825,False,4,Rua Tabelião Silmar Silva,secondary,False,257.223,,"LINESTRING (-43.3122324 -22.7932544, -43.3122593 -22.793246, -43.31228 -22.7932377, -43.3122939 -22.7932283, -43.3123045 -22.7932164, -43.3123178 -22.7931971, -43.3123317 -22.7931715, -43.3123332 -22.7931681, -43.3123415 -22.7931497, -43.3125915 -22.7924768, -43.3126293 -22.7923856, -43.31279 -22.7919983, -43.3131492 -22.7911225)",,,
859996342,False,4,Rua Piratini,secondary,True,117.64399999999999,,"LINESTRING (-43.3122324 -22.7932544, -43.3121868 -22.7932605, -43.3121524 -22.7932582, -43.3121234 -22.7932525, -43.3120984 -22.7932449, -43.3119947 -22.7932025, -43.3111981 -22.7928211)",,,
860006071,True,2,Rua Piratini,secondary,False,12.095,,"LINESTRING (-43.309185 -22.7918401, -43.3092488 -22.7919316)",,,
970444499,True,2,Avenida Governador Leonel de Moura Brizola,primary,False,6.63,,"LINESTRING (-43.309185 -22.7918401, -43.3092142 -22.7917869)",,RJ-101,
69728458,True,2,Rua Piratini,secondary,False,71.444,,"LINESTRING (-43.3092488 -22.7919316, -43.3098748 -22.792214)",,,
"[784374580, 860006069]",True,2,Avenida Governador Leonel de Moura Brizola,primary,False,143.36599999999999,,"LINESTRING (-43.3092488 -22.7919316, -43.3091995 -22.7920227, -43.3089691 -22.7924582, -43.3087234 -22.7928546, -43.3085732 -22.793003, -43.308544 -22.7930371)",,RJ-101,
784369372,True,2,Avenida Governador Leonel de Moura Brizola,primary,False,119.001,,"LINESTRING (-43.3102553 -22.7899854, -43.3099408 -22.7905947, -43.309755 -22.7909511)",,RJ-101,
970439230,True,2,Rua Mariano Sendra dos Santos,tertiary,False,80.289,,"LINESTRING (-43.3109569 -22.7903063, -43.3102553 -22.7899854)",,,
69864191,True,,Rua Almirante Barroso,residential,False,34.442,,"LINESTRING (-43.3109569 -22.7903063, -43.3109043 -22.7903313, -43.3108625 -22.7903634, -43.3108242 -22.7904018, -43.310797 -22.7904444, -43.3107477 -22.7905373)",,,
784369414,True,2,Rua Piratini,secondary,False,71.155,,"LINESTRING (-43.3098748 -22.792214, -43.3105058 -22.7924806)",,,
210518456,True,,Rua Almirante Barroso,residential,False,131.046,,"LINESTRING (-43.3093318 -22.7932807, -43.3094415 -22.7930443, -43.3098748 -22.792214)",,,
"[784369376, 69865137]",True,1,Rua 11 de Junho,secondary,False,91.917,,"LINESTRING (-43.3093318 -22.7932807, -43.3089583 -22.7930461, -43.3088686 -22.792996, -43.3087841 -22.792975, -43.3087237 -22.792975, -43.308544 -22.7930371)",,,
69864196,True,,Rua Bento Gonçalves,residential,False,70.808,,"LINESTRING (-43.309755 -22.7909511, -43.3103691 -22.7912426)",,,
69864214,True,2,Avenida Governador Leonel de Moura Brizola,primary,False,120.74799999999999,,"LINESTRING (-43.309755 -22.7909511, -43.3093962 -22.7916528, -43.309339 -22.7917603, -43.3092488 -22.7919316)",,RJ-101,
784369415,True,,Rua Almirante Barroso,residential,False,119.31,,"LINESTRING (-43.3103691 -22.7912426, -43.3098748 -22.792214)",,,
784369416,True,,Rua Bento Gonçalves,residential,False,33.742,,"LINESTRING (-43.3103691 -22.7912426, -43.3106522 -22.7913974)",,,
970439231,True,,Rua Frei Fidélis,residential,False,121.378,,"LINESTRING (-43.3106522 -22.7913974, -43.3105186 -22.792386, -43.3105058 -22.7924806)",,,
69864497,True,2,Rua Piratini,secondary,False,121.54100000000001,,"LINESTRING (-43.3083938 -22.7911093, -43.3084703 -22.7911019, -43.3085386 -22.791113, -43.308599 -22.7911378, -43.3086553 -22.7911761, -43.3087251 -22.7912354, -43.309024 -22.7915559, -43.309067 -22.7916039, -43.3091288 -22.7917139, -43.309185 -22.7918401)",,,
955046166,True,1,Rua Almirante Tamandaré,secondary,False,54.06999999999999,yes,"LINESTRING (-43.3083938 -22.7911093, -43.3084973 -22.7910138, -43.3087475 -22.7908126, -43.3087863 -22.790785)",,,
69864596,True,2,,primary_link,False,51.812,,"LINESTRING (-43.3090493 -22.7912882, -43.309173 -22.7913096, -43.3092669 -22.7913047, -43.3093661 -22.7912861, -43.3094279 -22.7912514, -43.3095157 -22.7911874)",,,
179897994,True,2,Viaduto Paulo Lins,primary,False,50.615,,"LINESTRING (-43.3090493 -22.7912882, -43.3091515 -22.7914234, -43.3092012 -22.7915013, -43.3092414 -22.7915853, -43.3092628 -22.7916917)",,,
69865058,True,1,Rua 11 de Junho,secondary,False,69.08200000000001,,"LINESTRING (-43.3098607 -22.7936657, -43.3097899 -22.7936142, -43.3093318 -22.7932807)",,,
69869516,False,,Rua Jandira,residential,True,42.821,,"LINESTRING (-43.3098607 -22.7936657, -43.3098323 -22.7936968, -43.3095918 -22.7939604)",,,
163679652,True,2,Avenida Governador Leonel de Moura Brizola,primary,False,78.374,,"LINESTRING (-43.308544 -22.7930371, -43.3083208 -22.7932149, -43.3082514 -22.7932701, -43.3079439 -22.7934726)",,RJ-101,
69864036,False,,Rua Piratini,residential,True,12.895,,"LINESTRING (-43.3123169 -22.7933403, -43.3122324 -22.7932544)",,,
"[69864036, 69864038]",False,,"['Rua Sāo Fransisco', 'Rua Piratini']",residential,False,117.523,,"LINESTRING (-43.3123169 -22.7933403, -43.3124064 -22.7933694, -43.3128883 -22.7935948, -43.3125214 -22.7939229)",,,
69865961,False,,Travessa São Paulo,residential,True,70.78399999999999,,"LINESTRING (-43.3123169 -22.7933403, -43.3123391 -22.7935173, -43.3124893 -22.7936855, -43.3125214 -22.793824, -43.3125214 -22.7939229)",,,
69869516,False,,Rua Jandira,residential,False,42.821,,"LINESTRING (-43.3095918 -22.7939604, -43.3098323 -22.7936968, -43.3098607 -22.7936657)",,,
69905243,False,,Rua Major Frazão,residential,False,78.23,,"LINESTRING (-43.3073296 -22.7898394, -43.3067965 -22.789336)",,,
179898820,True,2,Rua Conde de Porto Alegre,secondary,False,62.142,yes,"LINESTRING (-43.3073296 -22.7898394, -43.3077156 -22.7894085)",,,
69864866,True,3,Praça Roberto Silveira,primary,False,76.72800000000001,,"LINESTRING (-43.3073296 -22.7898394, -43.307546 -22.789873, -43.3076496 -22.7898999, -43.3077818 -22.7899661, -43.3078727 -22.7900298, -43.307995 -22.7901202)",,,
69903785,True,,Rua Ailton da Costa,residential,False,72.05,,"LINESTRING (-43.3077156 -22.7894085, -43.3072471 -22.7889255)",,,
179898820,True,2,Rua Conde de Porto Alegre,secondary,False,211.53900000000002,yes,"LINESTRING (-43.3077156 -22.7894085, -43.3079576 -22.7890915, -43.3081483 -22.7888068, -43.3083014 -22.7885098, -43.3083522 -22.7884112, -43.3083671 -22.7883483, -43.3084134 -22.7881526, -43.3084296 -22.7879568, -43.3084273 -22.7876757)",,,
179898820,True,2,Rua Conde de Porto Alegre,secondary,False,194.523,yes,"LINESTRING (-43.3084273 -22.7876757, -43.3080839 -22.7859552)",,,
69905145,True,,Rua Correia Meier,residential,False,72.115,,"LINESTRING (-43.3080839 -22.7859552, -43.3074055 -22.7861267)",,,
954717965,True,,Rua Correia Meier,residential,False,107.222,,"LINESTRING (-43.3080839 -22.7859552, -43.3090831 -22.7856703)",,,
179898820,True,2,Rua Conde de Porto Alegre,secondary,False,89.76200000000001,yes,"LINESTRING (-43.3080839 -22.7859552, -43.3080231 -22.7857998, -43.3079552 -22.7856119, -43.307866 -22.7854638, -43.3077556 -22.7853092, -43.307687 -22.7852459)",,,
208006871,True,,Rua Professor José de Souza Herdy,residential,False,64.941,,"LINESTRING (-43.3072471 -22.7889255, -43.3067965 -22.789336)",,,
202586272,True,,Rua Passos da Pátria,residential,False,73.508,,"LINESTRING (-43.3050645 -22.7903452, -43.3054125 -22.7909232)",,,50
69905243,False,,Rua Major Frazão,residential,True,78.23,,"LINESTRING (-43.3067965 -22.789336, -43.3073296 -22.7898394)",,,
208005505,True,,Rua Professor José de Souza Herdy,residential,False,210.19299999999998,,"LINESTRING (-43.3067965 -22.789336, -43.3055517 -22.7900911, -43.3053602 -22.7902024, -43.3051765 -22.7902952, -43.3050645 -22.7903452)",,,
69905146,False,,Rua Barão do Triunfo,residential,True,71.425,,"LINESTRING (-43.3077513 -22.7878078, -43.3070651 -22.787919)",,,
208006871,True,,Rua Professor José de Souza Herdy,residential,False,137.407,,"LINESTRING (-43.3077513 -22.7878078, -43.3077319 -22.7879888, -43.3076939 -22.7881699, -43.3076119 -22.7884013, -43.3075299 -22.7885595, -43.3074295 -22.7887178, -43.3072471 -22.7889255)",,,
214762832,True,,Rua Barão do Triunfo,residential,False,70.868,,"LINESTRING (-43.3077513 -22.7878078, -43.3080249 -22.7877453, -43.3084273 -22.7876757)",,,
69905141,True,,Rua Tuiuti,residential,False,74.457,,"LINESTRING (-43.307116 -22.7856597, -43.307687 -22.7852459)",,,
208006871,True,,Rua Professor José de Souza Herdy,residential,False,60.028999999999996,,"LINESTRING (-43.307116 -22.7856597, -43.3071931 -22.7857511, -43.3072687 -22.7858709, -43.3073386 -22.7859878, -43.3074055 -22.7861267)",,,
69905145,True,,Rua Correia Meier,residential,False,73.561,,"LINESTRING (-43.3074055 -22.7861267, -43.3067119 -22.7862962)",,,
208006871,True,,Rua Professor José de Souza Herdy,residential,False,190.262,,"LINESTRING (-43.3074055 -22.7861267, -43.3077513 -22.7878078)",,,
"[959193235, 69728292]",True,"['2', '3']",Avenida Presidente Vargas,secondary,False,221.40300000000002,yes,"LINESTRING (-43.3090831 -22.7856703, -43.3091135 -22.7857301, -43.3091495 -22.7858123, -43.3091593 -22.785842, -43.3091788 -22.7859087, -43.3091849 -22.7859459, -43.3091834 -22.7859646, -43.3091793 -22.7859803, -43.3091634 -22.786008, -43.3090801 -22.7860889, -43.3089895 -22.7861674, -43.308968 -22.7861966, -43.308955 -22.7862314, -43.3089494 -22.7862645, -43.3089511 -22.7863076, -43.3091043 -22.7872808, -43.3091462 -22.7875522)",,,
69905146,False,,Rua Barão do Triunfo,residential,False,75.175,,"LINESTRING (-43.305672 -22.7881698, -43.30639 -22.7880324)",,,
69905156,True,,Rua Barao de Oliveira Castro,residential,False,178.879,,"LINESTRING (-43.305672 -22.7881698, -43.3053632 -22.7865865)",,,
69905156,True,,Rua Barao de Oliveira Castro,residential,False,54.178,,"LINESTRING (-43.3053632 -22.7865865, -43.3052636 -22.786108)",,,
954749971,True,,Rua Ana Neri,residential,False,39.517,,"LINESTRING (-43.3051973 -22.7858082, -43.3054718 -22.7860577)",,,
954749971,True,,Rua Ana Neri,residential,False,74.818,,"LINESTRING (-43.3054718 -22.7860577, -43.305728 -22.7862097, -43.3060672 -22.786446)",,,
69905156,True,,Rua Barao de Oliveira Castro,residential,False,34.022,,"LINESTRING (-43.3052636 -22.786108, -43.3051973 -22.7858082)",,,
69905163,True,,,residential,False,22.255,,"LINESTRING (-43.3052636 -22.786108, -43.3053761 -22.7860943, -43.3054718 -22.7860577)",,,
69905141,True,,Rua Tuiuti,residential,False,66.766,,"LINESTRING (-43.3060672 -22.786446, -43.3065429 -22.7860359)",,,
69905145,True,,Rua Correia Meier,residential,False,73.843,,"LINESTRING (-43.3060672 -22.786446, -43.3053632 -22.7865865)",,,
69905168,True,,Rua Ana Neri,residential,False,179.477,,"LINESTRING (-43.3060672 -22.786446, -43.30639 -22.7880324)",,,
69905146,False,,Rua Barão do Triunfo,residential,True,75.175,,"LINESTRING (-43.30639 -22.7880324, -43.305672 -22.7881698)",,,
69905146,False,,Rua Barão do Triunfo,residential,False,70.348,,"LINESTRING (-43.30639 -22.7880324, -43.3069792 -22.7879329, -43.3070651 -22.787919)",,,
69905146,False,,Rua Barão do Triunfo,residential,False,71.425,,"LINESTRING (-43.3070651 -22.787919, -43.3077513 -22.7878078)",,,
69905171,True,,Rua Bahia,residential,False,184.044,,"LINESTRING (-43.3070651 -22.787919, -43.3067119 -22.7862962)",,,
69905146,False,,Rua Barão do Triunfo,residential,True,70.348,,"LINESTRING (-43.3070651 -22.787919, -43.3069792 -22.7879329, -43.30639 -22.7880324)",,,
69728292,True,3,Avenida Presidente Vargas,secondary,False,100.61699999999999,yes,"LINESTRING (-43.308599 -22.7894077, -43.3084059 -22.7896603, -43.3081363 -22.7899644, -43.307995 -22.7901202)",,,
"[784374578, 955911692, 860006070]",True,2,Avenida Governador Leonel de Moura Brizola,primary,False,369.44100000000003,,"LINESTRING (-43.3065793 -22.7939542, -43.3072257 -22.7936761, -43.3077686 -22.7934283, -43.307848 -22.7933867, -43.3081149 -22.7932347, -43.3083157 -22.7931019, -43.3084452 -22.7929941, -43.3085732 -22.7928448, -43.3086701 -22.7927253, -43.308823 -22.7924842, -43.3088565 -22.7924199, -43.3090925 -22.7920069, -43.309185 -22.7918401)",,RJ-101,
163679653,True,2,Avenida Doutor Plínio Casado,primary,False,198.22,yes,"LINESTRING (-43.3100487 -22.7882087, -43.3099572 -22.7878507, -43.3098964 -22.7875936, -43.3098033 -22.7871998, -43.3097013 -22.7867139, -43.3096531 -22.7864641)",,RJ-101,
69728399,True,2,Avenida Doutor Plínio Casado,primary,False,36.916,yes,"LINESTRING (-43.3103599 -22.7894921, -43.3103277 -22.7893202, -43.3102761 -22.78917)",,RJ-101,
865226299,True,2,,primary_link,False,48.202999999999996,,"LINESTRING (-43.3103599 -22.7894921, -43.3104612 -22.7892638, -43.3105007 -22.7892139, -43.3106012 -22.7891299)",,,
970444498,True,2,Avenida Governador Leonel de Moura Brizola,primary,False,61.779,,"LINESTRING (-43.3092628 -22.7916917, -43.3095157 -22.7911874)",,RJ-101,
866145435,True,2,,primary_link,False,26.822,,"LINESTRING (-43.3092628 -22.7916917, -43.3092688 -22.7917442, -43.3092663 -22.7917987, -43.3092488 -22.7919316)",,,
970444498,True,2,Avenida Governador Leonel de Moura Brizola,primary,False,11.7,,"LINESTRING (-43.3092142 -22.7917869, -43.3092628 -22.7916917)",,RJ-101,
"[69864690, 69864500, 970444503]",True,2,"['Viaduto Paulo Lins', 'Rua Paulo Lins']",primary,False,141.723,,"LINESTRING (-43.3092142 -22.7917869, -43.3091797 -22.7916435, -43.3091461 -22.7915668, -43.3090845 -22.7914678, -43.3089665 -22.7913282, -43.308634 -22.7909444, -43.3084863 -22.7907675, -43.308459 -22.7907372)",viaduct,,
179898818,True,2,Avenida Doutor Manoel Teles,primary,False,232.532,,"LINESTRING (-43.3107558 -22.7890665, -43.3108525 -22.7891526, -43.3115232 -22.7897614, -43.3122078 -22.7903423, -43.3123957 -22.7905109)",,,
163679655,True,2,Avenida Governador Leonel de Moura Brizola,primary,False,2.047,,"LINESTRING (-43.3095157 -22.7911874, -43.3095241 -22.7911707)",,RJ-101,
202586272,True,,Rua Passos da Pátria,residential,False,75.621,,"LINESTRING (-43.3054125 -22.7909232, -43.3057968 -22.7915037)",,,50
"[954749032, 69903474]",True,3,Avenida Brigadeiro Lima e Silva,primary,False,230.64800000000002,yes,"LINESTRING (-43.3054125 -22.7909232, -43.30556 -22.7908398, -43.305949 -22.7906234, -43.3070155 -22.790045, -43.3073296 -22.7898394)",,,
69903963,True,2,Avenida Marechal Floriano,primary,False,25.875,,"LINESTRING (-43.3057968 -22.7915037, -43.3056942 -22.7915563, -43.3055748 -22.7916144)",,,
202586272,True,,Rua Passos da Pátria,residential,False,73.135,,"LINESTRING (-43.3057968 -22.7915037, -43.3059235 -22.7916861, -43.3061774 -22.79206)",,,50
210518801,True,,Rua Prefeito José Carlos Lacerda,residential,False,278.017,,"LINESTRING (-43.308459 -22.7907372, -43.3084045 -22.790731, -43.3083554 -22.7907425, -43.3081211 -22.7909134, -43.3078146 -22.7911042, -43.3061774 -22.79206)",,,
609625406,True,2,Rua Paulo Lins,primary,False,84.684,,"LINESTRING (-43.308459 -22.7907372, -43.3082712 -22.7905208, -43.3080539 -22.7902851, -43.307998 -22.7902301, -43.3079519 -22.7902001, -43.3079005 -22.7901946)",,,
69905244,True,,Rua Prefeito José Carlos Lacerda,residential,False,126.745,,"LINESTRING (-43.3084933 -22.7906286, -43.3085939 -22.7905542, -43.3089319 -22.7901882, -43.309184 -22.7898717, -43.3092602 -22.7897419)",,,
"[69864736, 866145436, 179897991]",True,2,"['Viaduto Paulo Lins', 'Rua Paulo Lins']",primary,False,92.898,,"LINESTRING (-43.3084933 -22.7906286, -43.3085602 -22.7907033, -43.308713 -22.7908801, -43.3090493 -22.7912882)",viaduct,,
69728435,False,2,Rua Tenente José Dias,primary,True,111.696,,"LINESTRING (-43.312917 -22.7878184, -43.3130018 -22.7872653, -43.3130769 -22.7868248)",,,
"[784369409, 164016267]",True,1,Rua Tenente José Dias,primary,False,15.384999999999998,,"LINESTRING (-43.312917 -22.7878184, -43.3129002 -22.7879115, -43.3128949 -22.7879552)",,,
214762350,True,1,Rua André Rebouças,primary,False,19.58,,"LINESTRING (-43.3127048 -22.7879664, -43.3127745 -22.7879682, -43.3128386 -22.7879627, -43.3128949 -22.7879552)",,,
895361444,True,1,Rua André Rebouças,primary,False,27.299999999999997,,"LINESTRING (-43.3127048 -22.7879664, -43.3128529 -22.7878689, -43.312917 -22.7878184)",,,
164016267,True,1,Rua Tenente José Dias,primary,False,244.59,,"LINESTRING (-43.3128949 -22.7879552, -43.3128972 -22.7880746, -43.31291 -22.788218, -43.3129656 -22.788618, -43.3130085 -22.7889172, -43.3130795 -22.7891319, -43.3131856 -22.7892708, -43.3133814 -22.7894266, -43.3139071 -22.7897777)",,,
214762955,True,,Rua Onézio Soares da Silva,residential,False,77.31,,"LINESTRING (-43.3092602 -22.7897419, -43.3090134 -22.7896232, -43.308599 -22.7894077)",,,
214763138,False,,Rua Prefeito José Carlos Lacerda,residential,False,73.36399999999999,,"LINESTRING (-43.3092602 -22.7897419, -43.3093768 -22.7895057, -43.3094181 -22.7893908, -43.3094519 -22.7893029, -43.3094967 -22.7891609, -43.3095077 -22.7891242)",,,
214763138,False,,Rua Prefeito José Carlos Lacerda,residential,True,73.364,,"LINESTRING (-43.3095077 -22.7891242, -43.3094967 -22.7891609, -43.3094519 -22.7893029, -43.3094181 -22.7893908, -43.3093768 -22.7895057, -43.3092602 -22.7897419)",,,
214798843,True,1,,primary_link,False,17.559,,"LINESTRING (-43.3106012 -22.7891299, -43.3106743 -22.7890865, -43.3107558 -22.7890665)",,,
214798988,True,1,,primary_link,False,35.94,,"LINESTRING (-43.3106012 -22.7891299, -43.3104195 -22.7892022, -43.3103793 -22.7892046, -43.3103364 -22.7892016, -43.3102761 -22.78917)",,,
784369373,True,2,Avenida Governador Leonel de Moura Brizola,primary,False,101.82399999999998,,"LINESTRING (-43.3106012 -22.7891299, -43.3105369 -22.7893796, -43.3102812 -22.7899296, -43.3102553 -22.7899854)",,RJ-101,
69728399,True,2,Avenida Doutor Plínio Casado,primary,False,109.47,yes,"LINESTRING (-43.3102761 -22.78917, -43.3101788 -22.7888319, -43.3101332 -22.7886328, -43.3101073 -22.788503, -43.3100487 -22.7882087)",,RJ-101,
