osmid,name,highway,oneway,reversed,length,lanes,width,geometry,maxspeed
236345169,Rua Barão do Rio Branco,residential,False,True,145.658,,,"LINESTRING (-56.0017967 -28.6619545, -56.000312 -28.6618177)",
865499385,Rua Barão do Rio Branco,residential,True,False,150.393,2,,"LINESTRING (-56.0017967 -28.6619545, -56.0033271 -28.6621157)",
922954790,Rua General Serafim Dornelles Vargas,tertiary,True,False,144.333,,,"LINESTRING (-56.0017967 -28.6619545, -56.0020516 -28.6606759)",
922962622,Rua General Serafim Dornelles Vargas,tertiary,False,False,126.229,2,,"LINESTRING (-56.0017967 -28.6619545, -56.0015934 -28.6630756)",
236659856,Rua João Manoel,residential,True,False,150.562,,,"LINESTRING (-56.0005375 -28.6604782, -56.000312 -28.6618177)",
262291334,Avenida Presidente Vargas,secondary,True,False,145.285,,3,"LINESTRING (-55.9993094 -28.6588015, -56.0007722 -28.6590455)",
262291335,Rua dos Andradas,tertiary,False,False,77.743,2,,"LINESTRING (-55.9993094 -28.6588015, -55.9994499 -28.6581133)",
236659856,Rua João Manoel,residential,True,False,160.947,,,"LINESTRING (-56.0007722 -28.6590455, -56.0005375 -28.6604782)",
262291334,Avenida Presidente Vargas,secondary,True,False,151.128,,3,"LINESTRING (-56.0007722 -28.6590455, -56.0022264 -28.6592634, -56.0022994 -28.6592718)",
262291341,Rua Engenheiro Manuel Luis Fagundes,secondary,False,False,56.914,,,"LINESTRING (-56.0001548 -28.6628758, -55.9999463 -28.6628498, -55.9995773 -28.6628037)",
262291341,Rua Engenheiro Manuel Luis Fagundes,secondary,False,True,56.973,,,"LINESTRING (-56.0001548 -28.6628758, -56.0004941 -28.6629227, -56.0007316 -28.6629556)",
262291341,Rua Engenheiro Manuel Luis Fagundes,secondary,False,False,85.137,,,"LINESTRING (-56.0015934 -28.6630756, -56.0007316 -28.6629556)",
262291341,Rua Engenheiro Manuel Luis Fagundes,secondary,False,True,148.647,,,"LINESTRING (-56.0015934 -28.6630756, -56.0030983 -28.6632839)",
922962622,Rua General Serafim Dornelles Vargas,tertiary,False,True,126.229,2,,"LINESTRING (-56.0015934 -28.6630756, -56.0017967 -28.6619545)",
262291350,Rua General Serafim Dornelles Vargas,tertiary,True,False,157.99,2,,"LINESTRING (-56.0020516 -28.6606759, -56.0022994 -28.6592718)",
478656780,Rua Coronel Aparício Mariense,secondary,True,False,149.359,,3,"LINESTRING (-56.0020516 -28.6606759, -56.0005375 -28.6604782)",
262291341,Rua Engenheiro Manuel Luis Fagundes,secondary,False,True,85.137,,,"LINESTRING (-56.0007316 -28.6629556, -56.0015934 -28.6630756)",
