osmid,oneway,lanes,name,highway,reversed,length,bridge,geometry,access
31585698,True,2,Avenida Sete de Setembro,secondary,False,31.021,,"LINESTRING (-48.8116634 -21.5980515, -48.8117441 -21.5983202)",
434762143,True,,Avenida José Belarmino,residential,False,7.917,,"LINESTRING (-48.8116634 -21.5980515, -48.8115963 -21.5980858)",
907239580,False,,Avenida Eduardo A. Lyra,residential,True,6.954,,"LINESTRING (-48.8099964 -21.5928921, -48.8100611 -21.592875)",
907239582,True,,Avenida Eduardo A. Lyra,residential,False,94.729,,"LINESTRING (-48.8099964 -21.5928921, -48.8091161 -21.5931283)",
914917359,True,,Avenida Sete de Setembro,secondary,False,41.652,,"LINESTRING (-48.8099964 -21.5928921, -48.8098836 -21.5925325)",
139561365,True,,Rua Padre Tarallo,residential,False,101.337,,"LINESTRING (-48.8130529 -21.5939922, -48.8133284 -21.5948668)",
435849624,True,,Avenida Francisco Porto,residential,False,61.799,,"LINESTRING (-48.8130529 -21.5939922, -48.812478 -21.5941443)",
435849624,True,,Avenida Francisco Porto,residential,False,99.324,,"LINESTRING (-48.8087172 -21.5951338, -48.8077906 -21.5953696)",
906480003,True,,Rua Rodrigues Alves,residential,False,101.355,,"LINESTRING (-48.8087172 -21.5951338, -48.8089984 -21.596007)",
139561365,True,,Rua Padre Tarallo,residential,False,103.332,,"LINESTRING (-48.8125259 -21.5922112, -48.812791 -21.5931072)",
434761261,False,,Avenida Eduardo A. Lyra,residential,False,59.923,,"LINESTRING (-48.8125259 -21.5922112, -48.8119692 -21.5923611)",
"[139561360, 434761260, 434761261]",False,,"['Avenida Eduardo A. Lyra', 'Avenida Doutor Eduardo do Amaral Lyra']",residential,True,98.291,yes,"LINESTRING (-48.8125259 -21.5922112, -48.8130088 -21.5920811, -48.8130961 -21.5920576, -48.813439 -21.5919652)",
139561360,False,,Avenida Eduardo A. Lyra,residential,True,100.915,,"LINESTRING (-48.813439 -21.5919652, -48.8143766 -21.591713)",
"[139561360, 434761260, 434761261]",False,,"['Avenida Eduardo A. Lyra', 'Avenida Doutor Eduardo do Amaral Lyra']",residential,False,98.291,yes,"LINESTRING (-48.813439 -21.5919652, -48.8130961 -21.5920576, -48.8130088 -21.5920811, -48.8125259 -21.5922112)",
906117746,False,,Rua Ricieri Antônio Vessoni,residential,False,85.385,,"LINESTRING (-48.8154363 -21.595209, -48.8156603 -21.5959481)",
"[434761984, 139562933, 434761983]",True,,Avenida Florêncio Terra,secondary,False,98.16300000000001,,"LINESTRING (-48.8154363 -21.595209, -48.8152319 -21.5952664, -48.8151423 -21.5952916, -48.8145248 -21.595456)",
139562933,True,,Avenida Florêncio Terra,secondary,False,100.345,,"LINESTRING (-48.8145248 -21.595456, -48.8135907 -21.595701)",
434762052,True,,Rua José Trevisan,secondary,False,96.108,,"LINESTRING (-48.8145248 -21.595456, -48.8142571 -21.5946283)",
139562924,False,,Avenida Duque de Caxias,residential,False,99.008,,"LINESTRING (-48.8076496 -21.5916113, -48.8085709 -21.5913685)",
906480004,False,,Rua Rodrigues Alves,residential,False,98.476,,"LINESTRING (-48.8076496 -21.5916113, -48.8079181 -21.592461)",
139562922,True,,Avenida Campos Sales,residential,False,100.367,,"LINESTRING (-48.8146504 -21.5926162, -48.8155844 -21.5923702)",
139562938,True,,Rua Ricieri Antônio Vessoni,secondary,False,103.096,,"LINESTRING (-48.8146504 -21.5926162, -48.8149209 -21.5935086)",
139561365,True,,Rua Padre Tarallo,residential,False,99.339,,"LINESTRING (-48.8122661 -21.5913511, -48.8125259 -21.5922112)",
313636120,True,,Avenida Florêncio Terra,secondary,False,7.525,,"LINESTRING (-48.8111346 -21.5963476, -48.8110645 -21.5963658)",
31585698,True,2,Avenida Sete de Setembro,secondary,False,21.826,,"LINESTRING (-48.8111346 -21.5963476, -48.8111397 -21.596368, -48.8111915 -21.5965366)",
139561360,False,,Avenida Eduardo A. Lyra,residential,False,100.915,,"LINESTRING (-48.8143766 -21.591713, -48.813439 -21.5919652)",
139561360,False,,Avenida Eduardo A. Lyra,residential,True,100.473,,"LINESTRING (-48.8143766 -21.591713, -48.8153099 -21.5914613)",
139562938,True,,Rua Ricieri Antônio Vessoni,secondary,False,104.345,,"LINESTRING (-48.8143766 -21.591713, -48.8146504 -21.5926162)",
139562936,False,,Rua Bernardino de Campos,residential,False,105.186,,"LINESTRING (-48.8161263 -21.5941557, -48.8158462 -21.5932463)",
139562936,False,,Rua Bernardino de Campos,residential,True,94.854,,"LINESTRING (-48.8161263 -21.5941557, -48.8163814 -21.5949751)",
