osmid,oneway,highway,reversed,length,geometry,lanes,name,ref,junction,maxspeed
171266882,False,residential,True,198.452,"LINESTRING (-47.3580533 -2.9937992, -47.3563716 -2.9944032)",,Rua Doutor Luís Carlos,,,
209699900,False,tertiary,True,77.046,"LINESTRING (-47.3580533 -2.9937992, -47.3578267 -2.9931443)",2,Avenida do Contorno,,,
215492623,False,residential,True,91.848,"LINESTRING (-47.3580533 -2.9937992, -47.3588245 -2.9935006)",,Rua Ernesto Geisel,,,
369583649,False,tertiary,False,71.518,"LINESTRING (-47.3580533 -2.9937992, -47.3582853 -2.9943992)",2,Avenida do Contorno,,,
171272750,False,residential,False,17.357,"LINESTRING (-47.3558486 -2.9941247, -47.3558633 -2.9939693)",,Rua Transamazônica,,,
434939790,True,residential,False,31.203,"LINESTRING (-47.3558486 -2.9941247, -47.3561257 -2.9941713)",,,,roundabout,
171266869,False,residential,False,59.72,"LINESTRING (-47.3561257 -2.9941713, -47.3564829 -2.9937698)",,Eixo W n,,,
434939790,True,residential,False,31.414,"LINESTRING (-47.3561257 -2.9941713, -47.3561879 -2.9943497, -47.3562147 -2.9944394)",,,,roundabout,
171266882,False,residential,False,17.882,"LINESTRING (-47.3562147 -2.9944394, -47.3563716 -2.9944032)",,Rua Doutor Luís Carlos,,,
434939790,True,residential,False,38.442,"LINESTRING (-47.3562147 -2.9944394, -47.3559009 -2.9945854)",,,,roundabout,
171266864,False,residential,True,48.709,"LINESTRING (-47.3556578 -2.994743, -47.3553499 -2.995055)",,Eixo W n,,,
742111613,True,residential,False,31.41,"LINESTRING (-47.3556578 -2.994743, -47.3557667 -2.9944823)",,,,,
171238275,False,tertiary,False,72.117,"LINESTRING (-47.3525669 -2.9927975, -47.3529826 -2.9922992)",2,Lameira Bittencourt,,,
171238275,False,tertiary,True,72.882,"LINESTRING (-47.3525669 -2.9927975, -47.3521404 -2.9932957)",2,Lameira Bittencourt,,,
171238275,False,tertiary,False,72.882,"LINESTRING (-47.3521404 -2.9932957, -47.3525669 -2.9927975)",2,Lameira Bittencourt,,,
171238275,False,tertiary,True,74.532,"LINESTRING (-47.3521404 -2.9932957, -47.351718 -2.9938166)",2,Lameira Bittencourt,,,
171272749,True,residential,False,202.779,"LINESTRING (-47.3521404 -2.9932957, -47.3535419 -2.9944648)",,Rua Presidente Castelo Branco,,,
171238275,False,tertiary,False,74.532,"LINESTRING (-47.351718 -2.9938166, -47.3521404 -2.9932957)",2,Lameira Bittencourt,,,
171238275,False,tertiary,True,71.844,"LINESTRING (-47.351718 -2.9938166, -47.3513143 -2.9943215)",2,Lameira Bittencourt,,,
171272744,False,residential,False,202.289,"LINESTRING (-47.351718 -2.9938166, -47.3531181 -2.9949805)",,Rua Bernado Saião,,,
171272744,False,residential,True,50.075,"LINESTRING (-47.351718 -2.9938166, -47.3513626 -2.9935394)",,Rua Bernado Saião,,,
171266875,False,residential,False,123.868,"LINESTRING (-47.3552137 -2.9938461, -47.3550345 -2.9949456)",,Rua Santa Terezinha,,,
171266875,False,residential,True,205.355,"LINESTRING (-47.3552137 -2.9938461, -47.3555522 -2.9920305)",,Rua Santa Terezinha,,,
171272752,False,residential,False,73.295,"LINESTRING (-47.3552137 -2.9938461, -47.3545638 -2.9937309)",,Travessa Estado de Goiás,,,
171272752,False,residential,True,73.423,"LINESTRING (-47.3552137 -2.9938461, -47.3558633 -2.9939693)",,Travessa Estado de Goiás,,,
171272750,False,residential,False,205.415,"LINESTRING (-47.3558633 -2.9939693, -47.3562026 -2.9921533)",,Rua Transamazônica,,,
171272750,False,residential,True,17.357,"LINESTRING (-47.3558633 -2.9939693, -47.3558486 -2.9941247)",,Rua Transamazônica,,,
171272752,False,residential,False,73.423,"LINESTRING (-47.3558633 -2.9939693, -47.3552137 -2.9938461)",,Travessa Estado de Goiás,,,
171272746,True,residential,False,202.044,"LINESTRING (-47.3539563 -2.9939707, -47.3525669 -2.9927975)",,Rua Costa e Silva,,,
171272754,False,residential,False,71.666,"LINESTRING (-47.3539563 -2.9939707, -47.3535419 -2.9944648)",,Travessa do Estado do Pará,,,
171238275,False,tertiary,False,71.844,"LINESTRING (-47.3513143 -2.9943215, -47.351718 -2.9938166)",2,Lameira Bittencourt,,,
171281215,False,residential,False,49.601,"LINESTRING (-47.3513143 -2.9943215, -47.3509582 -2.9940522)",,Rua Magalhães Barata,,,
171281215,False,residential,True,114.25,"LINESTRING (-47.3513143 -2.9943215, -47.3521015 -2.9949831)",,Rua Magalhães Barata,,,
171238275,False,tertiary,True,85.976,"LINESTRING (-47.3513143 -2.9943215, -47.3509294 -2.9947809, -47.3508811 -2.9948532, -47.3508503 -2.9949349)",2,Lameira Bittencourt,,,
171272747,True,residential,False,89.547,"LINESTRING (-47.3582853 -2.9943992, -47.3590444 -2.9941274)",,Rua Fernando Guilhon,,,
369583649,False,tertiary,False,73.651,"LINESTRING (-47.3582853 -2.9943992, -47.3585321 -2.995014)",2,Avenida do Contorno,,,
369583649,False,tertiary,True,71.518,"LINESTRING (-47.3582853 -2.9943992, -47.3580533 -2.9937992)",2,Avenida do Contorno,,,
171272749,True,residential,False,125.876,"LINESTRING (-47.3535419 -2.9944648, -47.3544049 -2.9951988)",,Rua Presidente Castelo Branco,,,
171272754,False,residential,False,74.182,"LINESTRING (-47.3535419 -2.9944648, -47.3531181 -2.9949805)",,Travessa do Estado do Pará,,,
171272754,False,residential,True,71.666,"LINESTRING (-47.3535419 -2.9944648, -47.3539563 -2.9939707)",,Travessa do Estado do Pará,,,
171272744,False,residential,False,16.535,"LINESTRING (-47.3531181 -2.9949805, -47.3532307 -2.9950778)",,Rua Bernado Saião,,,
171272744,False,residential,True,202.289,"LINESTRING (-47.3531181 -2.9949805, -47.351718 -2.9938166)",,Rua Bernado Saião,,,
171272754,False,residential,True,74.182,"LINESTRING (-47.3531181 -2.9949805, -47.3535419 -2.9944648)",,Travessa do Estado do Pará,,,
171281215,False,residential,False,114.25,"LINESTRING (-47.3521015 -2.9949831, -47.3513143 -2.9943215)",,Rua Magalhães Barata,,,
171272748,True,residential,False,38.043000000000006,"LINESTRING (-47.3521015 -2.9949831, -47.3522329 -2.9950943, -47.3523429 -2.9952242)",,Rua Magalhães Barata,,,
171272744,False,residential,True,16.535,"LINESTRING (-47.3532307 -2.9950778, -47.3531181 -2.9949805)",,Rua Bernado Saião,,,
171281214,True,residential,False,41.884,"LINESTRING (-47.3532307 -2.9950778, -47.3534936 -2.9953113, -47.3535157 -2.9953237)",,Rua Bernado Saião,,,
171272756,True,residential,False,18.858,"LINESTRING (-47.3519821 -2.9951037, -47.3521015 -2.9949831)",,,,,
171272743,False,residential,False,127.092,"LINESTRING (-47.3519821 -2.9951037, -47.3512982 -2.9950046, -47.3510447 -2.9949711, -47.3508503 -2.9949349)",,Eixo We,,,
171272742,False,residential,True,77.473,"LINESTRING (-47.3523429 -2.9952242, -47.3530365 -2.9952995)",,Eixo We,,,
171272755,True,residential,False,37.169,"LINESTRING (-47.3523429 -2.9952242, -47.3520277 -2.9953367)",,,,,
171272742,False,residential,False,77.473,"LINESTRING (-47.3530365 -2.9952995, -47.3523429 -2.9952242)",,Eixo We,,,
742418328,True,residential,False,32.753,"LINESTRING (-47.3530365 -2.9952995, -47.3532307 -2.9950778)",,,,,
171281217,False,residential,False,114.807,"LINESTRING (-47.3520277 -2.9953367, -47.3510568 -2.9956916)",,Rua Trinta e Um de Março,,,
171272756,True,residential,False,26.417,"LINESTRING (-47.3520277 -2.9953367, -47.3520036 -2.9952363, -47.3519821 -2.9951037)",,,,,
171272753,True,residential,False,35.44,"LINESTRING (-47.3531556 -2.9955952, -47.3530365 -2.9952995)",,,,,
171281216,False,residential,False,20.242,"LINESTRING (-47.3531556 -2.9955952, -47.352992 -2.9956755)",,Rua Vinte e Um de Abril,,,
171238271,False,tertiary,False,71.64,"LINESTRING (-47.3512848 -2.9962943, -47.3510568 -2.9956916)",2,Avenida Quinze de Maio,,,
171238271,False,tertiary,True,67.221,"LINESTRING (-47.3512848 -2.9962943, -47.3514926 -2.9968621)",2,Avenida Quinze de Maio,,,
171281216,False,residential,True,201.674,"LINESTRING (-47.3512848 -2.9962943, -47.352992 -2.9956755)",,Rua Vinte e Um de Abril,,,
171238271,False,tertiary,False,67.221,"LINESTRING (-47.3514926 -2.9968621, -47.3512848 -2.9962943)",2,Avenida Quinze de Maio,,,
171238271,False,tertiary,True,74.003,"LINESTRING (-47.3514926 -2.9968621, -47.3517166 -2.9974889)",2,Avenida Quinze de Maio,,,
171299654,True,residential,False,201.232,"LINESTRING (-47.3514926 -2.9968621, -47.3531985 -2.9962514)",,Rua Sete de Setembro,,,
171274355,False,residential,False,68.019,"LINESTRING (-47.352992 -2.9956755, -47.3531985 -2.9962514)",,Travessa Minas Gerais,,,
171281216,False,residential,False,201.674,"LINESTRING (-47.352992 -2.9956755, -47.3512848 -2.9962943)",,Rua Vinte e Um de Abril,,,
171281216,False,residential,True,20.242,"LINESTRING (-47.352992 -2.9956755, -47.3531556 -2.9955952)",,Rua Vinte e Um de Abril,,,
171274355,False,residential,False,73.2,"LINESTRING (-47.3531985 -2.9962514, -47.3534198 -2.9968715)",,Travessa Minas Gerais,,,
171274355,False,residential,True,68.019,"LINESTRING (-47.3531985 -2.9962514, -47.352992 -2.9956755)",,Travessa Minas Gerais,,,
171299654,True,residential,False,127.932,"LINESTRING (-47.3531985 -2.9962514, -47.3542885 -2.9958788)",,Rua Sete de Setembro,,,
171274352,True,residential,False,65.677,"LINESTRING (-47.3539728 -2.996662, -47.3534198 -2.9968715)",,Quinze de Novembro,,,
171281810,True,residential,False,15.026,"LINESTRING (-47.3539728 -2.996662, -47.3539771 -2.9966171, -47.3540064 -2.996583, -47.3540502 -2.996572)",,Eixo W s,,roundabout,
171274352,True,residential,False,201.203,"LINESTRING (-47.3534198 -2.9968715, -47.3517166 -2.9974889)",,Quinze de Novembro,,,
171274355,False,residential,True,73.2,"LINESTRING (-47.3534198 -2.9968715, -47.3531985 -2.9962514)",,Travessa Minas Gerais,,,
432242836,False,residential,True,137.53,"LINESTRING (-47.3532326 -2.997676, -47.3533554 -2.9975184, -47.3537248 -2.9970493, -47.3539981 -2.9967037)",,Eixo W s,,,
432242895,True,residential,False,18.351,"LINESTRING (-47.3532326 -2.997676, -47.3532514 -2.997703, -47.3532585 -2.9977353, -47.3532527 -2.9977678, -47.353235 -2.9977957, -47.3532078 -2.9978145)",,,,roundabout,
171238271,False,tertiary,False,71.435,"LINESTRING (-47.3520033 -2.998064, -47.3517166 -2.9974889)",2,Avenida Quinze de Maio,,,
171238271,False,tertiary,True,119.24700000000001,"LINESTRING (-47.3520033 -2.998064, -47.3522902 -2.9986576, -47.3523289 -2.9987174, -47.3523767 -2.9987703, -47.3524324 -2.9988148, -47.3524944 -2.99885, -47.3525613 -2.9988747, -47.3526165 -2.9988898)",2,Avenida Quinze de Maio,,,
171301263,False,residential,False,127.86,"LINESTRING (-47.3520033 -2.998064, -47.3524596 -2.9978894, -47.3529115 -2.997738, -47.3530949 -2.9977062)",,Vinte e Três de Janeiro,,,
171301263,False,residential,True,53.132,"LINESTRING (-47.3520033 -2.998064, -47.3517434 -2.998176, -47.3515644 -2.9982543)",,Vinte e Três de Janeiro,,,
171281338,False,tertiary,False,48.694,"LINESTRING (-47.353043 -2.9989916, -47.3526165 -2.9988898)",4,Avenida do Contorno,,,
171281338,False,tertiary,True,71.318,"LINESTRING (-47.353043 -2.9989916, -47.3536733 -2.9991148)",4,Avenida do Contorno,,,
171274353,False,residential,False,132.65800000000002,"LINESTRING (-47.353043 -2.9989916, -47.353173 -2.9983032, -47.3531972 -2.9981411, -47.3532106 -2.9980353, -47.35322 -2.9979054, -47.3532078 -2.9978145)",,Rua Dom Pedro I,,,
171274354,False,residential,True,203.848,"LINESTRING (-47.3536733 -2.9991148, -47.3539603 -2.9973041)",,Rua Rui Barbosa,,,
171281338,False,tertiary,False,71.318,"LINESTRING (-47.3536733 -2.9991148, -47.353043 -2.9989916)",4,Avenida do Contorno,,,
171281338,False,tertiary,True,69.63,"LINESTRING (-47.3536733 -2.9991148, -47.3542821 -2.9992648)",4,Avenida do Contorno,,,
171277191,False,residential,True,55.349999999999994,"LINESTRING (-47.3554945 -2.9969746, -47.3555884 -2.9970376, -47.3558821 -2.9972867)",,Rua Gonçalves Ledo,,,
288474026,True,tertiary,False,37.453,"LINESTRING (-47.3554945 -2.9969746, -47.355524 -2.9972304, -47.355508 -2.9973081)",,Eixo WK,,,
1246798561,True,residential,False,27.439,"LINESTRING (-47.3554945 -2.9969746, -47.3554805 -2.9970637, -47.3554618 -2.9970918, -47.3554354 -2.9971, -47.3554025 -2.9970875, -47.3553599 -2.9970451)",,,,,
945058645,False,tertiary,False,9.071,"LINESTRING (-47.3557646 -2.9980809, -47.3557927 -2.9981575)",,Rua Eixo WK,,,
945058645,False,tertiary,True,90.532,"LINESTRING (-47.3557646 -2.9980809, -47.355508 -2.9973081)",,Rua Eixo WK,,,
171277188,False,residential,True,160.86200000000002,"LINESTRING (-47.3557646 -2.9980809, -47.3558526 -2.9981063, -47.3559049 -2.9981291, -47.3569053 -2.9989581)",,Rua Padre Anchieta,,,
171277191,False,residential,False,205.319,"LINESTRING (-47.3572943 -2.9984786, -47.3558821 -2.9972867)",,Rua Gonçalves Ledo,,,
369583649,False,tertiary,False,68.62,"LINESTRING (-47.3572943 -2.9984786, -47.3569053 -2.9989581)",2,Avenida do Contorno,,,
369583649,False,tertiary,True,70.393,"LINESTRING (-47.3572943 -2.9984786, -47.3576872 -2.9979818)",2,Avenida do Contorno,,,
369583649,False,tertiary,False,70.006,"LINESTRING (-47.3569053 -2.9989581, -47.3564936 -2.9994349)",2,Avenida do Contorno,,,
369583649,False,tertiary,True,68.62,"LINESTRING (-47.3569053 -2.9989581, -47.3572943 -2.9984786)",2,Avenida do Contorno,,,
171277188,False,residential,False,160.862,"LINESTRING (-47.3569053 -2.9989581, -47.3559049 -2.9981291, -47.3558526 -2.9981063, -47.3557646 -2.9980809)",,Rua Padre Anchieta,,,
171277190,False,residential,False,210.116,"LINESTRING (-47.3542821 -2.9992648, -47.3546067 -2.9974032)",,Rua Estado do Espírito Santo,,,
171281338,False,tertiary,False,69.63,"LINESTRING (-47.3542821 -2.9992648, -47.3536733 -2.9991148)",4,Avenida do Contorno,,,
171281338,False,tertiary,True,59.139,"LINESTRING (-47.3542821 -2.9992648, -47.3547983 -2.9993957)",4,Avenida do Contorno,,,
171281338,False,tertiary,False,59.139,"LINESTRING (-47.3547983 -2.9993957, -47.3542821 -2.9992648)",4,Avenida do Contorno,,,
432242835,True,tertiary,False,12.045,"LINESTRING (-47.3547983 -2.9993957, -47.3549033 -2.9993685)",2,Avenida do Contorno,,,
171274354,False,residential,False,203.848,"LINESTRING (-47.3539603 -2.9973041, -47.3536733 -2.9991148)",,Rua Rui Barbosa,,,
171274354,False,residential,True,67.942,"LINESTRING (-47.3539603 -2.9973041, -47.3540892 -2.9967068)",,Rua Rui Barbosa,,,
171277428,False,residential,True,72.619,"LINESTRING (-47.3539603 -2.9973041, -47.3546067 -2.9974032)",,Travessa Estado do Piauí,,,
171277190,False,residential,False,125.645,"LINESTRING (-47.3546067 -2.9974032, -47.3548205 -2.9962936)",,Rua Estado do Espírito Santo,,,
171277190,False,residential,True,210.116,"LINESTRING (-47.3546067 -2.9974032, -47.3542821 -2.9992648)",,Rua Estado do Espírito Santo,,,
171277428,False,residential,False,72.619,"LINESTRING (-47.3546067 -2.9974032, -47.3539603 -2.9973041)",,Travessa Estado do Piauí,,,
171277428,False,residential,True,69.852,"LINESTRING (-47.3546067 -2.9974032, -47.3552263 -2.9975117)",,Travessa Estado do Piauí,,,
171277192,False,residential,True,209.559,"LINESTRING (-47.3552263 -2.9975117, -47.3549033 -2.9993685)",,Rua Juliana Passarinho,,,
171277428,False,residential,False,69.852,"LINESTRING (-47.3552263 -2.9975117, -47.3546067 -2.9974032)",,Travessa Estado do Piauí,,,
171277192,False,residential,False,54.152,"LINESTRING (-47.3552263 -2.9975117, -47.3552692 -2.997288, -47.3553228 -2.9971461, -47.3553599 -2.9970451)",,Rua Juliana Passarinho,,,
171277427,False,residential,False,92.0,"LINESTRING (-47.3576872 -2.9979818, -47.3583309 -2.9985027)",,Rua Monte Líbano,,,
171277427,False,residential,True,202.036,"LINESTRING (-47.3576872 -2.9979818, -47.3563059 -2.9967992)",,Rua Monte Líbano,,,
369583649,False,tertiary,False,70.393,"LINESTRING (-47.3576872 -2.9979818, -47.3572943 -2.9984786)",2,Avenida do Contorno,,,
369583649,False,tertiary,True,70.657,"LINESTRING (-47.3576872 -2.9979818, -47.3581016 -2.9974996)",2,Avenida do Contorno,,,
209699895,False,residential,True,16.142,"LINESTRING (-47.3545336 -2.9938729, -47.3545638 -2.9937309)",,Rua Estado da Bahia,,,
396633520,False,residential,False,46.528,"LINESTRING (-47.3545336 -2.9938729, -47.3544717 -2.9941686, -47.3544248 -2.9942751)",,Rua Estado da Bahia,,,
171272746,True,residential,False,13.092,"LINESTRING (-47.3540542 -2.9940363, -47.3539563 -2.9939707)",,Rua Costa e Silva,,,
