osmid,name,highway,oneway,reversed,length,geometry,lanes,junction
274177416,Rua Professor Annes Dias,residential,False,True,119.11,"LINESTRING (-53.6063788 -28.6492065, -53.6051738 -28.6493773)",,
274177416,Rua Professor Annes Dias,residential,False,False,159.46999999999997,"LINESTRING (-53.6063788 -28.6492065, -53.6068271 -28.6491245, -53.6070371 -28.6491593, -53.6077843 -28.6494031, -53.6079491 -28.6494155)",,
462642679,Rua Venâncio Aires,tertiary,False,False,162.937,"LINESTRING (-53.6063788 -28.6492065, -53.6063705 -28.6485735, -53.6063566 -28.6477413)",,
977423199,Rua Venâncio Aires,secondary,True,False,9.56,"LINESTRING (-53.606473 -28.6451403, -53.6064617 -28.6452257)",2,
628196974,Avenida General Osorio,secondary,True,False,143.982,"LINESTRING (-53.606473 -28.6451403, -53.6078073 -28.645165, -53.6078799 -28.6451688, -53.6079479 -28.6451724)",,
891073162,Avenida Presidente Vargas,secondary,True,False,145.88799999999998,"LINESTRING (-53.6064773 -28.6439289, -53.6065232 -28.6439268, -53.6065382 -28.6439261, -53.6078898 -28.6439633, -53.6079715 -28.6439644)",,
977423200,,secondary,True,False,10.122,"LINESTRING (-53.6064773 -28.6439289, -53.6064914 -28.6439473, -53.6064917 -28.6439709, -53.6064858 -28.6439932, -53.6064698 -28.6440106)",2,roundabout
161598152,Rua Doutor Wauthier,tertiary,False,False,154.987,"LINESTRING (-53.6026521 -28.6486956, -53.6010646 -28.6486522)",,
498314753,Travessa Oscar Pinto,tertiary,False,False,112.622,"LINESTRING (-53.6026521 -28.6486956, -53.6026611 -28.6476828)",,
"[161598152, 274218985, 461485366]","['Avenida General Câmara', 'Rua Doutor Wauthier']",tertiary,False,True,128.949,"LINESTRING (-53.6026521 -28.6486956, -53.6037448 -28.6487218, -53.6038083 -28.6487084, -53.6038576 -28.6486701, -53.6038699 -28.6485855)",,
