osmid,name,highway,oneway,reversed,length,ref,geometry,access
418589261,Rua Padre Félix Barreto,tertiary,False,True,79.016,,"LINESTRING (-36.0584644 -8.4888311, -36.0588309 -8.4882199)",
418589265,Rua Padre Félix Barreto,residential,False,False,82.981,,"LINESTRING (-36.0584644 -8.4888311, -36.0581045 -8.489487)",
483496617,Rua Barão de Contendas,secondary,False,True,84.485,PE-149,"LINESTRING (-36.0584644 -8.4888311, -36.0576962 -8.4888274)",
483496639,Rua Adalberto Alves da Costa Couto,secondary,False,False,68.635,PE-149,"LINESTRING (-36.0584644 -8.4888311, -36.0590342 -8.4890829)",
466694528,Rua José Wedson de Barros,residential,False,True,85.998,,"LINESTRING (-36.0576962 -8.4888274, -36.0581045 -8.489487)",
483496617,Rua Barão de Contendas,secondary,False,False,84.485,PE-149,"LINESTRING (-36.0576962 -8.4888274, -36.0584644 -8.4888311)",
483496639,Rua Adalberto Alves da Costa Couto,secondary,False,True,52.81,PE-149,"LINESTRING (-36.05963 -8.4893801, -36.0591998 -8.4891691)",
483496641,Praça Júlio Rodrigues Filho,secondary,False,False,57.635,PE-149,"LINESTRING (-36.05963 -8.4893801, -36.0600327 -8.4897118)",
483496653,Praça Júlio Rodrigues Filho,residential,False,True,43.84,,"LINESTRING (-36.05963 -8.4893801, -36.0597923 -8.48902)",
483496640,Rua Doutor Sales,residential,False,False,101.65299999999999,,"LINESTRING (-36.05963 -8.4893801, -36.0592756 -8.4900648, -36.05918 -8.4901747)",
483496656,Praça Doutor José Ferreira de Lima,tertiary,False,False,26.155,,"LINESTRING (-36.060801 -8.4904098, -36.0609906 -8.4905518)",
483496668,Rua Doutor Nestor Varejão,secondary,False,True,56.785,PE-149,"LINESTRING (-36.060801 -8.4904098, -36.0604217 -8.4900633)",
483496689,Praça Doutor José Ferreira de Lima,residential,False,True,56.138,,"LINESTRING (-36.060801 -8.4904098, -36.0611254 -8.49002)",
483496693,Praça Doutor José Ferreira de Lima,secondary,False,False,34.336,PE-149,"LINESTRING (-36.060801 -8.4904098, -36.060634 -8.4906707)",
483496673,Rua Padre Manoel Zacarias,secondary,False,False,47.339,PE-149,"LINESTRING (-36.060634 -8.4906707, -36.0608125 -8.4910581)",
483496688,Praça Doutor José Ferreira de Lima,tertiary,False,True,41.386,,"LINESTRING (-36.060634 -8.4906707, -36.0609906 -8.4905518)",
483496693,Praça Doutor José Ferreira de Lima,secondary,False,True,34.336,PE-149,"LINESTRING (-36.060634 -8.4906707, -36.060801 -8.4904098)",
483496672,Rua Siqueira Campos,tertiary,False,False,60.93599999999999,,"LINESTRING (-36.060634 -8.4906707, -36.060578 -8.49071, -36.0604228 -8.4907389, -36.0602631 -8.4907569, -36.0600964 -8.490761)",
418589271,Rua Maria Júlia de Menezes,residential,False,False,11.32,,"LINESTRING (-36.0622817 -8.4936302, -36.062201 -8.4936934)",
"[1080794689, 466694564]",Estrada de Ibirajuba,secondary,False,False,127.60999999999999,PE-149,"LINESTRING (-36.0622817 -8.4936302, -36.0626496 -8.4945207, -36.0627195 -8.494693)",
466694565,Rua Manoel Omena,secondary,True,False,48.011,PE-149,"LINESTRING (-36.0622817 -8.4936302, -36.0622245 -8.4935674, -36.0620441 -8.4932695)",
483496703,Rua Sebastião Rocha,residential,False,False,82.685,,"LINESTRING (-36.0637714 -8.4881245, -36.0630742 -8.4878462)",
483496703,Rua Sebastião Rocha,residential,False,True,136.859,,"LINESTRING (-36.0637714 -8.4881245, -36.0649148 -8.4886103)",
483496709,Rua Antônio Rocha,residential,False,True,50.734,,"LINESTRING (-36.0637714 -8.4881245, -36.0635762 -8.4885379)",
483496637,Rua Capitão Guilhermino,tertiary,True,False,15.414,,"LINESTRING (-36.0617519 -8.4894871, -36.0616423 -8.4894007)",
483496660,2ª Travessa José Ferreira de Lima,residential,False,False,9.691,,"LINESTRING (-36.0617519 -8.4894871, -36.0618017 -8.4894152)",
483496660,2ª Travessa José Ferreira de Lima,residential,False,True,31.476,,"LINESTRING (-36.0617519 -8.4894871, -36.061591 -8.4897212)",
380305849,Rua Doutor Freire,residential,False,False,14.86,,"LINESTRING (-36.0629671 -8.4898045, -36.0630227 -8.4896827)",
380305851,Rua Doutor Freire,tertiary,False,True,17.957,,"LINESTRING (-36.0629671 -8.4898045, -36.0628969 -8.4899503)",
483496717,Rua Francisco de Assis Melo,tertiary,False,True,87.218,,"LINESTRING (-36.0629671 -8.4898045, -36.0636903 -8.4901264)",
