osmid,oneway,ref,highway,reversed,length,geometry,name,lanes
295547345,True,BR-110;PB-262,primary,False,8.276,"LINESTRING (-37.2523303 -7.2213724, -37.2522978 -7.2213445, -37.252278 -7.2213195)",,
295547345,True,BR-110;PB-262,primary,False,12.164,"LINESTRING (-37.252278 -7.2213195, -37.2522686 -7.2212946, -37.2522686 -7.221257, -37.2522729 -7.221212)",,
1243701131,True,,residential,False,40.215,"LINESTRING (-37.252278 -7.2213195, -37.2520678 -7.2212507, -37.2520021 -7.2212227, -37.2519507 -7.2211731)",Rua José Rodrigues de Aquino,
31513958,False,BR-110;PB-262,primary,False,179.265,"LINESTRING (-37.2523456 -7.2210723, -37.2523953 -7.2209138, -37.2524389 -7.2207568, -37.252578 -7.2203563, -37.2526424 -7.2201673, -37.2526773 -7.2200077, -37.2526987 -7.2198401, -37.2527014 -7.2196988, -37.2526816 -7.2195132)",Rua Tenente Manoel de Oliveira Lira,2
169182913,True,BR-110;PB-262,primary,False,24.064,"LINESTRING (-37.2523456 -7.2210723, -37.2523564 -7.2211269, -37.2523621 -7.2211512, -37.2523709 -7.2211765, -37.2523826 -7.2212081, -37.2524024 -7.2212809)",Rua Tenente Manoel de Oliveira Lira,
172800754,False,,residential,False,64.608,"LINESTRING (-37.2542624 -7.2241376, -37.2539002 -7.223681)",Rua Presidente Getúlio Vargas,
172800754,False,,residential,True,74.151,"LINESTRING (-37.2542624 -7.2241376, -37.2546428 -7.2246874)",Rua Presidente Getúlio Vargas,
530039922,False,BR-110;PB-262,primary,True,63.79,"LINESTRING (-37.2542624 -7.2241376, -37.2543861 -7.2235772)",Rua Francisco Tota,
"[169182914, 169182911]",False,BR-110;PB-262,primary,"[False, True]",72.238,"LINESTRING (-37.2542624 -7.2241376, -37.2542537 -7.2242013, -37.2542409 -7.22425, -37.2542209 -7.2242971, -37.2541766 -7.2243663, -37.2541096 -7.2244395, -37.253956 -7.2245772, -37.2538789 -7.224638)",Rua Padre Vicente Xavier,4
530039922,False,BR-110;PB-262,primary,False,8.326,"LINESTRING (-37.2547353 -7.2217212, -37.2547194 -7.2217944)",Rua Francisco Tota,
206167859,True,,residential,False,54.871,"LINESTRING (-37.2547353 -7.2217212, -37.254931 -7.221727, -37.2552301 -7.2217656)",Rua José Ramalho Xavier,2
172800729,False,,residential,False,90.98,"LINESTRING (-37.2537488 -7.2252138, -37.2529314 -7.2253228)",Rua João Ramalho Luna,
169182911,False,BR-110;PB-262,primary,False,43.260000000000005,"LINESTRING (-37.2537488 -7.2252138, -37.2537391 -7.2251305, -37.2537274 -7.2250275, -37.2537207 -7.2249424, -37.2537193 -7.2248865, -37.2537306 -7.2248273)",Rua Padre Vicente Xavier,4
169182920,True,,primary_link,False,14.227,"LINESTRING (-37.2524024 -7.2212809, -37.2524034 -7.2213052, -37.2523947 -7.2213272, -37.2523806 -7.2213458, -37.2523615 -7.2213584, -37.2523303 -7.2213724)",,
295547404,True,BR-110;PB-262,primary,False,41.899,"LINESTRING (-37.2524024 -7.2212809, -37.252458 -7.2213202, -37.252514 -7.2213534, -37.2526183 -7.2214083, -37.2527075 -7.2214997)",Rua Manoel Dantas,
169182912,True,BR-110;PB-262,primary,False,17.489,"LINESTRING (-37.2522729 -7.221212, -37.2522874 -7.2211818, -37.2523015 -7.2211575, -37.2523206 -7.2211216, -37.2523456 -7.2210723)",Rua Tenente Manoel de Oliveira Lira,
169182919,True,,residential,False,16.246000000000002,"LINESTRING (-37.2522729 -7.221212, -37.2523102 -7.2212271, -37.2523487 -7.2212484, -37.2524024 -7.2212809)",,
169182922,True,BR-110;PB-262,primary,False,44.488,"LINESTRING (-37.2527075 -7.2214997, -37.2526285 -7.2214934, -37.2524643 -7.221445, -37.2523628 -7.221392, -37.2523303 -7.2213724)",Rua Manoel Dantas,
206167861,False,BR-110;PB-262,primary,False,212.45,"LINESTRING (-37.2527075 -7.2214997, -37.2528188 -7.221542, -37.2529663 -7.2215793, -37.2531031 -7.2216019, -37.2533103 -7.2216187, -37.253648 -7.2216478, -37.2541342 -7.2216931, -37.2544038 -7.2217197, -37.2546129 -7.221735)",Rua Manoel Dantas,2
227365677,False,,residential,True,62.016000000000005,"LINESTRING (-37.2527075 -7.2214997, -37.2526659 -7.2216392, -37.2526445 -7.2220509)",Rua Conego Bernardo,
172800754,False,,residential,False,74.151,"LINESTRING (-37.2546428 -7.2246874, -37.2542624 -7.2241376)",Rua Presidente Getúlio Vargas,
1171614320,False,,residential,True,41.963,"LINESTRING (-37.2546428 -7.2246874, -37.2549414 -7.2244536)",Rua Major Silva Lira,
172800729,False,,residential,False,24.208,"LINESTRING (-37.2529314 -7.2253228, -37.2527134 -7.2253478)",Rua João Ramalho Luna,
172800729,False,,residential,True,90.98,"LINESTRING (-37.2529314 -7.2253228, -37.2537488 -7.2252138)",Rua João Ramalho Luna,
183025760,True,,residential,False,6.183,"LINESTRING (-37.2506386 -7.2194042, -37.2506378 -7.2194598)",Rua Guilherme Nunes da Costa,
183025767,True,,residential,False,43.006,"LINESTRING (-37.2506386 -7.2194042, -37.2506609 -7.2194054, -37.2510284 -7.2194017)",Rua José Duarte Dantas,
183025762,False,,residential,False,49.614000000000004,"LINESTRING (-37.249401 -7.2189848, -37.2493802 -7.2192576, -37.2493812 -7.2194302)",Rua Manoel Valdivino da Silva,
183025762,False,,residential,True,45.141,"LINESTRING (-37.249401 -7.2189848, -37.2494094 -7.2188166, -37.2494297 -7.2185799)",Rua Manoel Valdivino da Silva,
1017814391,False,,residential,True,132.657,"LINESTRING (-37.249401 -7.2189848, -37.2492656 -7.218981, -37.2491461 -7.2189775, -37.2489363 -7.2189716, -37.2484333 -7.2189729, -37.2481987 -7.2189676)",Rua Romualdo Simões de Oliveira,
1017814395,False,,residential,False,8.713,"LINESTRING (-37.250627 -7.2177056, -37.2507058 -7.2177109)",Rua Joaninha N Melo,
1017814395,False,,residential,True,151.355,"LINESTRING (-37.250627 -7.2177056, -37.249258 -7.2176151)",Rua Joaninha N Melo,
183025756,True,,residential,False,58.957,"LINESTRING (-37.250627 -7.2177056, -37.2506343 -7.2175538, -37.2506526 -7.217176)",Rua Guilherme Nunes da Costa,
183025760,True,,residential,False,85.109,"LINESTRING (-37.2506603 -7.2186391, -37.2506386 -7.2194042)",Rua Guilherme Nunes da Costa,
183025785,False,,residential,False,8.667,"LINESTRING (-37.2506603 -7.2186391, -37.2505818 -7.2186358)",Rua Francisco da Silveira Barros,
"[183025785, 183025764]",False,,residential,"[False, True]",158.12800000000001,"LINESTRING (-37.2506603 -7.2186391, -37.2513355 -7.2186849, -37.2513795 -7.2187068, -37.2514059 -7.2187411, -37.251412 -7.2187747, -37.2513843 -7.2191169, -37.25136 -7.2193971)","['Rua Francisco da Silveira Barros', 'Rua Sebastião Guedes da Silva']",
183025761,True,,residential,False,3.228,"LINESTRING (-37.2503547 -7.2194466, -37.2503597 -7.219418)",Rua Guilherme Nunes da Costa,
824146595,True,,residential,False,7.967,"LINESTRING (-37.2503547 -7.2194466, -37.2502834 -7.2194352)",Rua José Duarte Dantas,
1017814391,False,,residential,False,132.65699999999998,"LINESTRING (-37.2481987 -7.2189676, -37.2484333 -7.2189729, -37.2489363 -7.2189716, -37.2491461 -7.2189775, -37.2492656 -7.218981, -37.249401 -7.2189848)",Rua Romualdo Simões de Oliveira,
1017814392,True,,residential,False,46.803000000000004,"LINESTRING (-37.2481987 -7.2189676, -37.2481692 -7.2188997, -37.2481759 -7.2185528)",Rua Sebastião Cordeiro da Rocha 1,
183025780,False,,residential,False,62.506,"LINESTRING (-37.2492457 -7.2181771, -37.249258 -7.2176151)",Rua Manoel Valdevino da Silva,
183025780,False,,residential,True,8.46,"LINESTRING (-37.2492457 -7.2181771, -37.2492492 -7.2182531)",Rua Manoel Valdevino da Silva,
183025781,True,,residential,False,149.991,"LINESTRING (-37.2492457 -7.2181771, -37.2506052 -7.2181552)",Rua Manoel Mendes dos Santos,
183025764,False,,residential,False,8.983,"LINESTRING (-37.25136 -7.2193971, -37.2513545 -7.2194777)",Rua Sebastião Guedes da Silva,
183025767,True,,residential,False,62.547,"LINESTRING (-37.25136 -7.2193971, -37.2519269 -7.2194073)",Rua José Duarte Dantas,
"[183025785, 183025764]",False,,residential,"[False, True]",158.128,"LINESTRING (-37.25136 -7.2193971, -37.2513843 -7.2191169, -37.251412 -7.2187747, -37.2514059 -7.2187411, -37.2513795 -7.2187068, -37.2513355 -7.2186849, -37.2506603 -7.2186391)","['Rua Francisco da Silveira Barros', 'Rua Sebastião Guedes da Silva']",
183025772,True,,residential,False,111.806,"LINESTRING (-37.2492492 -7.2182531, -37.2482363 -7.2182177)",Rua Manoel Mendes dos Santos,
183025780,False,,residential,False,8.46,"LINESTRING (-37.2492492 -7.2182531, -37.2492457 -7.2181771)",Rua Manoel Valdevino da Silva,
183025780,False,,residential,True,35.219,"LINESTRING (-37.2492492 -7.2182531, -37.2492539 -7.2185698)",Rua Manoel Valdevino da Silva,
183025760,True,,residential,False,9.433,"LINESTRING (-37.2506828 -7.2181557, -37.2506803 -7.2182405)",Rua Guilherme Nunes da Costa,
183025756,True,,residential,False,50.051,"LINESTRING (-37.2506052 -7.2181552, -37.250627 -7.2177056)",Rua Guilherme Nunes da Costa,
183025781,True,,residential,False,8.561,"LINESTRING (-37.2506052 -7.2181552, -37.2506828 -7.2181557)",Rua Manoel Mendes dos Santos,
183025785,False,,residential,False,19.426,"LINESTRING (-37.2494297 -7.2185799, -37.2492539 -7.2185698)",Rua Francisco da Silveira Barros,
183025785,False,,residential,True,127.244,"LINESTRING (-37.2494297 -7.2185799, -37.2505818 -7.2186358)",Rua Francisco da Silveira Barros,
183025762,False,,residential,False,45.141,"LINESTRING (-37.2494297 -7.2185799, -37.2494094 -7.2188166, -37.249401 -7.2189848)",Rua Manoel Valdivino da Silva,
183025780,False,,residential,True,62.506,"LINESTRING (-37.249258 -7.2176151, -37.2492457 -7.2181771)",Rua Manoel Valdevino da Silva,
1017814395,False,,residential,False,151.355,"LINESTRING (-37.249258 -7.2176151, -37.250627 -7.2177056)",Rua Joaninha N Melo,
1017814396,False,,residential,False,50.856,"LINESTRING (-37.249258 -7.2176151, -37.2492504 -7.2171578)",Rua Manoel Valdevino da Silva,
183025776,False,,residential,True,114.447,"LINESTRING (-37.249258 -7.2176151, -37.2489162 -7.2175959, -37.2488679 -7.2176025, -37.2488183 -7.2176218, -37.2486882 -7.2176837, -37.2486473 -7.217695, -37.2486044 -7.2177023, -37.2482416 -7.2176994)",Rua Maria Madalena Gomes,
31513958,False,BR-110;PB-262,primary,True,105.77,"LINESTRING (-37.2521633 -7.217079, -37.2523623 -7.2180095)",Rua Tenente Manoel de Oliveira Lira,2
183025768,False,,residential,False,158.434,"LINESTRING (-37.2521633 -7.217079, -37.2511062 -7.2171914, -37.2507333 -7.2171808)",Rua Maria Madalena Gomes,
183025768,False,,residential,False,114.984,"LINESTRING (-37.2492504 -7.2171578, -37.2482095 -7.2171036)",Rua Maria Madalena Gomes,
183025768,False,,residential,True,154.696,"LINESTRING (-37.2492504 -7.2171578, -37.2506526 -7.217176)",Rua Maria Madalena Gomes,
1017814396,False,,residential,False,49.27,"LINESTRING (-37.2492504 -7.2171578, -37.2492666 -7.216715)",Rua Manoel Valdevino da Silva,
1017814396,False,,residential,True,50.856,"LINESTRING (-37.2492504 -7.2171578, -37.249258 -7.2176151)",Rua Manoel Valdevino da Silva,
1017814394,True,,residential,False,6.995,"LINESTRING (-37.248178 -7.2182166, -37.2481787 -7.2181537)",Rua Sebastião Cordeiro da Rocha 1,
183025781,True,,residential,False,7.226,"LINESTRING (-37.2481787 -7.2181537, -37.2482442 -7.2181541)",Rua Manoel Mendes dos Santos,
1017814394,True,,residential,False,50.574,"LINESTRING (-37.2481787 -7.2181537, -37.2481833 -7.2176989)",Rua Sebastião Cordeiro da Rocha 1,
183025764,False,,residential,True,8.983,"LINESTRING (-37.2513545 -7.2194777, -37.25136 -7.2193971)",Rua Sebastião Guedes da Silva,
183025777,True,,residential,False,36.427,"LINESTRING (-37.2513545 -7.2194777, -37.2510245 -7.219466)",Rua José Duarte Dantas,
183025756,True,,residential,False,5.667,"LINESTRING (-37.2505539 -7.2194579, -37.2505498 -7.2194071)",Rua Guilherme Nunes da Costa,
824146597,True,,residential,False,12.664,"LINESTRING (-37.2505539 -7.2194579, -37.2504392 -7.2194532)",Rua José Duarte Dantas,
1017814396,False,,residential,True,49.27,"LINESTRING (-37.2492666 -7.216715, -37.2492504 -7.2171578)",Rua Manoel Valdevino da Silva,
183025782,False,,residential,False,105.639,"LINESTRING (-37.2492666 -7.216715, -37.2487693 -7.2166885, -37.2484766 -7.2166761, -37.24831 -7.2166725)",,
183025776,False,,residential,False,6.432,"LINESTRING (-37.2481833 -7.2176989, -37.2482416 -7.2176994)",Rua Maria Madalena Gomes,
183025763,True,,residential,False,66.847,"LINESTRING (-37.2481833 -7.2176989, -37.2481772 -7.2171887, -37.2482095 -7.2171036)",Rua Sebastião Cordeiro da Rocha 1,
183025756,True,,residential,False,44.107,"LINESTRING (-37.2505818 -7.2186358, -37.2506011 -7.2182396)",Rua Guilherme Nunes da Costa,
183025785,False,,residential,False,127.244,"LINESTRING (-37.2505818 -7.2186358, -37.2494297 -7.2185799)",Rua Francisco da Silveira Barros,
183025785,False,,residential,True,8.667,"LINESTRING (-37.2505818 -7.2186358, -37.2506603 -7.2186391)",Rua Francisco da Silveira Barros,
183025765,False,,residential,True,99.526,"LINESTRING (-37.2493812 -7.2194302, -37.2502834 -7.2194352)",Rua José Duarte Dantas,
