osmid,ref,highway,oneway,reversed,length,geometry,name,maxspeed,access
809628130,PE-507,primary,False,True,41.378,"LINESTRING (-39.5553186 -7.6333746, -39.5549434 -7.6333882)",,,
809628131,PE-507,primary,False,False,50.293,"LINESTRING (-39.5553186 -7.6333746, -39.5557749 -7.6333686)",,,
745171630,,tertiary,True,False,29.394,"LINESTRING (-39.5553186 -7.6333746, -39.5552907 -7.6333351, -39.5552853 -7.6333055, -39.5552773 -7.6332649, -39.5552565 -7.6331217)",,,
745171631,,tertiary,False,True,17.614,"LINESTRING (-39.5551948 -7.6328273, -39.5552391 -7.6329795)",Rua Santa Terezinha,,
405486820,,residential,False,True,166.56300000000002,"LINESTRING (-39.5551948 -7.6328273, -39.5555945 -7.6321547, -39.5559205 -7.6315514, -39.5559372 -7.6315229)",Caminho de Ferrim,,
745171631,,tertiary,False,False,251.05,"LINESTRING (-39.5551948 -7.6328273, -39.5551191 -7.6326532, -39.5550614 -7.6325508, -39.5550004 -7.6324551, -39.5549333 -7.6323747, -39.5548428 -7.632289, -39.5547362 -7.6322145, -39.5546403 -7.6321474, -39.5534223 -7.6315132)",Rua Santa Terezinha,,
405486813,,tertiary,True,False,105.926,"LINESTRING (-39.5500562 -7.6297441, -39.550519 -7.6289092)",Rua Coronel Romão Sampaio,,
405486818,,residential,False,False,112.061,"LINESTRING (-39.5500562 -7.6297441, -39.5491638 -7.6292611)",Rua Santa Teresinha,,
745171631,,tertiary,False,True,12.166,"LINESTRING (-39.5500562 -7.6297441, -39.5501526 -7.6297974)",Rua Santa Terezinha,,
405486803,,residential,False,False,63.944,"LINESTRING (-39.5524818 -7.6310355, -39.5522095 -7.6315433)",Rua Tancredo Neves,,
745171631,,tertiary,False,False,135.189,"LINESTRING (-39.5524818 -7.6310355, -39.5513988 -7.6304646)",Rua Santa Terezinha,,
745171631,,tertiary,False,True,116.471,"LINESTRING (-39.5524818 -7.6310355, -39.5534223 -7.6315132)",Rua Santa Terezinha,,
"[485909432, 405486803]",,residential,False,True,104.2,"LINESTRING (-39.5524818 -7.6310355, -39.5526642 -7.6306912, -39.552909 -7.6301996)",Rua Tancredo Neves,,
405486803,,residential,False,True,60.783,"LINESTRING (-39.5507927 -7.6342476, -39.5510428 -7.6337604)",Rua Tancredo Neves,,
405486803,,residential,False,False,73.436,"LINESTRING (-39.5522095 -7.6315433, -39.5519024 -7.6321294)",Rua Tancredo Neves,,
405486803,,residential,False,True,63.944,"LINESTRING (-39.5522095 -7.6315433, -39.5524818 -7.6310355)",Rua Tancredo Neves,,
405486804,,residential,False,False,116.928,"LINESTRING (-39.5522095 -7.6315433, -39.5531478 -7.6320341)",Rua Quinze de Novembro,40,permit
405486804,,residential,False,True,133.778,"LINESTRING (-39.5522095 -7.6315433, -39.5511407 -7.630973)",Rua Quinze de Novembro,40,permit
405486805,,residential,False,False,65.346,"LINESTRING (-39.5534223 -7.6315132, -39.5531478 -7.6320341)",,,
745171631,,tertiary,False,False,116.471,"LINESTRING (-39.5534223 -7.6315132, -39.5524818 -7.6310355)",Rua Santa Terezinha,,
745171631,,tertiary,False,True,251.05,"LINESTRING (-39.5534223 -7.6315132, -39.5546403 -7.6321474, -39.5547362 -7.6322145, -39.5548428 -7.632289, -39.5549333 -7.6323747, -39.5550004 -7.6324551, -39.5550614 -7.6325508, -39.5551191 -7.6326532, -39.5551948 -7.6328273)",Rua Santa Terezinha,,
405486804,,residential,False,True,116.928,"LINESTRING (-39.5531478 -7.6320341, -39.5522095 -7.6315433)",Rua Quinze de Novembro,40,permit
405486805,,residential,False,True,65.346,"LINESTRING (-39.5531478 -7.6320341, -39.5534223 -7.6315132)",,,
"[405486804, 809485470]",,residential,False,"[False, True]",98.649,"LINESTRING (-39.5531478 -7.6320341, -39.5532115 -7.6320688, -39.5532539 -7.6321179, -39.5533028 -7.6321863, -39.5533241 -7.6322304, -39.5533326 -7.6322679, -39.5533368 -7.6323058, -39.5533231 -7.6324426, -39.5533144 -7.6324859, -39.5531598 -7.6328112)",Rua Quinze de Novembro,40,permit
224976305,PE-507,primary,False,False,145.003,"LINESTRING (-39.5536277 -7.6333849, -39.553751 -7.6333852, -39.5549434 -7.6333882)",,,
224976305,PE-507,primary,False,True,133.999,"LINESTRING (-39.5536277 -7.6333849, -39.5534969 -7.6333898, -39.5531708 -7.6334018, -39.5529994 -7.6334082, -39.552801 -7.6334254, -39.5526467 -7.6334454, -39.5524174 -7.6334826)",,,
405486806,,tertiary,False,False,95.00999999999999,"LINESTRING (-39.5536277 -7.6333849, -39.5536647 -7.6331811, -39.5536607 -7.6331445, -39.5536322 -7.6330854, -39.5535911 -7.6330435, -39.5535409 -7.6330142, -39.5534969 -7.6329888, -39.5534299 -7.6329529, -39.5531598 -7.6328112)",Rua São José,,
405486803,,residential,False,False,98.866,"LINESTRING (-39.5519024 -7.6321294, -39.55149 -7.632919)",Rua Tancredo Neves,,
405486803,,residential,False,True,73.436,"LINESTRING (-39.5519024 -7.6321294, -39.5522095 -7.6315433)",Rua Tancredo Neves,,
405486806,,tertiary,False,False,131.801,"LINESTRING (-39.5519024 -7.6321294, -39.5508376 -7.6315898)",Rua São José,,
405486806,,tertiary,False,True,118.988,"LINESTRING (-39.5519024 -7.6321294, -39.5523463 -7.6323767, -39.5528472 -7.6326472)",Rua São José,,
224976305,PE-507,primary,False,False,5.663,"LINESTRING (-39.5523678 -7.6334959, -39.5524174 -7.6334826)",,,
405486807,,residential,False,False,116.078,"LINESTRING (-39.5523678 -7.6334959, -39.55149 -7.632919)",Rua Manoel Vieira de Lima,,
405486803,,residential,False,False,96.757,"LINESTRING (-39.55149 -7.632919, -39.5510803 -7.6336886)",Rua Tancredo Neves,,
405486803,,residential,False,True,98.866,"LINESTRING (-39.55149 -7.632919, -39.5519024 -7.6321294)",Rua Tancredo Neves,,
405486807,,residential,False,False,131.982,"LINESTRING (-39.55149 -7.632919, -39.5504339 -7.6323594)",Rua Manoel Vieira de Lima,,
405486807,,residential,False,True,116.078,"LINESTRING (-39.55149 -7.632919, -39.5523678 -7.6334959)",Rua Manoel Vieira de Lima,,
405486806,,tertiary,False,True,38.98,"LINESTRING (-39.5528472 -7.6326472, -39.5531598 -7.6328112)",Rua São José,,
405486808,,residential,False,False,104.272,"LINESTRING (-39.5528472 -7.6326472, -39.5524174 -7.6334826)",,,
405486806,,tertiary,False,False,118.988,"LINESTRING (-39.5528472 -7.6326472, -39.5523463 -7.6323767, -39.5519024 -7.6321294)",Rua São José,,
224976305,PE-507,primary,False,True,5.663,"LINESTRING (-39.5524174 -7.6334826, -39.5523678 -7.6334959)",,,
405486808,,residential,False,True,104.272,"LINESTRING (-39.5524174 -7.6334826, -39.5528472 -7.6326472)",,,
224976305,PE-507,primary,False,False,133.999,"LINESTRING (-39.5524174 -7.6334826, -39.5526467 -7.6334454, -39.552801 -7.6334254, -39.5529994 -7.6334082, -39.5531708 -7.6334018, -39.5534969 -7.6333898, -39.5536277 -7.6333849)",,,
405486803,,residential,False,False,60.783,"LINESTRING (-39.5510428 -7.6337604, -39.5507927 -7.6342476)",Rua Tancredo Neves,,
405486803,,residential,False,True,8.99,"LINESTRING (-39.5510428 -7.6337604, -39.5510803 -7.6336886)",Rua Tancredo Neves,,
405486809,,residential,True,False,67.989,"LINESTRING (-39.5510428 -7.6337604, -39.5504998 -7.6334702)",Rua Prefeito José Alves de Queiroz,,
405486807,,residential,False,False,66.335,"LINESTRING (-39.550328 -7.6323036, -39.5498033 -7.6320113)",Rua Manoel Vieira de Lima,,
405486807,,residential,False,True,13.218,"LINESTRING (-39.550328 -7.6323036, -39.5504339 -7.6323594)",Rua Manoel Vieira de Lima,,
405486809,,residential,True,False,96.318,"LINESTRING (-39.550328 -7.6323036, -39.550433 -7.6321037, -39.5507046 -7.6315867, -39.5507316 -7.6315353)",Rua Prefeito José Alves de Queiroz,,
405486806,,tertiary,False,False,66.326,"LINESTRING (-39.5507316 -7.6315353, -39.5502086 -7.6312402)",Rua São José,,
