osmid,oneway,name,highway,reversed,length,ref,maxspeed,geometry,junction,lanes
547289879,True,Praça Domingos José Martins,residential,False,47.117,,,"LINESTRING (-40.8335539 -21.0093921, -40.8337373 -21.0097797)",,
555806094,True,Rua Amphiloquio de Moreno,secondary,False,86.466,ES-487,40,"LINESTRING (-40.8335539 -21.0093921, -40.834255 -21.0089722)",,
149822115,False,Avenida Bernardino Monteiro,primary,False,71.066,,60,"LINESTRING (-40.8362959 -21.0143976, -40.8363324 -21.0147787, -40.836354 -21.0150344)",,
149822115,False,Avenida Bernardino Monteiro,primary,True,151.69299999999998,,60,"LINESTRING (-40.8362959 -21.0143976, -40.8362449 -21.0141282, -40.8361832 -21.0138503, -40.8360736 -21.013562, -40.8359697 -21.013305, -40.8358679 -21.0130997)",,
438220396,False,,residential,False,100.431,,,"LINESTRING (-40.8362959 -21.0143976, -40.8358893 -21.0146664, -40.835845 -21.0147171, -40.8358319 -21.0147675, -40.835834 -21.0148141, -40.835847 -21.0148623, -40.8359989 -21.0150363)",,
557138022,False,,residential,True,38.888,,,"LINESTRING (-40.8334755 -21.0103022, -40.8338026 -21.0101317)",,
149822111,True,Praça Domingos José Martins,primary,False,27.110999999999997,,,"LINESTRING (-40.8334755 -21.0103022, -40.8335297 -21.0103754, -40.8335603 -21.0104426, -40.8335801 -21.0105223)",,
547289876,False,Praça Domingos José Martins,primary,False,55.702999999999996,,40,"LINESTRING (-40.8340094 -21.0108536, -40.8340877 -21.0109097, -40.8342041 -21.0109973, -40.8342786 -21.0110589, -40.8344215 -21.0111742)",,
556552052,False,Praça Domingos José Martins,primary,True,57.818,,40,"LINESTRING (-40.8340094 -21.0108536, -40.8338918 -21.0107628, -40.8335801 -21.0105223)",,
832507105,True,Rua Walter Soares Araujo,residential,False,25.142000000000003,,,"LINESTRING (-40.8374825 -21.0101388, -40.8375693 -21.0100702, -40.8376133 -21.010043, -40.837682 -21.0100133)",,
"[149822122, 833463435]",False,Rua Walter Soares Araujo,residential,"[False, True]",93.787,,,"LINESTRING (-40.8374825 -21.0101388, -40.8374054 -21.0101807, -40.8372042 -21.0103059, -40.8369058 -21.0104931, -40.8367308 -21.0106064)",,
149822123,False,,residential,False,10.165,,,"LINESTRING (-40.8338906 -21.0100916, -40.8338026 -21.0101317)",,
149822126,True,Praça Domingos José Martins,residential,False,38.144,,,"LINESTRING (-40.8338906 -21.0100916, -40.8340571 -21.0103974)",,
149822115,False,Avenida Bernardino Monteiro,primary,True,71.066,,60,"LINESTRING (-40.836354 -21.0150344, -40.8363324 -21.0147787, -40.8362959 -21.0143976)",,
165021485,False,,residential,False,36.86,,,"LINESTRING (-40.836354 -21.0150344, -40.8361944 -21.0150344, -40.8359989 -21.0150363)",,
149822123,False,,residential,True,10.165,,,"LINESTRING (-40.8338026 -21.0101317, -40.8338906 -21.0100916)",,
557138020,True,Praça Domingos José Martins,residential,False,36.464,,,"LINESTRING (-40.8338026 -21.0101317, -40.8336642 -21.0098303)",,
557138022,False,,residential,False,38.888,,,"LINESTRING (-40.8338026 -21.0101317, -40.8334755 -21.0103022)",,
149822115,False,Avenida Bernardino Monteiro,primary,True,60.438,,60,"LINESTRING (-40.8348915 -21.0117534, -40.8345531 -21.0113111)",,
149822122,False,Rua Walter Soares Araujo,residential,False,61.78,,,"LINESTRING (-40.8348915 -21.0117534, -40.8353991 -21.0114633)",,
149822115,False,Avenida Bernardino Monteiro,primary,False,122.26400000000001,,60,"LINESTRING (-40.8348915 -21.0117534, -40.8353464 -21.012348, -40.8355653 -21.0126551)",,
149822115,False,Avenida Bernardino Monteiro,primary,False,20.453,,60,"LINESTRING (-40.8344215 -21.0111742, -40.8345531 -21.0113111)",,
547289876,False,Praça Domingos José Martins,primary,True,55.703,,40,"LINESTRING (-40.8344215 -21.0111742, -40.8342786 -21.0110589, -40.8342041 -21.0109973, -40.8340877 -21.0109097, -40.8340094 -21.0108536)",,
149822115,False,Avenida Bernardino Monteiro,primary,True,58.572,,60,"LINESTRING (-40.8358679 -21.0130997, -40.8355653 -21.0126551)",,
832498762,False,Rua Ribeirão Preto,residential,False,60.628,,,"LINESTRING (-40.8358679 -21.0130997, -40.83636 -21.012806)",,
149822115,False,Avenida Bernardino Monteiro,primary,False,151.69299999999998,,60,"LINESTRING (-40.8358679 -21.0130997, -40.8359697 -21.013305, -40.8360736 -21.013562, -40.8361832 -21.0138503, -40.8362449 -21.0141282, -40.8362959 -21.0143976)",,
857970633,False,,secondary,True,23.411,ES-487,60,"LINESTRING (-40.8379804 -21.0101475, -40.8380076 -21.0099385)",,
1042929621,False,,secondary,False,31.576,ES-487,60,"LINESTRING (-40.8379804 -21.0101475, -40.8379291 -21.0104274)",,
857970634,True,,unclassified,False,12.292,,,"LINESTRING (-40.8379804 -21.0101475, -40.8379459 -21.01014, -40.8379211 -21.0101263, -40.8378869 -21.0101062, -40.8378774 -21.0100969)",circular,
149822127,True,Praça Domingos José Martins,primary,False,39.989999999999995,,40,"LINESTRING (-40.8335801 -21.0105223, -40.8334744 -21.0104529, -40.8333081 -21.0103418, -40.8332659 -21.0103142)",,
556552052,False,Praça Domingos José Martins,primary,False,57.818,,40,"LINESTRING (-40.8335801 -21.0105223, -40.8338918 -21.0107628, -40.8340094 -21.0108536)",,
547289878,False,Rua Jeronimo Monteiro,residential,True,48.399,,,"LINESTRING (-40.834255 -21.0089722, -40.834444 -21.0093701)",,
1130546010,True,Rua Amphiloquio de Moreno,secondary,False,73.211,ES-487,40,"LINESTRING (-40.834255 -21.0089722, -40.8348821 -21.0086709)",,
160053110,False,Rua Jeronimo Monteiro,residential,False,91.351,,,"LINESTRING (-40.834255 -21.0089722, -40.8339319 -21.0084224, -40.8338418 -21.0082471)",,
149822108,False,Rua Amphiloquio de Moreno,secondary,False,19.247,ES-487,40,"LINESTRING (-40.8334693 -21.0094486, -40.8333206 -21.009552)",,
441720504,True,Rua Bernardo Montero,secondary,False,10.798,ES-487,40,"LINESTRING (-40.8334693 -21.0094486, -40.8335539 -21.0093921)",,2
149822107,False,Rua Beira Rio,residential,False,96.96100000000001,,,"LINESTRING (-40.8358716 -21.0080205, -40.8361721 -21.0081775, -40.8363531 -21.0082763, -40.8365504 -21.0083829, -40.83668 -21.0084572)",,
149822107,False,Rua Beira Rio,residential,True,74.248,,,"LINESTRING (-40.8358716 -21.0080205, -40.835688 -21.0078894, -40.8355795 -21.0077732, -40.835503 -21.0076793, -40.8353958 -21.0075299)",,
441720505,False,Rua Amphiloquio de Moreno,secondary,False,91.773,ES-487,40,"LINESTRING (-40.8358716 -21.0080205, -40.8358075 -21.0080896, -40.8357485 -21.0081435, -40.8356871 -21.0081832, -40.8352401 -21.0084417, -40.8351525 -21.0084925)",,
160053039,False,Rua João Barbirato,residential,False,88.3,,,"LINESTRING (-40.8347257 -21.0062308, -40.8338937 -21.0063961)",,
149822107,False,Rua Beira Rio,residential,False,114.577,,,"LINESTRING (-40.8347257 -21.0062308, -40.8350737 -21.006986, -40.8351858 -21.0071661)",,
160053039,False,Rua João Barbirato,residential,False,98.543,,,"LINESTRING (-40.8338937 -21.0063961, -40.832963 -21.0065707)",,
160053039,False,Rua João Barbirato,residential,True,88.3,,,"LINESTRING (-40.8338937 -21.0063961, -40.8347257 -21.0062308)",,
160052918,False,Rua Coronel Marcondes de Souza,residential,True,135.671,,,"LINESTRING (-40.8338937 -21.0063961, -40.8340238 -21.0070076, -40.8340808 -21.0072655, -40.8340969 -21.0073288, -40.8341177 -21.0073976, -40.8342022 -21.0075779)",,
160053039,False,Rua João Barbirato,residential,True,98.543,,,"LINESTRING (-40.832963 -21.0065707, -40.8338937 -21.0063961)",,
160053110,False,Rua Jeronimo Monteiro,residential,True,154.743,,,"LINESTRING (-40.832963 -21.0065707, -40.8331789 -21.0069482, -40.8333378 -21.0072374, -40.8335202 -21.0076117, -40.8336314 -21.0078141)",,
149822107,False,Rua Beira Rio,residential,False,45.952,,,"LINESTRING (-40.8351858 -21.0071661, -40.8353958 -21.0075299)",,
160052992,False,Rua Talma Santos,residential,False,111.9,,,"LINESTRING (-40.8351858 -21.0071661, -40.8342022 -21.0075779)",,
149822107,False,Rua Beira Rio,residential,True,114.577,,,"LINESTRING (-40.8351858 -21.0071661, -40.8350737 -21.006986, -40.8347257 -21.0062308)",,
149822107,False,Rua Beira Rio,residential,True,45.952,,,"LINESTRING (-40.8353958 -21.0075299, -40.8351858 -21.0071661)",,
160053032,False,Rua Manuel Dias,residential,False,77.828,,,"LINESTRING (-40.8353958 -21.0075299, -40.8347296 -21.007851)",,
149822107,False,Rua Beira Rio,residential,False,74.24799999999999,,,"LINESTRING (-40.8353958 -21.0075299, -40.835503 -21.0076793, -40.8355795 -21.0077732, -40.835688 -21.0078894, -40.8358716 -21.0080205)",,
160052918,False,Rua Coronel Marcondes de Souza,residential,True,51.058,,,"LINESTRING (-40.8342022 -21.0075779, -40.8343993 -21.0079986)",,
160052992,False,Rua Talma Santos,residential,False,64.812,,,"LINESTRING (-40.8342022 -21.0075779, -40.8336314 -21.0078141)",,
