osmid,oneway,ref,highway,reversed,length,name,geometry,bridge
828966444,False,BR-226,trunk,True,9.783,,"LINESTRING (-37.0158447 -6.031587, -37.0159206 -6.0315418)",
816896654,True,RN-118,trunk,False,19.714,,"LINESTRING (-37.0161138 -6.0319589, -37.0160105 -6.0318144)",
819827849,False,RN-118,trunk,True,9.688,,"LINESTRING (-37.0161138 -6.0319589, -37.0161956 -6.0319277)",
822282063,False,,primary_link,False,21.991,,"LINESTRING (-37.0161138 -6.0319589, -37.0159257 -6.0320231)",
281423770,False,,residential,False,44.536,Rua Benjamim Constant,"LINESTRING (-37.0182589 -6.0349163, -37.0179021 -6.0351021)",
819769814,False,RN-118,trunk,True,53.221,,"LINESTRING (-37.0182589 -6.0349163, -37.0180037 -6.0345105)",
819769814,False,RN-118,trunk,False,12.84,,"LINESTRING (-37.0182589 -6.0349163, -37.0182895 -6.0349316, -37.0183136 -6.034942, -37.0183347 -6.034946, -37.0183687 -6.0349432)",
31514364,False,RN-118,trunk,False,25.408,,"LINESTRING (-37.0211206 -6.0366738, -37.0211785 -6.0366794, -37.0212124 -6.0366916, -37.0212476 -6.0367354, -37.0212838 -6.0368054)",
31514364,False,RN-118,trunk,True,13.363000000000001,,"LINESTRING (-37.0211206 -6.0366738, -37.0210354 -6.0367156, -37.021018 -6.0367346)",
281424365,False,,residential,True,74.295,Rua Coronel Joel Damascena,"LINESTRING (-37.0211206 -6.0366738, -37.0212275 -6.0365334, -37.0212919 -6.0364862, -37.0216385 -6.0362596)",
"[376897898, 31514364, 376897894]",False,RN-118,trunk,False,131.313,,"LINESTRING (-37.0212838 -6.0368054, -37.0212941 -6.0369279, -37.0213549 -6.0373656, -37.021379 -6.037511, -37.0214005 -6.0375956, -37.0214716 -6.037831, -37.0215011 -6.0379151, -37.0215178 -6.0379587)",yes
31514364,False,RN-118,trunk,True,25.408,,"LINESTRING (-37.0212838 -6.0368054, -37.0212476 -6.0367354, -37.0212124 -6.0366916, -37.0211785 -6.0366794, -37.0211206 -6.0366738)",
