osmid,highway,junction,oneway,reversed,length,geometry,name,bridge
257149890,secondary,roundabout,True,False,12.161,"LINESTRING (-53.67954 -29.2312095, -53.6795855 -29.2311955, -53.6796335 -29.2311994, -53.6796585 -29.231212)",,
257149890,secondary,roundabout,True,False,9.468,"LINESTRING (-53.6794881 -29.2312792, -53.6795052 -29.2312393, -53.67954 -29.2312095)",,
221341350,residential,,False,True,7.562,"LINESTRING (-53.6829659 -29.2264959, -53.6830366 -29.2265245)",Rua João Pessoa,
233055793,tertiary,,True,False,121.887,"LINESTRING (-53.6829659 -29.2264959, -53.6834765 -29.2254944)",Rua Barão do Rio Branco,
221341350,residential,,False,False,129.191,"LINESTRING (-53.6829659 -29.2264959, -53.682197 -29.2261899, -53.6817531 -29.2260167)",Rua João Pessoa,
221341324,residential,,False,False,7.768,"LINESTRING (-53.6821084 -29.2282727, -53.6821835 -29.2282969)",Rua XV de Novembro,
221341324,residential,,False,True,60.546,"LINESTRING (-53.6821084 -29.2282727, -53.6815373 -29.2280534)",Rua XV de Novembro,
233055793,tertiary,,True,False,85.978,"LINESTRING (-53.6821084 -29.2282727, -53.6824512 -29.2275597)",Rua Barão do Rio Branco,
233055793,tertiary,,True,False,86.833,"LINESTRING (-53.6834765 -29.2254944, -53.6838407 -29.2247811)",Rua Barão do Rio Branco,
257155952,residential,,False,False,6.676,"LINESTRING (-53.6834765 -29.2254944, -53.683539 -29.2255195)",Avenida Ildefonso Cesar,
257155952,residential,,False,True,108.769,"LINESTRING (-53.6834765 -29.2254944, -53.6824597 -29.2250828)",Avenida Ildefonso Cesar,
257159021,residential,,False,False,5.872,"LINESTRING (-53.6838407 -29.2247811, -53.683895 -29.2248044)",Rua Treze de Maio,
257159021,residential,,False,True,111.279,"LINESTRING (-53.6838407 -29.2247811, -53.6827988 -29.2243631)",Rua Treze de Maio,
221341325,secondary,,True,False,98.745,"LINESTRING (-53.6796751 -29.2312205, -53.6804773 -29.2308597, -53.6805799 -29.2308141)",Avenida Senador Salgado Filho,
257149890,secondary,roundabout,True,False,11.198,"LINESTRING (-53.6796751 -29.2312205, -53.6797062 -29.2312629, -53.679709 -29.2313132)",,
257155952,residential,,False,False,81.959,"LINESTRING (-53.683539 -29.2255195, -53.6843189 -29.2258024)",Avenida Ildefonso Cesar,
257155952,residential,,False,True,6.676,"LINESTRING (-53.683539 -29.2255195, -53.6834765 -29.2254944)",Avenida Ildefonso Cesar,
951486125,tertiary,,True,False,121.924,"LINESTRING (-53.683539 -29.2255195, -53.6834515 -29.225699, -53.6830366 -29.2265245)",Rua Barão do Rio Branco,
221341324,residential,,False,False,84.935,"LINESTRING (-53.6821835 -29.2282969, -53.6829922 -29.2285891)",Rua XV de Novembro,
221341324,residential,,False,True,7.768,"LINESTRING (-53.6821835 -29.2282969, -53.6821084 -29.2282727)",Rua XV de Novembro,
951486125,tertiary,,True,False,261.758,"LINESTRING (-53.6821835 -29.2282969, -53.6817513 -29.2291914, -53.6814683 -29.2298171, -53.6811331 -29.2304647)",Rua Barão do Rio Branco,
221341350,residential,,False,False,7.562,"LINESTRING (-53.6830366 -29.2265245, -53.6829659 -29.2264959)",Rua João Pessoa,
951486125,tertiary,,True,False,128.535,"LINESTRING (-53.6830366 -29.2265245, -53.6825279 -29.2275918)",Rua Barão do Rio Branco,
957860264,residential,,True,False,87.043,"LINESTRING (-53.6830366 -29.2265245, -53.6838599 -29.2268352)",Rua João Pessoa,
951486126,secondary,,True,False,43.538,"LINESTRING (-53.6810166 -29.2306991, -53.680865 -29.2307702, -53.6806168 -29.2308767)",Avenida Senador Salgado Filho,
326928934,secondary,,True,False,16.487,"LINESTRING (-53.6810655 -29.2306147, -53.681225 -29.2305636)",Avenida Pinheiro Machado,
951486125,tertiary,,True,False,10.516,"LINESTRING (-53.6810655 -29.2306147, -53.6810166 -29.2306991)",Rua Barão do Rio Branco,
