osmid,name,highway,oneway,reversed,length,junction,geometry,lanes
279359868,Rua Antônio Lino Barbosa,residential,False,True,87.935,,"LINESTRING (-54.5446913 -21.8083207, -54.5441959 -21.8076774)",
279359870,,residential,True,False,49.410999999999994,roundabout,"LINESTRING (-54.5446913 -21.8083207, -54.5447632 -21.8082973, -54.5448629 -21.8082847, -54.5449618 -21.8083016, -54.5450502 -21.8083461, -54.5451194 -21.808414)",
279359870,,residential,True,False,51.443,roundabout,"LINESTRING (-54.5450583 -21.8088213, -54.5450028 -21.8088449, -54.5449054 -21.8088747, -54.5448029 -21.8088743, -54.5446719 -21.8088152, -54.5446148 -21.8087548)",
279359870,,residential,True,False,55.324,roundabout,"LINESTRING (-54.5446148 -21.8087548, -54.5445662 -21.8086788, -54.5445397 -21.8085943, -54.5445475 -21.8085016, -54.5445947 -21.8084097, -54.5446913 -21.8083207)",
279559142,Rua Leandro Brites,residential,False,True,84.649,,"LINESTRING (-54.5451194 -21.808414, -54.5457828 -21.8079666)",
279359870,,residential,True,False,49.745000000000005,roundabout,"LINESTRING (-54.5451194 -21.808414, -54.5451643 -21.8085048, -54.5451742 -21.8086043, -54.5451697 -21.8086553, -54.545148 -21.8087012, -54.5450886 -21.8087846, -54.5450583 -21.8088213)",
502168431,,tertiary,True,False,2.628,roundabout,"LINESTRING (-54.5424526 -21.8015335, -54.5424399 -21.8015328, -54.5424275 -21.8015301)",
988789632,Rua Benjamin Constant,secondary,True,False,5.544,,"LINESTRING (-54.5423735 -21.8034105, -54.5424064 -21.8034499)",2
879686303,Rua Sidney Coelho Nogueira,tertiary,True,False,125.04299999999999,,"LINESTRING (-54.5423735 -21.8034105, -54.5429333 -21.8030405, -54.5431265 -21.8029163, -54.5433574 -21.8027549)",
988956527,,tertiary,True,False,5.859,roundabout,"LINESTRING (-54.5434038 -21.8026902, -54.5434224 -21.80269, -54.5434401 -21.8026954, -54.5434557 -21.8027063)",
279369627,Travessa Moacir Ramires,residential,False,False,121.088,,"LINESTRING (-54.5466039 -21.8060369, -54.547275 -21.80693)",
279556481,Rua Presidente Tancredo de Almeida Neves,residential,False,False,56.833,,"LINESTRING (-54.5466039 -21.8060369, -54.5461555 -21.8063334)",
279556481,Rua Presidente Tancredo de Almeida Neves,residential,False,True,50.965,,"LINESTRING (-54.5466039 -21.8060369, -54.547006 -21.805771)",
279369627,Travessa Moacir Ramires,residential,False,True,121.088,,"LINESTRING (-54.547275 -21.80693, -54.5466039 -21.8060369)",
279559142,Rua Leandro Brites,residential,False,False,55.472,,"LINESTRING (-54.547275 -21.80693, -54.5468448 -21.8072289)",
279559142,Rua Leandro Brites,residential,False,True,55.334,,"LINESTRING (-54.547275 -21.80693, -54.547714 -21.8066445)",
279369628,Rua Professora Etelvina Vasconcelos,residential,False,True,121.559,,"LINESTRING (-54.547714 -21.8066445, -54.547006 -21.805771)",
279559142,Rua Leandro Brites,residential,False,False,55.334,,"LINESTRING (-54.547714 -21.8066445, -54.547275 -21.80693)",
279369629,Rua Belmiro Becker,residential,False,False,124.034,,"LINESTRING (-54.5456337 -21.8066785, -54.5463085 -21.8076014)",
279556481,Rua Presidente Tancredo de Almeida Neves,residential,False,False,65.575,,"LINESTRING (-54.5456337 -21.8066785, -54.5451209 -21.8070265)",
279556481,Rua Presidente Tancredo de Almeida Neves,residential,False,True,66.14,,"LINESTRING (-54.5456337 -21.8066785, -54.5461555 -21.8063334)",
279369629,Rua Belmiro Becker,residential,False,True,124.034,,"LINESTRING (-54.5463085 -21.8076014, -54.5456337 -21.8066785)",
279559142,Rua Leandro Brites,residential,False,False,62.674,,"LINESTRING (-54.5463085 -21.8076014, -54.5458218 -21.8079383)",
279559142,Rua Leandro Brites,residential,False,True,69.145,,"LINESTRING (-54.5463085 -21.8076014, -54.5468448 -21.8072289)",
279369624,Rua Prefeito Athaide Nogueira,residential,False,False,80.09,,"LINESTRING (-54.5457587 -21.8058171, -54.5453162 -21.8052255)",
279369624,Rua Prefeito Athaide Nogueira,residential,False,True,70.527,,"LINESTRING (-54.5457587 -21.8058171, -54.5461555 -21.8063334)",
"[279369628, 279369631]","['Rua Professora Etelvina Vasconcelos', 'Travessa Nogueira']",residential,False,"[False, True]",179.25900000000001,,"LINESTRING (-54.5457587 -21.8058171, -54.5465994 -21.8052472, -54.547006 -21.805771)",
279357567,Rua Benjamin Constant,secondary,True,False,101.281,,"LINESTRING (-54.5438898 -21.8054822, -54.5434363 -21.8048914, -54.5433233 -21.8047386)",
