osmid,oneway,lanes,name,highway,reversed,length,ref,geometry,maxspeed,access,bridge
"[780264912, 780264918]",False,2,,residential,False,1009.9520000000002,,"LINESTRING (-41.1916575 -20.9143726, -41.1917768 -20.914216, -41.1919298 -20.9140544, -41.192375 -20.9137262, -41.1925748 -20.9135884, -41.192784 -20.913433, -41.1929724 -20.9132601, -41.1931582 -20.9130597, -41.1933593 -20.9128329, -41.1935317 -20.9126619, -41.1937268 -20.9124909, -41.1941493 -20.9121139, -41.1943658 -20.911899, -41.1944473 -20.911832, -41.1945321 -20.91178, -41.1946327 -20.9117299, -41.1948942 -20.9116334, -41.1949304 -20.9116134, -41.1949459 -20.9115933, -41.1949549 -20.9115636, -41.1949559 -20.9115307, -41.1949402 -20.9114518, -41.1949207 -20.9114048, -41.1948808 -20.911366, -41.1948446 -20.9113462, -41.1947601 -20.9113265, -41.1946616 -20.9113221, -41.1945181 -20.9113422, -41.1943424 -20.9113873, -41.1941935 -20.9114574, -41.1939988 -20.9115979, -41.193818 -20.9117531, -41.193586 -20.911951, -41.1931689 -20.9123243, -41.1930499 -20.9124415, -41.1929396 -20.9125661, -41.1926968 -20.9128355, -41.1923629 -20.9131477, -41.1923059 -20.91319, -41.1921503 -20.9132852, -41.1920907 -20.9133276, -41.1920209 -20.9133879, -41.1917051 -20.9137832, -41.1916558 -20.9138336, -41.1915421 -20.9139344, -41.1915292 -20.9139542, -41.1915261 -20.9139795, -41.1915251 -20.9140061, -41.1916575 -20.9143726)",40,,
301428549,False,,Rua Capitão Jovino Alves Pedra,tertiary,False,111.553,,"LINESTRING (-41.1986212 -20.9152482, -41.1983768 -20.9147873, -41.1981875 -20.914444, -41.1981188 -20.9143638)",,,
301428564,False,,Rua Capitão Jovino Alves Pedra,residential,True,130.223,,"LINESTRING (-41.1986212 -20.9152482, -41.198819 -20.9156992, -41.1988813 -20.9158007, -41.1989571 -20.9159009, -41.1991127 -20.9160813, -41.1992573 -20.9162452)",,,
789692868,False,,Avenida Plausino Jacinto Campos,secondary,True,13.339,,"LINESTRING (-41.1952315 -20.9152539, -41.195136 -20.9153341)",,,
837840878,False,,Rua Capitão Jovino Alves Pedra,residential,False,46.268,,"LINESTRING (-41.1952315 -20.9152539, -41.1956768 -20.9152645)",,,
789692868,False,,Avenida Plausino Jacinto Campos,secondary,False,40.569,,"LINESTRING (-41.1952315 -20.9152539, -41.1953167 -20.9151891, -41.1953656 -20.9151502, -41.1954149 -20.9151045, -41.1955192 -20.9150077)",,,
837840878,False,,Rua Capitão Jovino Alves Pedra,residential,True,46.268,,"LINESTRING (-41.1956768 -20.9152645, -41.1952315 -20.9152539)",,,
639446807,False,,Rua Capitão Jovino Alves Pedra,residential,False,229.19800000000004,,"LINESTRING (-41.1956768 -20.9152645, -41.1969548 -20.9152921, -41.1969746 -20.915294, -41.1969953 -20.915304, -41.1970105 -20.9153209, -41.1970214 -20.9153607, -41.1970078 -20.9161242)",,,
301428518,False,,,residential,True,21.085,,"LINESTRING (-41.193756 -20.9154468, -41.1938646 -20.915607)",,,
301428562,True,,Rua Capitão Jovino Alves Pedra,residential,False,146.42700000000002,,"LINESTRING (-41.193756 -20.9154468, -41.1937898 -20.9154224, -41.193812 -20.9154067, -41.1938668 -20.9153724, -41.1939142 -20.915356, -41.1939642 -20.9153485, -41.1940742 -20.9153497, -41.1943998 -20.915342, -41.1950539 -20.915332, -41.195136 -20.9153341)",,,
301428501,False,,,residential,True,49.786,,"LINESTRING (-41.1963042 -20.9125221, -41.1958356 -20.912428)",,,
440122652,False,,Rua General Dutra,residential,False,11.798,,"LINESTRING (-41.1963042 -20.9125221, -41.1962733 -20.9126242)",,,
440122652,False,,Rua General Dutra,residential,False,35.524,,"LINESTRING (-41.1962733 -20.9126242, -41.1961729 -20.9129296)",,,
440122652,False,,Rua General Dutra,residential,True,11.798,,"LINESTRING (-41.1962733 -20.9126242, -41.1963042 -20.9125221)",,,
"[639446852, 301428517]",False,,"['Rua Anísio P Freichos', 'Rua Abelar Luiz Moreno']",residential,False,177.216,,"LINESTRING (-41.1962733 -20.9126242, -41.1966856 -20.9127396, -41.1967064 -20.9127507, -41.1967262 -20.9127719, -41.1967309 -20.9127915, -41.1967322 -20.9128098, -41.1964037 -20.913869)",,,
301428508,False,,Travessa Oswaldo Guarnier,residential,True,55.804,,"LINESTRING (-41.1961729 -20.9129296, -41.1956367 -20.9128982)",,,
440122652,False,,Rua General Dutra,residential,False,93.661,,"LINESTRING (-41.1961729 -20.9129296, -41.1959167 -20.9137372)",,,
440122652,False,,Rua General Dutra,residential,True,35.524,,"LINESTRING (-41.1961729 -20.9129296, -41.1962733 -20.9126242)",,,
324896548,True,,Rua Camargo Teixeira,residential,False,82.80900000000001,,"LINESTRING (-41.1964037 -20.913869, -41.1967047 -20.913951, -41.196922 -20.9140165, -41.1969458 -20.9140285, -41.1969678 -20.9140423, -41.1969818 -20.9140632, -41.1969884 -20.9141208, -41.1969962 -20.9142265)",,,
"[639446852, 301428517]",False,,"['Rua Anísio P Freichos', 'Rua Abelar Luiz Moreno']",residential,True,177.216,,"LINESTRING (-41.1964037 -20.913869, -41.1967322 -20.9128098, -41.1967309 -20.9127915, -41.1967262 -20.9127719, -41.1967064 -20.9127507, -41.1966856 -20.9127396, -41.1962733 -20.9126242)",,,
301428495,False,2,,residential,True,27.039,,"LINESTRING (-41.1915277 -20.914632, -41.1912857 -20.9147216)",40,,
780264918,False,2,,residential,False,31.839,,"LINESTRING (-41.1915277 -20.914632, -41.1916575 -20.9143726)",40,,
780264910,False,2,Rua Enoy Macedo,residential,False,228.54799999999997,,"LINESTRING (-41.1915277 -20.914632, -41.1919089 -20.9144947, -41.1921101 -20.9144261, -41.1922164 -20.9143829, -41.1923247 -20.9143331, -41.1924568 -20.9142486, -41.1929476 -20.9139178, -41.1932427 -20.9137237, -41.193409 -20.9135968)",40,,
301428495,False,2,,residential,False,27.039,,"LINESTRING (-41.1912857 -20.9147216, -41.1915277 -20.914632)",40,,
639446865,False,,Rua Enoi Macedo,residential,False,14.055,,"LINESTRING (-41.1912857 -20.9147216, -41.191158 -20.9147634)",,,
301428568,False,,Rua Cizenando Souza,residential,True,217.89600000000002,,"LINESTRING (-41.1912857 -20.9147216, -41.1910446 -20.914092, -41.1909621 -20.9138909, -41.1908622 -20.9137287, -41.190704 -20.9134838, -41.1905953 -20.9133416, -41.1905182 -20.9132686, -41.190426 -20.9132053, -41.1903606 -20.9131687, -41.1902158 -20.9131111)",,,
301428496,False,,Rua Antero França,residential,False,34.909,,"LINESTRING (-41.1908675 -20.9148577, -41.1911586 -20.9150146)",,,
639446865,False,,Rua Enoi Macedo,residential,False,21.286,,"LINESTRING (-41.1908675 -20.9148577, -41.1906719 -20.9149148)",,,
639446865,False,,Rua Enoi Macedo,residential,True,31.944,,"LINESTRING (-41.1908675 -20.9148577, -41.191158 -20.9147634)",,,
639446865,False,,Rua Enoi Macedo,residential,True,21.286,,"LINESTRING (-41.1906719 -20.9149148, -41.1908675 -20.9148577)",,,
301428469,False,,Rua Manoel Rodrigues da Costa,residential,False,154.722,,"LINESTRING (-41.1906719 -20.9149148, -41.1904709 -20.9143892, -41.1902243 -20.9137477, -41.1901719 -20.9136041)",,,
301428469,False,,Rua Manoel Rodrigues da Costa,residential,True,90.857,,"LINESTRING (-41.1906719 -20.9149148, -41.190733 -20.9151579, -41.1908843 -20.9157074)",,,
440122666,False,,Avenida Carolina Fraga,secondary,False,188.732,ES-289,"LINESTRING (-41.1925005 -20.9149334, -41.1909467 -20.9158133)",,yes,
"[301428560, 301428500, 301428509]",False,,Rua Israel Jacinto,secondary,True,89.24,,"LINESTRING (-41.1925005 -20.9149334, -41.1925715 -20.9151341, -41.1926893 -20.9154558, -41.1927357 -20.915604, -41.1927862 -20.9156885)",,,yes
301428496,False,,Rua Antero França,residential,True,34.909,,"LINESTRING (-41.1911586 -20.9150146, -41.1908675 -20.9148577)",,,
780264919,False,2,,residential,False,27.932,,"LINESTRING (-41.1911586 -20.9150146, -41.191158 -20.9147634)",40,,
301428496,False,,Rua Antero França,residential,False,493.89,,"LINESTRING (-41.1911586 -20.9150146, -41.1912491 -20.915056, -41.191343 -20.9150873, -41.1914382 -20.9151067, -41.191573 -20.9151073, -41.1916897 -20.9150998, -41.191783 -20.9150755, -41.1919686 -20.9149952, -41.1924306 -20.9147421, -41.1931944 -20.9142561, -41.1938207 -20.9138865, -41.1940473 -20.91376, -41.1943021 -20.9136535, -41.1944175 -20.9136159, -41.1945757 -20.9135884, -41.1947608 -20.9135771, -41.1949848 -20.9135771, -41.1954495 -20.9136248)",,,
"[301428660, 301428659, 789692868]",False,,"['Rua João Tosta', 'Avenida Plausino Jacinto Campos']",secondary,False,81.27300000000001,,"LINESTRING (-41.1955192 -20.9150077, -41.1955294 -20.9148459, -41.1955406 -20.9145412, -41.1955194 -20.914278)",,,yes
789692868,False,,Avenida Plausino Jacinto Campos,secondary,True,40.569,,"LINESTRING (-41.1955192 -20.9150077, -41.1954149 -20.9151045, -41.1953656 -20.9151502, -41.1953167 -20.9151891, -41.1952315 -20.9152539)",,,
837840879,True,,,secondary_link,False,34.528999999999996,,"LINESTRING (-41.1955192 -20.9150077, -41.1955215 -20.915076, -41.1955314 -20.9151117, -41.1955537 -20.9151458, -41.195603 -20.9151972, -41.1956768 -20.9152645)",,,
301428498,True,2,Rua Manoel Barros Biar,residential,False,93.347,,"LINESTRING (-41.1938646 -20.915607, -41.1931267 -20.9160862)",,,
301428518,False,,,residential,False,21.085,,"LINESTRING (-41.1938646 -20.915607, -41.193756 -20.9154468)",,,
301428518,False,,,residential,True,54.796,,"LINESTRING (-41.1938646 -20.915607, -41.1941452 -20.9160243)",,,
301428560,False,,Rua Israel Jacinto,secondary,False,29.992,,"LINESTRING (-41.1931267 -20.9160862, -41.1929332 -20.915886)",,,
301428560,False,,Rua Israel Jacinto,secondary,True,18.559,,"LINESTRING (-41.1931267 -20.9160862, -41.1932415 -20.9162141)",,,
301428489,False,,Rua Manoel Pio,residential,False,52.3,,"LINESTRING (-41.1964217 -20.9160861, -41.1964284 -20.9165564)",,,
301428519,False,,Rua Primo Luís Batista,residential,True,61.024,,"LINESTRING (-41.1964217 -20.9160861, -41.1970078 -20.9161242)",,,
"[639446834, 301428519]",False,,Rua Primo Luís Batista,residential,False,220.678,,"LINESTRING (-41.1964217 -20.9160861, -41.1956695 -20.9160467, -41.1951767 -20.9160083, -41.1943042 -20.9159281)",,,
301428519,False,,Rua Primo Luís Batista,residential,False,61.024,,"LINESTRING (-41.1970078 -20.9161242, -41.1964217 -20.9160861)",,,
639446807,False,,Rua Capitão Jovino Alves Pedra,residential,False,80.436,,"LINESTRING (-41.1970078 -20.9161242, -41.1970165 -20.9162341, -41.1970467 -20.9163262, -41.1971004 -20.9164217, -41.1971694 -20.9165097, -41.1973919 -20.9167259)",,,
639446807,False,,Rua Capitão Jovino Alves Pedra,residential,True,229.198,,"LINESTRING (-41.1970078 -20.9161242, -41.1970214 -20.9153607, -41.1970105 -20.9153209, -41.1969953 -20.915304, -41.1969746 -20.915294, -41.1969548 -20.9152921, -41.1956768 -20.9152645)",,,
301428560,False,,Rua Israel Jacinto,secondary,False,31.68,,"LINESTRING (-41.1934482 -20.9164236, -41.1932415 -20.9162141)",,,
440122669,False,,Avenida Plausino Jacinto Campos,tertiary,True,108.451,,"LINESTRING (-41.1934482 -20.9164236, -41.1933205 -20.9165198, -41.1931515 -20.9167008, -41.1929966 -20.9168837, -41.1928719 -20.9170403, -41.192775 -20.9171643)",,,
789692868,False,,Avenida Plausino Jacinto Campos,secondary,False,84.934,,"LINESTRING (-41.1934482 -20.9164236, -41.1938824 -20.9161765, -41.1941022 -20.9160518, -41.1941452 -20.9160243)",,,
301428568,False,,Rua Cizenando Souza,residential,False,217.89600000000002,,"LINESTRING (-41.1902158 -20.9131111, -41.1903606 -20.9131687, -41.190426 -20.9132053, -41.1905182 -20.9132686, -41.1905953 -20.9133416, -41.190704 -20.9134838, -41.1908622 -20.9137287, -41.1909621 -20.9138909, -41.1910446 -20.914092, -41.1912857 -20.9147216)",,,
834530607,False,,Rua Manoel Rodrigues da Costa,residential,True,55.279,,"LINESTRING (-41.1902158 -20.9131111, -41.1901917 -20.9131881, -41.1901789 -20.913272, -41.1901719 -20.9136041)",,,
301428469,False,,Rua Manoel Rodrigues da Costa,residential,True,154.722,,"LINESTRING (-41.1901719 -20.9136041, -41.1902243 -20.9137477, -41.1904709 -20.9143892, -41.1906719 -20.9149148)",,,
834530607,False,,Rua Manoel Rodrigues da Costa,residential,False,55.279,,"LINESTRING (-41.1901719 -20.9136041, -41.1901789 -20.913272, -41.1901917 -20.9131881, -41.1902158 -20.9131111)",,,
440122652,False,,Rua General Dutra,residential,True,93.661,,"LINESTRING (-41.1959167 -20.9137372, -41.1961729 -20.9129296)",,,
324896548,True,,Rua Camargo Teixeira,residential,False,52.666,,"LINESTRING (-41.1959167 -20.9137372, -41.1963048 -20.9138435, -41.1964037 -20.913869)",,,
301428474,False,,Rua Florcinda Leal,secondary,False,155.649,ES-289,"LINESTRING (-41.1969962 -20.9142265, -41.1962423 -20.9141501, -41.1961131 -20.9141486, -41.1960166 -20.9141562, -41.1959332 -20.9141807, -41.1955194 -20.914278)",,,
301428474,False,,Rua Florcinda Leal,secondary,True,53.477999999999994,ES-289,"LINESTRING (-41.1969962 -20.9142265, -41.1971647 -20.9142509, -41.1973282 -20.9142876, -41.1974918 -20.9143487)",,,
301428474,False,,Rua Florcinda Leal,secondary,True,155.649,ES-289,"LINESTRING (-41.1955194 -20.914278, -41.1959332 -20.9141807, -41.1960166 -20.9141562, -41.1961131 -20.9141486, -41.1962423 -20.9141501, -41.1969962 -20.9142265)",,,
"[789692868, 301428659, 301428660]",False,,"['Rua João Tosta', 'Avenida Plausino Jacinto Campos']",secondary,True,81.273,,"LINESTRING (-41.1955194 -20.914278, -41.1955406 -20.9145412, -41.1955294 -20.9148459, -41.1955192 -20.9150077)",,,yes
324896532,False,,Rua João Tosta,secondary,False,74.332,,"LINESTRING (-41.1955194 -20.914278, -41.1954216 -20.9139185, -41.1954136 -20.9138721, -41.1954119 -20.9138283, -41.1954151 -20.9137891, -41.1954495 -20.9136248)",,,
"[1094211861, 440122655]",True,,"['Avenida Carolina Fraga', 'Rua Joaquim Morais']",secondary,False,335.32000000000005,,"LINESTRING (-41.1955194 -20.914278, -41.1947582 -20.9142244, -41.1942711 -20.9141668, -41.1940828 -20.9141729, -41.1939529 -20.9141971, -41.193871 -20.9142348, -41.1934291 -20.9144402, -41.1925005 -20.9149334)",,,
301428560,False,,Rua Israel Jacinto,secondary,True,26.747,,"LINESTRING (-41.1927862 -20.9156885, -41.1929332 -20.915886)",,,
"[301428560, 301428500, 301428509]",False,,Rua Israel Jacinto,secondary,False,89.24,,"LINESTRING (-41.1927862 -20.9156885, -41.1927357 -20.915604, -41.1926893 -20.9154558, -41.1925715 -20.9151341, -41.1925005 -20.9149334)",,,yes
837840877,True,,Rua Capitão Jovino Alves Pedra,residential,False,101.73700000000001,,"LINESTRING (-41.1927862 -20.9156885, -41.1935375 -20.9153875, -41.1935773 -20.9153724, -41.1936188 -20.9153648, -41.1936542 -20.915369, -41.1936919 -20.9153842)",,,
301428469,False,,Rua Manoel Rodrigues da Costa,residential,False,13.441,,"LINESTRING (-41.1909467 -20.9158133, -41.1908843 -20.9157074)",,,
440122666,False,,Avenida Carolina Fraga,secondary,True,188.732,ES-289,"LINESTRING (-41.1909467 -20.9158133, -41.1925005 -20.9149334)",,yes,
440122666,False,,Avenida Carolina Fraga,secondary,False,18.172,ES-289,"LINESTRING (-41.1909467 -20.9158133, -41.1908893 -20.9158659, -41.1908253 -20.9159309)",,yes,
301428560,False,,Rua Israel Jacinto,secondary,False,26.747,,"LINESTRING (-41.1929332 -20.915886, -41.1927862 -20.9156885)",,,
301428560,False,,Rua Israel Jacinto,secondary,True,29.992,,"LINESTRING (-41.1929332 -20.915886, -41.1931267 -20.9160862)",,,
"[301428552, 639446820]",False,,"['Rua Francisca S Lopes', 'Rua Tomás M da Silva']",residential,False,235.26300000000003,,"LINESTRING (-41.1929332 -20.915886, -41.1922684 -20.9164089, -41.1922573 -20.9164291, -41.1922554 -20.9164459, -41.1922586 -20.9164637, -41.1922663 -20.9164828, -41.1923569 -20.9165956, -41.1924809 -20.9167359, -41.1925076 -20.9167443, -41.1925386 -20.9167465, -41.1925733 -20.916734, -41.1925969 -20.9167221, -41.1932415 -20.9162141)",,,
301428497,False,,Rua Manoel de Souza Rodrigues,residential,True,16.503,,"LINESTRING (-41.198147 -20.9159294, -41.1981001 -20.9157876)",,,
789692868,False,,Avenida Plausino Jacinto Campos,secondary,True,19.677,,"LINESTRING (-41.1943042 -20.9159281, -41.1941452 -20.9160243)",,,
"[639446834, 301428519]",False,,Rua Primo Luís Batista,residential,True,220.678,,"LINESTRING (-41.1943042 -20.9159281, -41.1951767 -20.9160083, -41.1956695 -20.9160467, -41.1964217 -20.9160861)",,,
789692868,False,,Avenida Plausino Jacinto Campos,secondary,False,108.933,,"LINESTRING (-41.1943042 -20.9159281, -41.1948366 -20.9155689, -41.1949264 -20.9155069, -41.1950794 -20.9153928, -41.195136 -20.9153341)",,,
301428518,False,,,residential,False,54.796,,"LINESTRING (-41.1941452 -20.9160243, -41.1938646 -20.915607)",,,
789692868,False,,Avenida Plausino Jacinto Campos,secondary,False,19.677,,"LINESTRING (-41.1941452 -20.9160243, -41.1943042 -20.9159281)",,,
789692868,False,,Avenida Plausino Jacinto Campos,secondary,True,84.934,,"LINESTRING (-41.1941452 -20.9160243, -41.1941022 -20.9160518, -41.1938824 -20.9161765, -41.1934482 -20.9164236)",,,
301428481,False,,Rua Francisco Cursio,residential,True,37.609,,"LINESTRING (-41.1977079 -20.9175213, -41.1977032 -20.9171831)",,,
780264921,False,2,Rua Luzia Pelaes,residential,True,94.496,,"LINESTRING (-41.1977079 -20.9175213, -41.197899 -20.9173528, -41.1979637 -20.9172914, -41.1980606 -20.9172225, -41.1982195 -20.9171511, -41.1984609 -20.9170697)",40,,
301428560,False,,Rua Israel Jacinto,secondary,False,18.559,,"LINESTRING (-41.1932415 -20.9162141, -41.1931267 -20.9160862)",,,
301428560,False,,Rua Israel Jacinto,secondary,True,31.68,,"LINESTRING (-41.1932415 -20.9162141, -41.1934482 -20.9164236)",,,
"[301428552, 639446820]",False,,"['Rua Francisca S Lopes', 'Rua Tomás M da Silva']",residential,True,235.26300000000003,,"LINESTRING (-41.1932415 -20.9162141, -41.1925969 -20.9167221, -41.1925733 -20.916734, -41.1925386 -20.9167465, -41.1925076 -20.9167443, -41.1924809 -20.9167359, -41.1923569 -20.9165956, -41.1922663 -20.9164828, -41.1922586 -20.9164637, -41.1922554 -20.9164459, -41.1922573 -20.9164291, -41.1922684 -20.9164089, -41.1929332 -20.915886)",,,
301428564,False,,Rua Capitão Jovino Alves Pedra,residential,False,130.223,,"LINESTRING (-41.1992573 -20.9162452, -41.1991127 -20.9160813, -41.1989571 -20.9159009, -41.1988813 -20.9158007, -41.198819 -20.9156992, -41.1986212 -20.9152482)",,,
"[639446794, 301428564, 301428502]",False,,Rua Capitão Jovino Alves Pedra,residential,True,44.696,,"LINESTRING (-41.1992573 -20.9162452, -41.1991288 -20.9163223, -41.1989587 -20.9163949, -41.1988711 -20.9164164)",,,yes
301428489,False,,Rua Manoel Pio,residential,False,52.065,,"LINESTRING (-41.1964284 -20.9165564, -41.1964443 -20.9170244)",,,
301428489,False,,Rua Manoel Pio,residential,True,52.3,,"LINESTRING (-41.1964284 -20.9165564, -41.1964217 -20.9160861)",,,
301428487,False,,Rua Eliza Galvão Barbiere,residential,False,101.89699999999999,,"LINESTRING (-41.1964284 -20.9165564, -41.197219 -20.9167064, -41.1973128 -20.9167202, -41.1973919 -20.9167259)",,,
301428487,False,,Rua Eliza Galvão Barbiere,residential,True,344.16099999999994,,"LINESTRING (-41.1964284 -20.9165564, -41.1957619 -20.916496, -41.1956801 -20.9164966, -41.1952443 -20.9164496, -41.1948045 -20.9164102, -41.1946257 -20.9164033, -41.1944785 -20.9164089, -41.1943652 -20.9164352, -41.19427 -20.9164997, -41.1940858 -20.9166333, -41.1934237 -20.9171856)",,,
301428481,False,,Rua Francisco Cursio,residential,False,41.851,,"LINESTRING (-41.1973919 -20.9167259, -41.1974792 -20.9167979, -41.1976871 -20.916982)",,,
301428487,False,,Rua Eliza Galvão Barbiere,residential,True,101.89699999999999,,"LINESTRING (-41.1973919 -20.9167259, -41.1973128 -20.9167202, -41.197219 -20.9167064, -41.1964284 -20.9165564)",,,
639446794,False,,Rua Capitão Jovino Alves Pedra,residential,False,157.50900000000001,,"LINESTRING (-41.1973919 -20.9167259, -41.1978142 -20.9166209, -41.1979873 -20.916582, -41.1988711 -20.9164164)",,,
639446807,False,,Rua Capitão Jovino Alves Pedra,residential,True,80.436,,"LINESTRING (-41.1973919 -20.9167259, -41.1971694 -20.9165097, -41.1971004 -20.9164217, -41.1970467 -20.9163262, -41.1970165 -20.9162341, -41.1970078 -20.9161242)",,,
301428493,False,,Rua Gerci de Oliveira,residential,True,51.619,,"LINESTRING (-41.1952162 -20.9169006, -41.1957103 -20.9169504)",,,
301428559,False,,Rua Augusto Demarce,residential,False,27.614,,"LINESTRING (-41.1952162 -20.9169006, -41.1953603 -20.9171093)",,,
301428493,False,,Rua Gerci de Oliveira,residential,False,156.584,,"LINESTRING (-41.1952162 -20.9169006, -41.1948922 -20.9168342, -41.194801 -20.9168192, -41.194713 -20.9168268, -41.194637 -20.9168419, -41.1945268 -20.9168874, -41.1943424 -20.9170121, -41.1939043 -20.9173513)",,,
301428481,False,,Rua Francisco Cursio,residential,False,37.609,,"LINESTRING (-41.1977032 -20.9171831, -41.1977079 -20.9175213)",,,
301428481,False,,Rua Francisco Cursio,residential,True,22.424,,"LINESTRING (-41.1977032 -20.9171831, -41.1976871 -20.916982)",,,
780264922,False,2,,residential,False,74.727,,"LINESTRING (-41.1977032 -20.9171831, -41.1969864 -20.9171255)",40,,
301428489,False,,Rua Manoel Pio,residential,True,52.065,,"LINESTRING (-41.1964443 -20.9170244, -41.1964284 -20.9165564)",,,
301428493,False,,Rua Gerci de Oliveira,residential,True,57.418,,"LINESTRING (-41.1964443 -20.9170244, -41.1969864 -20.9171255)",,,
301428489,False,,Rua Manoel Pio,residential,False,50.695,,"LINESTRING (-41.1964443 -20.9170244, -41.1966674 -20.9172856, -41.1967488 -20.9173807)",,,
301428493,False,,Rua Gerci de Oliveira,residential,False,76.682,,"LINESTRING (-41.1964443 -20.9170244, -41.1957893 -20.9169584, -41.1957103 -20.9169504)",,,
301428493,False,,Rua Gerci de Oliveira,residential,False,57.418,,"LINESTRING (-41.1969864 -20.9171255, -41.1964443 -20.9170244)",,,
780264922,False,2,,residential,True,74.727,,"LINESTRING (-41.1969864 -20.9171255, -41.1977032 -20.9171831)",40,,
301428493,False,,Rua Gerci de Oliveira,residential,True,47.596000000000004,,"LINESTRING (-41.1969864 -20.9171255, -41.1970836 -20.9171969, -41.1971453 -20.9172676, -41.1971989 -20.9173503, -41.1972338 -20.9174706)",,,
440122669,False,,Avenida Plausino Jacinto Campos,tertiary,False,108.451,,"LINESTRING (-41.192775 -20.9171643, -41.1928719 -20.9170403, -41.1929966 -20.9168837, -41.1931515 -20.9167008, -41.1933205 -20.9165198, -41.1934482 -20.9164236)",,,
301428487,False,,Rua Eliza Galvão Barbiere,residential,False,344.161,,"LINESTRING (-41.1934237 -20.9171856, -41.1940858 -20.9166333, -41.19427 -20.9164997, -41.1943652 -20.9164352, -41.1944785 -20.9164089, -41.1946257 -20.9164033, -41.1948045 -20.9164102, -41.1952443 -20.9164496, -41.1956801 -20.9164966, -41.1957619 -20.916496, -41.1964284 -20.9165564)",,,
301428487,False,,Rua Eliza Galvão Barbiere,residential,True,146.701,,"LINESTRING (-41.1934237 -20.9171856, -41.1930181 -20.9175133, -41.1923593 -20.9180528)",,,
