osmid,oneway,lanes,name,highway,maxspeed,reversed,length,access,geometry
952417379,True,3,Avenida Marquês do Paraná,primary,60,False,48.169,,"LINESTRING (-43.1137805 -22.8920442, -43.1138704 -22.891619)"
953199639,False,,,primary_link,,True,11.291,no,"LINESTRING (-43.1137805 -22.8920442, -43.113889 -22.8920621)"
859891314,True,2,Avenida Jansen de Melo,primary,60,False,27.204,,"LINESTRING (-43.1153499 -22.8859375, -43.1152553 -22.8861661)"
156662372,True,2,Avenida Jansen de Melo,primary,60,False,88.74499999999999,,"LINESTRING (-43.115106 -22.8863389, -43.1151503 -22.8861391, -43.115199 -22.8858293, -43.1152582 -22.8855535)"
196946591,True,2,Avenida Washington Luís,primary,60,False,52.089,,"LINESTRING (-43.115106 -22.8863389, -43.1150643 -22.8862254, -43.1149944 -22.8860984, -43.114922 -22.8860129, -43.114857 -22.8859356)"
423858363,True,2,Avenida Washington Luís,primary,60,False,49.795,,"LINESTRING (-43.114857 -22.8859356, -43.114461 -22.8856759)"
859891314,True,2,Avenida Jansen de Melo,primary,60,False,17.132,,"LINESTRING (-43.1153847 -22.8857868, -43.1153499 -22.8859375)"
29142348,True,2,Avenida Washington Luís,tertiary,60,False,287.115,,"LINESTRING (-43.1153847 -22.8857868, -43.1155148 -22.8858152, -43.1156932 -22.8858424, -43.1159346 -22.8858498, -43.1162216 -22.8858349, -43.1165381 -22.8857843, -43.1168278 -22.885725, -43.1171255 -22.8856336, -43.1173763 -22.8855273, -43.1176242 -22.8854033, -43.1178281 -22.8852753, -43.1180021 -22.8851475)"
252517190,False,2,,unclassified,,False,16.716,,"LINESTRING (-43.1186323 -22.884466, -43.1187747 -22.8845394)"
"[950106477, 950106479]",True,2,Avenida Washington Luís,unclassified,60,False,65.493,,"LINESTRING (-43.1186323 -22.884466, -43.1187427 -22.8842908, -43.1188542 -22.8840885, -43.1190149 -22.8841479)"
520596148,False,3,Rua Manoel Pacheco Carvalho,secondary,60,False,13.328,,"LINESTRING (-43.1180864 -22.8852388, -43.1180021 -22.8851475)"
29143757,True,2,Avenida Washington Luís,tertiary,60,False,108.983,,"LINESTRING (-43.1180864 -22.8852388, -43.1178309 -22.8854235, -43.1175922 -22.8855619, -43.1173199 -22.8856941, -43.1171873 -22.8857572)"
520596152,False,3,Rua Manoel Pacheco Carvalho,secondary,60,True,117.051,,"LINESTRING (-43.1180864 -22.8852388, -43.1186463 -22.8858905, -43.1187965 -22.8860635)"
252517190,False,2,,unclassified,,True,16.716,,"LINESTRING (-43.1187747 -22.8845394, -43.1186323 -22.884466)"
950106481,True,2,Avenida Washington Luís,tertiary,60,False,105.326,,"LINESTRING (-43.1187747 -22.8845394, -43.1186242 -22.8847323, -43.1184387 -22.8849317, -43.1182686 -22.8850894, -43.1180864 -22.8852388)"
950106478,True,2,Avenida Washington Luís,tertiary,60,False,50.034000000000006,,"LINESTRING (-43.1190149 -22.8841479, -43.118934 -22.8842943, -43.1188524 -22.8844225, -43.1187747 -22.8845394)"
29177779,False,,Rua Engenheiro Henri Novo,residential,,True,115.056,,"LINESTRING (-43.1175895 -22.8867233, -43.1171873 -22.8857572)"
29175867,True,,Rua José Figueiredo,residential,,False,126.883,,"LINESTRING (-43.1175895 -22.8867233, -43.1176183 -22.8868302, -43.1176358 -22.8868821, -43.1176485 -22.8869062, -43.1176733 -22.8869253, -43.1186523 -22.8871069)"
