osmid,oneway,lanes,highway,junction,reversed,length,geometry,name,bridge,ref,maxspeed
1190065986,True,,tertiary,,False,13.25,"LINESTRING (-47.2707769 -22.8259313, -47.2707234 -22.8259279, -47.2706536 -22.8259548)",Rua Américo Benuzzo,,,
383459511,False,2,secondary,,True,57.416,"LINESTRING (-47.2712376 -22.8262251, -47.2707769 -22.8259313)",Avenida Sete de Setembro,,,
293858627,True,1,tertiary,,False,165.03099999999998,"LINESTRING (-47.2632309 -22.822677, -47.264053 -22.8215575, -47.2640736 -22.8215501, -47.2641007 -22.8215506, -47.2641737 -22.8216057)",Rua Bandeirantes,,,
971530250,False,,residential,,False,163.01399999999998,"LINESTRING (-47.2632309 -22.822677, -47.2631608 -22.8227833, -47.2630736 -22.8230392, -47.2630039 -22.8231715, -47.2627772 -22.8234657, -47.2626163 -22.8236486, -47.2626056 -22.82369, -47.262615 -22.8237203, -47.2628403 -22.8238699)",,,,
317590017,True,1,tertiary,,False,106.026,"LINESTRING (-47.2640554 -22.8232529, -47.2632309 -22.822677)",Rua Justino França,,,
634214449,True,,residential,,False,100.736,"LINESTRING (-47.2640554 -22.8232529, -47.2634963 -22.823998)",Rua Antônio Jorge Chebabi,,,
317590017,True,1,tertiary,,False,92.994,"LINESTRING (-47.2647833 -22.8237522, -47.2640554 -22.8232529)",Rua Justino França,,,
377880959,True,,residential,,False,155.751,"LINESTRING (-47.2647833 -22.8237522, -47.2656678 -22.8226132)",Rua Antônio do Valle Melo,,,
317590017,True,1,tertiary,,False,96.434,"LINESTRING (-47.2655333 -22.8242759, -47.2647833 -22.8237522)",Rua Justino França,,,
952753519,True,,residential,,False,97.109,"LINESTRING (-47.2655333 -22.8242759, -47.2649969 -22.8249958)",Rua Dom Barreto,,,50
317590017,True,1,tertiary,,False,97.655,"LINESTRING (-47.266301 -22.8247961, -47.2655333 -22.8242759)",Rua Justino França,,,
883676468,True,2,secondary,,False,98.191,"LINESTRING (-47.266301 -22.8247961, -47.2668396 -22.8240658)",Rua José Maria Miranda,,,
142069257,True,,residential,,False,66.701,"LINESTRING (-47.2654115 -22.8255107, -47.2649006 -22.8251391)",Avenida José Mancini,,,
317590021,False,,residential,,False,107.146,"LINESTRING (-47.2654115 -22.8255107, -47.2647901 -22.8262856)",Rua Antônio Marquês,,,
317590017,True,1,tertiary,,False,168.776,"LINESTRING (-47.2676566 -22.8256579, -47.266301 -22.8247961)",Rua Justino França,,,
708584759,True,2,secondary,,False,38.727,"LINESTRING (-47.2682954 -22.8260446, -47.2681053 -22.8257436)",Rua Ângelo Ôngaro,,,
1006261681,True,1,secondary,,False,78.327,"LINESTRING (-47.2682954 -22.8260446, -47.2676566 -22.8256579)",Rua Justino França,,,
317590021,False,,residential,,True,107.146,"LINESTRING (-47.2647901 -22.8262856, -47.2654115 -22.8255107)",Rua Antônio Marquês,,,
315320543,True,2,secondary,,False,36.68,"LINESTRING (-47.2703735 -22.8247774, -47.2703205 -22.824788, -47.2702381 -22.8248241, -47.2701113 -22.8249812)",Avenida Rebouças,,,
315320545,True,2,primary,roundabout,False,43.908,"LINESTRING (-47.2703735 -22.8247774, -47.2702691 -22.8247554, -47.2701759 -22.8247067, -47.270102 -22.8246352, -47.2700536 -22.8245472)",,,,
315320545,True,2,primary,roundabout,False,22.398,"LINESTRING (-47.270268 -22.8241246, -47.2703745 -22.8241022, -47.2704835 -22.8241097)",,,,
315320545,True,2,primary,roundabout,False,20.603,"LINESTRING (-47.2707326 -22.8242925, -47.2707636 -22.8243806, -47.2707675 -22.8244732)",,,,
158105845,True,2,primary,,False,44.481,"LINESTRING (-47.2715487 -22.8231245, -47.2712903 -22.8234459)",Avenida Rebouças,,,
158105845,True,2,primary,,False,70.743,"LINESTRING (-47.271945 -22.8226036, -47.2715487 -22.8231245)",Avenida Rebouças,,,
420825946,True,1,tertiary,,False,50.002,"LINESTRING (-47.2702418 -22.8192523, -47.2705269 -22.8188874)",Rua José Maria Miranda,,,
952471061,True,,residential,,False,69.207,"LINESTRING (-47.2702418 -22.8192523, -47.2696883 -22.8188958)",Rua Antônio Pereira de Camargo,,,
708584759,True,2,secondary,,False,46.878,"LINESTRING (-47.2681053 -22.8257436, -47.2680277 -22.8256326, -47.2678559 -22.8253902)",Rua Ângelo Ôngaro,,,
483556933,True,,residential,,False,55.122,"LINESTRING (-47.263158 -22.8205853, -47.2631095 -22.8200916)",,,,
"[527153435, 483556934]",False,,residential,,False,112.51700000000001,"LINESTRING (-47.263158 -22.8205853, -47.263168 -22.8206801, -47.2631791 -22.8207745, -47.2632945 -22.8212539, -47.263433 -22.8215589)",Rua Joaquim Raposeiro,,,
527153435,False,,residential,,True,16.124,"LINESTRING (-47.263521 -22.8216791, -47.263433 -22.8215589)",Rua Joaquim Raposeiro,,,
377879467,True,2,primary,,False,130.065,"LINESTRING (-47.2647655 -22.8207857, -47.2648193 -22.820643, -47.2649157 -22.8205239, -47.2651315 -22.8202576, -47.2652263 -22.8200635, -47.2653393 -22.8199195, -47.2654378 -22.8198038)",Avenida Júlia Vasconcelos Bufarah,,SPA 127/304,
988407564,True,3,primary,,False,184.05599999999998,"LINESTRING (-47.2648184 -22.8184531, -47.2643181 -22.8190751, -47.2639681 -22.8195118, -47.2638185 -22.8197049, -47.263755 -22.8197869)",Avenida Júlia Vasconcelos Bufarah,,,
988409859,True,1,primary_link,,False,16.43,"LINESTRING (-47.2646271 -22.8179381, -47.2647873 -22.8179327)",,,,
883728024,True,1,primary,,False,64.515,"LINESTRING (-47.2646271 -22.8179381, -47.2647487 -22.8180354, -47.2647899 -22.818104, -47.2648253 -22.8182391, -47.2648284 -22.8183243, -47.2648184 -22.8184531)",Avenida Júlia Vasconcelos Bufarah,,,
161385583,True,3,primary,,False,32.037,"LINESTRING (-47.2648236 -22.8179582, -47.265078 -22.8181256)",Avenida Júlia Vasconcelos Bufarah,,,
534602415,True,,residential,,False,52.403999999999996,"LINESTRING (-47.2648236 -22.8179582, -47.2649907 -22.8179534, -47.2651478 -22.8179194, -47.2653082 -22.8178387)",,,,
315296766,True,,residential,,False,8.04,"LINESTRING (-47.2653082 -22.8178387, -47.265263 -22.8178978)",Avenida Eugênia Biancalana Duarte,,,
"[150148822, 988407566]",True,"['2', '3']",primary,,False,182.779,"LINESTRING (-47.2653796 -22.8183021, -47.2660135 -22.8187237, -47.2660869 -22.8187484, -47.2661483 -22.8187453, -47.2661935 -22.8187319, -47.2662422 -22.8186973, -47.2664931 -22.8184097, -47.2667276 -22.8181669)",Avenida Júlia Vasconcelos Bufarah,,SPA 127/304,
527153435,False,,residential,,False,16.124,"LINESTRING (-47.263433 -22.8215589, -47.263521 -22.8216791)",Rua Joaquim Raposeiro,,,
"[527153435, 483556934]",False,,residential,,True,112.51699999999998,"LINESTRING (-47.263433 -22.8215589, -47.2632945 -22.8212539, -47.2631791 -22.8207745, -47.263168 -22.8206801, -47.263158 -22.8205853)",Rua Joaquim Raposeiro,,,
"[534602426, 971132831]",False,,residential,,"[False, True]",255.99099999999996,"LINESTRING (-47.263433 -22.8215589, -47.2638213 -22.8212166, -47.264099 -22.8208584, -47.2643907 -22.8205158, -47.2644784 -22.8204872, -47.2645361 -22.8204508, -47.2646583 -22.8203197, -47.265029 -22.8198166)",,,,
377879472,True,2,primary,,False,95.883,"LINESTRING (-47.2685176 -22.8233665, -47.2677709 -22.822847)",Praça da República,,,
293858628,True,2,tertiary,,False,74.038,"LINESTRING (-47.2679452 -22.8241104, -47.2685237 -22.8245092)",Avenida Sete de Setembro,,,
534602431,True,,residential,,False,101.409,"LINESTRING (-47.2679452 -22.8241104, -47.2685176 -22.8233665)",Rua Dezesseis de Dezembro,,,
534602431,True,,residential,,False,93.023,"LINESTRING (-47.2674342 -22.8248018, -47.2679452 -22.8241104)",Rua Dezesseis de Dezembro,,,
708584759,True,2,secondary,,False,102.036,"LINESTRING (-47.2674342 -22.8248018, -47.2668396 -22.8240658)",Rua Ângelo Ôngaro,,,
315296799,False,,residential,,False,141.142,"LINESTRING (-47.2718696 -22.8182223, -47.2710804 -22.8192625)",Rua Santos Dumont,,,
236305436,True,1,primary,,False,18.292,"LINESTRING (-47.2655275 -22.8210236, -47.2656732 -22.8211186)",Praça da República,,,
634214451,True,1,primary_link,,False,37.319,"LINESTRING (-47.2655275 -22.8210236, -47.2655307 -22.8210452, -47.2655344 -22.8211018, -47.26553 -22.8211322, -47.2654915 -22.8211734, -47.2654565 -22.821198, -47.2654039 -22.8212187, -47.2653191 -22.8212286)",Praça da República,,,30
377879472,True,2,primary,,False,29.934,"LINESTRING (-47.2653191 -22.8212286, -47.2650839 -22.821069)",Praça da República,,,
315296764,True,,residential,,False,17.226,"LINESTRING (-47.2715303 -22.8195619, -47.2716698 -22.8196483)",Rua Antônio de Carvalho,,,
634214452,True,,residential,,False,33.277,"LINESTRING (-47.2715303 -22.8195619, -47.2714302 -22.8195776, -47.2713111 -22.8196092, -47.2712248 -22.8196543)",Rua Dezesseis de Dezembro,,,
"[535355657, 883728025, 988409860]",True,2,primary,,False,63.374,"LINESTRING (-47.2641049 -22.8176477, -47.2641874 -22.8176616, -47.264208 -22.8176668, -47.2642769 -22.8176988, -47.2644499 -22.8178175, -47.2646271 -22.8179381)",Avenida Júlia Vasconcelos Bufarah,yes,,
887403201,True,2,primary_link,,False,17.437,"LINESTRING (-47.2641049 -22.8176477, -47.2641815 -22.8175966, -47.2642168 -22.817535)",,,,
236305436,True,1,primary,,False,34.768,"LINESTRING (-47.2652625 -22.8208284, -47.2655275 -22.8210236)",Praça da República,,,
377879472,True,2,primary,,False,30.588,"LINESTRING (-47.2650839 -22.821069, -47.2648423 -22.8209075)",Praça da República,,,
665256202,True,1,primary_link,,False,32.416,"LINESTRING (-47.2650839 -22.821069, -47.2652625 -22.8208284)",,,,
197469228,True,2,primary,,False,98.217,"LINESTRING (-47.2668926 -22.8182867, -47.2663093 -22.8189875)",Avenida Júlia Vasconcelos Bufarah,,SPA 127/304,
708584764,True,1,primary_link,,False,43.118,"LINESTRING (-47.2655612 -22.8199482, -47.2655165 -22.819981, -47.2654588 -22.8200119, -47.2654179 -22.8200137, -47.265385 -22.8199884, -47.2653757 -22.8199513, -47.2653904 -22.8199105, -47.2654378 -22.8198038)",,,,
708677553,True,2,primary,,False,94.881,"LINESTRING (-47.2655612 -22.8199482, -47.265496 -22.820026, -47.2650877 -22.8205738, -47.2650639 -22.8206118, -47.2650473 -22.8206557)",Avenida Júlia Vasconcelos Bufarah,,SPA 127/304,
"[708677554, 197469226]",True,3,primary,,False,264.243,"LINESTRING (-47.2654378 -22.8198038, -47.2659517 -22.8190818, -47.265986 -22.8190289, -47.2660191 -22.8189686, -47.2660224 -22.8189157, -47.2660077 -22.8188615, -47.2659414 -22.8188041, -47.2653077 -22.8183919, -47.2652133 -22.8183622, -47.2651059 -22.8183622, -47.2649887 -22.8183788, -47.2649013 -22.8184017, -47.2648184 -22.8184531)",Avenida Júlia Vasconcelos Bufarah,,SPA 127/304,
708584765,True,1,primary_link,,False,36.882,"LINESTRING (-47.2667276 -22.8181669, -47.2667664 -22.8181379, -47.2668307 -22.8181243, -47.2668737 -22.8181243, -47.2669072 -22.8181441, -47.2669206 -22.818175, -47.2669179 -22.8182084, -47.2669059 -22.8182405, -47.2668926 -22.8182867)",,,,
315292112,False,,residential,,False,138.803,"LINESTRING (-47.2631082 -22.8187743, -47.2623921 -22.8177148)",Rua Doutor Honorino Fabri,,,
988409861,True,3,primary,,False,68.535,"LINESTRING (-47.2631082 -22.8187743, -47.2635001 -22.8182749)",Avenida Júlia Vasconcelos Bufarah,,,
315296800,True,,residential,,False,85.812,"LINESTRING (-47.2706579 -22.8218118, -47.2699636 -22.8213805)",Rua João Francisco Ramos,,,
883672059,True,,residential,,False,106.561,"LINESTRING (-47.2706579 -22.8218118, -47.2711615 -22.8211351, -47.2712483 -22.821023)",Rua Luiz José Duarte,,,
315296766,True,,residential,,False,31.641,"LINESTRING (-47.265263 -22.8178978, -47.265078 -22.8181256)",Avenida Eugênia Biancalana Duarte,,,
534602416,True,1,primary_link,,False,46.771,"LINESTRING (-47.265263 -22.8178978, -47.265279 -22.8179985, -47.2652988 -22.8181068, -47.2653796 -22.8183021)",,,,
142069252,True,,residential,,False,92.666,"LINESTRING (-47.2634963 -22.823998, -47.2635955 -22.8240614, -47.2642201 -22.8244973)",Avenida José Mancini,,,
634214449,True,,residential,,False,19.861,"LINESTRING (-47.2634963 -22.823998, -47.263446 -22.8240651, -47.2633829 -22.8241428)",Rua Antônio Jorge Chebabi,,,
483556933,True,,residential,,False,43.61,"LINESTRING (-47.2631095 -22.8200916, -47.2630712 -22.819701)",,,,
483556933,True,,residential,,False,49.389,"LINESTRING (-47.2634315 -22.8202196, -47.263158 -22.8205853)",,,,
955491729,True,,residential,,False,41.797,"LINESTRING (-47.2634315 -22.8202196, -47.2633606 -22.8202542, -47.2632936 -22.8202518, -47.2632372 -22.8202314, -47.2631695 -22.8201757, -47.2631095 -22.8200916)",,,,
"[534602426, 971132831]",False,,residential,,"[False, True]",255.99099999999999,"LINESTRING (-47.265029 -22.8198166, -47.2646583 -22.8203197, -47.2645361 -22.8204508, -47.2644784 -22.8204872, -47.2643907 -22.8205158, -47.264099 -22.8208584, -47.2638213 -22.8212166, -47.263433 -22.8215589)",,,,
971530250,False,,residential,,True,163.01399999999998,"LINESTRING (-47.2628403 -22.8238699, -47.262615 -22.8237203, -47.2626056 -22.82369, -47.2626163 -22.8236486, -47.2627772 -22.8234657, -47.2630039 -22.8231715, -47.2630736 -22.8230392, -47.2631608 -22.8227833, -47.2632309 -22.822677)",,,,
161385583,True,3,primary,,False,4.678,"LINESTRING (-47.2647873 -22.8179327, -47.2648236 -22.8179582)",Avenida Júlia Vasconcelos Bufarah,,,
1190065971,True,2,secondary,,False,18.312,"LINESTRING (-47.2706311 -22.8258361, -47.2707769 -22.8259313)",Avenida Sete de Setembro,,,
1190065970,True,,tertiary,,False,13.718,"LINESTRING (-47.2706311 -22.8258361, -47.2706588 -22.8259075, -47.2706536 -22.8259548)",Rua Américo Benuzzo,,,
