osmid,oneway,name,highway,reversed,length,geometry,bridge,ref,maxspeed
791084160,True,Avenida Presidente Getúlio Vargas,primary,False,245.309,"LINESTRING (-35.0355307 -8.2836521, -35.035469 -8.2835885, -35.0343161 -8.2824008, -35.0339863 -8.2820611)",,,
"[239944289, 239944290]",True,Rodovia PE-060,trunk,False,227.24599999999998,"LINESTRING (-35.029173 -8.2829201, -35.0292915 -8.2825107, -35.0296354 -8.2812759, -35.0297351 -8.2809537)",yes,PE-060,60
179536340,True,Avenida Historiador Pereira da Costa,tertiary,False,142.788,"LINESTRING (-35.0359569 -8.2855822, -35.0350203 -8.2846934)",,Avenida Histo.Pereira da Costa,
179536228,True,Rua Raimundo Jorge Sales,tertiary,False,145.94600000000003,"LINESTRING (-35.0359569 -8.2855822, -35.0358977 -8.2852351, -35.03587 -8.2850312, -35.0358163 -8.2842783)",,,
843598052,True,Rua Doutor Manoel Clementino Cavalcante,residential,False,107.701,"LINESTRING (-35.0323736 -8.2821023, -35.0330668 -8.2814185)",,,
179536340,True,Avenida Historiador Pereira da Costa,tertiary,False,72.58500000000001,"LINESTRING (-35.0323736 -8.2821023, -35.0320204 -8.2817699, -35.0318975 -8.2816505)",,Avenida Histo.Pereira da Costa,
355556207,False,Rua Doutor Manoel Clementino Cavalcante,residential,False,59.577999999999996,"LINESTRING (-35.0323736 -8.2821023, -35.0323321 -8.2821427, -35.0319853 -8.2824757)",,,
179536340,True,Avenida Historiador Pereira da Costa,tertiary,False,65.403,"LINESTRING (-35.0350203 -8.2846934, -35.0345911 -8.2842865)",,Avenida Histo.Pereira da Costa,
179536783,False,Rua Joao Marinho Correia,residential,True,95.86099999999999,"LINESTRING (-35.0350203 -8.2846934, -35.0354154 -8.2843067, -35.0356493 -8.2840972)",,,
336009721,True,,residential,False,67.713,"LINESTRING (-35.0320734 -8.2803987, -35.0324984 -8.2808391)",,,
179536778,False,Travessa Pereira da Costa,residential,False,112.723,"LINESTRING (-35.0320734 -8.2803987, -35.0319466 -8.2805009, -35.0313185 -8.2810835)",,,
179536778,False,Travessa Pereira da Costa,residential,True,22.613,"LINESTRING (-35.0320734 -8.2803987, -35.0321623 -8.2803132, -35.0322236 -8.28026)",,,
672402279,False,Rua Tenente Manuel Barbosa da Silva,residential,True,251.94199999999998,"LINESTRING (-35.0298446 -8.2827883, -35.0314605 -8.2811985, -35.0314683 -8.2811908)",,,
179536776,False,,residential,True,128.67,"LINESTRING (-35.0333316 -8.2846744, -35.034143 -8.2839101, -35.0341786 -8.2838766)",,,
355556207,False,Rua Doutor Manoel Clementino Cavalcante,residential,True,152.79399999999998,"LINESTRING (-35.0309706 -8.2834131, -35.0312672 -8.2831362, -35.0314801 -8.2829221, -35.0319853 -8.2824757)",,,
179536775,False,Rua Jose Plech Fernandes,residential,True,224.51899999999998,"LINESTRING (-35.0304258 -8.2830487, -35.0318662 -8.2816742, -35.0318975 -8.2816505)",,,
336009721,True,,residential,False,22.735,"LINESTRING (-35.0324984 -8.2808391, -35.0326419 -8.2809862)",,,
336009721,True,,residential,False,67.057,"LINESTRING (-35.0326419 -8.2809862, -35.0330668 -8.2814185)",,,
843598051,True,Rua Jose Plech Fernandes,residential,False,110.298,"LINESTRING (-35.0326419 -8.2809862, -35.0318975 -8.2816505)",,,
355556206,True,Avenida Presidente Getulio Vargas,residential,False,67.32,"LINESTRING (-35.0330668 -8.2814185, -35.0334864 -8.2818591)",,,
582384561,False,Rua Visconde de Campo Grande,residential,True,13.58,"LINESTRING (-35.0363039 -8.2876898, -35.0363798 -8.2877861)",,,
681508485,True,Rua Teixeira de Sá,tertiary,False,34.438,"LINESTRING (-35.0363039 -8.2876898, -35.0359942 -8.2877345)",,,
222804118,False,Rua da Uva,residential,False,32.462,"LINESTRING (-35.0306808 -8.2878208, -35.0308999 -8.2880163)",,,
