osmid,oneway,name,highway,reversed,length,geometry,ref,lanes,junction
128224331,True,Rua Marabu,residential,False,62.887,"LINESTRING (-51.4311642 -23.411587, -51.4306562 -23.4119072)",,,
128224355,True,Rua das Andorinhas,residential,False,120.899,"LINESTRING (-51.4311642 -23.411587, -51.4318474 -23.4124753)",,,
104982268,True,Rodovia Paulo Walmor Kummel,trunk,False,52.06400000000001,"LINESTRING (-51.4269694 -23.4163785, -51.4269858 -23.4166745, -51.4270091 -23.4167533, -51.4270473 -23.4168364)",,,
293090424,False,Rodovia Paulo Walmor Kummel,trunk,True,100.417,"LINESTRING (-51.4269694 -23.4163785, -51.4271389 -23.4157359, -51.4271355 -23.415494)",BR-369,,
128224348,True,Rua Rouxinol,tertiary,False,63.035,"LINESTRING (-51.4293286 -23.4159344, -51.4291713 -23.4164826)",,,
293090407,True,,secondary,False,25.709,"LINESTRING (-51.4293286 -23.4159344, -51.4292807 -23.415994, -51.4292017 -23.4160062, -51.4291142 -23.4159828)",,1,
104982263,True,Avenida Arapongas,secondary,False,37.771,"LINESTRING (-51.4271243 -23.4168622, -51.4272341 -23.4168591, -51.4273196 -23.4168115, -51.4274488 -23.4167244)",,,
628092869,True,,trunk,False,26.488,"LINESTRING (-51.4271243 -23.4168622, -51.4271943 -23.4169323, -51.4272265 -23.4169975, -51.4272352 -23.4170686)",,,roundabout
538993620,True,Rua Rouxinol,secondary,False,55.441,"LINESTRING (-51.4291142 -23.4159828, -51.4292307 -23.4154958)",,,
292877038,True,Avenida Arapongas,secondary,False,58.224000000000004,"LINESTRING (-51.4291142 -23.4159828, -51.4290011 -23.4159348, -51.4289141 -23.415925, -51.4288295 -23.4159428, -51.428618 -23.4160991)",,,
104982238,True,Rodovia Paulo Walmor Kummel,trunk,False,26.716,"LINESTRING (-51.4268282 -23.4168737, -51.4268631 -23.416745, -51.4268968 -23.4166419)",,,
628092870,True,,trunk,False,23.29,"LINESTRING (-51.4268282 -23.4168737, -51.4269018 -23.4168427, -51.4269741 -23.4168296, -51.4270473 -23.4168364)",,,roundabout
538993618,False,Rua Rouxinol,tertiary,True,46.66,"LINESTRING (-51.4297716 -23.414409, -51.4298994 -23.4140061)",,,
104982276,True,Rua Rouxinol,tertiary,False,64.506,"LINESTRING (-51.4297716 -23.414409, -51.4297378 -23.4145823, -51.4296069 -23.4149681)",,,
104982274,False,Rodovia Paulo Walmor Kummel,trunk,False,83.796,"LINESTRING (-51.426674 -23.4173945, -51.4263189 -23.418074)",BR-369,,
104982272,True,Rodovia Paulo Walmor Kummel,trunk,False,34.829,"LINESTRING (-51.426674 -23.4173945, -51.4266974 -23.4172988, -51.4267392 -23.4170871)",,,
538993620,True,Rua Rouxinol,secondary,False,66.565,"LINESTRING (-51.4292307 -23.4154958, -51.4294009 -23.4149179)",,,
920722933,False,Rua Rouxinol,tertiary,False,52.12,"LINESTRING (-51.4304375 -23.4120843, -51.4303202 -23.4125405)",,,
104982244,True,Rua Rouxinol,tertiary,False,43.524,"LINESTRING (-51.4304375 -23.4120843, -51.4304431 -23.4119318, -51.4304518 -23.4116931)",,,
104982297,True,Rua Rouxinol,secondary,False,55.391000000000005,"LINESTRING (-51.4296069 -23.4149681, -51.4295789 -23.4150376, -51.4294643 -23.4154484)",,,
106872130,True,Avenida Arapongas,secondary,False,43.984,"LINESTRING (-51.4296069 -23.4149681, -51.4297727 -23.415042, -51.4298974 -23.4150583, -51.4300172 -23.4150443)",,,
104982239,True,Rua Rouxinol,tertiary,False,68.76,"LINESTRING (-51.4294009 -23.4149179, -51.4294542 -23.4148166, -51.4295125 -23.4147534, -51.4296108 -23.4146713, -51.4296909 -23.4145503, -51.4297716 -23.414409)",,,
293090406,True,,secondary,False,26.104,"LINESTRING (-51.4294009 -23.4149179, -51.4294786 -23.4148844, -51.4295289 -23.414887, -51.4295736 -23.4149195, -51.4296069 -23.4149681)",,1,
628092870,True,,trunk,False,26.311,"LINESTRING (-51.4267392 -23.4170871, -51.4267363 -23.4170615, -51.4267475 -23.4169904, -51.4267822 -23.416926, -51.4268282 -23.4168737)",,,roundabout
104982244,True,Rua Rouxinol,tertiary,False,83.197,"LINESTRING (-51.4304518 -23.4116931, -51.4303366 -23.4109524)",,,
104982296,True,,trunk,False,31.287,"LINESTRING (-51.4269351 -23.4172826, -51.4268553 -23.4172536, -51.4267909 -23.4172014, -51.4267392 -23.4170871)",,,roundabout
104982298,True,Rodovia Paulo Walmor Kummel,trunk,False,29.477000000000004,"LINESTRING (-51.4269351 -23.4172826, -51.4267834 -23.4173374, -51.426674 -23.4173945)",,,
628092869,True,,trunk,False,8.364,"LINESTRING (-51.4270473 -23.4168364, -51.427097 -23.4168533, -51.4271243 -23.4168622)",,,roundabout
628092869,True,,trunk,False,43.863,"LINESTRING (-51.4272352 -23.4170686, -51.4272166 -23.4171457, -51.4271707 -23.4172123, -51.4271028 -23.4172607, -51.4270211 -23.4172851, -51.4269351 -23.4172826)",,,roundabout
104982297,True,Rua Rouxinol,secondary,False,55.787,"LINESTRING (-51.4294643 -23.4154484, -51.4293286 -23.4159344)",,,
918265649,False,Avenida Arapongas,secondary,False,59.782,"LINESTRING (-51.4300172 -23.4150443, -51.4304923 -23.4147297)",,4,
106872131,True,Avenida Arapongas,secondary,False,40.538,"LINESTRING (-51.4300172 -23.4150443, -51.4298653 -23.4151627, -51.4297107 -23.4152762)",,,
