osmid,oneway,ref,name,highway,reversed,length,geometry,bridge,junction
861037857,True,MG-217,Avenida Getúlio Vargas,primary,False,12.025,"LINESTRING (-41.7877771 -17.8037465, -41.7878561 -17.8038242)",,
620423317,False,MG-217,Avenida Getúlio Vargas,primary,True,83.208,"LINESTRING (-41.7877771 -17.8037465, -41.7875678 -17.8032897, -41.7874458 -17.8030684)",,
475168342,False,,Rua Vicente Gonçalves,residential,False,12.316,"LINESTRING (-41.7887212 -17.8062204, -41.7888285 -17.8061776)",,
475168345,False,,Rua Vicente Gonçalves,residential,False,55.23,"LINESTRING (-41.7887212 -17.8062204, -41.7882358 -17.8064024)",,
475168344,True,MG-217,Avenida Getúlio Vargas,primary,False,155.252,"LINESTRING (-41.7887212 -17.8062204, -41.7883444 -17.8052366, -41.7882196 -17.8049084)",,
278294980,False,,Rua Padre Teodoro,residential,False,120.218,"LINESTRING (-41.7882358 -17.8064024, -41.7886515 -17.8074085)",,
475168345,False,,Rua Vicente Gonçalves,residential,True,55.23,"LINESTRING (-41.7882358 -17.8064024, -41.7887212 -17.8062204)",,
620423316,False,,Rua Vicente Gonçalves,residential,False,100.003,"LINESTRING (-41.7882358 -17.8064024, -41.7873453 -17.8067024)",,
621212922,False,,Rua Padre Teodoro,residential,True,154.416,"LINESTRING (-41.7882358 -17.8064024, -41.7877154 -17.8051051)",,
620423311,False,MG-217,Rua Dom Pedro II,primary,False,94.482,"LINESTRING (-41.7922273 -17.8101728, -41.792273 -17.8101867, -41.7930802 -17.810423)",,
620423311,False,MG-217,Rua Dom Pedro II,primary,True,94.38,"LINESTRING (-41.7922273 -17.8101728, -41.7921511 -17.810153, -41.7913672 -17.8099495)",,
621212905,False,,Rua Princesa Isabel,residential,True,89.252,"LINESTRING (-41.7922273 -17.8101728, -41.7922122 -17.8102186, -41.7919761 -17.810939)",,
621212909,False,,Rua Manoel Pêgo,residential,False,92.635,"LINESTRING (-41.7922273 -17.8101728, -41.7922424 -17.8101182, -41.7924502 -17.8093672)",,
475151883,False,,Rua Dom José de Haas,residential,False,41.542,"LINESTRING (-41.7917159 -17.811783, -41.7913377 -17.8116834)",,
621212905,False,,Rua Princesa Isabel,residential,False,97.808,"LINESTRING (-41.7917159 -17.811783, -41.7919761 -17.810939)",,
373058268,False,,Rua Adolfo Colen,residential,False,96.621,"LINESTRING (-41.7919761 -17.810939, -41.7928451 -17.8112046)",,
621212905,False,,Rua Princesa Isabel,residential,True,97.808,"LINESTRING (-41.7919761 -17.810939, -41.7917159 -17.811783)",,
621212905,False,,Rua Princesa Isabel,residential,False,89.252,"LINESTRING (-41.7919761 -17.810939, -41.7922122 -17.8102186, -41.7922273 -17.8101728)",,
621212910,False,,Rua Amazonas,residential,False,164.877,"LINESTRING (-41.79277 -17.8085104, -41.7927352 -17.807028)",,
475151900,False,,Rua Frei Clemente,residential,False,85.762,"LINESTRING (-41.79277 -17.8085104, -41.7927479 -17.808587, -41.7927083 -17.8086458, -41.7926352 -17.808723, -41.7922309 -17.8090697)",,
621212912,False,,Rua Pedro Vieira,residential,False,244.796,"LINESTRING (-41.79277 -17.8085104, -41.7919372 -17.80843, -41.7914289 -17.8083495, -41.7912908 -17.808333, -41.7911929 -17.8083304, -41.7910963 -17.8083521, -41.7910092 -17.808393, -41.7908978 -17.8084147, -41.7907865 -17.8084083, -41.7904958 -17.8083331)",,
475151900,False,,Rua Frei Clemente,residential,False,29.292,"LINESTRING (-41.7922309 -17.8090697, -41.7920217 -17.8092421)",,
475151900,False,,Rua Frei Clemente,residential,True,85.762,"LINESTRING (-41.7922309 -17.8090697, -41.7926352 -17.808723, -41.7927083 -17.8086458, -41.7927479 -17.808587, -41.79277 -17.8085104)",,
621212909,False,,Rua Manoel Pêgo,residential,True,40.838,"LINESTRING (-41.7922309 -17.8090697, -41.7923959 -17.8092561, -41.7924334 -17.8093148, -41.7924502 -17.8093672)",,
475151902,False,,Rua Manoel Pêgo,residential,False,47.449,"LINESTRING (-41.7924502 -17.8093672, -41.7920217 -17.8092421)",,
621212909,False,,Rua Manoel Pêgo,residential,False,40.838,"LINESTRING (-41.7924502 -17.8093672, -41.7924334 -17.8093148, -41.7923959 -17.8092561, -41.7922309 -17.8090697)",,
621212909,False,,Rua Manoel Pêgo,residential,True,92.635,"LINESTRING (-41.7924502 -17.8093672, -41.7922424 -17.8101182, -41.7922273 -17.8101728)",,
621212910,False,,Rua Amazonas,residential,True,164.877,"LINESTRING (-41.7927352 -17.807028, -41.79277 -17.8085104)",,
904291586,False,MG-217,Rua Benedito Valadares,primary,True,94.486,"LINESTRING (-41.7892738 -17.80861, -41.7886542 -17.8079984)",,
"[475151910, 475168350, 620423311]",False,MG-217,"['Rua Dom Pedro II', 'Rua Almeidim Lauar']",primary,False,217.835,"LINESTRING (-41.7892738 -17.80861, -41.7894106 -17.8087415, -41.7895339 -17.8088909, -41.7896868 -17.8091718, -41.7898102 -17.8093327, -41.7899403 -17.8094796, -41.7900362 -17.8095555, -41.7901354 -17.8096028, -41.7903734 -17.8096826, -41.7905398 -17.8097362, -41.7907879 -17.8097988)",yes,
475168358,False,,Rua Manoel Almeida,residential,False,38.292,"LINESTRING (-41.7892738 -17.80861, -41.7891757 -17.8087205, -41.7890129 -17.8088464)",,
620423312,False,MG-217,Rua Manoel Almeida,primary,True,35.9,"LINESTRING (-41.7892738 -17.80861, -41.7893416 -17.8085224, -41.7894813 -17.8083547)",,
904291587,False,MG-217,Praça Frei Gaspar,residential,True,85.962,"LINESTRING (-41.7894813 -17.8083547, -41.7888889 -17.807826)",,
475168340,False,MG-217,Praça Frei Gaspar,primary,True,99.566,"LINESTRING (-41.7894813 -17.8083547, -41.7895876 -17.8082244, -41.78966 -17.8081465, -41.7897069 -17.8080648, -41.7897284 -17.8079818, -41.7897297 -17.8078707, -41.7896788 -17.8075375)",,
620423312,False,MG-217,Rua Manoel Almeida,primary,False,35.9,"LINESTRING (-41.7894813 -17.8083547, -41.7893416 -17.8085224, -41.7892738 -17.80861)",,
475151883,False,,Rua Dom José de Haas,residential,True,59.646,"LINESTRING (-41.7903306 -17.8114497, -41.7908818 -17.8115608)",,
475151887,False,,Rua Vital Brasil,residential,False,46.32,"LINESTRING (-41.7909957 -17.8111586, -41.7908818 -17.8115608)",,
475151887,False,,Rua Vital Brasil,residential,True,140.08,"LINESTRING (-41.7909957 -17.8111586, -41.7913672 -17.8099495)",,
475151885,False,,Travessa São João,residential,False,75.281,"LINESTRING (-41.7909957 -17.8111586, -41.7911118 -17.811186, -41.7911607 -17.8112058, -41.7911936 -17.8112358, -41.7912197 -17.8112863, -41.7912928 -17.8115091, -41.7913377 -17.8116834)",,
475151883,False,,Rua Dom José de Haas,residential,False,50.152,"LINESTRING (-41.7913377 -17.8116834, -41.7908818 -17.8115608)",,
475151883,False,,Rua Dom José de Haas,residential,True,41.542,"LINESTRING (-41.7913377 -17.8116834, -41.7917159 -17.811783)",,
475151885,False,,Travessa São João,residential,True,75.281,"LINESTRING (-41.7913377 -17.8116834, -41.7912928 -17.8115091, -41.7912197 -17.8112863, -41.7911936 -17.8112358, -41.7911607 -17.8112058, -41.7911118 -17.811186, -41.7909957 -17.8111586)",,
621231588,False,,Rua Professora Sílvia Duarte,residential,False,90.404,"LINESTRING (-41.7930802 -17.810423, -41.7928451 -17.8112046)",,
620423311,False,MG-217,Rua Dom Pedro II,primary,True,94.482,"LINESTRING (-41.7930802 -17.810423, -41.792273 -17.8101867, -41.7922273 -17.8101728)",,
373058268,False,,Rua Adolfo Colen,residential,True,96.621,"LINESTRING (-41.7928451 -17.8112046, -41.7919761 -17.810939)",,
621231588,False,,Rua Professora Sílvia Duarte,residential,True,90.404,"LINESTRING (-41.7928451 -17.8112046, -41.7930802 -17.810423)",,
373058268,False,,Rua Adolfo Colen,residential,False,114.87700000000001,"LINESTRING (-41.7928451 -17.8112046, -41.793576 -17.8114369, -41.793863 -17.8115595)",,
475151887,False,,Rua Vital Brasil,residential,False,140.08,"LINESTRING (-41.7913672 -17.8099495, -41.7909957 -17.8111586)",,
475151901,False,,,residential,True,33.598,"LINESTRING (-41.7913672 -17.8099495, -41.7914732 -17.8096647)",,
620423311,False,MG-217,Rua Dom Pedro II,primary,True,63.576,"LINESTRING (-41.7913672 -17.8099495, -41.7907879 -17.8097988)",,
620423311,False,MG-217,Rua Dom Pedro II,primary,False,94.38,"LINESTRING (-41.7913672 -17.8099495, -41.7921511 -17.810153, -41.7922273 -17.8101728)",,
475151883,False,,Rua Dom José de Haas,residential,False,59.646,"LINESTRING (-41.7908818 -17.8115608, -41.7903306 -17.8114497)",,
475151883,False,,Rua Dom José de Haas,residential,True,50.152,"LINESTRING (-41.7908818 -17.8115608, -41.7913377 -17.8116834)",,
475151887,False,,Rua Vital Brasil,residential,True,46.32,"LINESTRING (-41.7908818 -17.8115608, -41.7909957 -17.8111586)",,
373058268,False,,Rua Adolfo Colen,residential,True,114.87700000000001,"LINESTRING (-41.793863 -17.8115595, -41.793576 -17.8114369, -41.7928451 -17.8112046)",,
620423311,False,MG-217,Rua Dom Pedro II,primary,False,63.576,"LINESTRING (-41.7907879 -17.8097988, -41.7913672 -17.8099495)",,
