osmid,oneway,name,highway,maxspeed,access,reversed,length,geometry,lanes
316952604,True,Rua Artur Milani,secondary,40,yes,False,117.869,"LINESTRING (-53.3964209 -27.3591302, -53.395341 -27.3595816)",
440751082,False,Rua Artur Milani,secondary,40,yes,False,75.661,"LINESTRING (-53.3964209 -27.3591302, -53.3970468 -27.3587378)",
440751427,True,Rua 21 de Abril,residential,,,False,109.065,"LINESTRING (-53.3964209 -27.3591302, -53.3972169 -27.3598101)",
167158143,True,Rua do Comércio,tertiary,20,yes,False,153.043,"LINESTRING (-53.3964209 -27.3591302, -53.3963737 -27.3590233, -53.3958634 -27.357846)",
200309042,False,Rua do Comércio,tertiary,40,,True,111.63900000000001,"LINESTRING (-53.3964209 -27.3591302, -53.3964058 -27.3593348, -53.3963496 -27.3601322)",
167158166,False,Rua Campos Elíseos,tertiary,,,False,95.831,"LINESTRING (-53.3981861 -27.358914, -53.3988293 -27.3595593)",
541167491,False,Rua Maurício Cardoso,secondary,40,,True,116.371,"LINESTRING (-53.3981861 -27.358914, -53.3993387 -27.3586964)",
893820156,False,Rua Maurício Cardoso,secondary,40,,False,92.341,"LINESTRING (-53.3981861 -27.358914, -53.3974009 -27.3584631)",
39631045,False,Avenida Luiz Milani,tertiary,,,False,108.339,"LINESTRING (-53.3993387 -27.3586964, -53.3988293 -27.3595593)",
167158141,False,Rua Aparício Borges,tertiary,,,True,101.238,"LINESTRING (-53.3993387 -27.3586964, -53.398557 -27.3581074)",
167158146,False,Avenida Luiz Milani,secondary,,,False,81.746,"LINESTRING (-53.3993387 -27.3586964, -53.399764 -27.3580657)",
541167490,False,Rua Maurício Cardoso,secondary,40,,True,98.608,"LINESTRING (-53.3993387 -27.3586964, -53.4001476 -27.3592163)",
541167491,False,Rua Maurício Cardoso,secondary,40,,False,116.371,"LINESTRING (-53.3993387 -27.3586964, -53.3981861 -27.358914)",
167158146,False,Avenida Luiz Milani,secondary,,,True,81.746,"LINESTRING (-53.399764 -27.3580657, -53.3993387 -27.3586964)",
167158144,False,Rua Antônio Boscardin,residential,,,False,157.293,"LINESTRING (-53.399764 -27.3580657, -53.3996111 -27.3577107, -53.3992048 -27.3567412)",
167158146,False,Avenida Luiz Milani,secondary,,,False,155.071,"LINESTRING (-53.399764 -27.3580657, -53.4001031 -27.3575185, -53.4005325 -27.3568496)",
167158142,False,Rua Tenente Portela,tertiary,,,False,117.105,"LINESTRING (-53.3980631 -27.3540061, -53.3969623 -27.3543975)",
893820150,False,Rua Antônio Boscardin,residential,,,False,152.536,"LINESTRING (-53.3980631 -27.3540061, -53.3975024 -27.3527279)",
893820151,False,Rua Antônio Boscardin,tertiary,,,True,16.1,"LINESTRING (-53.3980631 -27.3540061, -53.3981226 -27.3541409)",
200309039,False,Rua Tenente Portela,tertiary,40,,False,123.306,"LINESTRING (-53.3946875 -27.3551299, -53.3958626 -27.3547552)",
322066890,True,Rua do Comércio,tertiary,40,,False,89.514,"LINESTRING (-53.3946875 -27.3551299, -53.3943773 -27.3543735)",
591688607,False,Rua Tenente Portela,tertiary,,,False,115.459,"LINESTRING (-53.3946875 -27.3551299, -53.3935968 -27.3555037)",
42005247,False,Rua Santo Cerutti,residential,,,False,113.362,"LINESTRING (-53.3946875 -27.3551299, -53.3938403 -27.3547603, -53.3938001 -27.3547377, -53.393698 -27.3546325)",
167159885,False,Rua João Muniz Reis,secondary,,,False,87.056,"LINESTRING (-53.3930022 -27.3571087, -53.3933327 -27.3578345)",
167159885,False,Rua João Muniz Reis,secondary,,,True,47.445,"LINESTRING (-53.3930022 -27.3571087, -53.392827 -27.3567114)",
893820141,False,Rua Teobaldo Schorr,tertiary,,,False,123.803,"LINESTRING (-53.3930022 -27.3571087, -53.3919195 -27.3576699)",
161933145,True,Rua Artur Milani,secondary,40,yes,False,113.041,"LINESTRING (-53.3930691 -27.3603531, -53.3920045 -27.3607266)",
188429426,False,Rua Carlos Gomes,tertiary,,,True,8.563,"LINESTRING (-53.3930691 -27.3603531, -53.3930415 -27.3602801)",
893820142,False,Rua Carlos Gomes,residential,,,False,80.047,"LINESTRING (-53.3930691 -27.3603531, -53.3933493 -27.3610286)",
200313257,False,Rua Presidente Kennedy,tertiary,40,,False,116.98,"LINESTRING (-53.396708 -27.3567241, -53.3978089 -27.3563359)",
39631041,True,Rua Monsenhor Vitor Batistella,tertiary,,,False,91.732,"LINESTRING (-53.396708 -27.3567241, -53.3967421 -27.3569194, -53.3967564 -27.3570262, -53.39679 -27.357117, -53.3968961 -27.3572842, -53.3970109 -27.3574929)",
893820149,True,Rua Presidente Kennedy,tertiary,,,False,123.923,"LINESTRING (-53.3955271 -27.3571009, -53.396708 -27.3567241)",
316952602,True,Rua do Comércio,tertiary,20,yes,False,101.213,"LINESTRING (-53.3955271 -27.3571009, -53.3954886 -27.3570046, -53.3951799 -27.3562445)",
200309040,True,Rua Alfredo Haubert,residential,,,False,117.107,"LINESTRING (-53.3950531 -27.3559496, -53.3939456 -27.3563259)",
316952602,True,Rua do Comércio,tertiary,20,yes,False,98.038,"LINESTRING (-53.3950531 -27.3559496, -53.3946875 -27.3551299)",
167158880,False,Rua Marechal Floriano,residential,,,False,8.924,"LINESTRING (-53.3920045 -27.3607266, -53.3919798 -27.3606494)",
167158880,False,Rua Marechal Floriano,residential,,,True,80.743,"LINESTRING (-53.3920045 -27.3607266, -53.3922633 -27.3614154)",
167158882,False,Rua Tenente Lira,residential,,,True,116.516,"LINESTRING (-53.3936539 -27.358584, -53.3947523 -27.3582015)",
167159885,False,Rua João Muniz Reis,secondary,,,False,62.837,"LINESTRING (-53.3936539 -27.358584, -53.3938637 -27.3591175)",
167159885,False,Rua João Muniz Reis,secondary,,,True,89.173,"LINESTRING (-53.3936539 -27.358584, -53.3933327 -27.3578345)",
167158882,False,Rua Tenente Lira,residential,,,False,127.361,"LINESTRING (-53.3936539 -27.358584, -53.3931939 -27.3587422, -53.3931188 -27.3587768, -53.3926195 -27.3592273)",
