osmid,highway,oneway,reversed,length,lanes,ref,geometry,name
814493705,residential,False,False,6.885,,,"LINESTRING (-39.5295301 -11.4620395, -39.5294695 -11.462057)",
814477070,primary,True,False,73.944,1,BA-416,"LINESTRING (-39.5295301 -11.4620395, -39.5295709 -11.4620937, -39.5298247 -11.4624306, -39.5299331 -11.4625745)",
413952917,residential,False,False,64.322,,,"LINESTRING (-39.5235363 -11.4650642, -39.5238666 -11.4655436)",Travessa Olavo Lopes
413952922,residential,False,False,75.16,,,"LINESTRING (-39.5235363 -11.4650642, -39.5229395 -11.465403)",Rua Roberto Santos
413952922,residential,False,True,125.83699999999999,,,"LINESTRING (-39.5235363 -11.4650642, -39.5241398 -11.4647454, -39.5245492 -11.4645209)",Rua Roberto Santos
814477068,residential,False,True,60.968,,,"LINESTRING (-39.5278872 -11.4598154, -39.5282671 -11.4594129)",
814477070,primary,True,False,182.40900000000002,1,BA-416,"LINESTRING (-39.5278872 -11.4598154, -39.5282413 -11.4603585, -39.5284103 -11.4605964, -39.5285967 -11.4608474, -39.5288555 -11.461151)",
891964442,residential,False,False,110.697,,,"LINESTRING (-39.5295914 -11.4672844, -39.5291073 -11.4664092)",Rua Maria Ramos
891964442,residential,False,True,90.896,,,"LINESTRING (-39.5295914 -11.4672844, -39.5299641 -11.4680157)",Rua Maria Ramos
891993505,residential,False,True,63.757,,,"LINESTRING (-39.5295914 -11.4672844, -39.5290699 -11.4675443)",Rua Santos Dumont
413952913,residential,False,False,83.39,,,"LINESTRING (-39.526617 -11.4625974, -39.5269893 -11.4632526)",
413952913,residential,False,True,81.644,,,"LINESTRING (-39.526617 -11.4625974, -39.5262462 -11.4619594)",
413952927,residential,False,False,108.838,,,"LINESTRING (-39.526617 -11.4625974, -39.5257349 -11.4630564)",Travessa João Carneiro
413952927,residential,False,True,41.873,,,"LINESTRING (-39.526617 -11.4625974, -39.526955 -11.4624183)",Travessa João Carneiro
413587268,residential,False,False,68.895,,,"LINESTRING (-39.5280897 -11.4645286, -39.5286494 -11.4642405)",Rua Vitalino Luiz
413587268,residential,False,True,31.128,,,"LINESTRING (-39.5280897 -11.4645286, -39.5278363 -11.4646578)",Rua Vitalino Luiz
891993507,residential,False,False,91.171,,,"LINESTRING (-39.5280897 -11.4645286, -39.5276874 -11.4638097)",Rua Tomé de Souza
891993507,residential,False,True,236.698,,,"LINESTRING (-39.5280897 -11.4645286, -39.5291073 -11.4664092)",Rua Tomé de Souza
383603613,residential,False,False,114.123,,,"LINESTRING (-39.5260528 -11.4673929, -39.5269887 -11.4669324)",Rua Tupinambas
383603613,residential,False,True,110.36,,,"LINESTRING (-39.5260528 -11.4673929, -39.5251422 -11.4678272)",Rua Tupinambas
413587251,residential,False,False,45.955,,,"LINESTRING (-39.5260528 -11.4673929, -39.5262344 -11.4677659)",Rua Vicente Cunha
413587251,residential,False,True,81.315,,,"LINESTRING (-39.5260528 -11.4673929, -39.5257159 -11.4667404)",Rua Vicente Cunha
413952917,residential,False,True,64.322,,,"LINESTRING (-39.5238666 -11.4655436, -39.5235363 -11.4650642)",Travessa Olavo Lopes
383603622,residential,False,True,77.252,,,"LINESTRING (-39.5238666 -11.4655436, -39.5235863 -11.465583, -39.5234764 -11.4655935, -39.5233744 -11.4656119, -39.5233007 -11.4656435, -39.5231817 -11.4656975)",
413952917,residential,False,False,26.915,,,"LINESTRING (-39.5238666 -11.4655436, -39.5239283 -11.465587, -39.5239551 -11.4656119, -39.5239887 -11.4656461, -39.524041 -11.4657126)",Travessa Olavo Lopes
413587270,residential,False,True,72.026,,,"LINESTRING (-39.52966 -11.4661436, -39.5299553 -11.4667231)",Rua Dolatino Luiz
891993508,residential,False,False,89.805,,,"LINESTRING (-39.52966 -11.4661436, -39.5303989 -11.465786)",Travessa Valdete Ramos
891993508,residential,False,True,67.082,,,"LINESTRING (-39.52966 -11.4661436, -39.5291073 -11.4664092)",Travessa Valdete Ramos
413587270,residential,False,False,180.83499999999998,,,"LINESTRING (-39.52966 -11.4661436, -39.5292592 -11.4653885, -39.528909 -11.4646935)",Rua Dolatino Luiz
413587269,residential,False,False,83.959,,,"LINESTRING (-39.5257349 -11.4630564, -39.5260838 -11.4637296)",
