osmid,oneway,name,highway,reversed,length,geometry,lanes,bridge,access
838572192,True,Rua José Bonifácio,residential,False,102.058,"LINESTRING (-47.8139228 -21.175374, -47.813314 -21.1746528)",,,
"[826280413, 838572191]",True,Rua Florêncio de Abreu,residential,False,44.025999999999996,"LINESTRING (-47.8139228 -21.175374, -47.8140455 -21.1752784, -47.8142487 -21.1751202)",,,
"[837630521, 846733375]",True,Avenida Jerônimo Gonçalves,primary,False,209.414,"LINESTRING (-47.813525 -21.173339, -47.8135528 -21.1733871, -47.8136598 -21.173572, -47.8136872 -21.1736175, -47.81394 -21.1740506, -47.814492 -21.1749924)",3,,
171778206,True,Rua Visconde de Inhaúma,residential,False,107.165,"LINESTRING (-47.8058642 -21.1732696, -47.8059116 -21.1733248, -47.8065098 -21.1740222)",,,
171774514,True,Rua Álvares Cabral,residential,False,112.309,"LINESTRING (-47.8085301 -21.173397, -47.8092289 -21.1741687)",,,
826280419,True,Rua Mariana Junqueira,residential,False,101.10499999999999,"LINESTRING (-47.8085301 -21.173397, -47.8084391 -21.1734634, -47.8077785 -21.1739762)",,,
"[223737998, 846733374, 223737999]",True,Rua São Sebastião,residential,False,28.873,"LINESTRING (-47.8133068 -21.1735002, -47.8133562 -21.1734666, -47.8134702 -21.1733816, -47.813525 -21.173339)",,yes,
827893148,True,Rua José Bonifácio,residential,False,105.731,"LINESTRING (-47.8127201 -21.1739537, -47.8120973 -21.1732008)",,,
846733374,True,Rua São Sebastião,residential,False,79.017,"LINESTRING (-47.8127201 -21.1739537, -47.8133068 -21.1735002)",,,
"[295170933, 829257726]",True,Rua Tibiriça,residential,False,81.028,"LINESTRING (-47.8077785 -21.1739762, -47.8074939 -21.1736536, -47.8072821 -21.1734134)",,,
826280419,True,Rua Mariana Junqueira,residential,False,105.489,"LINESTRING (-47.8077785 -21.1739762, -47.8070464 -21.1745409, -47.8069946 -21.1745809)",,,
171778206,True,Rua Visconde de Inhaúma,residential,False,79.915,"LINESTRING (-47.8065098 -21.1740222, -47.8069946 -21.1745809)",,,
830380755,True,Rua Visconde do Rio Branco,residential,False,104.858,"LINESTRING (-47.8065098 -21.1740222, -47.8065618 -21.1739812, -47.8072821 -21.1734134)",,,
826500474,True,Rua Duque de Caxias,residential,False,101.722,"LINESTRING (-47.8092289 -21.1741687, -47.8099946 -21.1735968)",,,
846733374,True,Rua São Sebastião,residential,False,100.382,"LINESTRING (-47.8119568 -21.174509, -47.8127201 -21.1739537)",,,
846733373,True,Rua Saldanha Marinho,residential,False,101.486,"LINESTRING (-47.8119568 -21.174509, -47.8120901 -21.1746734, -47.812554 -21.1752321)",,,
826583006,True,Rua Visconde de Inhaúma,residential,False,111.843,"LINESTRING (-47.8069946 -21.1745809, -47.8076722 -21.1753635)",,,
826583007,True,Rua Mariana Junqueira,residential,False,103.418,"LINESTRING (-47.8069946 -21.1745809, -47.8069506 -21.1746151, -47.8068864 -21.1746649, -47.8062681 -21.1751449, -47.8062281 -21.175176)",,,
830380755,True,Rua Visconde do Rio Branco,residential,False,103.834,"LINESTRING (-47.8057516 -21.1746322, -47.8064032 -21.1741092, -47.8064678 -21.1740565, -47.8065098 -21.1740222)",,,
214229455,True,Rua Américo Brasiliense,residential,False,101.78,"LINESTRING (-47.813314 -21.1746528, -47.812554 -21.1752321)",,,
827893148,True,Rua José Bonifácio,residential,False,99.172,"LINESTRING (-47.813314 -21.1746528, -47.8127201 -21.1739537)",,,
295170933,True,Rua Tibiriça,residential,False,112.465,"LINESTRING (-47.8084814 -21.1747465, -47.8080182 -21.1742389, -47.8077785 -21.1739762)",,,
826500474,True,Rua Duque de Caxias,residential,False,100.673,"LINESTRING (-47.8084814 -21.1747465, -47.8088458 -21.1744648, -47.809134 -21.174242, -47.8092289 -21.1741687)",,,
171774502,True,Rua Amador Bueno,residential,False,206.778,"LINESTRING (-47.8112559 -21.1750372, -47.810624 -21.1743106, -47.810583 -21.1742641, -47.8100377 -21.1736456, -47.8099946 -21.1735968)",,,
