osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,access
52430037,True,1,Rua Chile,primary,50,False,81.89800000000001,"LINESTRING (-49.0633954 -26.9183452, -49.0631358 -26.9181463, -49.0628835 -26.9179529, -49.0628189 -26.9179035, -49.0627689 -26.9178652)",,
"[1007122930, 94747935]",False,,Rua Uruguai,residential,40,False,133.937,"LINESTRING (-49.0633954 -26.9183452, -49.0633527 -26.9183869, -49.063317 -26.9184219, -49.0631201 -26.9186146, -49.0627348 -26.9189918, -49.0624905 -26.9192395)",,
"[394753369, 394753370, 52054158, 52054167]",True,1,"['Ponte Governador Adolfo Konder', 'Rua República Argentina']",primary,50,False,220.70999999999998,"LINESTRING (-49.0658068 -26.9187965, -49.0658027 -26.918757, -49.065795 -26.9187262, -49.0657783 -26.9186835, -49.0657506 -26.9186463, -49.0647844 -26.9178851, -49.0646348 -26.9177673, -49.0643819 -26.9175678, -49.0643131 -26.9175466, -49.0642646 -26.9175508, -49.0642168 -26.9175595, -49.0641706 -26.9175728)",yes,
335611097,True,3,Avenida Presidente Castelo Branco,primary,50,False,26.557,"LINESTRING (-49.0658068 -26.9187965, -49.065915 -26.9186854, -49.0659802 -26.9186145)",,
"[51653369, 523124737]",True,2,Rua Presidente John Kennedy,residential,,False,244.681,"LINESTRING (-49.0690145 -26.9194453, -49.0689386 -26.9194017, -49.0686538 -26.9192381, -49.0684126 -26.9190995, -49.0683472 -26.9190619, -49.0681998 -26.9189773, -49.068034 -26.918882, -49.0678053 -26.9187253, -49.0676558 -26.9186153, -49.0676127 -26.9185792, -49.067485 -26.9184533, -49.0673551 -26.9183303, -49.0671463 -26.918141, -49.0670892 -26.918088)",,
360908915,True,5,Rua 7 de Setembro,primary,60,False,66.384,"LINESTRING (-49.0690145 -26.9194453, -49.0689357 -26.9195301, -49.0687617 -26.9197117, -49.0685778 -26.9198978)",,
351505462,True,2,Rua Doutor Amadeu da Luz,tertiary,,False,104.986,"LINESTRING (-49.0694951 -26.9151184, -49.0695456 -26.9151573, -49.0699094 -26.9154262, -49.0700015 -26.9154919, -49.070077 -26.9155473, -49.0702748 -26.9156924, -49.0703116 -26.9157195)",,
52014885,True,1,Rua XV de Novembro,tertiary,40,False,13.043,"LINESTRING (-49.0693642 -26.9151213, -49.0694224 -26.9151146, -49.0694707 -26.9151161, -49.0694951 -26.9151184)",,
"[52054157, 583366959]",True,2,Rua Padre Jacobs,tertiary,30,False,96.576,"LINESTRING (-49.0671858 -26.9210004, -49.067123 -26.920953, -49.0669261 -26.9208034, -49.0668417 -26.9207392, -49.0667998 -26.9207074, -49.0666938 -26.9206312, -49.0665575 -26.9205333, -49.0664361 -26.920446)",,
389989301,True,4,Rua 7 de Setembro,primary,60,False,109.47800000000001,"LINESTRING (-49.0671858 -26.9210004, -49.0671138 -26.9210582, -49.0669965 -26.9211497, -49.0666524 -26.9214257, -49.0666124 -26.9214577, -49.0664656 -26.9215563, -49.066338 -26.9216285)",,
52237984,True,4,Rua 7 de Setembro,primary,60,False,98.157,"LINESTRING (-49.0696493 -26.9187679, -49.0693157 -26.9191242, -49.0690145 -26.9194453)",,
333713903,True,2,Rua XV de Novembro,tertiary,40,False,63.75,"LINESTRING (-49.0670892 -26.918088, -49.0671651 -26.9180243, -49.0672702 -26.9179361, -49.0673587 -26.9178536, -49.0674352 -26.9177824, -49.0675385 -26.9176784)",,
"[335303718, 401019287]",True,"['4', '3']",Avenida Presidente Castelo Branco,primary,50,False,178.898,"LINESTRING (-49.0659802 -26.9186145, -49.0662903 -26.9182856, -49.0664508 -26.9181155, -49.0668444 -26.917688, -49.0669326 -26.9175792, -49.0670094 -26.9174843, -49.0671072 -26.9173592)",,
360908913,True,4,Rua 7 de Setembro,primary,60,False,96.21,"LINESTRING (-49.0638534 -26.9227453, -49.0635403 -26.9228812, -49.0634339 -26.922927, -49.0631391 -26.9230539, -49.0630386 -26.9230972, -49.06298 -26.9231224)",,
1063094891,True,2,Rua Floriano Peixoto,tertiary,30,False,25.977,"LINESTRING (-49.0638534 -26.9227453, -49.0639019 -26.9228354, -49.0639668 -26.9229559)",,
52054164,True,1,Rua Floriano Peixoto,tertiary,,False,12.370999999999999,"LINESTRING (-49.0634823 -26.9220564, -49.0635103 -26.9221084, -49.0635363 -26.9221567)",,
345548629,False,2,Rua Floriano Peixoto,tertiary,40,False,80.41799999999999,"LINESTRING (-49.0634823 -26.9220564, -49.0634338 -26.9219664, -49.0631876 -26.9215094, -49.0631311 -26.9214045)",,
359245358,True,2,Rua Floriano Peixoto,tertiary,,False,72.609,"LINESTRING (-49.0635363 -26.9221567, -49.0635858 -26.9222485, -49.0636218 -26.9223155, -49.0636685 -26.922402, -49.0637629 -26.9225773, -49.0638233 -26.9226894, -49.0638534 -26.9227453)",,
390691392,True,4,Rua 7 de Setembro,primary,60,False,102.103,"LINESTRING (-49.0617819 -26.9235437, -49.0616485 -26.923569, -49.0614225 -26.9236051, -49.0612365 -26.9236292, -49.0610828 -26.9236492, -49.0609295 -26.9236691, -49.0607663 -26.9236945)",,
61134750,True,2,Praça Doutor Blumenau,secondary,,False,55.516,"LINESTRING (-49.0613284 -26.9222656, -49.061303 -26.9222038, -49.0611683 -26.9218742, -49.0611358 -26.9217968)",,
385064112,True,2,Rua Nereu Ramos,secondary,40,False,149.069,"LINESTRING (-49.0613284 -26.9222656, -49.0613626 -26.922364, -49.0614346 -26.9225732, -49.0615918 -26.9230222, -49.0616098 -26.9230726, -49.0616351 -26.9231433, -49.0616575 -26.9232057, -49.0616855 -26.9232839, -49.0617395 -26.9234348, -49.0617461 -26.9234531, -49.0617819 -26.9235437)",,
466090375,True,2,Rua XV de Novembro,tertiary,40,False,114.28800000000001,"LINESTRING (-49.0613284 -26.9222656, -49.0614049 -26.9222293, -49.0623162 -26.9217844, -49.06234 -26.9217728)",,
345548629,False,2,Rua Floriano Peixoto,tertiary,40,True,80.41799999999999,"LINESTRING (-49.0631311 -26.9214045, -49.0631876 -26.9215094, -49.0634338 -26.9219664, -49.0634823 -26.9220564)",,
"[466090373, 466090374]",True,2,Rua XV de Novembro,tertiary,40,False,99.712,"LINESTRING (-49.0631311 -26.9214045, -49.0632153 -26.9213623, -49.0635761 -26.9211813, -49.0637424 -26.9210798, -49.0639672 -26.9209114)",,
466090375,True,2,Rua XV de Novembro,tertiary,40,False,88.482,"LINESTRING (-49.06234 -26.9217728, -49.0626782 -26.9216154, -49.0630954 -26.9214211, -49.0631311 -26.9214045)",,
335611106,True,1,Rua Uruguai,primary,50,False,115.255,"LINESTRING (-49.0641706 -26.9175728, -49.0641186 -26.9176246, -49.063896 -26.9178464, -49.0635104 -26.9182306, -49.0633954 -26.9183452)",,
335303737,True,1,Rua Uruguai,primary,50,False,23.952,"LINESTRING (-49.0643317 -26.9174123, -49.0642666 -26.9174771, -49.0642555 -26.9174882, -49.0642087 -26.9175349, -49.0641706 -26.9175728)",,
"[35894593, 369181853, 52054159]",True,2,"['Ponte Governador Adolfo Konder', 'Rua República Argentina']",primary,50,False,213.56799999999998,"LINESTRING (-49.0643317 -26.9174123, -49.0644184 -26.9174801, -49.0645029 -26.9175462, -49.0645757 -26.9176032, -49.064717 -26.9177137, -49.0648511 -26.9178186, -49.0658201 -26.9185768, -49.0658474 -26.9185971, -49.0658781 -26.9186112, -49.0659116 -26.918619, -49.0659462 -26.9186201, -49.0659802 -26.9186145)",yes,
"[52135689, 52054166]",True,2,"['Rua Uruguai', 'Rua Peru']",primary,50,False,193.765,"LINESTRING (-49.0653987 -26.9151761, -49.0659788 -26.9156521, -49.0657712 -26.9158673, -49.0657007 -26.9159403, -49.0655451 -26.9161016, -49.0654997 -26.9161486, -49.0654105 -26.9162411, -49.0652184 -26.9164402)",,
335303717,False,2,Avenida Brasil,primary,60,False,58.474000000000004,"LINESTRING (-49.0653987 -26.9151761, -49.0651855 -26.9153986, -49.0650152 -26.9155756)",,
52238004,True,2,Rua Professor José Ferreira da Silva,tertiary,,False,55.573,"LINESTRING (-49.0671072 -26.9173592, -49.0671419 -26.9173849, -49.0671693 -26.9174051, -49.0674769 -26.9176328, -49.0675025 -26.9176517, -49.0675385 -26.9176784)",,no
51714938,True,2,Rua Presidente Getúlio Vargas,tertiary,,False,299.46299999999997,"LINESTRING (-49.0703116 -26.9157195, -49.0702877 -26.9157481, -49.0701607 -26.9159003, -49.0700691 -26.9160101, -49.0699912 -26.9161034, -49.0699458 -26.9161579, -49.0699146 -26.9161952, -49.0698516 -26.9162707, -49.0697209 -26.9164273, -49.0695567 -26.9166241, -49.0694405 -26.9167633, -49.0693192 -26.9169087, -49.069254 -26.9169868, -49.0691813 -26.9170739, -49.0691048 -26.9171656, -49.0690704 -26.9172068, -49.0689491 -26.9173522, -49.0689118 -26.9173969, -49.0687562 -26.9175833, -49.0685984 -26.9177724, -49.0685085 -26.9178801)",,
"[358646067, 466783854]",True,"['1', '2']",Rua Ângelo Dias,residential,40,False,162.941,"LINESTRING (-49.06298 -26.9231224, -49.0629453 -26.9230528, -49.0627871 -26.922731, -49.062623 -26.9223726, -49.062576 -26.9222762, -49.0625539 -26.9222268, -49.062471 -26.9220509, -49.0623554 -26.9218055, -49.06234 -26.9217728)",,
