osmid,oneway,ref,highway,maxspeed,reversed,length,geometry,junction,name
306066814,True,DF-130,primary,40,False,37.262,"LINESTRING (-47.6001711 -15.940301, -47.6002532 -15.940273, -47.6003403 -15.9402743, -47.6004214 -15.940305, -47.6004862 -15.940361)",roundabout,
865377013,True,DF-130,primary,40,False,66.34100000000001,"LINESTRING (-47.6001711 -15.940301, -47.600233 -15.9400521, -47.6002333 -15.9397114)",,
306066814,True,DF-130,primary,40,False,7.979,"LINESTRING (-47.6001128 -15.9403458, -47.6001711 -15.940301)",roundabout,
306066814,True,DF-130,primary,40,False,16.181,"LINESTRING (-47.6004862 -15.940361, -47.6005226 -15.9404248, -47.6005371 -15.9404962)",roundabout,
306066789,False,DF-270,secondary,,False,10.889,"LINESTRING (-47.599537 -15.9405116, -47.5994372 -15.9404921)",,
306066812,True,DF-270,secondary,,False,65.02099999999999,"LINESTRING (-47.599537 -15.9405116, -47.5997566 -15.9404847, -47.5999133 -15.9404437, -47.6000452 -15.9403723, -47.6001128 -15.9403458)",,
306066814,True,DF-130,primary,40,False,48.652,"LINESTRING (-47.6005371 -15.9404962, -47.6005148 -15.9406034, -47.6004444 -15.9406894, -47.6003412 -15.9407354, -47.6002275 -15.9407315)",roundabout,
865377015,True,DF-130,primary,40,False,117.51,"LINESTRING (-47.6005371 -15.9404962, -47.6006468 -15.9406412, -47.6010852 -15.9414108)",,
306066814,True,DF-130,primary,40,False,41.221999999999994,"LINESTRING (-47.6001296 -15.94068, -47.600081 -15.9406224, -47.6000535 -15.9405531, -47.6000498 -15.9404791, -47.6000702 -15.9404076, -47.6001128 -15.9403458)",roundabout,
865377011,True,DF-270,secondary,,False,66.145,"LINESTRING (-47.6001296 -15.94068, -47.6000534 -15.9406546, -47.599689 -15.9405421, -47.599537 -15.9405116)",,
306066814,True,DF-130,primary,40,False,11.931,"LINESTRING (-47.6002275 -15.9407315, -47.6001296 -15.94068)",roundabout,
306066789,False,DF-270,secondary,,True,157.426,"LINESTRING (-47.5967458 -15.9399651, -47.5981902 -15.9402398)",,
894468739,False,,residential,,False,27.271,"LINESTRING (-47.5967458 -15.9399651, -47.5968416 -15.9397378)",,
301546142,True,,primary,80,False,90.431,"LINESTRING (-47.6029385 -15.9440244, -47.6029581 -15.9437667, -47.6029588 -15.9436245, -47.6028981 -15.9434365, -47.602773 -15.9432573)",,
441858968,True,BR-251,primary,80,False,97.037,"LINESTRING (-47.6029385 -15.9440244, -47.6030866 -15.9437833, -47.6032527 -15.9435342, -47.6034063 -15.9432768)",,
441858968,True,BR-251,primary,80,False,62.559,"LINESTRING (-47.6024824 -15.9447067, -47.6027971 -15.9442324)",,
535222744,False,,residential,,True,66.827,"LINESTRING (-47.5991513 -15.9388915, -47.5997721 -15.9389612)",,Rua 0
535222739,False,,residential,,True,136.808,"LINESTRING (-47.5991513 -15.9388915, -47.5992106 -15.9391672, -47.5993866 -15.9401008)",,Condomínio Quintas do Campo
535222744,False,,residential,,False,78.638,"LINESTRING (-47.5991513 -15.9388915, -47.5990658 -15.9388629, -47.5984356 -15.938731)",,Rua 0
535222738,False,,residential,,False,27.96,"LINESTRING (-47.5984463 -15.9400554, -47.5981875 -15.9400193)",,
535222738,False,,residential,,True,108.724,"LINESTRING (-47.5984463 -15.9400554, -47.5991977 -15.940203, -47.5993576 -15.9402737, -47.5994248 -15.9403034)",,
535222741,False,,residential,,False,121.18200000000002,"LINESTRING (-47.5984463 -15.9400554, -47.5983001 -15.9396273, -47.5982384 -15.9393049, -47.5982123 -15.9390979, -47.5982029 -15.9389954)",,
535222741,False,,residential,,True,38.515,"LINESTRING (-47.5984356 -15.938731, -47.5982029 -15.9389954)",,
535222744,False,,residential,,False,147.115,"LINESTRING (-47.5984356 -15.938731, -47.5976948 -15.9385762, -47.5970878 -15.9384654)",,Rua 0
535222744,False,,residential,,True,78.638,"LINESTRING (-47.5984356 -15.938731, -47.5990658 -15.9388629, -47.5991513 -15.9388915)",,Rua 0
535222744,False,,residential,,False,66.827,"LINESTRING (-47.5997721 -15.9389612, -47.5991513 -15.9388915)",,Rua 0
894468732,False,,residential,,True,31.683,"LINESTRING (-47.5997721 -15.9389612, -47.6000655 -15.9389213)",,
535249999,False,,living_street,,False,104.30799999999999,"LINESTRING (-47.5997721 -15.9389612, -47.5998222 -15.9387365, -47.5997584 -15.9380309)",,
"[535250000, 535249999]",False,,living_street,,True,144.826,"LINESTRING (-47.5997721 -15.9389612, -47.5997946 -15.9392332, -47.5999044 -15.9399783, -47.5999347 -15.9401685, -47.5999057 -15.9402484)",,
"[535250000, 535249999]",False,,living_street,,False,144.826,"LINESTRING (-47.5999057 -15.9402484, -47.5999347 -15.9401685, -47.5999044 -15.9399783, -47.5997946 -15.9392332, -47.5997721 -15.9389612)",,
"[535250000, 535222746]",False,,living_street,,True,59.286,"LINESTRING (-47.5999057 -15.9402484, -47.5998848 -15.9403059, -47.5996263 -15.9403867, -47.5994248 -15.9403034)",,
535319290,False,,living_street,,False,58.875,"LINESTRING (-47.5999057 -15.9402484, -47.5997181 -15.9401486, -47.5995494 -15.9401114, -47.5993866 -15.9401008)",,
535222739,False,,residential,,True,22.895,"LINESTRING (-47.5993866 -15.9401008, -47.5994248 -15.9403034)",,Condomínio Quintas do Campo
535222739,False,,residential,,False,136.808,"LINESTRING (-47.5993866 -15.9401008, -47.5992106 -15.9391672, -47.5991513 -15.9388915)",,Condomínio Quintas do Campo
535319290,False,,living_street,,True,58.875,"LINESTRING (-47.5993866 -15.9401008, -47.5995494 -15.9401114, -47.5997181 -15.9401486, -47.5999057 -15.9402484)",,
441858968,True,BR-251,primary,80,False,93.727,"LINESTRING (-47.6051885 -15.9404149, -47.6056255 -15.9396842)",,
535356628,False,,residential,,True,34.487,"LINESTRING (-47.6051885 -15.9404149, -47.6050238 -15.9404706, -47.6049547 -15.9404668, -47.6048997 -15.9404126)",,
535356628,False,,residential,,False,34.487,"LINESTRING (-47.6048997 -15.9404126, -47.6049547 -15.9404668, -47.6050238 -15.9404706, -47.6051885 -15.9404149)",,
535222739,False,,residential,,False,22.895,"LINESTRING (-47.5994248 -15.9403034, -47.5993866 -15.9401008)",,Condomínio Quintas do Campo
894468740,False,,residential,,True,21.024,"LINESTRING (-47.5994248 -15.9403034, -47.5994372 -15.9404921)",,
535222738,False,,residential,,False,108.72399999999999,"LINESTRING (-47.5994248 -15.9403034, -47.5993576 -15.9402737, -47.5991977 -15.940203, -47.5984463 -15.9400554)",,
"[535250000, 535222746]",False,,living_street,,False,59.286,"LINESTRING (-47.5994248 -15.9403034, -47.5996263 -15.9403867, -47.5998848 -15.9403059, -47.5999057 -15.9402484)",,
894454761,False,,unclassified,,False,25.018,"LINESTRING (-47.6013659 -15.9460517, -47.6014853 -15.9458582)",,
894454762,False,,unclassified,,True,24.261,"LINESTRING (-47.6013659 -15.9460517, -47.6015805 -15.9461226)",,
441858968,True,BR-251,primary,80,False,27.631,"LINESTRING (-47.6027971 -15.9442324, -47.6029385 -15.9440244)",,
894454763,False,,unclassified,,True,246.589,"LINESTRING (-47.6027971 -15.9442324, -47.6027036 -15.9441829, -47.6026376 -15.9441496, -47.6025923 -15.9441829, -47.6023281 -15.9444991, -47.6021156 -15.9448447, -47.6018313 -15.945336, -47.6016368 -15.9456326, -47.6014853 -15.9458582)",,
894454761,False,,unclassified,,True,25.018,"LINESTRING (-47.6014853 -15.9458582, -47.6013659 -15.9460517)",,
894454763,False,,unclassified,,True,31.112,"LINESTRING (-47.6014853 -15.9458582, -47.6015805 -15.9461226)",,
894454763,False,,unclassified,,False,246.589,"LINESTRING (-47.6014853 -15.9458582, -47.6016368 -15.9456326, -47.6018313 -15.945336, -47.6021156 -15.9448447, -47.6023281 -15.9444991, -47.6025923 -15.9441829, -47.6026376 -15.9441496, -47.6027036 -15.9441829, -47.6027971 -15.9442324)",,
894454762,False,,unclassified,,False,24.261,"LINESTRING (-47.6015805 -15.9461226, -47.6013659 -15.9460517)",,
894454763,False,,unclassified,,False,31.112,"LINESTRING (-47.6015805 -15.9461226, -47.6014853 -15.9458582)",,
"[894454763, 272967823]",False,BR-251,"['unclassified', 'primary']",80,True,118.637,"LINESTRING (-47.6015805 -15.9461226, -47.6015778 -15.9462374, -47.6015657 -15.9464321, -47.6015657 -15.9465984, -47.6015743 -15.9468057, -47.6017802 -15.9464775)",,
894468731,False,,residential,,True,23.539,"LINESTRING (-47.5997584 -15.9380309, -47.5999784 -15.9380231)",,
535249999,False,,living_street,,True,104.30799999999999,"LINESTRING (-47.5997584 -15.9380309, -47.5998222 -15.9387365, -47.5997721 -15.9389612)",,
894468731,False,,residential,,False,23.539,"LINESTRING (-47.5999784 -15.9380231, -47.5997584 -15.9380309)",,
304609535,False,DF-130,primary,80,False,100.44399999999999,"LINESTRING (-47.5999784 -15.9380231, -47.5999844 -15.9383224, -47.6000655 -15.9389213)",,
894468732,False,,residential,,False,31.683,"LINESTRING (-47.6000655 -15.9389213, -47.5997721 -15.9389612)",,
304609535,False,DF-130,primary,80,False,89.85600000000001,"LINESTRING (-47.6000655 -15.9389213, -47.6001009 -15.9391828, -47.6001454 -15.9394179, -47.6002333 -15.9397114)",,
304609535,False,DF-130,primary,80,True,100.44399999999999,"LINESTRING (-47.6000655 -15.9389213, -47.5999844 -15.9383224, -47.5999784 -15.9380231)",,
535222744,False,,residential,,True,20.696,"LINESTRING (-47.5966679 -15.9383848, -47.5968571 -15.9384241)",,Rua 0
894468735,False,,residential,,True,57.487,"LINESTRING (-47.5971434 -15.9379515, -47.5971206 -15.938085, -47.5970878 -15.9384654)",,
535222744,False,,residential,,False,25.09,"LINESTRING (-47.5970878 -15.9384654, -47.5968571 -15.9384241)",,Rua 0
535222744,False,,residential,,True,147.115,"LINESTRING (-47.5970878 -15.9384654, -47.5976948 -15.9385762, -47.5984356 -15.938731)",,Rua 0
894468735,False,,residential,,False,57.487,"LINESTRING (-47.5970878 -15.9384654, -47.5971206 -15.938085, -47.5971434 -15.9379515)",,
535222738,False,,residential,,True,147.268,"LINESTRING (-47.5968416 -15.9397378, -47.5981875 -15.9400193)",,
894468739,False,,residential,,True,27.271,"LINESTRING (-47.5968416 -15.9397378, -47.5967458 -15.9399651)",,
894496807,False,,residential,,True,182.406,"LINESTRING (-47.5968416 -15.9397378, -47.596947 -15.9395486, -47.5970522 -15.9394893, -47.5971786 -15.9395032, -47.5973758 -15.9395509, -47.5974717 -15.9395447, -47.5975684 -15.9395122, -47.5978442 -15.9392984, -47.5982029 -15.9389954)",,
535222741,False,,residential,,False,38.515,"LINESTRING (-47.5982029 -15.9389954, -47.5984356 -15.938731)",,
535222741,False,,residential,,True,121.18200000000002,"LINESTRING (-47.5982029 -15.9389954, -47.5982123 -15.9390979, -47.5982384 -15.9393049, -47.5983001 -15.9396273, -47.5984463 -15.9400554)",,
894496807,False,,residential,,False,182.406,"LINESTRING (-47.5982029 -15.9389954, -47.5978442 -15.9392984, -47.5975684 -15.9395122, -47.5974717 -15.9395447, -47.5973758 -15.9395509, -47.5971786 -15.9395032, -47.5970522 -15.9394893, -47.596947 -15.9395486, -47.5968416 -15.9397378)",,
306066789,False,DF-270,secondary,,False,136.248,"LINESTRING (-47.5994372 -15.9404921, -47.5981902 -15.9402398)",,
306066789,False,DF-270,secondary,,True,10.889,"LINESTRING (-47.5994372 -15.9404921, -47.599537 -15.9405116)",,
894468740,False,,residential,,False,21.024,"LINESTRING (-47.5994372 -15.9404921, -47.5994248 -15.9403034)",,
535222744,False,,residential,,False,20.696,"LINESTRING (-47.5968571 -15.9384241, -47.5966679 -15.9383848)",,Rua 0
535222744,False,,residential,,True,25.09,"LINESTRING (-47.5968571 -15.9384241, -47.5970878 -15.9384654)",,Rua 0
306066789,False,DF-270,secondary,,False,157.426,"LINESTRING (-47.5981902 -15.9402398, -47.5967458 -15.9399651)",,
306066789,False,DF-270,secondary,,True,136.248,"LINESTRING (-47.5981902 -15.9402398, -47.5994372 -15.9404921)",,
894497547,False,,residential,,True,24.52,"LINESTRING (-47.5981902 -15.9402398, -47.5981875 -15.9400193)",,
535222738,False,,residential,,False,147.268,"LINESTRING (-47.5981875 -15.9400193, -47.5968416 -15.9397378)",,
535222738,False,,residential,,True,27.96,"LINESTRING (-47.5981875 -15.9400193, -47.5984463 -15.9400554)",,
894497547,False,,residential,,False,24.52,"LINESTRING (-47.5981875 -15.9400193, -47.5981902 -15.9402398)",,
