osmid,oneway,lanes,ref,name,highway,reversed,length,access,geometry,maxspeed
1122069820,True,2,BA-156,Rua Carlos Drummond Andrade,primary,False,23.183,,"LINESTRING (-42.5187957 -13.3746463, -42.518604 -13.3747395)",
784821504,False,,,,residential,True,3.143,,"LINESTRING (-42.5227772 -13.381409, -42.5227513 -13.3814218)",
1122051261,True,2,BA-156,Avenida Tanque Novo,primary,False,44.81,yes,"LINESTRING (-42.5227772 -13.381409, -42.5229556 -13.3817727)",
369314596,False,,,Praça Acúrcio de Oliveira,tertiary,True,44.156,,"LINESTRING (-42.5227772 -13.381409, -42.5228363 -13.3813874, -42.5231593 -13.3812693)",
274794462,False,,,Rua Santos Dumont,residential,True,79.286,,"LINESTRING (-42.519144 -13.375912, -42.5197822 -13.3755614)",
1122069825,False,,,Rua Ana Rosa de Jesus,residential,False,73.398,,"LINESTRING (-42.519144 -13.375912, -42.5194399 -13.376506)",
274794462,False,,,Rua Santos Dumont,residential,False,84.92,,"LINESTRING (-42.519144 -13.375912, -42.5188396 -13.3760753, -42.5184633 -13.3762922)",
274794454,False,,,Rua 22 de Março,residential,True,103.004,,"LINESTRING (-42.5214662 -13.3822776, -42.5211236 -13.3814133)",
274794500,False,,,Rua João Camilo,residential,False,58.217,,"LINESTRING (-42.5214662 -13.3822776, -42.5209595 -13.382454)",
274794500,False,,,Rua João Camilo,residential,True,73.078,,"LINESTRING (-42.5214662 -13.3822776, -42.5218679 -13.3821527, -42.5221039 -13.3820618)",
274794455,False,,,Rua João Batista Sobrinho,residential,True,73.555,,"LINESTRING (-42.5188386 -13.3798374, -42.518521 -13.3792525)",
274794503,False,,,Rua José Vieira do Nascimento,residential,False,49.428,,"LINESTRING (-42.5188386 -13.3798374, -42.5184546 -13.3800783)",
274794503,False,,,Rua José Vieira do Nascimento,residential,True,69.835,,"LINESTRING (-42.5188386 -13.3798374, -42.5192554 -13.3796059, -42.5193942 -13.379518)",
274794456,False,,,Rua Osvaldo José das Neves,residential,True,72.755,,"LINESTRING (-42.5182742 -13.3801725, -42.5179527 -13.3795978)",
274794503,False,,,Rua José Vieira do Nascimento,residential,True,22.148,,"LINESTRING (-42.5182742 -13.3801725, -42.5184546 -13.3800783)",
274794503,False,,,Rua José Vieira do Nascimento,residential,False,70.615,,"LINESTRING (-42.5182742 -13.3801725, -42.5180946 -13.380276, -42.5177052 -13.3804836)",
274794457,False,,,Rua Alcebiades Neri de Oliveira,residential,False,13.98,,"LINESTRING (-42.5168777 -13.3747549, -42.5169376 -13.3748663)",
366995004,False,,,Rua Fábio Souza Bandeira,residential,True,6.913,,"LINESTRING (-42.5168777 -13.3747549, -42.5168547 -13.3746969)",
274794457,False,,,Rua Alcebiades Neri de Oliveira,residential,True,106.088,,"LINESTRING (-42.5209595 -13.382454, -42.5205934 -13.3815689)",
274794500,False,,,Rua João Camilo,residential,False,53.258,,"LINESTRING (-42.5209595 -13.382454, -42.5204997 -13.3826252)",
274794500,False,,,Rua João Camilo,residential,True,58.217,,"LINESTRING (-42.5209595 -13.382454, -42.5214662 -13.3822776)",
1059276925,False,,,Rua Ana Flora da Conceição,residential,False,78.784,,"LINESTRING (-42.5197354 -13.3770893, -42.5203707 -13.3767429)",
1059276925,False,,,Rua Ana Flora da Conceição,residential,True,83.009,,"LINESTRING (-42.5197354 -13.3770893, -42.519069 -13.3774594)",
1122069825,False,,,Rua Ana Rosa de Jesus,residential,True,72.31,,"LINESTRING (-42.5197354 -13.3770893, -42.5194399 -13.376506)",
1122069825,False,,,Rua Ana Rosa de Jesus,residential,False,73.02600000000001,,"LINESTRING (-42.5197354 -13.3770893, -42.5198696 -13.3773904, -42.5200289 -13.3776801)",
274794454,False,,,Rua 22 de Março,residential,True,73.4,,"LINESTRING (-42.519069 -13.3774594, -42.5187537 -13.3768749)",
1059276925,False,,,Rua Ana Flora da Conceição,residential,False,83.009,,"LINESTRING (-42.519069 -13.3774594, -42.5197354 -13.3770893)",
1059276925,False,,,Rua Ana Flora da Conceição,residential,True,73.146,,"LINESTRING (-42.519069 -13.3774594, -42.5184698 -13.3777642)",
274794454,False,,,Rua 22 de Março,residential,False,70.165,,"LINESTRING (-42.519069 -13.3774594, -42.5191454 -13.3776071, -42.5193673 -13.3780197)",
274794457,False,,,Rua Alcebiades Neri de Oliveira,residential,False,73.521,,"LINESTRING (-42.5184698 -13.3777642, -42.5188098 -13.3783367)",
1059276925,False,,,Rua Ana Flora da Conceição,residential,False,73.146,,"LINESTRING (-42.5184698 -13.3777642, -42.519069 -13.3774594)",
1059276925,False,,,Rua Ana Flora da Conceição,residential,True,69.477,,"LINESTRING (-42.5184698 -13.3777642, -42.5179091 -13.3780689)",
274794457,False,,,Rua Alcebiades Neri de Oliveira,residential,True,73.27600000000001,,"LINESTRING (-42.5184698 -13.3777642, -42.5182952 -13.3774322, -42.5181574 -13.3771795)",
274794456,False,,,Rua Osvaldo José das Neves,residential,False,73.377,,"LINESTRING (-42.5172876 -13.3783794, -42.5176171 -13.3789562)",
274794456,False,,,Rua Osvaldo José das Neves,residential,True,74.496,,"LINESTRING (-42.5172876 -13.3783794, -42.516989 -13.3777757)",
1059276925,False,,,Rua Ana Flora da Conceição,residential,False,75.579,,"LINESTRING (-42.5172876 -13.3783794, -42.5179091 -13.3780689)",
1059276925,False,,,Rua Ana Flora da Conceição,residential,True,70.687,,"LINESTRING (-42.5172876 -13.3783794, -42.5167115 -13.3786794)",
274794459,False,,,Rua Pedro Vieira da Silva,residential,False,80.921,,"LINESTRING (-42.5200289 -13.3776801, -42.5193673 -13.3780197)",
274794459,False,,,Rua Pedro Vieira da Silva,residential,True,77.743,,"LINESTRING (-42.5200289 -13.3776801, -42.5206538 -13.3773348)",
1122069825,False,,,Rua Ana Rosa de Jesus,residential,False,72.554,,"LINESTRING (-42.5200289 -13.3776801, -42.5203311 -13.3782626)",
1122069825,False,,,Rua Ana Rosa de Jesus,residential,True,73.02600000000001,,"LINESTRING (-42.5200289 -13.3776801, -42.5198696 -13.3773904, -42.5197354 -13.3770893)",
274794455,False,,,Rua João Batista Sobrinho,residential,False,74.997,,"LINESTRING (-42.5181986 -13.3786554, -42.518521 -13.3792525)",
274794455,False,,,Rua João Batista Sobrinho,residential,True,72.346,,"LINESTRING (-42.5181986 -13.3786554, -42.5179091 -13.3780689)",
274794459,False,,,Rua Pedro Vieira da Silva,residential,False,71.245,,"LINESTRING (-42.5181986 -13.3786554, -42.5176171 -13.3789562)",
274794459,False,,,Rua Pedro Vieira da Silva,residential,True,75.016,,"LINESTRING (-42.5181986 -13.3786554, -42.5188098 -13.3783367)",
274794456,False,,,Rua Osvaldo José das Neves,residential,False,80.049,,"LINESTRING (-42.5176171 -13.3789562, -42.5179527 -13.3795978)",
274794456,False,,,Rua Osvaldo José das Neves,residential,True,73.377,,"LINESTRING (-42.5176171 -13.3789562, -42.5172876 -13.3783794)",
274794459,False,,,Rua Pedro Vieira da Silva,residential,False,72.315,,"LINESTRING (-42.5176171 -13.3789562, -42.5170404 -13.3792851)",
274794459,False,,,Rua Pedro Vieira da Silva,residential,True,71.245,,"LINESTRING (-42.5176171 -13.3789562, -42.5181986 -13.3786554)",
274794489,False,,,Rua Otaviano Joaquim de Souza,residential,False,71.189,,"LINESTRING (-42.5241723 -13.3761834, -42.5238755 -13.375612)",
274794489,False,,,Rua Otaviano Joaquim de Souza,residential,True,69.472,,"LINESTRING (-42.5241723 -13.3761834, -42.5244733 -13.3767353)",
1122051253,False,,,Rua Mauriceia da Silva Vieira Lessa,residential,False,80.128,,"LINESTRING (-42.5241723 -13.3761834, -42.5235229 -13.37653)",
274794460,False,,,Rua Henrique de Oliveira Cruz,residential,False,79.407,,"LINESTRING (-42.5203311 -13.3782626, -42.5196953 -13.3786195)",
274794460,False,,,Rua Henrique de Oliveira Cruz,residential,True,77.097,,"LINESTRING (-42.5203311 -13.3782626, -42.5209557 -13.3779287)",
1122069825,False,,,Rua Ana Rosa de Jesus,residential,False,73.31,,"LINESTRING (-42.5203311 -13.3782626, -42.5206113 -13.3788629)",
1122069825,False,,,Rua Ana Rosa de Jesus,residential,True,72.554,,"LINESTRING (-42.5203311 -13.3782626, -42.5200289 -13.3776801)",
274794454,False,,,Rua 22 de Março,residential,False,72.105,,"LINESTRING (-42.5196953 -13.3786195, -42.5199946 -13.3791989)",
274794454,False,,,Rua 22 de Março,residential,True,75.546,,"LINESTRING (-42.5196953 -13.3786195, -42.5193673 -13.3780197)",
274794460,False,,,Rua Henrique de Oliveira Cruz,residential,False,71.421,,"LINESTRING (-42.5196953 -13.3786195, -42.5191131 -13.3789224)",
274794460,False,,,Rua Henrique de Oliveira Cruz,residential,True,79.407,,"LINESTRING (-42.5196953 -13.3786195, -42.5203311 -13.3782626)",
274794457,False,,,Rua Alcebiades Neri de Oliveira,residential,False,72.875,,"LINESTRING (-42.5191131 -13.3789224, -42.5193942 -13.379518)",
274794457,False,,,Rua Alcebiades Neri de Oliveira,residential,True,72.925,,"LINESTRING (-42.5191131 -13.3789224, -42.5188098 -13.3783367)",
274794460,False,,,Rua Henrique de Oliveira Cruz,residential,False,73.824,,"LINESTRING (-42.5191131 -13.3789224, -42.518521 -13.3792525)",
274794460,False,,,Rua Henrique de Oliveira Cruz,residential,True,71.421,,"LINESTRING (-42.5191131 -13.3789224, -42.5196953 -13.3786195)",
274794455,False,,,Rua João Batista Sobrinho,residential,False,73.555,,"LINESTRING (-42.518521 -13.3792525, -42.5188386 -13.3798374)",
274794455,False,,,Rua João Batista Sobrinho,residential,True,74.997,,"LINESTRING (-42.518521 -13.3792525, -42.5181986 -13.3786554)",
274794460,False,,,Rua Henrique de Oliveira Cruz,residential,False,72.482,,"LINESTRING (-42.518521 -13.3792525, -42.5179527 -13.3795978)",
274794460,False,,,Rua Henrique de Oliveira Cruz,residential,True,73.824,,"LINESTRING (-42.518521 -13.3792525, -42.5191131 -13.3789224)",
274794460,False,,,Rua Henrique de Oliveira Cruz,residential,False,62.899,,"LINESTRING (-42.5169691 -13.3801327, -42.516464 -13.3804129)",
274794460,False,,,Rua Henrique de Oliveira Cruz,residential,True,48.663,,"LINESTRING (-42.5169691 -13.3801327, -42.5173561 -13.3799096)",
274794508,False,,,Rua Renilson Loiola Nobre,residential,False,78.776,,"LINESTRING (-42.5169691 -13.3801327, -42.5166241 -13.3795088)",
274794508,False,,,Rua Renilson Loiola Nobre,residential,True,74.687,,"LINESTRING (-42.5169691 -13.3801327, -42.5173017 -13.3807213)",
274794454,False,,,Rua 22 de Março,residential,False,73.4,,"LINESTRING (-42.5187537 -13.3768749, -42.519069 -13.3774594)",
274794454,False,,,Rua 22 de Março,residential,True,72.008,,"LINESTRING (-42.5187537 -13.3768749, -42.5184633 -13.3762922)",
274794461,False,,,Rua Barão do Rio Branco,residential,False,72.858,,"LINESTRING (-42.5187537 -13.3768749, -42.5181574 -13.3771795)",
274794461,False,,,Rua Barão do Rio Branco,residential,True,84.821,,"LINESTRING (-42.5187537 -13.3768749, -42.5190784 -13.3767068, -42.5194399 -13.376506)",
274794455,False,,,Rua João Batista Sobrinho,residential,False,73.912,,"LINESTRING (-42.517599 -13.3774766, -42.5179091 -13.3780689)",
274794461,False,,,Rua Barão do Rio Branco,residential,False,73.896,,"LINESTRING (-42.517599 -13.3774766, -42.516989 -13.3777757)",
274794461,False,,,Rua Barão do Rio Branco,residential,True,68.85,,"LINESTRING (-42.517599 -13.3774766, -42.5181574 -13.3771795)",
274794455,False,,,Rua João Batista Sobrinho,residential,True,71.131,,"LINESTRING (-42.517599 -13.3774766, -42.5174529 -13.3772078, -42.5172878 -13.3769131)",
274794456,False,,,Rua Osvaldo José das Neves,residential,False,74.496,,"LINESTRING (-42.516989 -13.3777757, -42.5172876 -13.3783794)",
274794456,False,,,Rua Osvaldo José das Neves,residential,True,67.94,,"LINESTRING (-42.516989 -13.3777757, -42.5166979 -13.3772343)",
274794461,False,,,Rua Barão do Rio Branco,residential,False,72.429,,"LINESTRING (-42.516989 -13.3777757, -42.5163873 -13.3780614)",
274794461,False,,,Rua Barão do Rio Branco,residential,True,73.896,,"LINESTRING (-42.516989 -13.3777757, -42.517599 -13.3774766)",
274794461,False,,,Rua Barão do Rio Branco,residential,True,72.429,,"LINESTRING (-42.5163873 -13.3780614, -42.516989 -13.3777757)",
274794465,False,,,Rua Professora Maria da Glória,residential,False,77.151,,"LINESTRING (-42.5163873 -13.3780614, -42.5167115 -13.3786794)",
274794462,False,,,Rua Santos Dumont,residential,False,2.743,,"LINESTRING (-42.5198043 -13.3755493, -42.5197822 -13.3755614)",
371417054,True,2,BA-156,Rua Maurina Jonas de Castro,primary,False,73.295,,"LINESTRING (-42.5198043 -13.3755493, -42.5200993 -13.3761427)",
1158066032,False,,,Rua Santos Dumont,residential,True,70.208,,"LINESTRING (-42.5198043 -13.3755493, -42.5203725 -13.3752442)",
274794457,False,,,Rua Alcebiades Neri de Oliveira,residential,False,73.272,,"LINESTRING (-42.5178612 -13.3765869, -42.5181574 -13.3771795)",
274794462,False,,,Rua Santos Dumont,residential,False,71.856,,"LINESTRING (-42.5178612 -13.3765869, -42.5172878 -13.3769131)",
274794462,False,,,Rua Santos Dumont,residential,True,72.913,,"LINESTRING (-42.5178612 -13.3765869, -42.5184633 -13.3762922)",
274794457,False,,,Rua Alcebiades Neri de Oliveira,residential,True,71.39,,"LINESTRING (-42.5178612 -13.3765869, -42.5177534 -13.3764041, -42.517549 -13.3760214)",
274794455,False,,,Rua João Batista Sobrinho,residential,True,74.247,,"LINESTRING (-42.5172878 -13.3769131, -42.5169837 -13.3763145)",
274794462,False,,,Rua Santos Dumont,residential,False,73.129,,"LINESTRING (-42.5172878 -13.3769131, -42.5166979 -13.3772343)",
274794462,False,,,Rua Santos Dumont,residential,True,71.856,,"LINESTRING (-42.5172878 -13.3769131, -42.5178612 -13.3765869)",
