osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,maxspeed,bridge,access
709794645,False,tertiary,True,61.723,"LINESTRING (-46.8373969 -23.3352132, -46.8374197 -23.335129, -46.8375189 -23.334798, -46.8375578 -23.3346782)",,,Avenida Jordano Mendes,,,
239846035,False,tertiary,False,156.291,"LINESTRING (-46.8436127 -23.3355423, -46.8434631 -23.335907, -46.8433258 -23.3361848, -46.8432034 -23.3363981, -46.8431246 -23.3365043, -46.8429962 -23.3366418, -46.8429501 -23.3366825, -46.8428582 -23.3367386)",,,Avenida Doutor Antônio Cândido Machado,,,
"[385184416, 385184417, 263238813]",False,tertiary,True,34.689,"LINESTRING (-46.8436127 -23.3355423, -46.8435784 -23.3355338, -46.843421 -23.3354976, -46.8432831 -23.3354666)",,,Avenida Vereador Joaquim Pereira Barbosa,,yes,
610023764,False,tertiary,True,184.469,"LINESTRING (-46.8436127 -23.3355423, -46.8437746 -23.3348959, -46.8439396 -23.3339118)",,,Avenida Doutor Antônio Cândido Machado,,,
239846026,False,residential,True,64.823,"LINESTRING (-46.8417859 -23.3357099, -46.8419679 -23.3351514)",,,Rua Ana Maria Aro,,,
"[711079777, 711079780]",True,residential,False,264.15299999999996,"LINESTRING (-46.8417859 -23.3357099, -46.8418098 -23.3357398, -46.8418229 -23.3357637, -46.8418345 -23.3357953, -46.8419464 -23.33628, -46.8419373 -23.3363011, -46.8419185 -23.3363149, -46.8418909 -23.3363211, -46.841859 -23.3363199, -46.8400931 -23.3358699)",,,"['Rua Vereador Mário Marcolongo', 'Rua Vereador Joaquim Soares de Araujo']",,,
49733766,False,residential,False,192.42399999999998,"LINESTRING (-46.8428582 -23.3367386, -46.842859 -23.336895, -46.8424006 -23.3380841, -46.842287 -23.3383789)",,,Rua Júlio Galeotti,,,
239846035,False,tertiary,True,156.291,"LINESTRING (-46.8428582 -23.3367386, -46.8429501 -23.3366825, -46.8429962 -23.3366418, -46.8431246 -23.3365043, -46.8432034 -23.3363981, -46.8433258 -23.3361848, -46.8434631 -23.335907, -46.8436127 -23.3355423)",,,Avenida Doutor Antônio Cândido Machado,,,
711079772,False,tertiary,False,76.506,"LINESTRING (-46.8428582 -23.3367386, -46.8424434 -23.3369552, -46.8422075 -23.3370798)",,,Avenida Doutor Antônio Cândido Machado,,,
328890320,False,residential,True,101.944,"LINESTRING (-46.8409112 -23.3366339, -46.8399417 -23.3364146)",,,Rua Prefeito Antônio Garrido,,,
239846030,False,residential,True,269.781,"LINESTRING (-46.8370458 -23.3369553, -46.8382869 -23.3372706, -46.8395941 -23.3375969)",,,Rua Manuel Antônio Gomes,,,
711149238,False,tertiary,False,83.25,"LINESTRING (-46.8370458 -23.3369553, -46.8370444 -23.3371118, -46.8370646 -23.3373127, -46.8371291 -23.3376986)",,,Avenida Jordano Mendes,30,,
711149238,False,tertiary,True,73.04299999999999,"LINESTRING (-46.8370458 -23.3369553, -46.8370528 -23.3367053, -46.8370928 -23.3364773, -46.8371149 -23.3363026)",,,Avenida Jordano Mendes,30,,
711079772,False,tertiary,True,76.506,"LINESTRING (-46.8422075 -23.3370798, -46.8424434 -23.3369552, -46.8428582 -23.3367386)",,,Avenida Doutor Antônio Cândido Machado,,,
"[239846033, 711079775]",True,tertiary,False,215.15300000000002,"LINESTRING (-46.8422075 -23.3370798, -46.8423349 -23.3368496, -46.8423897 -23.3367676, -46.8424613 -23.3367019, -46.8426038 -23.3366096, -46.8427182 -23.3365247, -46.8428514 -23.3364102, -46.8429103 -23.3363206, -46.8429827 -23.3361703, -46.8430848 -23.335936, -46.8432831 -23.3354666)",,,Avenida Doutor Antônio Cândido Machado,,,
"[711079778, 711079779]",False,tertiary,True,33.38,"LINESTRING (-46.8422075 -23.3370798, -46.8420164 -23.3371663, -46.8419165 -23.3372165)",,,Avenida Doutor Antônio Cândido Machado,,,
"[711079778, 711079779]",False,tertiary,False,33.38,"LINESTRING (-46.8419165 -23.3372165, -46.8420164 -23.3371663, -46.8422075 -23.3370798)",,,Avenida Doutor Antônio Cândido Machado,,,
711079779,False,tertiary,True,154.824,"LINESTRING (-46.8419165 -23.3372165, -46.8415827 -23.3373625, -46.8415368 -23.3373826, -46.8412725 -23.3374993, -46.8411148 -23.3375739, -46.8407473 -23.3377396, -46.8407211 -23.3377514, -46.8406924 -23.3377663, -46.8405573 -23.3378334)",,,Avenida Doutor Antônio Cândido Machado,,,
39962213,False,residential,False,73.716,"LINESTRING (-46.8395941 -23.3375969, -46.8397864 -23.3369579)",,,Avenida Deovair Cruz de Oliveira,,,
239846030,False,residential,False,269.781,"LINESTRING (-46.8395941 -23.3375969, -46.8382869 -23.3372706, -46.8370458 -23.3369553)",,,Rua Manuel Antônio Gomes,,,
239846030,False,residential,True,101.88900000000001,"LINESTRING (-46.8395941 -23.3375969, -46.8396267 -23.3376059, -46.8396619 -23.3376156, -46.8399152 -23.3376853, -46.8399922 -23.3377065, -46.8400555 -23.3377239, -46.840234 -23.337773, -46.8405573 -23.3378334)",,,Rua Manuel Antônio Gomes,,,
711079770,False,residential,False,38.063,"LINESTRING (-46.842287 -23.3383789, -46.8421693 -23.3387037)",,,Rua Júlio Galliota,,,
49733766,False,residential,True,192.42399999999998,"LINESTRING (-46.842287 -23.3383789, -46.8424006 -23.3380841, -46.842859 -23.336895, -46.8428582 -23.3367386)",,,Rua Júlio Galeotti,,,
"[40012264, 711155985]",False,residential,False,79.90899999999999,"LINESTRING (-46.842287 -23.3383789, -46.8418984 -23.3382533, -46.841547 -23.3381449)",,,Rua Maria Anunciada de Moura,,,
239853685,False,residential,False,73.248,"LINESTRING (-46.8406774 -23.338567, -46.8409353 -23.3379523)",,,Rua Mário Bigardi,,,
239853673,False,residential,True,87.011,"LINESTRING (-46.8406774 -23.338567, -46.8403427 -23.3384537, -46.8399805 -23.3383455, -46.8398705 -23.3383159)",,,Rua Pará,,,
263238826,True,residential,False,15.015,"LINESTRING (-46.8362702 -23.3367753, -46.8361643 -23.3366816)",,,Rua Jales,,,
263238815,True,tertiary,False,80.467,"LINESTRING (-46.8362702 -23.3367753, -46.8361938 -23.3366213, -46.8361321 -23.3364699, -46.8360939 -23.3363405, -46.8360785 -23.3362193, -46.8360704 -23.3361454, -46.8360626 -23.3360834)",,,Avenida Arnaldo Rojek,,,
263238823,True,tertiary,False,48.292,"LINESTRING (-46.8361384 -23.3354974, -46.8361719 -23.3354439, -46.8362019 -23.3353986, -46.8362222 -23.3353718, -46.8362517 -23.3353355, -46.8362892 -23.3353053, -46.8363416 -23.3352807, -46.8363776 -23.3352724, -46.8364949 -23.3352713)",,,Avenida Arnaldo Rojek,,,
711899616,True,tertiary,False,43.955999999999996,"LINESTRING (-46.8361384 -23.3354974, -46.8361752 -23.3353694, -46.8362001 -23.3352746, -46.8362249 -23.3351804, -46.8362463 -23.3351148)",,,Avenida Arnaldo Rojek,,,
263238817,True,tertiary_link,False,44.912,"LINESTRING (-46.8363018 -23.3349158, -46.8363248 -23.3350098, -46.8363402 -23.3350529, -46.8363536 -23.3350818, -46.8363784 -23.3351286, -46.8364079 -23.3351717, -46.8364334 -23.3352056, -46.8364555 -23.3352302, -46.8364949 -23.3352713)",,,Avenida Arnaldo Rojek,,,
263274113,False,tertiary,True,22.842,"LINESTRING (-46.8363018 -23.3349158, -46.8362762 -23.33501, -46.8362463 -23.3351148)",,,Avenida Arnaldo Rojek,,,
375159167,False,tertiary,False,49.843,"LINESTRING (-46.8363018 -23.3349158, -46.8363205 -23.3348368, -46.8363327 -23.3347852, -46.8364056 -23.3344778)",,,Avenida Arnaldo Rojek,,,
375159167,False,tertiary,True,33.179,"LINESTRING (-46.836767 -23.3341498, -46.8366705 -23.3341936, -46.8365841 -23.3342398, -46.8364978 -23.3343128)",,,Avenida Arnaldo Rojek,,,
584068001,True,motorway_link,False,41.492,"LINESTRING (-46.836767 -23.3341498, -46.8368618 -23.3340797, -46.8369048 -23.3340475, -46.8369477 -23.3340044, -46.8369947 -23.3339317, -46.8370302 -23.3338726)",,,,,,
584068001,True,motorway_link,False,106.586,"LINESTRING (-46.8370302 -23.3338726, -46.8372126 -23.3333542, -46.8372743 -23.3331941, -46.837382 -23.3329711)",,,,,,
"[263238820, 353060317, 353060318]",False,tertiary,False,63.86,"LINESTRING (-46.8364949 -23.3352713, -46.8365519 -23.3352842, -46.8370274 -23.3354071, -46.8370977 -23.3354244)",,,Viaduto Vereador Gino Rezaghi,,yes,
263238822,True,tertiary,False,32.246,"LINESTRING (-46.8364949 -23.3352713, -46.8364244 -23.3352552, -46.8363754 -23.3352398, -46.8363325 -23.3352173, -46.8363117 -23.3351988, -46.8362799 -23.3351668, -46.8362463 -23.3351148)",,,Avenida Domingo Alonso Lopes,,,
"[263238820, 353060317, 353060318]",False,tertiary,True,63.86,"LINESTRING (-46.8370977 -23.3354244, -46.8370274 -23.3354071, -46.8365519 -23.3352842, -46.8364949 -23.3352713)",,,Viaduto Vereador Gino Rezaghi,,yes,
375159168,False,tertiary,False,27.712,"LINESTRING (-46.8370977 -23.3354244, -46.8371526 -23.3354318, -46.837205 -23.3354268, -46.8372801 -23.3353973, -46.8373453 -23.3353523)",,,,,,
709794645,False,tertiary,True,16.34,"LINESTRING (-46.8373453 -23.3353523, -46.8373969 -23.3352132)",,,Avenida Jordano Mendes,,,
328892036,True,tertiary,False,35.286,"LINESTRING (-46.8373453 -23.3353523, -46.8373104 -23.3354748, -46.837265 -23.3356609)",,,Avenida Jordano Mendes,,,
375159168,False,tertiary,True,27.711999999999996,"LINESTRING (-46.8373453 -23.3353523, -46.8372801 -23.3353973, -46.837205 -23.3354268, -46.8371526 -23.3354318, -46.8370977 -23.3354244)",,,,,,
263274113,False,tertiary,False,22.842,"LINESTRING (-46.8362463 -23.3351148, -46.8362762 -23.33501, -46.8363018 -23.3349158)",,,Avenida Arnaldo Rojek,,,
263274114,True,residential,False,80.06099999999999,"LINESTRING (-46.8362463 -23.3351148, -46.8362188 -23.3350865, -46.8361746 -23.3350591, -46.8361276 -23.3350375, -46.8360499 -23.335024, -46.8359551 -23.3350119, -46.8354947 -23.3349748)",,,Avenida Domingo Alonso Lopes,,,
328895604,True,residential,False,67.34,"LINESTRING (-46.8354947 -23.3349748, -46.8355496 -23.3343713)",,,Avenida Joaquim Janus Penteado,,,
263238825,False,residential,False,153.836,"LINESTRING (-46.8360191 -23.3380622, -46.8359788 -23.3377971, -46.8359493 -23.3374264, -46.8359426 -23.3369757, -46.8359587 -23.3366827)",,,Avenida Arnaldo Rojek,,,
263238825,False,residential,False,13.96,"LINESTRING (-46.8359587 -23.3366827, -46.8359552 -23.3365572)",,,Avenida Arnaldo Rojek,,,
263238825,False,residential,True,153.83599999999998,"LINESTRING (-46.8359587 -23.3366827, -46.8359426 -23.3369757, -46.8359493 -23.3374264, -46.8359788 -23.3377971, -46.8360191 -23.3380622)",,,Avenida Arnaldo Rojek,,,
263238825,False,residential,True,13.96,"LINESTRING (-46.8359552 -23.3365572, -46.8359587 -23.3366827)",,,Avenida Arnaldo Rojek,,,
263238828,True,residential,False,54.019999999999996,"LINESTRING (-46.8359552 -23.3365572, -46.8359971 -23.3362706, -46.8360094 -23.3362323, -46.8360258 -23.3361887, -46.8360626 -23.3360834)",,,Avenida Arnaldo Rojek,,,
263238826,True,residential,False,25.874000000000002,"LINESTRING (-46.8361643 -23.3366816, -46.8361129 -23.3366303, -46.8360773 -23.3366069, -46.8360411 -23.3365891, -46.8359552 -23.3365572)",,,Rua Jales,,,
263238827,True,residential,False,21.384,"LINESTRING (-46.8361643 -23.3366816, -46.8361169 -23.3366673, -46.8360834 -23.336666, -46.8360445 -23.3366716, -46.8359587 -23.3366827)",,,,,,
868618437,False,residential,False,30.181,"LINESTRING (-46.839581 -23.338261, -46.8398705 -23.3383159)",,,Rua Alfredo Del Vigna,,,
263239653,True,residential,False,258.519,"LINESTRING (-46.839581 -23.338261, -46.8394581 -23.3382296, -46.8393158 -23.3381948, -46.8391041 -23.3381423, -46.8385955 -23.3380163, -46.8375076 -23.3377429, -46.8374192 -23.3377221, -46.8373078 -23.3377035, -46.8371291 -23.3376986)",,,Rua Alfredo Del Vigna,,,
"[328893211, 328893212]",False,residential,False,280.613,"LINESTRING (-46.839581 -23.338261, -46.8395471 -23.338349, -46.8393954 -23.3387369, -46.839386 -23.3387531, -46.8393716 -23.3387678, -46.839352 -23.338775, -46.8393348 -23.3387775, -46.8393144 -23.3387765, -46.8372915 -23.3382675)",,,"['Rua Rubens Barbosa', 'Avenida Doutor Antônio Cândido Machado']",,,
263274108,False,tertiary,False,61.001999999999995,"LINESTRING (-46.8355496 -23.3343713, -46.8357146 -23.3343799, -46.8358527 -23.3343775, -46.8359694 -23.3343565, -46.836137 -23.3343098)",,,Avenida Pedro Celestino Leite Penteado,,,
263274107,True,tertiary,False,38.161,"LINESTRING (-46.836137 -23.3343098, -46.8361974 -23.3342888, -46.8362447 -23.3342759, -46.8363043 -23.3342694, -46.8363566 -23.3342747, -46.8364113 -23.3342882, -46.8364978 -23.3343128)",,,Avenida Pedro Celestino Leite Penteado,40,,
263274108,False,tertiary,True,61.001999999999995,"LINESTRING (-46.836137 -23.3343098, -46.8359694 -23.3343565, -46.8358527 -23.3343775, -46.8357146 -23.3343799, -46.8355496 -23.3343713)",,,Avenida Pedro Celestino Leite Penteado,,,
375159167,False,tertiary,False,33.179,"LINESTRING (-46.8364978 -23.3343128, -46.8365841 -23.3342398, -46.8366705 -23.3341936, -46.836767 -23.3341498)",,,Avenida Arnaldo Rojek,,,
375159167,False,tertiary,True,20.719,"LINESTRING (-46.8364978 -23.3343128, -46.8364622 -23.3343584, -46.8364056 -23.3344778)",,,Avenida Arnaldo Rojek,,,
263274106,True,tertiary,False,33.838,"LINESTRING (-46.8364056 -23.3344778, -46.8363637 -23.3344341, -46.8363238 -23.3343953, -46.8362973 -23.3343769, -46.8362735 -23.3343633, -46.8362208 -23.3343387, -46.836137 -23.3343098)",,,Avenida Pedro Celestino Leite Penteado,40,,
375159167,False,tertiary,False,20.719,"LINESTRING (-46.8364056 -23.3344778, -46.8364622 -23.3343584, -46.8364978 -23.3343128)",,,Avenida Arnaldo Rojek,,,
375159167,False,tertiary,True,49.843,"LINESTRING (-46.8364056 -23.3344778, -46.8363327 -23.3347852, -46.8363205 -23.3348368, -46.8363018 -23.3349158)",,,Avenida Arnaldo Rojek,,,
711899614,False,residential,False,8.612,"LINESTRING (-46.8377316 -23.3340247, -46.8377148 -23.3341006)",,,Avenida Jordano Mendes,,,
