osmid,oneway,ref,highway,maxspeed,junction,reversed,length,name,geometry,width,lanes
23083932,True,E 10,trunk,60,roundabout,False,4.672,,"LINESTRING (13.6203111 68.1493671, 13.6202433 68.1494007)",,
686343877,False,,residential,,,True,45.694,Storgata,"LINESTRING (13.6037113 68.1454392, 13.6027544 68.1452343)",,
23083952,False,,residential,,,False,116.661,Sjøveien,"LINESTRING (13.6037113 68.1454392, 13.6037704 68.1453975, 13.6040032 68.1452092, 13.6042507 68.1449791, 13.6042844 68.1449508, 13.6045074 68.1447641, 13.6048511 68.14448)",,
123969212,False,,residential,,,False,186.197,Storgata,"LINESTRING (13.6037113 68.1454392, 13.6039582 68.1454988, 13.6047116 68.1456807, 13.6054141 68.1458549, 13.6054801 68.1458713, 13.6064649 68.1461297, 13.6074232 68.1463846)",,
23083932,True,E 10,trunk,60,roundabout,False,12.523,,"LINESTRING (13.6202961 68.1492591, 13.6203278 68.1492846, 13.6203411 68.1493124, 13.6203356 68.1493404, 13.6203111 68.1493671)",,
564463164,True,,unclassified,,,False,30.139,,"LINESTRING (13.6202961 68.1492591, 13.6205073 68.1492505, 13.6207195 68.1492379, 13.6208152 68.1492373, 13.6210194 68.1492448)",,
23083932,True,E 10,trunk,60,roundabout,False,14.059999999999999,,"LINESTRING (13.6198138 68.1493904, 13.6197582 68.1493538, 13.6197433 68.1493262, 13.6197474 68.1492981, 13.6197702 68.1492713)",,
564463163,True,,residential,,,False,37.301,Storgata,"LINESTRING (13.6198138 68.1493904, 13.6193056 68.1493882, 13.618916 68.1493688)",,
23083932,True,E 10,trunk,60,roundabout,False,6.268,,"LINESTRING (13.6197702 68.1492713, 13.6198104 68.1492474, 13.6198653 68.149228)",,
23083943,False,E 10,trunk,60,,True,281.573,Storvollveien,"LINESTRING (13.6179324 68.1464497, 13.6181354 68.1467735, 13.618337 68.147073, 13.6188069 68.1477168, 13.6196908 68.148829, 13.6197347 68.1488909)",,
564122854,True,E 10,trunk,60,,False,41.747,Storvollveien,"LINESTRING (13.6179324 68.1464497, 13.6178403 68.1463802, 13.6177148 68.1462759, 13.6175759 68.1461644, 13.6175077 68.1461092)",,
23083948,False,,residential,50,,True,192.851,Storgata,"LINESTRING (13.618916 68.1493688, 13.6187777 68.149361, 13.6185591 68.1493447, 13.6184089 68.1493196, 13.6182213 68.1492678, 13.6176893 68.1491338, 13.6171819 68.1490041, 13.6170269 68.1489627, 13.6168173 68.1489047, 13.616125 68.1487117, 13.6157404 68.1485996, 13.6150658 68.1484162)",,
