osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,junction,lanes,bridge
4940884,Jernbanesvingen,unclassified,False,False,331.95099999999996,"LINESTRING (10.8358923 59.7182739, 10.835702 59.7182397, 10.8355076 59.7182027, 10.8353305 59.7181543, 10.8352688 59.7181063, 10.8352407 59.718043, 10.8352188 59.7179938, 10.8351624 59.7177534, 10.8351451 59.7176523, 10.8351341 59.7175874, 10.8351189 59.7174434, 10.8351197 59.7173164, 10.8351198 59.717301, 10.8351207 59.7171583, 10.8351816 59.7169907, 10.8352382 59.7168352, 10.8352875 59.7166965, 10.8353245 59.7165893, 10.8353265 59.7165152, 10.8352642 59.7163223, 10.8352409 59.7162458, 10.8352449 59.7161853, 10.8352811 59.7161289, 10.8358019 59.7158189, 10.8360674 59.7156503)",,,,,
"[161576217, 183273681]",Jernbaneveien,primary,False,True,34.43,"LINESTRING (10.8358923 59.7182739, 10.8359256 59.7182275, 10.8359551 59.7181851, 10.8359937 59.7181379, 10.8360207 59.718109, 10.8360583 59.7180713, 10.8361097 59.7180272, 10.8361528 59.7179948)",152,40,,,
249997792,Jernbaneveien,primary,False,False,11.525,"LINESTRING (10.8358923 59.7182739, 10.8358769 59.7182978, 10.8358654 59.7183312, 10.8358587 59.7183757)",152,40,,,
249997805,,primary,True,False,7.954,"LINESTRING (10.8461499 59.7216259, 10.8461951 59.721619, 10.8462224 59.7216185, 10.8462424 59.7216181, 10.8462886 59.7216232)",154;152,40,roundabout,,
250351472,,primary,True,False,7.128,"LINESTRING (10.8386251 59.716119, 10.8386666 59.7161232, 10.8387057 59.7161315, 10.8387409 59.7161434)",153;154,50,roundabout,,
250212873,Oppegårdveien,secondary,True,False,26.142,"LINESTRING (10.829728 59.7206765, 10.8297384 59.7206071, 10.8297498 59.7205822, 10.8297647 59.7205444, 10.8297744 59.7205012, 10.8297773 59.7204701, 10.8297769 59.7204433)",1372,40,,,
250212853,Nordbyveien,secondary,True,False,14.282,"LINESTRING (10.8321581 59.7205801, 10.8321749 59.7206111, 10.8321737 59.7206432, 10.8321547 59.7206738, 10.8321195 59.7207006)",1378,40,roundabout,,
"[250212856, 1150490722]",Nordbyveien,secondary,True,False,30.064,"LINESTRING (10.8321581 59.7205801, 10.832244 59.720599, 10.8323621 59.7206143, 10.8325425 59.7206404, 10.8326686 59.7206615)",1378,40,,,
23283074,Nordbyveien,secondary,True,False,15.030000000000001,"LINESTRING (10.8297893 59.7202837, 10.8298373 59.7202716, 10.8298903 59.7202677, 10.8299431 59.7202723, 10.8299903 59.7202851, 10.8300273 59.7203047)",1378,40,roundabout,,
250212865,Nordbyveien,secondary,True,False,10.462,"LINESTRING (10.8299573 59.7204523, 10.8299105 59.720458, 10.8298727 59.7204577, 10.8298217 59.7204531, 10.8297769 59.7204433)",1378,40,roundabout,,
250212872,Oppegårdveien,secondary,True,False,28.225,"LINESTRING (10.8299573 59.7204523, 10.8299307 59.7204819, 10.829908 59.720511, 10.8298714 59.720553, 10.8298327 59.7205964, 10.8298111 59.7206224, 10.829728 59.7206765)",1372,40,,,
250212861,Nordbyveien,secondary,True,False,17.803,"LINESTRING (10.8297523 59.72043, 10.8297253 59.7204019, 10.8297163 59.720368, 10.8297237 59.7203391, 10.8297373 59.7203184, 10.8297602 59.7202993, 10.8297893 59.7202837)",1378,40,roundabout,,
250212867,Nordbyveien,secondary,True,False,1.809,"LINESTRING (10.8321195 59.7207006, 10.8320963 59.7207119)",1378,40,roundabout,,
183284241,Holteveien,residential,False,True,55.068,"LINESTRING (10.8331666 59.7214669, 10.8326783 59.7218966)",,,,,
250212829,Holteveien,residential,False,False,43.556,"LINESTRING (10.8331666 59.7214669, 10.8335708 59.7216068, 10.8337989 59.7216943)",,,,,
250212829,Holteveien,residential,False,True,89.405,"LINESTRING (10.8331666 59.7214669, 10.8328173 59.7213298, 10.8325697 59.7212059, 10.8321399 59.7209581, 10.8320709 59.7208908)",,,,,
250212876,Vestveien,tertiary,False,False,80.441,"LINESTRING (10.8320487 59.720306, 10.8322141 59.7195874)",,,,,
343981736,Vestveien,tertiary,True,False,26.631999999999998,"LINESTRING (10.8320487 59.720306, 10.8320898 59.7204273, 10.8320973 59.7204834, 10.8321077 59.7205434)",,,,,
343981732,Vestveien,tertiary,False,False,261.532,"LINESTRING (10.8320044 59.7178682, 10.8316335 59.7166106, 10.8315643 59.7163767, 10.8315453 59.7163142, 10.8314289 59.7159231, 10.8313833 59.71577, 10.8313114 59.7155423)",,,,,
"[820178721, 343981726]",Vestveien,tertiary,True,False,145.187,"LINESTRING (10.8320044 59.7178682, 10.832097 59.7180009, 10.832199 59.7182517, 10.8322253 59.7183091, 10.8322474 59.7183729, 10.8322641 59.7184231, 10.8323031 59.7185257, 10.8323293 59.7185982, 10.8323516 59.7186999, 10.8323682 59.7187788, 10.8323793 59.7188549, 10.8323871 59.718951, 10.8323874 59.7190252, 10.8323672 59.7191527)",,,,,
249992882,,primary,True,False,14.606000000000002,"LINESTRING (10.8460463 59.7217353, 10.8460403 59.7217092, 10.8460488 59.7216833, 10.8460712 59.7216596, 10.8461058 59.72164, 10.8461499 59.7216259)",154;152,40,roundabout,,
249997798,Kirkeveien,primary,True,False,39.842,"LINESTRING (10.8460463 59.7217353, 10.845927 59.7216987, 10.8458182 59.7216676, 10.8457058 59.7216412, 10.8456129 59.7216201, 10.8454183 59.7215683)",152;154,40,,,
30783340,Villaveien,residential,False,True,66.556,"LINESTRING (10.8441835 59.7236858, 10.844472 59.723747, 10.8452847 59.7239094)",,,,,
