osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,bridge,junction,tunnel
44360650,Lysthaugen,residential,False,False,40.022,"LINESTRING (5.8642123 61.4495455, 5.8641759 61.4494415, 5.8643255 61.4492809, 5.8643704 61.4492052)",,,,,,
"[1062250820, 385359445]","['Fjellvegen', 'Hafstadvegen']",trunk,True,False,117.15899999999999,"LINESTRING (5.8642123 61.4495455, 5.8640056 61.4495938, 5.8636253 61.4496147, 5.863078 61.4496433, 5.8627473 61.4496418, 5.8624745 61.449626, 5.8622235 61.4495943, 5.862085 61.4495424)",E 39;5,50,,,,
369665178,Langebruvegen,tertiary,True,False,10.185,"LINESTRING (5.8565811 61.4494836, 5.8566802 61.449562)",,,,,,
"[783115976, 783115974]",Fjellvegen,trunk,True,False,89.378,"LINESTRING (5.8565811 61.4494836, 5.8572276 61.4494455, 5.8582546 61.4494055)",E 39;5,50,2,,,
369665153,Fjellvegen,trunk,False,True,32.337,"LINESTRING (5.8541954 61.4496166, 5.8545119 61.4495964, 5.8548 61.4495845)",E 39;5,50,,,,
369665154,Fjellvegen,trunk,True,False,67.476,"LINESTRING (5.8541954 61.4496166, 5.8540258 61.4496438, 5.8538045 61.4496836, 5.8535926 61.4497304, 5.8532506 61.4498121, 5.8530436 61.4498688)",E 39;5,50,,,,
385356074,Storehagen,primary,True,False,8.588,"LINESTRING (5.8572593 61.4522049, 5.8570981 61.4522104)",601,30,,,,
385356066,Langebruvegen,unclassified,True,False,25.587,"LINESTRING (5.8572593 61.4522049, 5.8572657 61.4522763, 5.8572409 61.4524345)",,,,,,
783115968,Naustdalsvegen,unclassified,False,False,6.993,"LINESTRING (5.8499637 61.4531932, 5.8500953 61.4531925)",,50,,,,
783115968,Naustdalsvegen,unclassified,False,True,13.906,"LINESTRING (5.8499637 61.4531932, 5.849702 61.4531939)",,50,,,,
"[757511563, 44843596]",Naustdalsvegen,trunk,True,False,96.38399999999999,"LINESTRING (5.8499637 61.4531932, 5.8499553 61.4528328, 5.8499468 61.452473, 5.8499384 61.4523265)",5,50,2,,,
385356063,Angedalsvegen,primary,True,False,54.730999999999995,"LINESTRING (5.8582621 61.4520987, 5.8579485 61.452148, 5.8574423 61.4521949, 5.8572593 61.4522049)",601,30,2,,,
385362970,Angedalsvegen,primary,False,False,20.026,"LINESTRING (5.8582621 61.4520987, 5.8583445 61.4520949, 5.8586361 61.4520767)",601,30,,,,
43842153,Kyrkjevegen,residential,False,True,90.505,"LINESTRING (5.8573724 61.4530041, 5.8575767 61.4529977, 5.858144 61.4529706, 5.8583019 61.4529677, 5.8584096 61.4529727, 5.8585298 61.4529889, 5.8587068 61.4530341, 5.8589601 61.45314)",,,,,,
48201679,Langebruvegen,unclassified,False,True,63.721999999999994,"LINESTRING (5.8573724 61.4530041, 5.8572947 61.4526516, 5.8572835 61.4526063, 5.8572409 61.4524345)",,,,,,
"[1198903906, 1198903909]",Langebruvegen,unclassified,False,"[False, True]",175.61800000000002,"LINESTRING (5.8573724 61.4530041, 5.857576 61.4539492, 5.8576188 61.4541346, 5.8576173 61.4542199, 5.8576018 61.4542686, 5.8575752 61.4543186, 5.8575192 61.4543846, 5.8573325 61.4545471)",,,,,,
44388242,Hafstadvegen,unclassified,False,True,29.055,"LINESTRING (5.862085 61.4495424, 5.8620289 61.4496171, 5.8619432 61.4496589, 5.8617258 61.4497255)",,,,,,
49140909,Fjellvegen,trunk,False,False,161.127,"LINESTRING (5.862085 61.4495424, 5.8615292 61.4494388, 5.8612984 61.4494001, 5.8611053 61.4493754, 5.8608282 61.4493527, 5.8605506 61.4493438, 5.8601134 61.4493513, 5.8591231 61.4493921)",E 39;5,50,,,,
"[783115938, 783115939, 385359446]","['Fjellvegen', 'Hafstadvegen']",trunk,True,False,113.68199999999999,"LINESTRING (5.862085 61.4495424, 5.8622471 61.4495349, 5.862478 61.4495508, 5.8627593 61.449568, 5.8630744 61.4495699, 5.8636015 61.4495495, 5.8639898 61.4495297, 5.8642123 61.4495455)",E 39;5,50,2,,,
44916954,Hafstadvegen,trunk,True,False,53.178000000000004,"LINESTRING (5.8486768 61.4502518, 5.848829 61.4501947, 5.8489906 61.4501447, 5.8491589 61.4501024, 5.8493212 61.4500665, 5.8494459 61.4500435, 5.849553 61.4500278)",E 39,50,2,,,
