osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,lanes,ref
674787520,Gjerdegata,residential,40,False,True,74.395,"LINESTRING (5.8449442 62.3444655, 5.845183 62.3445796, 5.8452426 62.3446197, 5.8453632 62.3447154, 5.8454728 62.3448267, 5.8455131 62.3448791, 5.8456167 62.3449917, 5.8456611 62.3450372)",,,,
751245002,Kyrkjegata,residential,40,False,True,88.636,"LINESTRING (5.8449442 62.3444655, 5.8450117 62.3444477, 5.8453771 62.3443515, 5.84586 62.3442248, 5.8462467 62.3441083, 5.8464324 62.3440692)",,,,
39501851,Bjørndalvegen,residential,40,False,False,47.766,"LINESTRING (5.851526 62.341754, 5.8515843 62.3417227, 5.8518416 62.3415816, 5.8519531 62.3414976, 5.8520995 62.341418)",,,,
39501851,Bjørndalvegen,residential,40,False,True,203.25799999999998,"LINESTRING (5.851526 62.341754, 5.8513371 62.3418553, 5.8510934 62.3419859, 5.8509299 62.3420546, 5.8506992 62.3421795, 5.8505411 62.3422756, 5.8504645 62.3423221, 5.8496801 62.342743, 5.8494601 62.3428577, 5.8493485 62.3429236, 5.8492761 62.3429787, 5.8491671 62.3431286, 5.8491185 62.3431822)",,,,
986804874,Bjørndalvegen,unclassified,40,False,False,35.653,"LINESTRING (5.851526 62.341754, 5.851419 62.341702, 5.8513 62.341648, 5.851026 62.341533)",,,,
674477515,Kyrkjegata,residential,40,False,True,284.00800000000004,"LINESTRING (5.8372342 62.3462637, 5.837396 62.3462247, 5.8382367 62.3460346, 5.8385464 62.3459693, 5.8391323 62.3458354, 5.8393295 62.3457952, 5.8397154 62.3457105, 5.8398818 62.3456691, 5.8403126 62.3455783, 5.840426 62.3455506, 5.8409053 62.3454468, 5.8415851 62.3452857, 5.8418512 62.3452175, 5.8420827 62.3451542, 5.8421756 62.3451448)",,,,
674774802,Saunesvegen,residential,40,False,True,81.866,"LINESTRING (5.8524845 62.3398419, 5.8527627 62.3398517, 5.8530202 62.3398694, 5.853174 62.3398886, 5.8533881 62.3399064, 5.8535526 62.3399092, 5.8536939 62.3399185, 5.8538345 62.3399414, 5.8540404 62.3399677)",,,,
39501749,Kyrkjegata,unclassified,40,False,False,50.473,"LINESTRING (5.8440353 62.3441933, 5.8440771 62.3442615, 5.844148 62.3443784, 5.8442274 62.3444899, 5.844283 62.3445474, 5.8443698 62.3446178)",,,,
390883768,Vikemyra,tertiary,40,False,False,52.518,"LINESTRING (5.8516868 62.3431328, 5.8517876 62.3431206, 5.8519808 62.3430873, 5.8522042 62.3430433, 5.8523626 62.3430158, 5.8526339 62.3429615)",,,,
390883768,Vikemyra,tertiary,40,False,True,23.076,"LINESTRING (5.8516868 62.3431328, 5.8515221 62.3431666, 5.8512621 62.3431948)",,,,
"[674459562, 674459563, 751244943]",Vikemyra,residential,40,False,False,181.97600000000006,"LINESTRING (5.8516868 62.3431328, 5.8516651 62.3430745, 5.8516601 62.3430164, 5.8516762 62.3429691, 5.851751 62.3429255, 5.8518484 62.3428533, 5.851965 62.342777, 5.8520333 62.3427378, 5.8520812 62.3427169, 5.8521851 62.3426765, 5.8524915 62.3425641, 5.8527284 62.3424632, 5.8528845 62.3423858, 5.8529375 62.3423523, 5.8529918 62.342308, 5.8530095 62.3422922, 5.8530228 62.3422702, 5.8530437 62.3421839, 5.8530477 62.3421516, 5.853032 62.3420819, 5.8530373 62.342046, 5.8530311 62.3420212, 5.8530376 62.3419945, 5.8530555 62.3419622, 5.8530846 62.3418855, 5.8530851 62.3418656, 5.8530664 62.3418563, 5.8529593 62.3418248, 5.8529091 62.3418052, 5.8528968 62.3417935)",yes,,,
751244909,Holsekervegen,tertiary,40,False,True,54.504,"LINESTRING (5.8548396 62.3424802, 5.8542953 62.3424974, 5.854119 62.3425084, 5.8539166 62.3425167, 5.8537907 62.3425304)",,,,
751244910,Bakkegata,tertiary,40,False,False,56.696,"LINESTRING (5.8373072 62.3463921, 5.8374291 62.3464093, 5.837566 62.3464208, 5.8377255 62.3464247, 5.8381239 62.3464331, 5.8383973 62.3464293)",,,,
39501747,Gjerdegata,tertiary,40,False,True,405.782,"LINESTRING (5.8383973 62.3464293, 5.8386113 62.3463743, 5.8389062 62.3463304, 5.8391802 62.3462808, 5.8400031 62.346122, 5.8404241 62.3460442, 5.8405529 62.3460175, 5.8408062 62.3459719, 5.8422728 62.3456885, 5.8428361 62.3455831, 5.8432787 62.3454967, 5.8436153 62.345427, 5.8437944 62.3453899, 5.8444749 62.3452641, 5.844666 62.3452234, 5.8452937 62.345106, 5.8455345 62.3450559, 5.8456611 62.3450372)",,,,
362380188,Bakkegata,residential,40,False,False,101.96799999999999,"LINESTRING (5.8383973 62.3464293, 5.8386802 62.3464456, 5.8388076 62.3464487, 5.8389269 62.3464475, 5.8390108 62.3464522, 5.839195 62.3464545, 5.8393712 62.3464508, 5.839575 62.346439, 5.83971 62.3464245, 5.8403579 62.3463807)",,,,
751244910,Bakkegata,tertiary,40,False,True,56.696000000000005,"LINESTRING (5.8383973 62.3464293, 5.8381239 62.3464331, 5.8377255 62.3464247, 5.837566 62.3464208, 5.8374291 62.3464093, 5.8373072 62.3463921)",,,,
362380188,Bakkegata,residential,40,False,False,194.64000000000001,"LINESTRING (5.8403579 62.3463807, 5.8405224 62.3463518, 5.8416674 62.3462397, 5.8425549 62.3461431, 5.8433523 62.3460486, 5.843993 62.3459781, 5.8440242 62.3459741)",,,,
362380188,Bakkegata,residential,40,False,True,101.96800000000002,"LINESTRING (5.8403579 62.3463807, 5.83971 62.3464245, 5.839575 62.346439, 5.8393712 62.3464508, 5.839195 62.3464545, 5.8390108 62.3464522, 5.8389269 62.3464475, 5.8388076 62.3464487, 5.8386802 62.3464456, 5.8383973 62.3464293)",,,,
362380188,Bakkegata,residential,40,False,False,46.621,"LINESTRING (5.845691 62.3457816, 5.846112 62.345748, 5.846363 62.3457357, 5.8465864 62.3457297)",,,,
