osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,bridge
34598036,4424,Figgjoveien,secondary,50,False,True,273.612,"LINESTRING (5.840426 58.772822, 5.840654 58.772639, 5.840869 58.772477, 5.841005 58.772386, 5.841391 58.772136, 5.843315 58.770925, 5.8433647 58.770892)",,,
782208031,,Holmaveien,residential,50,False,False,22.354,"LINESTRING (5.840426 58.772822, 5.840345 58.7728, 5.84028 58.772783, 5.840208 58.772773, 5.840132 58.772778, 5.840072 58.772799)",,,
103830402,,Rishagen,residential,30,False,True,113.111,"LINESTRING (5.850229 58.772463, 5.850055 58.77239, 5.849765 58.772247, 5.84964 58.772227, 5.849507 58.772226, 5.849409 58.772202, 5.84938 58.772152, 5.849361 58.772038, 5.849354 58.77193, 5.849301 58.771864, 5.849252 58.771787, 5.849243 58.771762, 5.84924 58.771714)",,,
782207680,,Nannas gate,residential,30,False,True,51.945,"LINESTRING (5.847595 58.765214, 5.84781 58.765111, 5.848133 58.764942, 5.84824 58.764888)",,,
"[782207368, 167567409]",,Sveaveien,residential,30,False,"[False, True]",39.248000000000005,"LINESTRING (5.850036 58.76641, 5.850131 58.766452, 5.850289 58.766515, 5.850416 58.766564, 5.8505085 58.7665959, 5.850581 58.766621)",,,
334729511,,Bethelveien,residential,30,False,False,37.489000000000004,"LINESTRING (5.8510889 58.7653618, 5.850858 58.765232, 5.850659 58.765109)",,,
782206540,,,residential,,False,True,113.723,"LINESTRING (5.8486399 58.7700678, 5.8484696 58.7701722, 5.8483717 58.7702389, 5.8482805 58.7702994, 5.8481611 58.7703655, 5.8480673 58.7704065, 5.847964 58.7704468, 5.8478674 58.770476, 5.847744 58.7705129, 5.8476193 58.7705386, 5.8473524 58.7705866, 5.8472099 58.7706157, 5.8470628 58.7706056)",,,
284444923,4424,,secondary,50,True,False,1.557,"LINESTRING (5.843881 58.770501, 5.843908 58.770501)",roundabout,,
284444921,4424,Ole Nielsens vei,secondary,50,True,False,80.696,"LINESTRING (5.84406 58.770577, 5.8441652 58.7705906, 5.844295 58.770637, 5.844374 58.770659, 5.844788 58.770755, 5.845098 58.770818, 5.845325 58.770881)",,1,
284444923,4424,,secondary,50,True,False,11.732000000000001,"LINESTRING (5.84406 58.770577, 5.844059 58.770598, 5.844045 58.770621, 5.84402 58.770642, 5.843984 58.770658, 5.843964 58.770662)",roundabout,,
