osmid,bridge,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,width
655900024,yes,True,1,2596,Byrbrua,secondary,40,False,40.378,"LINESTRING (9.7406257 61.5985764, 9.7406586 61.5984722, 9.7406787 61.5984212, 9.7407183 61.5983625, 9.7407834 61.5982878, 9.7407914 61.5982786, 9.7408477 61.5982324)",,
1163541153,,False,,2596,Nedregata,secondary,40,False,17.778,"LINESTRING (9.7406257 61.5985764, 9.7405955 61.5986288, 9.7405577 61.5987328)",,
829430658,,False,,2596,Nedregata,secondary,40,True,375.036,"LINESTRING (9.7566969 61.5923922, 9.7560008 61.5926168, 9.7558344 61.5926696, 9.7551399 61.5928898, 9.7547518 61.5930129, 9.7545996 61.5930612, 9.7544478 61.5931093, 9.7542113 61.5931872, 9.7541074 61.5932214, 9.7537798 61.5933294, 9.7534202 61.5934386, 9.753389 61.5934486, 9.7533467 61.5934622, 9.7532203 61.5935029, 9.7530017 61.5935727, 9.7528559 61.5936193, 9.7525839 61.5937039, 9.7525314 61.5937201, 9.7523849 61.5937654, 9.7520946 61.5938551, 9.751391 61.5940757, 9.7507968 61.594262)",,
1055745744,,False,,,Strandgata,residential,40,True,59.879999999999995,"LINESTRING (9.7566969 61.5923922, 9.7566596 61.5923637, 9.7562469 61.5920474, 9.7560926 61.5919369)",,
1055745744,,False,,,Strandgata,residential,40,False,83.113,"LINESTRING (9.754953 61.5914555, 9.755069 61.591469, 9.7552172 61.5915002, 9.7553667 61.5915417, 9.7555039 61.5915835, 9.7556557 61.5916448, 9.7558239 61.5917427, 9.7560926 61.5919369)",,
"[1055745744, 501124270]",,False,,,Strandgata,residential,40,True,265.04900000000004,"LINESTRING (9.754953 61.5914555, 9.7547842 61.5914727, 9.7546779 61.5914993, 9.7545355 61.5915433, 9.7543539 61.5916152, 9.7543049 61.5916412, 9.7539076 61.591852, 9.752695 61.59246, 9.751545 61.592922, 9.7514102 61.5929843, 9.7513514 61.5930115, 9.7512753 61.5930467)",,
965766628,,True,,,Strandgata,residential,40,False,34.279,"LINESTRING (9.7411699 61.5987672, 9.7410516 61.5987907, 9.7409647 61.5988049, 9.7409011 61.598813, 9.7408325 61.5988192, 9.7407561 61.5988236, 9.7406975 61.5988237, 9.7406855 61.5988238, 9.7406467 61.5988232, 9.7406094 61.5988226, 9.7405412 61.5988188)",yes,
"[1055745745, 501124270]",,False,,,Strandgata,residential,40,False,857.8470000000003,"LINESTRING (9.7411699 61.5987672, 9.7412474 61.59875, 9.7412983 61.5987349, 9.7413131 61.5987305, 9.7413721 61.5987073, 9.7414345 61.5986687, 9.7415042 61.5986183, 9.7415887 61.5985487, 9.7416303 61.598507, 9.7417247 61.5984044, 9.7417528 61.5983719, 9.7417832 61.5983286, 9.7419495 61.5980888, 9.7424457 61.5973539, 9.7427622 61.5967683, 9.7428004 61.5967108, 9.7428322 61.596671, 9.7428812 61.5966221, 9.7429432 61.5965808, 9.7430197 61.5965335, 9.7432145 61.5964333, 9.7432986 61.5963901, 9.74347 61.596302, 9.7434965 61.5962894, 9.7436258 61.596228, 9.7438042 61.5961433, 9.7439475 61.5960894, 9.7441403 61.5960235, 9.7443886 61.5959504, 9.7444909 61.5959194, 9.7446015 61.5958841, 9.7446588 61.5958608, 9.7447228 61.5958214, 9.7447786 61.5957827, 9.7448517 61.5957339, 9.7449389 61.5956845, 9.7449938 61.5956566, 9.7451569 61.5955738, 9.7452743 61.5955141, 9.745572 61.595375, 9.7457785 61.595286, 9.745942 61.5952175, 9.7460937 61.5951539, 9.746343 61.5950524, 9.746437 61.5950181, 9.7466555 61.5949385, 9.7469978 61.5948261, 9.747314 61.5947256, 9.7473992 61.5946985, 9.7475001 61.5946664, 9.7478654 61.5945452, 9.7480849 61.5944687, 9.7485903 61.5942957, 9.7488732 61.5941935, 9.7489662 61.59416, 9.7490395 61.594129, 9.7494354 61.593936, 9.7496655 61.5938208, 9.7498395 61.5937348, 9.7504009 61.5934574, 9.7504365 61.5934398, 9.7505429 61.5933871, 9.750906 61.5932174, 9.7511767 61.5930923, 9.7512753 61.5930467)",yes,
33061316,,False,1,,Kåjavegen,residential,30,False,168.917,"LINESTRING (9.7560926 61.5919369, 9.75508 61.592305, 9.7539775 61.5927048, 9.753565 61.592865)",,
1055745744,,False,,,Strandgata,residential,40,False,59.879999999999995,"LINESTRING (9.7560926 61.5919369, 9.7562469 61.5920474, 9.7566596 61.5923637, 9.7566969 61.5923922)",,
1055745744,,False,,,Strandgata,residential,40,True,83.11300000000001,"LINESTRING (9.7560926 61.5919369, 9.7558239 61.5917427, 9.7556557 61.5916448, 9.7555039 61.5915835, 9.7553667 61.5915417, 9.7552172 61.5915002, 9.755069 61.591469, 9.754953 61.5914555)",,
485157915,,False,,,Torehaugvegen,residential,30,False,101.273,"LINESTRING (9.7469963 61.5985289, 9.746215 61.5993604)",,
109379650,,False,,,Knutheimen,residential,30,True,63.28099999999999,"LINESTRING (9.7469963 61.5985289, 9.7471354 61.5985158, 9.7472087 61.5984891, 9.7473175 61.598459, 9.7474208 61.5984376, 9.7475181 61.5984239, 9.7476282 61.5984216, 9.7477989 61.5984309, 9.7479364 61.598457, 9.7480911 61.5985113)",,
485157915,,False,,,Torehaugvegen,residential,30,True,164.10700000000003,"LINESTRING (9.7469963 61.5985289, 9.7469787 61.5982406, 9.7469973 61.5980815, 9.7470213 61.5979788, 9.7471207 61.5978439, 9.7472677 61.5977247, 9.7474346 61.597634, 9.7482663 61.5972918)",,
109227439,,False,,,Torehaugvegen,residential,30,False,140.728,"LINESTRING (9.7507658 61.5959721, 9.7505466 61.595967, 9.7503004 61.5959585, 9.7501854 61.5959573, 9.7500337 61.5959706, 9.7498264 61.5960053, 9.749612 61.5960615, 9.7493809 61.5961372, 9.749115 61.5962286, 9.7488952 61.596304, 9.7487092 61.5963504, 9.7486204 61.5963636, 9.7485232 61.5963754, 9.7483468 61.5963844)",,
647525151,,False,,,Torehaugvegen,residential,30,False,203.93699999999998,"LINESTRING (9.7507658 61.5959721, 9.7504485 61.5960703, 9.7500009 61.5962092, 9.7496214 61.596356, 9.7493204 61.5964781, 9.7491478 61.5965614, 9.7490108 61.5966472, 9.7489052 61.5967599, 9.7488485 61.5968301, 9.7487988 61.5969148, 9.7487235 61.5970429, 9.7487053 61.5970717, 9.7486731 61.5970999, 9.7482663 61.5972918)",,
109227439,,False,,,Torehaugvegen,residential,30,True,140.728,"LINESTRING (9.7483468 61.5963844, 9.7485232 61.5963754, 9.7486204 61.5963636, 9.7487092 61.5963504, 9.7488952 61.596304, 9.749115 61.5962286, 9.7493809 61.5961372, 9.749612 61.5960615, 9.7498264 61.5960053, 9.7500337 61.5959706, 9.7501854 61.5959573, 9.7503004 61.5959585, 9.7505466 61.595967, 9.7507658 61.5959721)",,
485157915,,False,,,Torehaugvegen,residential,30,True,101.273,"LINESTRING (9.746215 61.5993604, 9.7469963 61.5985289)",,
109227490,,True,,,Hønhaugvegen,residential,30,False,228.15,"LINESTRING (9.745425 61.5977951, 9.7455937 61.5978301, 9.7456747 61.5978469, 9.7458558 61.5978451, 9.7459222 61.5978429, 9.7459791 61.5978487, 9.7460293 61.5978749, 9.7460493 61.5979078, 9.7460274 61.5979579, 9.7459937 61.5980279, 9.7459374 61.5981448, 9.7457894 61.5984183, 9.7457768 61.598462, 9.7457617 61.5986398, 9.7457523 61.5986687, 9.7454468 61.5989813, 9.7454186 61.5990344, 9.7454309 61.5990814, 9.7454839 61.5991354, 9.745575 61.599189, 9.7456705 61.5992352, 9.7457864 61.5992778, 9.7459042 61.5993057, 9.7460528 61.5993374, 9.746215 61.5993604)",destination,
121038379,,False,,,Byrevegen,residential,30,False,28.335,"LINESTRING (9.745425 61.5977951, 9.7454369 61.597863, 9.7454008 61.5980489)",,
121038379,,False,,,Byrevegen,residential,30,True,30.315999999999995,"LINESTRING (9.745425 61.5977951, 9.7453799 61.5977476, 9.7453501 61.5977213, 9.7453141 61.5976935, 9.7452871 61.5976743, 9.7451973 61.5976102, 9.7451758 61.5975969, 9.7451505 61.5975812, 9.7451183 61.5975664)",,
109227455,,False,,,Byrevegen,residential,30,False,133.66,"LINESTRING (9.7454008 61.5980489, 9.7451811 61.5980616, 9.7448802 61.598205, 9.7447913 61.5982532, 9.7444783 61.5984251, 9.7440778 61.5986451, 9.743894 61.5987044, 9.743717 61.5987784, 9.7436245 61.5988109, 9.7435749 61.5988422)",,
