osmid,name,highway,oneway,reversed,length,maxspeed,lanes,geometry
1192502213,Calle Cochabamba,residential,False,False,152.742,,,"LINESTRING (-66.2630582 -17.3386663, -66.2616198 -17.338707)"
1192502214,Calle Cochabamba,primary,False,True,83.569,60,,"LINESTRING (-66.2630582 -17.3386663, -66.2638447 -17.3386319)"
1249375908,Avenida Elías Meneses,primary,False,False,125.144,60,2,"LINESTRING (-66.2630582 -17.3386663, -66.2625271 -17.3396711)"
63093710,,residential,False,True,79.125,,1,"LINESTRING (-66.2626817 -17.3346055, -66.2626646 -17.3353169)"
"[1164511777, 809882787]",,residential,False,True,184.56,,1,"LINESTRING (-66.2626817 -17.3346055, -66.2637624 -17.3347489, -66.263777 -17.335367)"
63093710,,residential,False,False,79.125,,1,"LINESTRING (-66.2626646 -17.3353169, -66.2626817 -17.3346055)"
527452388,,residential,False,False,118.206,,1,"LINESTRING (-66.2626646 -17.3353169, -66.263777 -17.335367)"
63093710,,residential,False,True,100.056,,1,"LINESTRING (-66.2626646 -17.3353169, -66.2626456 -17.3361623, -66.2626377 -17.336216)"
63093734,,residential,False,False,120.093,,,"LINESTRING (-66.2661807 -17.3346334, -66.2650501 -17.3346742)"
63093734,,residential,False,True,67.615,,,"LINESTRING (-66.2661807 -17.3346334, -66.2668158 -17.3345864)"
63093742,,residential,False,False,156.72,,1,"LINESTRING (-66.2661807 -17.3346334, -66.2662339 -17.3360419)"
63093700,,residential,False,False,126.901,,,"LINESTRING (-66.2659569 -17.3385692, -66.2659865 -17.3397101)"
392387481,Calle Cochabamba,primary,True,False,82.741,40,,"LINESTRING (-66.2659569 -17.3385692, -66.2651775 -17.3385827)"
63093700,,residential,False,True,126.901,,,"LINESTRING (-66.2659865 -17.3397101, -66.2659569 -17.3385692)"
805834387,,residential,False,False,88.853,,,"LINESTRING (-66.2659865 -17.3397101, -66.2651506 -17.3396671)"
1249375906,,residential,False,False,73.04,,,"LINESTRING (-66.2659865 -17.3397101, -66.2660257 -17.3403659)"
1249375907,,residential,False,True,102.663,,,"LINESTRING (-66.2659865 -17.3397101, -66.2669531 -17.3397433)"
63093645,,residential,False,True,7.371,,,"LINESTRING (-66.2637785 -17.3359823, -66.2637106 -17.3359962)"
809882787,,residential,False,False,68.419,,1,"LINESTRING (-66.2637785 -17.3359823, -66.263777 -17.335367)"
63093645,,residential,False,False,86.476,,,"LINESTRING (-66.2637785 -17.3359823, -66.2638755 -17.3359722, -66.2642706 -17.336045, -66.2645853 -17.3360495)"
63093710,,residential,False,True,90.273,,1,"LINESTRING (-66.2623658 -17.3369501, -66.2618917 -17.3376241)"
63093710,,residential,False,False,88.113,,1,"LINESTRING (-66.2623658 -17.3369501, -66.2625839 -17.3365815, -66.2626377 -17.336216)"
361656446,Avenida Cochabamba,primary,False,False,106.741,60,,"LINESTRING (-66.2623658 -17.3369501, -66.2616026 -17.336484, -66.2615162 -17.3364367)"
361656446,Avenida Cochabamba,primary,False,True,184.121,60,,"LINESTRING (-66.2623658 -17.3369501, -66.2634123 -17.3376821, -66.263743 -17.3377744, -66.2638349 -17.3377862)"
63100407,,residential,False,False,72.346,,,"LINESTRING (-66.2669708 -17.3403937, -66.2669531 -17.3397433)"
63100407,,residential,False,True,52.839,,,"LINESTRING (-66.2669708 -17.3403937, -66.2670632 -17.340766, -66.2670949 -17.3408535)"
432051637,,residential,False,True,100.636,,,"LINESTRING (-66.2669708 -17.3403937, -66.2664039 -17.3404098, -66.2660257 -17.3403659)"
63093734,,residential,False,True,120.093,,,"LINESTRING (-66.2650501 -17.3346742, -66.2661807 -17.3346334)"
809882862,,residential,False,False,160.286,,1,"LINESTRING (-66.2650501 -17.3346742, -66.2650801 -17.3361154)"
63093754,Avenida Elías Meneses,primary,False,False,189.326,60,2,"LINESTRING (-66.2625271 -17.3396711, -66.2617088 -17.341184)"
753054946,,tertiary,False,False,138.277,60,2,"LINESTRING (-66.2625271 -17.3396711, -66.2612425 -17.339878)"
1249375908,Avenida Elías Meneses,primary,False,True,125.144,60,2,"LINESTRING (-66.2625271 -17.3396711, -66.2630582 -17.3386663)"
805834387,,residential,False,True,279.105,,,"LINESTRING (-66.2625271 -17.3396711, -66.2632248 -17.3395949, -66.2644538 -17.3396379, -66.2651506 -17.3396671)"
63093747,,residential,False,False,97.952,,,"LINESTRING (-66.2676203 -17.3385711, -66.2676176 -17.3376902)"
414751419,Calle Cochabamba,primary,False,True,113.689,60,2,"LINESTRING (-66.2676203 -17.3385711, -66.2686857 -17.3384658)"
805834385,,residential,False,True,132.974,,,"LINESTRING (-66.2676203 -17.3385711, -66.2675854 -17.3397665)"
1192481924,Calle Cochabamba,primary,True,False,73.47,60,2,"LINESTRING (-66.2676203 -17.3385711, -66.2669282 -17.3385812)"
63093623,Calle Doctor Eduardo Chavez,residential,False,False,94.043,,,"LINESTRING (-66.2638447 -17.3386319, -66.2638349 -17.3377862)"
1192502214,Calle Cochabamba,primary,False,False,83.569,60,,"LINESTRING (-66.2638447 -17.3386319, -66.2630582 -17.3386663)"
63093628,Avenida Cochabamba,residential,False,False,110.829,,,"LINESTRING (-66.2676176 -17.3376902, -66.2684881 -17.3371398)"
63093747,,residential,False,True,97.952,,,"LINESTRING (-66.2676176 -17.3376902, -66.2676203 -17.3385711)"
63093747,,residential,False,False,166.038,,,"LINESTRING (-66.2676176 -17.3376902, -66.267596 -17.3367323, -66.2676006 -17.3364736, -66.2676185 -17.3363147, -66.267634 -17.3361991)"
63093582,,residential,False,True,119.225,,,"LINESTRING (-66.2675854 -17.3397665, -66.2687068 -17.3398282)"
805834385,,residential,False,False,132.974,,,"LINESTRING (-66.2675854 -17.3397665, -66.2676203 -17.3385711)"
805834386,,residential,False,False,67.163,,,"LINESTRING (-66.2675854 -17.3397665, -66.2669531 -17.3397433)"
63093710,,residential,False,False,90.273,,1,"LINESTRING (-66.2618917 -17.3376241, -66.2623658 -17.3369501)"
63093710,,residential,False,True,123.823,,1,"LINESTRING (-66.2618917 -17.3376241, -66.2616198 -17.338707)"
527452389,,residential,False,True,39.301,,,"LINESTRING (-66.2618917 -17.3376241, -66.2622573 -17.33768)"
392387480,,primary,True,False,84.43100000000001,40,,"LINESTRING (-66.2659308 -17.3378103, -66.2659528 -17.3384724, -66.2659569 -17.3385692)"
1192480575,Avenida Cochabamba,residential,True,False,103.693,,,"LINESTRING (-66.2659308 -17.3378103, -66.2660321 -17.3377694, -66.2668987 -17.3377466)"
63093693,,residential,False,False,84.048,,,"LINESTRING (-66.2684229 -17.3362641, -66.267634 -17.3361991)"
414751420,,residential,False,False,169.492,,,"LINESTRING (-66.2684229 -17.3362641, -66.2684392 -17.3347399)"
414751420,,residential,False,True,99.03299999999999,,,"LINESTRING (-66.2684229 -17.3362641, -66.2684084 -17.3369515, -66.2684881 -17.3371398)"
63093645,,residential,False,False,53.029,,,"LINESTRING (-66.2645853 -17.3360495, -66.2650801 -17.3361154)"
63093645,,residential,False,True,86.476,,,"LINESTRING (-66.2645853 -17.3360495, -66.2642706 -17.336045, -66.2638755 -17.3359722, -66.2637785 -17.3359823)"
63093775,Calle Cochabamba,primary,True,False,7.466,60,,"LINESTRING (-66.2651775 -17.3385827, -66.2651074 -17.3385882)"
361656447,,primary,True,False,83.361,40,,"LINESTRING (-66.2651775 -17.3385827, -66.2651805 -17.3384984, -66.2651744 -17.3379095, -66.2651736 -17.3378331)"
63093734,,residential,False,False,67.615,,,"LINESTRING (-66.2668158 -17.3345864, -66.2661807 -17.3346334)"
805834388,,residential,False,True,171.4,,,"LINESTRING (-66.2668158 -17.3345864, -66.2668658 -17.3361271)"
63093734,,residential,False,True,174.233,,,"LINESTRING (-66.2668158 -17.3345864, -66.2671874 -17.3345575, -66.2674553 -17.3345708, -66.2683203 -17.3347308, -66.2684392 -17.3347399)"
361656446,Avenida Cochabamba,primary,False,True,106.741,60,,"LINESTRING (-66.2615162 -17.3364367, -66.2616026 -17.336484, -66.2623658 -17.3369501)"
527452390,,residential,False,True,203.85199999999998,,1,"LINESTRING (-66.2615162 -17.3364367, -66.2615344 -17.3363528, -66.2615344 -17.3346052)"
