osmid,oneway,name,highway,reversed,length,access,bridge,lanes,geometry
797247305,False,Avenida Santa Cruz,residential,False,120.316,yes,,2,"LINESTRING (-64.9070866 -14.8328714, -64.9069757 -14.8317947)"
797247304,True,Avenida Santa Cruz,residential,False,141.63400000000001,yes,,2,"LINESTRING (-64.9070866 -14.8328714, -64.9071161 -14.8329617, -64.907252 -14.8341334)"
143486634,False,Calle Rodolfo Arauz M.,residential,False,125.01,,,,"LINESTRING (-64.908135 -14.8317052, -64.9069757 -14.8317947)"
143622867,False,Calle Tomás Melitón Villavicencio,residential,False,118.684,,,,"LINESTRING (-64.908135 -14.8317052, -64.9080157 -14.8306441)"
143622867,False,Calle Tomás Melitón Villavicencio,residential,True,115.11,,,,"LINESTRING (-64.908135 -14.8317052, -64.9082337 -14.832736)"
143346721,True,Av. Cochabamba,residential,False,126.947,,,,"LINESTRING (-64.9021715 -14.8345526, -64.902266 -14.8356906)"
143346725,True,Calle Manuel Limpias,residential,False,148.29,,,,"LINESTRING (-64.9021715 -14.8345526, -64.9035466 -14.8344452)"
"[143627416, 797247302]",False,Calle Néstor Suárez,residential,True,128.263,,yes,,"LINESTRING (-64.9065977 -14.8388699, -64.9070781 -14.8387001, -64.9073892 -14.8386016, -64.9077319 -14.8385142)"
143638263,False,Calle Costanera Oeste,residential,False,221.078,,,,"LINESTRING (-64.9065977 -14.8388699, -64.9063617 -14.8384546, -64.9062896 -14.8383401, -64.9062264 -14.8383299, -64.9061072 -14.8383739, -64.9058095 -14.8385256, -64.9050452 -14.8389845)"
"[143638281, 143638258, 143638245]",False,Calle Pedro de la Rocha,residential,False,132.805,,yes,2,"LINESTRING (-64.9050452 -14.8389845, -64.905011 -14.8387417, -64.904968 -14.8383017, -64.9049271 -14.8377959)"
143638263,False,Calle Costanera Oeste,residential,True,221.07799999999997,,,,"LINESTRING (-64.9050452 -14.8389845, -64.9058095 -14.8385256, -64.9061072 -14.8383739, -64.9062264 -14.8383299, -64.9062896 -14.8383401, -64.9063617 -14.8384546, -64.9065977 -14.8388699)"
143638290,False,Avenida del Mar,residential,True,54.488,,,,"LINESTRING (-64.9012618 -14.831079, -64.9017687 -14.8310763)"
143647017,True,Calle 9 de Abril,residential,False,160.93,,,,"LINESTRING (-64.9008263 -14.8319933, -64.9009453 -14.833436)"
143344924,True,Calle Nicolás Suárez,residential,False,8.266,,,,"LINESTRING (-64.9044421 -14.8320028, -64.9044504 -14.8320767)"
277432292,True,Avenida Libertador Simón Bolívar,primary,False,169.672,,,,"LINESTRING (-64.9044421 -14.8320028, -64.9058952 -14.8318469, -64.9060074 -14.8318771)"
143638252,True,Avenida Libertador Simón Bolívar,primary,False,116.197,,,,"LINESTRING (-64.9008023 -14.8318743, -64.9018624 -14.8320788)"
143647017,True,Calle 9 de Abril,residential,False,13.481,,,,"LINESTRING (-64.9008023 -14.8318743, -64.9008263 -14.8319933)"
143344559,True,Avenida Cipriano Barace,residential,False,10.426,,,,"LINESTRING (-64.9033604 -14.8322576, -64.9033498 -14.8321644)"
143638247,True,Avenida Libertador Simón Bolívar,primary,False,149.15699999999998,,,,"LINESTRING (-64.9033604 -14.8322576, -64.9030691 -14.8322727, -64.9019758 -14.8321995)"
143346721,True,Av. Cochabamba,residential,False,127.632,,,,"LINESTRING (-64.9019758 -14.8321995, -64.9020726 -14.8333435)"
143638247,True,Avenida Libertador Simón Bolívar,primary,False,7.937,,,,"LINESTRING (-64.9019758 -14.8321995, -64.9019032 -14.8321865)"
143346721,True,Av. Cochabamba,residential,False,12.114,,,,"LINESTRING (-64.901945 -14.8320947, -64.9019758 -14.8321995)"
143638252,True,Avenida Libertador Simón Bolívar,primary,False,151.433,,,,"LINESTRING (-64.901945 -14.8320947, -64.9030831 -14.8321807, -64.9033498 -14.8321644)"
143647004,False,Calle Carmelo López,residential,True,101.941,,,,"LINESTRING (-64.8998623 -14.8338354, -64.899936 -14.8347494)"
143647004,False,Calle Carmelo López,residential,False,101.941,,,,"LINESTRING (-64.899936 -14.8347494, -64.8998623 -14.8338354)"
144950368,False,Av. Costanera,residential,True,148.922,,,,"LINESTRING (-64.899936 -14.8347494, -64.9000409 -14.8346179, -64.9001 -14.8345201, -64.9001778 -14.8344268, -64.9003307 -14.8342606, -64.9004783 -14.8341519, -64.9007089 -14.8340586, -64.9008565 -14.834043, -64.9010112 -14.8340761)"
144950368,False,Av. Costanera,residential,False,148.922,,,,"LINESTRING (-64.9010112 -14.8340761, -64.9008565 -14.834043, -64.9007089 -14.8340586, -64.9004783 -14.8341519, -64.9003307 -14.8342606, -64.9001778 -14.8344268, -64.9001 -14.8345201, -64.9000409 -14.8346179, -64.899936 -14.8347494)"
144950368,False,Av. Costanera,residential,True,60.813,,,,"LINESTRING (-64.9010112 -14.8340761, -64.9010722 -14.8341396, -64.9011457 -14.8342422, -64.9012344 -14.8343663, -64.9012716 -14.8344597, -64.901301 -14.8345393)"
143741775,True,Avenida Moxos,residential,False,94.922,,,,"LINESTRING (-64.9027234 -14.8381101, -64.9018506 -14.8382401)"
143756367,False,Calle Hernán Velarde Rojas,residential,False,75.386,,,,"LINESTRING (-64.9027234 -14.8381101, -64.902863 -14.8387745)"
143756367,False,Calle Hernán Velarde Rojas,residential,True,75.386,,,,"LINESTRING (-64.902863 -14.8387745, -64.9027234 -14.8381101)"
143756377,True,Calle 1º de Mayo,residential,False,110.006,,,,"LINESTRING (-64.902863 -14.8387745, -64.9023852 -14.8388838, -64.9018616 -14.8389772)"
143741775,True,Avenida Moxos,residential,False,119.965,,,,"LINESTRING (-64.9018506 -14.8382401, -64.9007351 -14.8382751)"
532857449,True,Calle Isiboro,residential,False,81.97,,,,"LINESTRING (-64.9018506 -14.8382401, -64.9018616 -14.8389772)"
143741775,True,Avenida Moxos,residential,False,66.158,,,,"LINESTRING (-64.9007351 -14.8382751, -64.9001198 -14.8382602)"
143756398,False,Calle Cocharcas,residential,False,71.427,,,,"LINESTRING (-64.9001198 -14.8382602, -64.900231 -14.8376269)"
143756398,False,Calle Cocharcas,residential,True,80.52999999999999,,,,"LINESTRING (-64.9001198 -14.8382602, -64.9000415 -14.8388287, -64.9000302 -14.838911, -64.9000394 -14.8389781)"
143741775,True,Avenida Moxos,residential,False,35.825,,,,"LINESTRING (-64.9030534 -14.8380649, -64.9027234 -14.8381101)"
576458214,False,,residential,False,318.35599999999994,,,,"LINESTRING (-64.9030534 -14.8380649, -64.9028346 -14.8372476, -64.9027801 -14.8371756, -64.9022752 -14.8367699, -64.9017791 -14.836323, -64.9017 -14.8362496, -64.9015835 -14.8361414, -64.9014311 -14.8359687, -64.9012841 -14.8359199)"
143756383,False,Calle Ipurupuro,residential,True,60.671,,,,"LINESTRING (-64.9003782 -14.8368042, -64.9009289 -14.8369239)"
143756398,False,Calle Cocharcas,residential,False,102.059,,,,"LINESTRING (-64.9003782 -14.8368042, -64.9005263 -14.8358976)"
143756398,False,Calle Cocharcas,residential,True,92.838,,,,"LINESTRING (-64.9003782 -14.8368042, -64.900231 -14.8376269)"
143756398,False,Calle Cocharcas,residential,False,92.838,,,,"LINESTRING (-64.900231 -14.8376269, -64.9003782 -14.8368042)"
143756398,False,Calle Cocharcas,residential,True,71.427,,,,"LINESTRING (-64.900231 -14.8376269, -64.9001198 -14.8382602)"
143756370,False,Calle Machupo,residential,False,171.688,,,,"LINESTRING (-64.900231 -14.8376269, -64.9008527 -14.8375935, -64.9018249 -14.8375271)"
143756405,False,,residential,False,71.99,,,,"LINESTRING (-64.9003772 -14.8355614, -64.9005298 -14.8354616, -64.9007604 -14.8358746)"
143756345,True,Calle Sécure,residential,False,77.473,,,,"LINESTRING (-64.9007633 -14.8389713, -64.9007351 -14.8382751)"
143756365,True,,residential,False,78.011,,,,"LINESTRING (-64.9007633 -14.8389713, -64.9006914 -14.838957, -64.9000394 -14.8389781)"
143756352,False,Avenida Germán Busch,primary,False,55.683,,,,"LINESTRING (-64.9012737 -14.835807, -64.9007604 -14.8358746)"
143756391,False,Calle Robles,residential,False,12.604,,,,"LINESTRING (-64.9012737 -14.835807, -64.9012841 -14.8359199)"
"[143756352, 143756361]",False,"['Avenida Germán Busch', 'Puente Tojo 1']",primary,True,52.239,,yes,2,"LINESTRING (-64.9012737 -14.835807, -64.9013255 -14.8358034, -64.9017574 -14.8357615)"
143756352,False,Avenida Germán Busch,primary,False,25.293,,,,"LINESTRING (-64.9007604 -14.8358746, -64.9005263 -14.8358976)"
143756352,False,Avenida Germán Busch,primary,True,55.683,,,,"LINESTRING (-64.9007604 -14.8358746, -64.9012737 -14.835807)"
143756405,False,,residential,True,71.99,,,,"LINESTRING (-64.9007604 -14.8358746, -64.9005298 -14.8354616, -64.9003772 -14.8355614)"
143756352,False,Avenida Germán Busch,primary,False,67.048,,,,"LINESTRING (-64.9005263 -14.8358976, -64.8999034 -14.8359295)"
143756352,False,Avenida Germán Busch,primary,True,25.293,,,,"LINESTRING (-64.9005263 -14.8358976, -64.9007604 -14.8358746)"
143756398,False,Calle Cocharcas,residential,True,102.059,,,,"LINESTRING (-64.9005263 -14.8358976, -64.9003782 -14.8368042)"
143756352,False,Avenida Germán Busch,primary,True,67.048,,,,"LINESTRING (-64.8999034 -14.8359295, -64.9005263 -14.8358976)"
143756398,False,Calle Cocharcas,residential,False,80.53,,,,"LINESTRING (-64.9000394 -14.8389781, -64.9000302 -14.838911, -64.9000415 -14.8388287, -64.9001198 -14.8382602)"
532857449,True,Calle Isiboro,residential,False,79.33,,,,"LINESTRING (-64.9018249 -14.8375271, -64.9018506 -14.8382401)"
143756357,False,Calle Isiboro,residential,True,87.95299999999999,,,,"LINESTRING (-64.9018249 -14.8375271, -64.9018215 -14.8370474, -64.9018038 -14.836935, -64.9017618 -14.8368492, -64.901694 -14.8367702)"
143756370,False,Calle Machupo,residential,True,171.688,,,,"LINESTRING (-64.9018249 -14.8375271, -64.9008527 -14.8375935, -64.900231 -14.8376269)"
143756345,True,Calle Sécure,residential,False,18.862,,,,"LINESTRING (-64.9007702 -14.8391408, -64.9007633 -14.8389713)"
798232858,True,Av. Costanera,residential,False,123.0,,,,"LINESTRING (-64.9034854 -14.8380024, -64.9033637 -14.8376217, -64.9032267 -14.8369265)"
"[1067326268, 143741775, 143741772]",True,"['Puente Mamoré', 'Avenida Moxos', 'Calle Mamoré']",residential,False,46.965,,yes,2,"LINESTRING (-64.9034854 -14.8380024, -64.9034306 -14.8380077, -64.9031413 -14.838054, -64.9030534 -14.8380649)"
143756383,False,Calle Ipurupuro,residential,False,60.671,,,,"LINESTRING (-64.9009289 -14.8369239, -64.9003782 -14.8368042)"
143756383,False,Calle Ipurupuro,residential,True,54.967,,,,"LINESTRING (-64.9009289 -14.8369239, -64.9014243 -14.8370465)"
143756391,False,Calle Robles,residential,True,117.988,,,,"LINESTRING (-64.9009289 -14.8369239, -64.9012841 -14.8359199)"
143756377,True,Calle 1º de Mayo,residential,False,118.713,,,,"LINESTRING (-64.9018616 -14.8389772, -64.9007702 -14.8391408)"
143756383,False,Calle Ipurupuro,residential,False,54.967,,,,"LINESTRING (-64.9014243 -14.8370465, -64.9009289 -14.8369239)"
143756391,False,Calle Robles,residential,False,117.988,,,,"LINESTRING (-64.9012841 -14.8359199, -64.9009289 -14.8369239)"
143756391,False,Calle Robles,residential,True,12.604,,,,"LINESTRING (-64.9012841 -14.8359199, -64.9012737 -14.835807)"
576458214,False,,residential,True,318.356,,,,"LINESTRING (-64.9012841 -14.8359199, -64.9014311 -14.8359687, -64.9015835 -14.8361414, -64.9017 -14.8362496, -64.9017791 -14.836323, -64.9022752 -14.8367699, -64.9027801 -14.8371756, -64.9028346 -14.8372476, -64.9030534 -14.8380649)"
