osmid,oneway,name,highway,reversed,length,access,bridge,lanes,geometry
143485807,True,Calle Antonio Vaca Diez,residential,False,162.909,,,,"LINESTRING (-64.9046477 -14.8343671, -64.906157 -14.8342338)"
261671484,True,Calle Nicolás Suárez,residential,False,120.545,yes,,,"LINESTRING (-64.9046477 -14.8343671, -64.9047309 -14.8354482)"
143344559,True,Avenida Cipriano Barace,residential,False,134.034,,,,"LINESTRING (-64.9035466 -14.8344452, -64.9034439 -14.8332439)"
408047776,True,Calle Antonio Vaca Diez,residential,False,118.674,yes,,,"LINESTRING (-64.9035466 -14.8344452, -64.9046477 -14.8343671)"
143344559,True,Avenida Cipriano Barace,residential,False,110.038,,,,"LINESTRING (-64.9034439 -14.8332439, -64.9033604 -14.8322576)"
143485805,False,Avenida Mariscal Antonio José de Sucre,residential,True,118.965,,,,"LINESTRING (-64.9034439 -14.8332439, -64.9045418 -14.8331088)"
1153255100,True,Avenida Mariscal Antonio José de Sucre,residential,False,147.816,,,,"LINESTRING (-64.9034439 -14.8332439, -64.9020726 -14.8333435)"
143344559,True,Avenida Cipriano Barace,residential,False,132.373,,,,"LINESTRING (-64.9033498 -14.8321644, -64.9032482 -14.830978)"
277432292,True,Avenida Libertador Simón Bolívar,primary,False,118.778,,,,"LINESTRING (-64.9033498 -14.8321644, -64.9044421 -14.8320028)"
143638290,False,Avenida del Mar,residential,False,150.13,,,,"LINESTRING (-64.9032482 -14.830978, -64.9018552 -14.8310759)"
143638290,False,Avenida del Mar,residential,True,119.902,,,,"LINESTRING (-64.9032482 -14.830978, -64.9043611 -14.8309049)"
143344924,True,Calle Nicolás Suárez,residential,False,140.379,,,,"LINESTRING (-64.9045418 -14.8331088, -64.9046477 -14.8343671)"
143485805,False,Avenida Mariscal Antonio José de Sucre,residential,False,118.965,,,,"LINESTRING (-64.9045418 -14.8331088, -64.9034439 -14.8332439)"
143485805,False,Avenida Mariscal Antonio José de Sucre,residential,True,164.589,,,,"LINESTRING (-64.9045418 -14.8331088, -64.9060665 -14.8329725)"
143344924,True,Calle Nicolás Suárez,residential,False,122.391,,,,"LINESTRING (-64.9043611 -14.8309049, -64.9044421 -14.8320028)"
143638290,False,Avenida del Mar,residential,False,119.902,,,,"LINESTRING (-64.9043611 -14.8309049, -64.9032482 -14.830978)"
143638290,False,Avenida del Mar,residential,True,168.708,,,,"LINESTRING (-64.9043611 -14.8309049, -64.9059265 -14.8307951)"
798232856,False,Avenida Germán Busch,primary,True,40.977,,,,"LINESTRING (-64.9017574 -14.8357615, -64.9021376 -14.8357345)"
"[143756352, 143756361]",False,"['Avenida Germán Busch', 'Puente Tojo 1']",primary,False,52.239,,yes,2,"LINESTRING (-64.9017574 -14.8357615, -64.9013255 -14.8358034, -64.9012737 -14.835807)"
551968702,False,Av. Costanera,residential,False,152.86599999999999,,,,"LINESTRING (-64.9017574 -14.8357615, -64.901621 -14.8355991, -64.901456 -14.8354785, -64.9014259 -14.8354448, -64.9014037 -14.8354111, -64.9013899 -14.8353741, -64.9013827 -14.8353358, -64.9013723 -14.8352693, -64.9013606 -14.835204, -64.9013603 -14.8351737, -64.90136 -14.8351435, -64.9013568 -14.8350818, -64.9013581 -14.8349081, -64.9013501 -14.8348044, -64.9013289 -14.8346744, -64.901301 -14.8345393)"
143346721,True,Av. Cochabamba,residential,False,8.8,,,,"LINESTRING (-64.9022407 -14.835777, -64.9022081 -14.8357044)"
558792170,True,Avenida Germán Busch,primary,False,12.048,,,,"LINESTRING (-64.9022407 -14.835777, -64.9021376 -14.8357345)"
798232857,False,Av. Costanera,residential,True,171.397,,,,"LINESTRING (-64.9022407 -14.835777, -64.9022868 -14.8359629, -64.9023022 -14.8360415, -64.9023479 -14.8361308, -64.9024384 -14.836228, -64.9026932 -14.8364338, -64.9029906 -14.8366688, -64.9030994 -14.8367589, -64.9031771 -14.8368427, -64.9032267 -14.8369265)"
143346725,True,Calle Manuel Limpias,residential,False,71.985,,,,"LINESTRING (-64.9014419 -14.8346185, -64.9021087 -14.8345583)"
1067326269,False,Calle Costanera,residential,False,18.705,,,,"LINESTRING (-64.9014419 -14.8346185, -64.9013551 -14.8346038, -64.901301 -14.8345393)"
143346854,True,Calle La Paz,residential,False,113.601,,,,"LINESTRING (-64.9037848 -14.8368671, -64.9048341 -14.836745)"
143346845,True,Avenida Joaquín de Sierra,residential,False,142.143,,,,"LINESTRING (-64.9037848 -14.8368671, -64.9037369 -14.8364363, -64.9036435 -14.8355961)"
143346845,True,Avenida Joaquín de Sierra,residential,False,120.762,,,,"LINESTRING (-64.9039107 -14.8379463, -64.9037848 -14.8368671)"
1067326268,True,Calle Mamoré,residential,False,46.138,,,,"LINESTRING (-64.9039107 -14.8379463, -64.9034854 -14.8380024)"
"[143346849, 938152676, 143346847]",False,"['Avenida Pedro Ignacio Muiba', 'Puente de Pompeya', 'Avenida Joaquín de Sierra']",residential,"[False, True]",94.00299999999999,,yes,2,"LINESTRING (-64.9039107 -14.8379463, -64.9039466 -14.8382143, -64.903953 -14.8382524, -64.9040045 -14.8387158, -64.9040139 -14.8387857)"
1067326268,True,Calle Mamoré,residential,False,110.523,,,,"LINESTRING (-64.9049271 -14.8377959, -64.9039107 -14.8379463)"
"[143638281, 143638258, 143638245]",False,Calle Pedro de la Rocha,residential,True,132.805,,yes,2,"LINESTRING (-64.9049271 -14.8377959, -64.904968 -14.8383017, -64.905011 -14.8387417, -64.9050452 -14.8389845)"
143346852,True,Calle Pedro de la Rocha,residential,False,117.282,,,,"LINESTRING (-64.9048341 -14.836745, -64.9049271 -14.8377959)"
143346854,True,Calle La Paz,residential,False,163.814,,,,"LINESTRING (-64.9048341 -14.836745, -64.9063478 -14.8365738)"
797247304,True,Avenida Santa Cruz,residential,False,9.148,yes,,2,"LINESTRING (-64.9072903 -14.835301, -64.9072867 -14.8352188)"
797247323,True,Avenida 6 de Agosto,primary,False,104.6,,,,"LINESTRING (-64.9072903 -14.835301, -64.9063216 -14.8353906)"
143346721,True,Av. Cochabamba,residential,False,134.866,,,,"LINESTRING (-64.9020726 -14.8333435, -64.9021715 -14.8345526)"
1153255100,True,Avenida Mariscal Antonio José de Sucre,residential,False,7.4,,,,"LINESTRING (-64.9020726 -14.8333435, -64.902004 -14.8333491)"
143346854,True,Calle La Paz,residential,False,118.577,,,,"LINESTRING (-64.9074667 -14.8364554, -64.9085647 -14.8363523)"
143485812,False,Avenida Santa Cruz,residential,True,111.101,yes,,2,"LINESTRING (-64.9074667 -14.8364554, -64.9075884 -14.8374476)"
797247304,True,Avenida Santa Cruz,residential,False,131.268,yes,,2,"LINESTRING (-64.9074667 -14.8364554, -64.9074097 -14.8363896, -64.9072903 -14.835301)"
143647017,True,Calle 9 de Abril,residential,False,71.528,,,,"LINESTRING (-64.9009453 -14.833436, -64.9010112 -14.8340761)"
143346721,True,Av. Cochabamba,residential,False,113.696,,,,"LINESTRING (-64.9018552 -14.8310759, -64.901945 -14.8320947)"
143638290,False,Avenida del Mar,residential,False,9.298,,,,"LINESTRING (-64.9018552 -14.8310759, -64.9017687 -14.8310763)"
143638290,False,Avenida del Mar,residential,True,150.13,,,,"LINESTRING (-64.9018552 -14.8310759, -64.9032482 -14.830978)"
143485810,True,Avenida 18 de Noviembre,residential,False,8.842,,,1,"LINESTRING (-64.9062592 -14.8353964, -64.9062518 -14.8353172)"
797247323,True,Avenida 6 de Agosto,primary,False,164.85999999999999,,,,"LINESTRING (-64.9062592 -14.8353964, -64.904845 -14.8355187, -64.9047343 -14.8354928)"
143485805,False,Avenida Mariscal Antonio José de Sucre,residential,False,164.589,,,,"LINESTRING (-64.9060665 -14.8329725, -64.9045418 -14.8331088)"
143485805,False,Avenida Mariscal Antonio José de Sucre,residential,True,8.991,,,,"LINESTRING (-64.9060665 -14.8329725, -64.9061497 -14.8329642)"
143485810,True,Avenida 18 de Noviembre,residential,False,122.288,,,1,"LINESTRING (-64.9060665 -14.8329725, -64.905989 -14.8319789, -64.9060074 -14.8318771)"
143346854,True,Calle La Paz,residential,False,8.694,,,,"LINESTRING (-64.9063478 -14.8365738, -64.9064282 -14.8365653)"
143485810,True,Avenida 18 de Noviembre,residential,False,131.267,,,1,"LINESTRING (-64.9063478 -14.8365738, -64.9062592 -14.8353964)"
143485807,True,Calle Antonio Vaca Diez,residential,False,8.725,,,,"LINESTRING (-64.906157 -14.8342338, -64.9062378 -14.8342263)"
143485810,True,Avenida 18 de Noviembre,residential,False,140.587,,,1,"LINESTRING (-64.906157 -14.8342338, -64.9060665 -14.8329725)"
143346854,True,Calle La Paz,residential,False,60.351,,,,"LINESTRING (-64.9032267 -14.8369265, -64.9037848 -14.8368671)"
798232857,False,Av. Costanera,residential,False,171.39700000000002,,,,"LINESTRING (-64.9032267 -14.8369265, -64.9031771 -14.8368427, -64.9030994 -14.8367589, -64.9029906 -14.8366688, -64.9026932 -14.8364338, -64.9024384 -14.836228, -64.9023479 -14.8361308, -64.9023022 -14.8360415, -64.9022868 -14.8359629, -64.9022407 -14.835777)"
143485806,False,Calle Mamoré,residential,False,41.776,,,,"LINESTRING (-64.9090498 -14.8372975, -64.9086641 -14.8373438)"
143638290,False,Avenida del Mar,residential,False,103.037,,,,"LINESTRING (-64.9068825 -14.8307273, -64.9059265 -14.8307951)"
143638290,False,Avenida del Mar,residential,True,113.243,,,,"LINESTRING (-64.9068825 -14.8307273, -64.9079332 -14.8306529)"
797247305,False,Avenida Santa Cruz,residential,True,119.112,yes,,2,"LINESTRING (-64.9068825 -14.8307273, -64.9069757 -14.8317947)"
143622867,False,Calle Tomás Melitón Villavicencio,residential,False,8.395,,,,"LINESTRING (-64.908467 -14.835202, -64.908459 -14.8351269)"
143622867,False,Calle Tomás Melitón Villavicencio,residential,True,128.338,,,,"LINESTRING (-64.908467 -14.835202, -64.9085647 -14.8363523)"
797247323,True,Avenida 6 de Agosto,primary,False,118.771,,,,"LINESTRING (-64.908467 -14.835202, -64.9073662 -14.8352946)"
277432293,False,Avenida Libertador Simón Bolívar,primary,False,104.485,,,,"LINESTRING (-64.9060074 -14.8318771, -64.9069757 -14.8317947)"
797247306,True,Avenida 18 de Noviembre,residential,False,120.627,,,,"LINESTRING (-64.9060074 -14.8318771, -64.9059265 -14.8307951)"
277432290,True,Avenida Libertador Simón Bolívar,primary,False,169.59199999999998,,,,"LINESTRING (-64.9060074 -14.8318771, -64.9059043 -14.8319279, -64.9044504 -14.8320767)"
797247307,True,Avenida 18 de Noviembre,residential,False,122.595,,,1,"LINESTRING (-64.9060074 -14.8318771, -64.9060629 -14.8319932, -64.9061497 -14.8329642)"
143622867,False,Calle Tomás Melitón Villavicencio,residential,True,118.684,,,,"LINESTRING (-64.9080157 -14.8306441, -64.908135 -14.8317052)"
143638290,False,Avenida del Mar,residential,False,8.922,,,,"LINESTRING (-64.9080157 -14.8306441, -64.9079332 -14.8306529)"
143622867,False,Calle Tomás Melitón Villavicencio,residential,False,113.429,,,,"LINESTRING (-64.908755 -14.8383601, -64.9086641 -14.8373438)"
797247302,False,Calle Néstor Suárez,residential,False,111.501,,,,"LINESTRING (-64.908755 -14.8383601, -64.9084309 -14.8383905, -64.9080625 -14.8384362, -64.9077319 -14.8385142)"
260990612,False,Calle Antonio Vaca Diez,residential,False,7.933,,,,"LINESTRING (-64.9071785 -14.8341399, -64.907252 -14.8341334)"
797247304,True,Avenida Santa Cruz,residential,False,141.772,yes,,2,"LINESTRING (-64.9071785 -14.8341399, -64.9070676 -14.83298, -64.9070866 -14.8328714)"
143622867,False,Calle Tomás Melitón Villavicencio,residential,False,128.338,,,,"LINESTRING (-64.9085647 -14.8363523, -64.908467 -14.835202)"
143622867,False,Calle Tomás Melitón Villavicencio,residential,True,110.766,,,,"LINESTRING (-64.9085647 -14.8363523, -64.9086641 -14.8373438)"
143485812,False,Avenida Santa Cruz,residential,False,119.599,yes,,2,"LINESTRING (-64.9077319 -14.8385142, -64.9075884 -14.8374476)"
"[143627416, 797247302]",False,Calle Néstor Suárez,residential,False,128.26299999999998,,yes,,"LINESTRING (-64.9077319 -14.8385142, -64.9073892 -14.8386016, -64.9070781 -14.8387001, -64.9065977 -14.8388699)"
797247302,False,Calle Néstor Suárez,residential,True,111.501,,,,"LINESTRING (-64.9077319 -14.8385142, -64.9080625 -14.8384362, -64.9084309 -14.8383905, -64.908755 -14.8383601)"
143485805,False,Avenida Mariscal Antonio José de Sucre,residential,False,124.217,,,,"LINESTRING (-64.9082337 -14.832736, -64.9070866 -14.8328714)"
143622867,False,Calle Tomás Melitón Villavicencio,residential,False,115.11,,,,"LINESTRING (-64.9082337 -14.832736, -64.908135 -14.8317052)"
143622867,False,Calle Tomás Melitón Villavicencio,residential,True,145.189,,,,"LINESTRING (-64.9082337 -14.832736, -64.9083577 -14.8340362)"
143485810,True,Avenida 18 de Noviembre,residential,False,115.538,,,1,"LINESTRING (-64.9064568 -14.8376075, -64.9063478 -14.8365738)"
1067326268,True,Calle Mamoré,residential,False,165.753,,,,"LINESTRING (-64.9064568 -14.8376075, -64.9049271 -14.8377959)"
143486634,False,Calle Rodolfo Arauz M.,residential,True,125.01,,,,"LINESTRING (-64.9069757 -14.8317947, -64.908135 -14.8317052)"
277432293,False,Avenida Libertador Simón Bolívar,primary,True,104.485,,,,"LINESTRING (-64.9069757 -14.8317947, -64.9060074 -14.8318771)"
797247305,False,Avenida Santa Cruz,residential,False,119.112,yes,,2,"LINESTRING (-64.9069757 -14.8317947, -64.9068825 -14.8307273)"
797247305,False,Avenida Santa Cruz,residential,True,120.316,yes,,2,"LINESTRING (-64.9069757 -14.8317947, -64.9070866 -14.8328714)"
277432293,False,Avenida Libertador Simón Bolívar,primary,False,163.81099999999998,,,,"LINESTRING (-64.9069757 -14.8317947, -64.907831 -14.830731, -64.9079332 -14.8306529)"
143638290,False,Avenida del Mar,residential,False,168.708,,,,"LINESTRING (-64.9059265 -14.8307951, -64.9043611 -14.8309049)"
143638290,False,Avenida del Mar,residential,True,103.037,,,,"LINESTRING (-64.9059265 -14.8307951, -64.9068825 -14.8307273)"
143622867,False,Calle Tomás Melitón Villavicencio,residential,False,145.189,,,,"LINESTRING (-64.9083577 -14.8340362, -64.9082337 -14.832736)"
143622867,False,Calle Tomás Melitón Villavicencio,residential,True,121.768,,,,"LINESTRING (-64.9083577 -14.8340362, -64.908459 -14.8351269)"
260990612,False,Calle Antonio Vaca Diez,residential,True,119.341,,,,"LINESTRING (-64.9083577 -14.8340362, -64.907252 -14.8341334)"
143485806,False,Calle Mamoré,residential,False,116.199,,,,"LINESTRING (-64.9086641 -14.8373438, -64.9075884 -14.8374476)"
143485806,False,Calle Mamoré,residential,True,41.776,,,,"LINESTRING (-64.9086641 -14.8373438, -64.9090498 -14.8372975)"
143622867,False,Calle Tomás Melitón Villavicencio,residential,False,110.766,,,,"LINESTRING (-64.9086641 -14.8373438, -64.9085647 -14.8363523)"
143622867,False,Calle Tomás Melitón Villavicencio,residential,True,113.429,,,,"LINESTRING (-64.9086641 -14.8373438, -64.908755 -14.8383601)"
143485806,False,Calle Mamoré,residential,True,116.199,,,,"LINESTRING (-64.9075884 -14.8374476, -64.9086641 -14.8373438)"
143485812,False,Avenida Santa Cruz,residential,False,111.101,yes,,2,"LINESTRING (-64.9075884 -14.8374476, -64.9074667 -14.8364554)"
143485812,False,Avenida Santa Cruz,residential,True,119.599,yes,,2,"LINESTRING (-64.9075884 -14.8374476, -64.9077319 -14.8385142)"
143485806,False,Calle Mamoré,residential,False,114.093,,,,"LINESTRING (-64.9075884 -14.8374476, -64.9069081 -14.8375437, -64.9065381 -14.837596)"
143485805,False,Avenida Mariscal Antonio José de Sucre,residential,False,101.234,,,,"LINESTRING (-64.9070866 -14.8328714, -64.9061497 -14.8329642)"
143485805,False,Avenida Mariscal Antonio José de Sucre,residential,True,124.217,,,,"LINESTRING (-64.9070866 -14.8328714, -64.9082337 -14.832736)"
