osmid,name,highway,oneway,reversed,length,lanes,geometry,ref,maxspeed,junction
141135132,Calle Perú,residential,False,False,149.811,,"LINESTRING (-66.0367956 -17.4059158, -66.036437 -17.4046127)",,,
141135132,Calle Perú,residential,False,True,91.043,,"LINESTRING (-66.0367956 -17.4059158, -66.0369802 -17.4067154)",,,
808083237,Avenida Sucre,secondary,False,False,143.61,2,"LINESTRING (-66.0367956 -17.4059158, -66.0379951 -17.4053175)",,,
808083237,Avenida Sucre,secondary,False,True,115.838,2,"LINESTRING (-66.0367956 -17.4059158, -66.0358175 -17.4063786)",,,
700920375,Calle Ismael Cespedes,primary,False,True,55.533,2,"LINESTRING (-66.0446364 -17.402374, -66.0445888 -17.4022924, -66.0444234 -17.4019183)",,,
993779823,Avenida Monseñor Roberto Nicoli,primary,True,False,181.714,3,"LINESTRING (-66.0446364 -17.402374, -66.0445326 -17.402418, -66.0436611 -17.4027818, -66.0430665 -17.403027)",,,
700920376,Calle Beneméritos de la Patria,residential,True,False,210.398,,"LINESTRING (-66.0390295 -17.4000638, -66.0397268 -17.4018351)",,,
808083243,Avenida Eliodoro Villazón,trunk,True,False,104.408,2,"LINESTRING (-66.0390295 -17.4000638, -66.0385504 -17.4002221, -66.0383108 -17.4003182, -66.0381107 -17.4003985)",F4,80,
246745938,Avenida Monseñor Roberto Nicoli,primary,True,False,54.295,3,"LINESTRING (-66.0416331 -17.403656, -66.0411636 -17.4038502)",,20,
702928237,Calle Padilla,residential,False,False,70.895,2,"LINESTRING (-66.0416331 -17.403656, -66.0413845 -17.4030642)",,,
702928237,Calle Padilla,residential,False,True,109.203,2,"LINESTRING (-66.0416331 -17.403656, -66.0420018 -17.4045729)",,,
141135132,Calle Perú,residential,False,False,15.706,,"LINESTRING (-66.0370103 -17.4068537, -66.0369802 -17.4067154)",,,
1192184722,Calle Porvenir,residential,False,True,162.717,,"LINESTRING (-66.0370103 -17.4068537, -66.0384802 -17.4064364)",,,
428835423,Avenida Ingavi,residential,False,False,131.692,2,"LINESTRING (-66.0370103 -17.4068537, -66.0366121 -17.4074626, -66.036426 -17.4077139, -66.03631 -17.4078279)",,,
808083237,Avenida Sucre,secondary,False,False,115.838,2,"LINESTRING (-66.0358175 -17.4063786, -66.0367956 -17.4059158)",,,
513177959,Avenida Eliodoro Villazón,trunk,True,False,153.92499999999998,2,"LINESTRING (-66.0417337 -17.3996691, -66.0415317 -17.3996666, -66.041115 -17.399677, -66.0407851 -17.3997077, -66.0402885 -17.3997659)",F4,80,
807582951,Calle Granado,residential,False,True,140.118,2,"LINESTRING (-66.0417337 -17.3996691, -66.0417817 -17.399817, -66.0418131 -17.3999031, -66.0418699 -17.4000658, -66.0421491 -17.4008652)",,,
807582948,Calle Ismael Cespedes,secondary,False,True,10.619,,"LINESTRING (-66.0435403 -17.3996902, -66.0435403 -17.3995947)",,,
654569615,Calle Ismael Cespedes,secondary,False,False,69.961,,"LINESTRING (-66.0435403 -17.3996902, -66.0435326 -17.3998663, -66.0435622 -17.3999661, -66.0436619 -17.4003021)",,,
880438840,Avenida Eliodoro Villazón,trunk,True,False,191.708,2,"LINESTRING (-66.0435403 -17.3996902, -66.0426203 -17.3996796, -66.0417337 -17.3996691)",F4,80,
702928237,Calle Padilla,residential,False,True,189.313,2,"LINESTRING (-66.0402885 -17.3997659, -66.0408137 -17.401393)",,,
513177959,Avenida Eliodoro Villazón,trunk,True,False,137.786,2,"LINESTRING (-66.0402885 -17.3997659, -66.0398676 -17.3998432, -66.0395049 -17.3999237, -66.0390295 -17.4000638)",F4,80,
654569615,Calle Ismael Cespedes,secondary,False,True,69.961,,"LINESTRING (-66.0436619 -17.4003021, -66.0435622 -17.3999661, -66.0435326 -17.3998663, -66.0435403 -17.3996902)",,,
807939425,Calle Ismael Cespedes,residential,False,False,101.44399999999999,,"LINESTRING (-66.0436619 -17.4003021, -66.0436909 -17.4003586, -66.0440777 -17.4011236)",,,
654569624,Avenida Eliodoro Villazón,trunk,True,False,22.713,2,"LINESTRING (-66.0381107 -17.4003985, -66.0379118 -17.400474)",F4,80,
654569620,Rotonda Monseñor Alcocer,primary,True,False,10.428999999999998,1,"LINESTRING (-66.0381107 -17.4003985, -66.0381064 -17.4004383, -66.038095 -17.4004712, -66.0380827 -17.4004863)",F4,,circular
654569622,Rotonda Monseñor Alcocer,primary,True,False,11.966,1,"LINESTRING (-66.0379118 -17.400474, -66.0378619 -17.4003775)",F4,,circular
654569618,Avenida Eliodoro Villazón,trunk,True,False,107.851,2,"LINESTRING (-66.0379118 -17.400474, -66.0376857 -17.4005666, -66.0369772 -17.4008553)",F4,80,
880438842,Avenida Eliodoro Villazón,trunk,True,False,84.74,2,"LINESTRING (-66.0369772 -17.4008553, -66.0362366 -17.4011405)",F4,80,
880438849,Calle Bolívar,primary,True,False,136.664,2,"LINESTRING (-66.0369772 -17.4008553, -66.037341 -17.4014596, -66.037614 -17.4019236)",,,
141135261,Calle Colombia,secondary,True,False,172.298,,"LINESTRING (-66.0421491 -17.4008652, -66.0436619 -17.4003021)",,,
807582951,Calle Granado,residential,False,True,104.023,2,"LINESTRING (-66.0421491 -17.4008652, -66.0425137 -17.4017336)",,,
807582951,Calle Granado,residential,False,False,140.118,2,"LINESTRING (-66.0421491 -17.4008652, -66.0418699 -17.4000658, -66.0418131 -17.3999031, -66.0417817 -17.399817, -66.0417337 -17.3996691)",,,
678527614,Avenida Ayacucho,residential,True,False,54.491,,"LINESTRING (-66.0440777 -17.4011236, -66.0436037 -17.4013122)",,,
807815311,Calle Ismael Cespedes,residential,False,False,95.677,,"LINESTRING (-66.0440777 -17.4011236, -66.0444234 -17.4019183)",,,
807939425,Calle Ismael Cespedes,residential,False,True,101.44399999999999,,"LINESTRING (-66.0440777 -17.4011236, -66.0436909 -17.4003586, -66.0436619 -17.4003021)",,,
141135261,Calle Colombia,secondary,True,False,74.839,,"LINESTRING (-66.0408137 -17.401393, -66.0414664 -17.4011379)",,,
702928237,Calle Padilla,residential,False,False,189.313,2,"LINESTRING (-66.0408137 -17.401393, -66.0402885 -17.3997659)",,,
702928237,Calle Padilla,residential,False,True,105.484,2,"LINESTRING (-66.0408137 -17.401393, -66.0411177 -17.4022962)",,,
141135237,Calle Capitan Lozada,residential,False,False,8.629,,"LINESTRING (-66.0386027 -17.4014778, -66.0385271 -17.4015064)",,,
654569617,Avenida Monseñor Alcocer,primary,True,False,88.382,2,"LINESTRING (-66.0386027 -17.4014778, -66.0389518 -17.4021377, -66.038957 -17.4021931)",,,
141135130,Avenida Monseñor Alcocer,primary,True,False,121.911,2,"LINESTRING (-66.0385271 -17.4015064, -66.0380232 -17.4005211)",,,
141135237,Calle Capitan Lozada,residential,False,True,8.629,,"LINESTRING (-66.0385271 -17.4015064, -66.0386027 -17.4014778)",,,
141135237,Calle Capitan Lozada,residential,False,False,107.41900000000001,,"LINESTRING (-66.0385271 -17.4015064, -66.0382532 -17.4016323, -66.037614 -17.4019236)",,,
678527614,Avenida Ayacucho,residential,True,False,160.792,,"LINESTRING (-66.0425137 -17.4017336, -66.0411177 -17.4022962)",,,
807582951,Calle Granado,residential,False,False,104.023,2,"LINESTRING (-66.0425137 -17.4017336, -66.0421491 -17.4008652)",,,
807582951,Calle Granado,residential,False,True,93.165,2,"LINESTRING (-66.0425137 -17.4017336, -66.0428499 -17.4025076)",,,
141135261,Calle Colombia,secondary,True,False,125.367,,"LINESTRING (-66.0397268 -17.4018351, -66.0408137 -17.401393)",,,
246745932,Calle Beneméritos de la Patria,secondary,True,False,102.096,,"LINESTRING (-66.0397268 -17.4018351, -66.0400818 -17.4026885)",,,
807815311,Calle Ismael Cespedes,residential,False,True,95.677,,"LINESTRING (-66.0444234 -17.4019183, -66.0440777 -17.4011236)",,,
700920375,Calle Ismael Cespedes,primary,False,False,55.533,2,"LINESTRING (-66.0444234 -17.4019183, -66.0445888 -17.4022924, -66.0446364 -17.402374)",,,
1206287800,Calle Bolívar,primary,True,False,103.309,2,"LINESTRING (-66.037614 -17.4019236, -66.0380824 -17.4027381)",,,
1206287801,Calle Capitan Lozada,residential,False,False,80.593,,"LINESTRING (-66.037614 -17.4019236, -66.0369309 -17.4022405)",,,
141135237,Calle Capitan Lozada,residential,False,True,107.41900000000001,,"LINESTRING (-66.037614 -17.4019236, -66.0382532 -17.4016323, -66.0385271 -17.4015064)",,,
700920377,Calle Colombia,secondary,True,False,90.864,,"LINESTRING (-66.038957 -17.4021931, -66.0397268 -17.4018351)",,,
141135130,Avenida Monseñor Alcocer,primary,True,False,90.637,2,"LINESTRING (-66.038957 -17.4021931, -66.0388808 -17.4021592, -66.0385271 -17.4015064)",,,
678527606,Calle Independencia,residential,True,False,142.787,,"LINESTRING (-66.0369309 -17.4022405, -66.0362366 -17.4011405)",,,
1206287801,Calle Capitan Lozada,residential,False,True,80.593,,"LINESTRING (-66.0369309 -17.4022405, -66.037614 -17.4019236)",,,
678527614,Avenida Ayacucho,residential,True,False,57.167,,"LINESTRING (-66.0411177 -17.4022962, -66.0406153 -17.4024819)",,,
702928237,Calle Padilla,residential,False,False,105.484,2,"LINESTRING (-66.0411177 -17.4022962, -66.0408137 -17.401393)",,,
702928237,Calle Padilla,residential,False,True,89.968,2,"LINESTRING (-66.0411177 -17.4022962, -66.0413845 -17.4030642)",,,
807815313,Avenida Ayacucho,residential,True,False,61.091,,"LINESTRING (-66.0406153 -17.4024819, -66.0400818 -17.4026885)",,,
807582949,Calle Junín,primary,True,False,179.356,2,"LINESTRING (-66.0428499 -17.4025076, -66.0444234 -17.4019183)",,,
807582951,Calle Granado,residential,False,False,93.165,2,"LINESTRING (-66.0428499 -17.4025076, -66.0425137 -17.4017336)",,,
993779824,Calle Granado,residential,False,True,62.159,2,"LINESTRING (-66.0428499 -17.4025076, -66.0430665 -17.403027)",,,
141135137,Avenida Melgarejo,residential,False,False,123.245,2,"LINESTRING (-66.037059 -17.4025945, -66.0366241 -17.4026276, -66.0359004 -17.4026728)",,,
141135137,Avenida Melgarejo,residential,False,True,114.42200000000001,2,"LINESTRING (-66.037059 -17.4025945, -66.037492 -17.4025516, -66.0378491 -17.4025828, -66.0380824 -17.4027381)",,,
678527606,Calle Independencia,residential,True,False,42.076,,"LINESTRING (-66.037059 -17.4025945, -66.0370481 -17.4024904, -66.0369309 -17.4022405)",,,
141135132,Calle Perú,residential,False,True,119.209,,"LINESTRING (-66.0359004 -17.4026728, -66.0361842 -17.4037101)",,,
141135137,Avenida Melgarejo,residential,False,True,123.245,2,"LINESTRING (-66.0359004 -17.4026728, -66.0366241 -17.4026276, -66.037059 -17.4025945)",,,
706480055,Avenida Ayacucho,residential,True,False,81.068,,"LINESTRING (-66.0400818 -17.4026885, -66.0393713 -17.4029566)",,,
706480056,Calle Beneméritos de la Patria,secondary,True,False,89.234,,"LINESTRING (-66.0400818 -17.4026885, -66.0403424 -17.4034515)",,,
807559433,Calle Colombia,secondary,True,False,110.835,,"LINESTRING (-66.0380824 -17.4027381, -66.038957 -17.4021931)",,,
807931519,Calle Bolívar,primary,True,False,75.787,2,"LINESTRING (-66.0380824 -17.4027381, -66.0383735 -17.4033605)",,,
141135137,Avenida Melgarejo,residential,False,False,114.422,2,"LINESTRING (-66.0380824 -17.4027381, -66.0378491 -17.4025828, -66.037492 -17.4025516, -66.037059 -17.4025945)",,,
141135137,Avenida Melgarejo,residential,False,True,110.155,2,"LINESTRING (-66.0380824 -17.4027381, -66.0385482 -17.4029257, -66.0389508 -17.4030282, -66.0390306 -17.4031084)",,,
678527612,Avenida Ayacucho,residential,True,False,39.897,,"LINESTRING (-66.0393713 -17.4029566, -66.0390306 -17.4031084)",,,
678527613,Avenida Monseñor Alcocer,primary,True,False,95.603,,"LINESTRING (-66.0393713 -17.4029566, -66.038957 -17.4021931)",,,
246745938,Avenida Monseñor Roberto Nicoli,primary,True,False,167.402,3,"LINESTRING (-66.0430665 -17.403027, -66.0416331 -17.403656)",,20,
807582950,Calle Granado,residential,False,True,124.224,2,"LINESTRING (-66.0430665 -17.403027, -66.0434986 -17.4040653)",,,
993779824,Calle Granado,residential,False,False,62.159,2,"LINESTRING (-66.0430665 -17.403027, -66.0428499 -17.4025076)",,,
141135194,Calle Junín,primary,True,False,167.352,2,"LINESTRING (-66.0413845 -17.4030642, -66.0428499 -17.4025076)",,,
702928237,Calle Padilla,residential,False,False,89.968,2,"LINESTRING (-66.0413845 -17.4030642, -66.0411177 -17.4022962)",,,
702928237,Calle Padilla,residential,False,True,70.895,2,"LINESTRING (-66.0413845 -17.4030642, -66.0416331 -17.403656)",,,
