osmid,oneway,lanes,name,highway,reversed,length,ref,maxspeed,geometry,bridge
169797759,False,2,Avenida Mariscal Sucre,residential,True,132.43,,,"LINESTRING (-64.3392645 -22.7293805, -64.3383701 -22.7285215)",
590294533,False,2,Avenida Barrientos Ortuño,trunk,False,8.818,F33,,"LINESTRING (-64.3392645 -22.7293805, -64.3393236 -22.7294381)",
625847381,True,2,Avenida Bolívar,trunk,False,119.32400000000001,F33,60,"LINESTRING (-64.3392645 -22.7293805, -64.3399281 -22.7287187, -64.3400499 -22.7285889)",
590294533,False,2,Avenida Barrientos Ortuño,trunk,False,97.012,F33,,"LINESTRING (-64.3393236 -22.7294381, -64.339956 -22.7300869)",
590294533,False,2,Avenida Barrientos Ortuño,trunk,True,8.818,F33,,"LINESTRING (-64.3393236 -22.7294381, -64.3392645 -22.7293805)",
405246375,True,2,Avenida Bolívar,trunk,False,129.421,F33,80,"LINESTRING (-64.3393236 -22.7294381, -64.3390764 -22.7297019, -64.3389803 -22.7298151, -64.3385587 -22.7303625)",
913030735,False,,Calle Gral. Ibañez,residential,True,68.664,,,"LINESTRING (-64.3462057 -22.7315444, -64.3455612 -22.7313772)",
1107327434,True,2,Av 21 de diciembre,residential,False,115.132,,,"LINESTRING (-64.3462057 -22.7315444, -64.3462496 -22.7313785, -64.3465274 -22.7305527)",
1107327434,True,2,Av 21 de diciembre,residential,False,26.734,,,"LINESTRING (-64.3461638 -22.7317817, -64.3462057 -22.7315444)",
169925482,False,,,residential,False,71.40899999999999,,,"LINESTRING (-64.3461638 -22.7317817, -64.3460813 -22.7320145, -64.3459745 -22.7322394, -64.3458909 -22.7323701)",
1271292601,True,2,Calle Chuquisaca,trunk,False,164.394,F33,,"LINESTRING (-64.3437533 -22.7322776, -64.3448535 -22.7333528)",
405210221,True,2,Calle Alfredo Ameller,residential,False,120.682,,,"LINESTRING (-64.3437533 -22.7322776, -64.3434637 -22.7325106, -64.3428665 -22.732991)",
313408533,False,,Calle Antofagasta,residential,True,24.835,,,"LINESTRING (-64.345961 -22.7324569, -64.3461707 -22.7323452)",
169797941,True,2,Calle Cochabamba,residential,False,14.433,,,"LINESTRING (-64.345961 -22.7324569, -64.3460091 -22.7323836, -64.3460234 -22.7323415)",
169925448,False,2,Calle José Yache,residential,True,160.087,,,"LINESTRING (-64.3456974 -22.7326305, -64.344639 -22.7315723)",
169797941,True,2,Calle Cochabamba,residential,False,33.224000000000004,,,"LINESTRING (-64.3456974 -22.7326305, -64.3458982 -22.7325013, -64.345961 -22.7324569)",
"[169925448, 313408492, 313408688]",False,2,Calle José Yache,residential,False,162.43899999999996,,,"LINESTRING (-64.3456974 -22.7326305, -64.3461938 -22.7331283, -64.346347 -22.7332343, -64.3464101 -22.7332489, -64.3464619 -22.7332509, -64.3466242 -22.7332551, -64.3466918 -22.7332572, -64.3467662 -22.7332759, -64.3468428 -22.7333237, -64.3469324 -22.733426)",yes
169925482,False,,,residential,True,35.239999999999995,,,"LINESTRING (-64.3456974 -22.7326305, -64.3458152 -22.7324966, -64.3458909 -22.7323701)",
405210221,True,2,Calle Alfredo Ameller,residential,False,125.945,,,"LINESTRING (-64.3428665 -22.732991, -64.3419395 -22.7337339)",
426059657,True,2,Avenida Barrientos Ortuño,trunk,False,79.658,F33,80,"LINESTRING (-64.3428665 -22.732991, -64.3423431 -22.7324617)",
169797941,True,2,Calle Cochabamba,residential,False,118.073,,,"LINESTRING (-64.3448535 -22.7333528, -64.3456974 -22.7326305)",
"[1271292601, 590294530]",True,2,"['Calle Chuquisaca', 'Calle Tarija']",trunk,False,245.87900000000002,F33,,"LINESTRING (-64.3448535 -22.7333528, -64.345747 -22.7340782, -64.3448605 -22.7348339)",
169797941,True,2,Calle Cochabamba,residential,False,124.081,,,"LINESTRING (-64.3439826 -22.7341274, -64.3448535 -22.7333528)",
426059657,True,2,Avenida Barrientos Ortuño,trunk,False,170.497,F33,80,"LINESTRING (-64.3439826 -22.7341274, -64.3428665 -22.732991)",
405246376,True,2,Avenida Barrientos Ortuño,trunk,False,142.20199999999997,F33,80,"LINESTRING (-64.346451 -22.7344477, -64.3464271 -22.7344968, -64.3457744 -22.7352768, -64.3456894 -22.7353674, -64.3456512 -22.7353918, -64.3455825 -22.7354357)",
"[169820171, 405307958]",False,2,Avenida Petrolera,trunk,True,110.225,F33,80,"LINESTRING (-64.346451 -22.7344477, -64.3465973 -22.73436, -64.3470966 -22.7340607, -64.3473354 -22.733886)",yes
405246378,True,2,Avenida Barrientos Ortuño,trunk,False,130.618,F33,80,"LINESTRING (-64.3456087 -22.7353025, -64.3457003 -22.735249, -64.3463751 -22.7344622, -64.346451 -22.7344477)",
590294528,True,2,Avenida Barrientos Ortuño,tertiary,False,23.999,,80,"LINESTRING (-64.3453357 -22.7356376, -64.3454459 -22.7354472)",
656122302,False,2,Avenida Barranqueras,tertiary,True,107.022,,,"LINESTRING (-64.3453357 -22.7356376, -64.3445534 -22.7362746)",
169925448,False,2,Calle José Yache,residential,False,121.546,,,"LINESTRING (-64.3416655 -22.7285992, -64.342469 -22.7294027)",
169925467,False,2,Calle Potosí,residential,False,120.814,,,"LINESTRING (-64.3416655 -22.7285992, -64.3408135 -22.7293495)",
169925467,False,2,Calle Potosí,residential,True,120.814,,,"LINESTRING (-64.3408135 -22.7293495, -64.3416655 -22.7285992)",
342970409,True,2,Calle Chuquisaca,trunk,False,120.407,F33,,"LINESTRING (-64.3408135 -22.7293495, -64.3416112 -22.730144)",
1271292599,False,2,Calle Potosí,residential,False,120.239,,,"LINESTRING (-64.3408135 -22.7293495, -64.339956 -22.7300869)",
169925448,False,2,Calle José Yache,residential,False,116.613,,,"LINESTRING (-64.342469 -22.7294027, -64.34324 -22.7301735)",
169925448,False,2,Calle José Yache,residential,True,121.546,,,"LINESTRING (-64.342469 -22.7294027, -64.3416655 -22.7285992)",
1271292600,False,2,Calle Mariscal Andrés de Santa Cruz,residential,False,120.558,,,"LINESTRING (-64.342469 -22.7294027, -64.3416112 -22.730144)",
1271292600,False,2,Calle Mariscal Andrés de Santa Cruz,residential,True,122.496,,,"LINESTRING (-64.342469 -22.7294027, -64.343336 -22.728645)",
590294533,False,2,Avenida Barrientos Ortuño,trunk,False,121.427,F33,,"LINESTRING (-64.339956 -22.7300869, -64.3407521 -22.7308952)",
590294533,False,2,Avenida Barrientos Ortuño,trunk,True,97.012,F33,,"LINESTRING (-64.339956 -22.7300869, -64.3393236 -22.7294381)",
1271292599,False,2,Calle Potosí,residential,False,123.043,,,"LINESTRING (-64.339956 -22.7300869, -64.3390837 -22.7308466)",
1271292599,False,2,Calle Potosí,residential,True,120.239,,,"LINESTRING (-64.339956 -22.7300869, -64.3408135 -22.7293495)",
625847384,False,2,Calle Pedro Domingo Murillo,residential,False,85.761,,,"LINESTRING (-64.3452251 -22.7301496, -64.3454298 -22.7308974)",
625847384,False,2,Calle Pedro Domingo Murillo,residential,True,91.389,,,"LINESTRING (-64.3452251 -22.7301496, -64.3450075 -22.7293526)",
"[405307965, 1107327439]",True,2,"['Calle Froilán Tejerina', 'Calle Germán Busch']",residential,False,44.406,,,"LINESTRING (-64.3452251 -22.7301496, -64.3452471 -22.7301567, -64.3456339 -22.7302812)",
169925476,False,2,Calle Mariscal Andrés de Santa Cruz,residential,False,121.41,,,"LINESTRING (-64.3416112 -22.730144, -64.3407521 -22.7308952)",
342970409,True,2,Calle Chuquisaca,trunk,False,117.277,F33,,"LINESTRING (-64.3416112 -22.730144, -64.3423881 -22.7309179)",
1271292600,False,2,Calle Mariscal Andrés de Santa Cruz,residential,True,120.558,,,"LINESTRING (-64.3416112 -22.730144, -64.342469 -22.7294027)",
1107327437,True,2,Calle Pompilio Guerreros,residential,False,71.644,,,"LINESTRING (-64.3456339 -22.7302812, -64.3454298 -22.7308974)",
1107327439,True,2,Calle Froilán Tejerina,residential,False,96.481,,,"LINESTRING (-64.3456339 -22.7302812, -64.3465274 -22.7305527)",
