osmid,oneway,name,highway,reversed,length,lanes,geometry,maxspeed
122702873,True,Calle Daniel Calvo,residential,False,126.749,,"LINESTRING (-65.2550557 -19.050859, -65.2559446 -19.0500887)",
733909726,True,Avenida Hernando Siles Zuaso,primary,False,128.252,2,"LINESTRING (-65.2579978 -19.0450819, -65.2588738 -19.044279)",
846832814,True,Calle Aniceto Arce,primary,False,5.487,2,"LINESTRING (-65.2579978 -19.0450819, -65.2580346 -19.0451169)",
542868791,True,Calle Aniceto Arce,residential,False,127.446,2,"LINESTRING (-65.257229 -19.0441956, -65.2579978 -19.0450819)",
38133016,True,Calle Urcullo,residential,False,144.55399999999997,,"LINESTRING (-65.257229 -19.0441956, -65.2567794 -19.0446762, -65.2563069 -19.04516)",
122709610,True,Calle España,residential,False,117.253,,"LINESTRING (-65.2570577 -19.0459399, -65.2563069 -19.04516)",
733909726,True,Avenida Hernando Siles Zuaso,primary,False,137.36,2,"LINESTRING (-65.2570577 -19.0459399, -65.2575403 -19.0455073, -65.2579978 -19.0450819)",
253401344,True,Calle España,residential,False,94.931,,"LINESTRING (-65.2563069 -19.04516, -65.2557221 -19.0445094)",
38133016,True,Calle Urcullo,residential,False,87.842,,"LINESTRING (-65.2563069 -19.04516, -65.2559534 -19.0454815, -65.2556358 -19.0456093)",
38133021,True,Calle Pantaleón Dalence,residential,False,125.772,,"LINESTRING (-65.260323 -19.04962, -65.261229 -19.0488811)",
487850699,True,Calle Nicolás Ortiz,residential,False,129.019,,"LINESTRING (-65.260323 -19.04962, -65.2595497 -19.0487189)",
122707319,True,Calle Real Audiencia,residential,False,132.038,,"LINESTRING (-65.2595497 -19.0487189, -65.2585897 -19.0494848)",
122716488,True,Plaza 25 de Mayo,residential,False,135.836,3,"LINESTRING (-65.2595497 -19.0487189, -65.2595248 -19.0485701, -65.2589183 -19.0478823, -65.2587445 -19.0478204)",
253396636,True,Calle Grau,residential,False,127.917,,"LINESTRING (-65.2585897 -19.0494848, -65.2576667 -19.0502346)",
253396637,True,Calle Simón Bolívar,residential,False,130.829,,"LINESTRING (-65.2585897 -19.0494848, -65.2593809 -19.0503931)",
122707030,True,Calle Pantaleón Dalence,residential,False,131.129,,"LINESTRING (-65.2593809 -19.0503931, -65.260323 -19.04962)",
253396637,True,Calle Simón Bolívar,residential,False,134.315,,"LINESTRING (-65.2593809 -19.0503931, -65.2602137 -19.0513093)",
122709610,True,Calle España,residential,False,128.127,,"LINESTRING (-65.2587445 -19.0478204, -65.257965 -19.0469345)",
475352110,True,Plaza 25 de Mayo,residential,False,127.712,3,"LINESTRING (-65.2587445 -19.0478204, -65.2596708 -19.0470771)",
38153888,False,Calle Simón Bolívar,residential,False,129.246,,"LINESTRING (-65.255341 -19.0457827, -65.256142 -19.0466646)",
38153888,False,Calle Simón Bolívar,residential,True,97.138,,"LINESTRING (-65.255341 -19.0457827, -65.254768 -19.0450973)",
38153888,False,Calle Simón Bolívar,residential,True,129.246,,"LINESTRING (-65.256142 -19.0466646, -65.255341 -19.0457827)",
122705007,True,Calle Vicente Camargo,primary,False,125.527,2,"LINESTRING (-65.256142 -19.0466646, -65.2570577 -19.0459399)",
253396637,True,Calle Simón Bolívar,residential,False,144.475,,"LINESTRING (-65.256142 -19.0466646, -65.2570248 -19.0476605)",
122660751,True,Calle Argentina,residential,False,131.105,,"LINESTRING (-65.2604396 -19.0479682, -65.261229 -19.0488811)",
475352111,True,Plaza 25 de Mayo,residential,False,125.366,3,"LINESTRING (-65.2604396 -19.0479682, -65.2595497 -19.0487189)",
475352109,True,Plaza 25 de Mayo,residential,False,127.858,2,"LINESTRING (-65.2596708 -19.0470771, -65.2604396 -19.0479682)",
1077441837,True,Calle José Álvarez de Arenales,residential,False,132.849,,"LINESTRING (-65.2596708 -19.0470771, -65.260626 -19.0462947)",
122702873,True,Calle Daniel Calvo,residential,False,128.16,,"LINESTRING (-65.2578171 -19.0485687, -65.2587445 -19.0478204)",
253396637,True,Calle Simón Bolívar,residential,False,130.272,,"LINESTRING (-65.2578171 -19.0485687, -65.2585897 -19.0494848)",
253396636,True,Calle Grau,residential,False,128.444,,"LINESTRING (-65.2576667 -19.0502346, -65.2566731 -19.0509071)",
540278519,True,Calle Eduardo Avaroa,residential,False,129.381,,"LINESTRING (-65.2576667 -19.0502346, -65.2568833 -19.0493371)",
122702873,True,Calle Daniel Calvo,residential,False,130.128,,"LINESTRING (-65.2568833 -19.0493371, -65.2578171 -19.0485687)",
540278519,True,Calle Eduardo Avaroa,residential,False,133.727,,"LINESTRING (-65.2568833 -19.0493371, -65.2560664 -19.0484151)",
122869868,True,Calle Plaza de la Libertad,residential,False,55.284,,"LINESTRING (-65.2624521 -19.0447557, -65.2621298 -19.0443628)",
253401337,True,Calle Plaza de la Libertad,residential,False,86.633,,"LINESTRING (-65.2624521 -19.0447557, -65.2630633 -19.044233)",
122709619,True,Calle Fray José Antonio de San Alberto,primary,False,131.126,,"LINESTRING (-65.2589278 -19.0461846, -65.257965 -19.0469345)",
846832815,True,Calle Aniceto Arce,residential,False,126.284,2,"LINESTRING (-65.2589278 -19.0461846, -65.2596708 -19.0470771)",
122709610,True,Calle España,residential,False,146.033,,"LINESTRING (-65.257965 -19.0469345, -65.2570577 -19.0459399)",
