osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,bridge,width,junction
180776686,residential,False,True,242.351,"LINESTRING (-67.2040414 -17.6488518, -67.2043626 -17.6487156, -67.2048517 -17.6486817, -67.2062931 -17.6485818)",,,,,,,
732219572,trunk,True,False,243.02599999999998,"LINESTRING (-67.2040414 -17.6488518, -67.2044066 -17.6488913, -67.2046906 -17.6489378, -67.2050174 -17.6490084, -67.2053681 -17.6491139, -67.2062389 -17.6494383)",2,F4,RN4: Doble Vía Caracollo-Confital,80,,,
732219559,trunk,True,False,48.711,"LINESTRING (-67.2086968 -17.6522765, -67.2084625 -17.6526534)",2,F4,Calle La Paz,60,,,
1191942928,residential,False,False,79.355,"LINESTRING (-67.2086968 -17.6522765, -67.2089353 -17.652953)",,,,,,,
701149684,residential,False,False,60.163,"LINESTRING (-67.2084625 -17.6526534, -67.2089353 -17.652953)",,,,,,,
180776687,residential,True,False,36.259,"LINESTRING (-67.2089208 -17.6494455, -67.2085952 -17.6493452)",,,,,,,
180776724,residential,False,False,99.591,"LINESTRING (-67.2082728 -17.6501865, -67.2085952 -17.6493452)",,,,,,,
732219572,trunk,True,False,79.69,"LINESTRING (-67.2082728 -17.6501865, -67.2088723 -17.6504162, -67.2089706 -17.6504538)",2,F4,RN4: Doble Vía Caracollo-Confital,80,,,
"[288223873, 1192127947, 288223876, 732219551]",residential,False,False,64.354,"LINESTRING (-67.2107097 -17.6477005, -67.2104752 -17.6477598, -67.2104444 -17.647772, -67.2101743 -17.6478794, -67.2101373 -17.6478902)",,,,,yes,,
180776689,residential,True,False,61.702,"LINESTRING (-67.2084149 -17.6492919, -67.2084305 -17.6487372)",,,,,,,
732219533,residential,False,False,123.86,"LINESTRING (-67.2084149 -17.6492919, -67.2072999 -17.6489575)",,,,,,,
180776701,residential,False,False,96.288,"LINESTRING (-67.2102254 -17.6493007, -67.2099563 -17.6501278)",,,,,,,
180776701,residential,False,True,79.558,"LINESTRING (-67.2102254 -17.6493007, -67.2104504 -17.6486181)",,,,,,,
180776728,residential,False,False,72.871,"LINESTRING (-67.2102254 -17.6493007, -67.2095736 -17.6490917)",,,,,,,
180776728,residential,False,True,97.882,"LINESTRING (-67.2102254 -17.6493007, -67.2106039 -17.6494449, -67.2107512 -17.6495455, -67.2109678 -17.6497889)",,,,,,,
180776701,residential,False,False,79.558,"LINESTRING (-67.2104504 -17.6486181, -67.2102254 -17.6493007)",,,,,,,
280852093,residential,False,False,87.815,"LINESTRING (-67.2104504 -17.6486181, -67.2102948 -17.6481667, -67.2101373 -17.6478902)",,,,,,,
280852093,residential,False,True,141.38400000000001,"LINESTRING (-67.2104504 -17.6486181, -67.2106052 -17.6489179, -67.2108246 -17.6494112, -67.2109678 -17.6497889)",,,,,,,
865418661,residential,False,True,92.439,"LINESTRING (-67.2085361 -17.647291, -67.2078621 -17.6467632)",2,,,,,,
732219535,residential,False,True,84.186,"LINESTRING (-67.2085361 -17.647291, -67.2082086 -17.6476934, -67.2079493 -17.6477128)",,,,,,,
865418661,residential,False,False,141.722,"LINESTRING (-67.2085361 -17.647291, -67.2093924 -17.6479302, -67.2095799 -17.6480874)",2,,,,,,
1192126236,residential,False,True,14.249,"LINESTRING (-67.2070845 -17.6497362, -67.2070306 -17.6498536)",,,,,,,
732219572,trunk,True,False,135.504,"LINESTRING (-67.2070845 -17.6497362, -67.207152 -17.6497618, -67.2082728 -17.6501865)",2,F4,RN4: Doble Vía Caracollo-Confital,80,,,
1192126237,residential,False,False,90.68299999999999,"LINESTRING (-67.2070845 -17.6497362, -67.2072573 -17.6493589, -67.2072817 -17.6492169, -67.2072999 -17.6489575)",,,,,,,
180776687,residential,True,False,38.394,"LINESTRING (-67.2092651 -17.6495531, -67.2089208 -17.6494455)",,,,,,,
432822315,residential,True,False,59.29,"LINESTRING (-67.2092651 -17.6495531, -67.2094387 -17.6490462)",2,,,,,,
288223876,residential,False,True,20.437,"LINESTRING (-67.2095799 -17.6480874, -67.2097607 -17.6480234)",,,,,,,
180776686,residential,False,False,125.434,"LINESTRING (-67.2095799 -17.6480874, -67.2089477 -17.6483066, -67.2084407 -17.6483676)",,,,,,,
865418661,residential,False,True,141.722,"LINESTRING (-67.2095799 -17.6480874, -67.2093924 -17.6479302, -67.2085361 -17.647291)",2,,,,,,
732219532,residential,True,False,75.028,"LINESTRING (-67.2084305 -17.6487372, -67.2091123 -17.6489193)",,,,,,,
732219534,residential,False,False,41.112,"LINESTRING (-67.2084305 -17.6487372, -67.2084407 -17.6483676)",,,,,,,
180776686,residential,False,False,58.408,"LINESTRING (-67.2084407 -17.6483676, -67.2078925 -17.6484225)",,,,,,,
732219534,residential,False,True,41.112,"LINESTRING (-67.2084407 -17.6483676, -67.2084305 -17.6487372)",,,,,,,
180776686,residential,False,True,125.434,"LINESTRING (-67.2084407 -17.6483676, -67.2089477 -17.6483066, -67.2095799 -17.6480874)",,,,,,,
180776686,residential,False,False,67.171,"LINESTRING (-67.2078925 -17.6484225, -67.2072633 -17.6484961)",,,,,,,
180776686,residential,False,True,58.408,"LINESTRING (-67.2078925 -17.6484225, -67.2084407 -17.6483676)",,,,,,,
701149690,residential,False,True,77.904,"LINESTRING (-67.2078925 -17.6484225, -67.2078256 -17.6477248)",,,,,,,
180776687,residential,True,False,20.003,"LINESTRING (-67.2085952 -17.6493452, -67.2084149 -17.6492919)",,,,,,,
180776724,residential,False,True,99.591,"LINESTRING (-67.2085952 -17.6493452, -67.2082728 -17.6501865)",,,,,,,
