osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,junction,geometry
127872721,False,,,residential,,True,103.872,,,"LINESTRING (-67.9182039 -17.236407, -67.9187963 -17.2371503)"
129286420,False,,Calle Copacabana,residential,,False,106.373,,,"LINESTRING (-67.9182039 -17.236407, -67.9174002 -17.2369779)"
129286420,False,,Calle Copacabana,residential,,True,114.928,,,"LINESTRING (-67.9182039 -17.236407, -67.9190597 -17.2357744)"
129286470,False,,,residential,,False,52.266,,,"LINESTRING (-67.9170823 -17.2334326, -67.9167457 -17.2330897)"
129286470,False,,,residential,,True,108.144,,,"LINESTRING (-67.9170823 -17.2334326, -67.9177124 -17.2341966)"
129286485,False,,Calle Adolfo Ballivian,residential,,False,114.052,,,"LINESTRING (-67.9170823 -17.2334326, -67.9178992 -17.2327668)"
129286478,False,,,residential,,False,156.795,,,"LINESTRING (-67.9215021 -17.2371402, -67.9206124 -17.2360149)"
127872714,False,,,residential,,True,131.833,,,"LINESTRING (-67.9215021 -17.2371402, -67.9221609 -17.2366045, -67.9221841 -17.2365322, -67.9220894 -17.2363329, -67.9220834 -17.2362684)"
129286411,False,,Calle Batallón Colorados,residential,,False,115.12,,,"LINESTRING (-67.9177124 -17.2341966, -67.9185509 -17.2335405)"
129286411,False,,Calle Batallón Colorados,residential,,True,112.469,,,"LINESTRING (-67.9177124 -17.2341966, -67.9168702 -17.2348098)"
129286470,False,,,residential,,False,108.144,,,"LINESTRING (-67.9177124 -17.2341966, -67.9170823 -17.2334326)"
129286470,False,,,residential,,True,115.373,,,"LINESTRING (-67.9177124 -17.2341966, -67.9183799 -17.2350152)"
129286485,False,,Calle Adolfo Ballivian,residential,,True,102.594,,,"LINESTRING (-67.9186551 -17.2321923, -67.9178992 -17.2327668)"
1192147170,False,,,residential,,False,111.492,,,"LINESTRING (-67.9186551 -17.2321923, -67.9193181 -17.2329697)"
1192147170,False,,,residential,,True,129.016,,,"LINESTRING (-67.9186551 -17.2321923, -67.9178932 -17.2312886)"
129286420,False,,Calle Copacabana,residential,,False,104.566,,,"LINESTRING (-67.9206818 -17.2345878, -67.9198843 -17.2351393)"
129286420,False,,Calle Copacabana,residential,,True,13.144,,,"LINESTRING (-67.9206818 -17.2345878, -67.9207784 -17.2345139)"
1192147170,False,,,residential,,False,130.751,,,"LINESTRING (-67.9206818 -17.2345878, -67.9214439 -17.2355113)"
1192147170,False,,,residential,,True,112.932,,,"LINESTRING (-67.9206818 -17.2345878, -67.9200125 -17.2337986)"
129286420,False,,Calle Copacabana,residential,,False,112.501,,,"LINESTRING (-67.9198843 -17.2351393, -67.9190597 -17.2357744)"
129286420,False,,Calle Copacabana,residential,,True,104.566,,,"LINESTRING (-67.9198843 -17.2351393, -67.9206818 -17.2345878)"
129286478,False,,,residential,,False,110.563,,,"LINESTRING (-67.9198843 -17.2351393, -67.9192241 -17.2343705)"
129286478,False,,,residential,,True,124.333,,,"LINESTRING (-67.9198843 -17.2351393, -67.9206124 -17.2360149)"
129286478,False,,,residential,,False,91.886,,,"LINESTRING (-67.9178992 -17.2327668, -67.9173343 -17.2321409)"
129286478,False,,,residential,,True,110.417,,,"LINESTRING (-67.9178992 -17.2327668, -67.9185509 -17.2335405)"
129286485,False,,Calle Adolfo Ballivian,residential,,False,102.594,,,"LINESTRING (-67.9178992 -17.2327668, -67.9186551 -17.2321923)"
129286485,False,,Calle Adolfo Ballivian,residential,,True,114.052,,,"LINESTRING (-67.9178992 -17.2327668, -67.9170823 -17.2334326)"
148739647,False,,Calle Illimani,residential,,False,16.437,,,"LINESTRING (-67.9198357 -17.2287183, -67.9197353 -17.2286058)"
148739647,False,,Calle Illimani,residential,,True,109.698,,,"LINESTRING (-67.9198357 -17.2287183, -67.9204764 -17.2294921)"
148739633,False,,Calle Los Pinos,residential,,True,107.975,,,"LINESTRING (-67.9213958 -17.2287963, -67.9220341 -17.2295521)"
672464301,False,,Calle 23 de Marzo,residential,,True,124.582,,,"LINESTRING (-67.9213958 -17.2287963, -67.9204764 -17.2294921)"
148739647,False,,Calle Illimani,residential,,True,16.437,,,"LINESTRING (-67.9197353 -17.2286058, -67.9198357 -17.2287183)"
306453002,False,,Calle 23 de Marzo,residential,,False,104.914,,,"LINESTRING (-67.9197353 -17.2286058, -67.9191936 -17.2293948)"
148739641,False,,Calle Adolfo Ballivian,residential,,False,114.236,,,"LINESTRING (-67.9228719 -17.2289078, -67.9220341 -17.2295521)"
148739641,False,,Calle Adolfo Ballivian,residential,,True,120.512,,,"LINESTRING (-67.9228719 -17.2289078, -67.9237558 -17.2282282)"
306452966,False,,Calle Aroma,residential,,False,128.241,,,"LINESTRING (-67.9228719 -17.2289078, -67.9236221 -17.2298115)"
148739648,False,,Avenida Ingenio,residential,,True,93.23,,,"LINESTRING (-67.9191936 -17.2293948, -67.9197758 -17.2300223)"
306453002,False,,Calle 23 de Marzo,residential,,False,120.947,,,"LINESTRING (-67.9191936 -17.2293948, -67.918569 -17.2303043)"
306453002,False,,Calle 23 de Marzo,residential,,True,104.914,,,"LINESTRING (-67.9191936 -17.2293948, -67.9197353 -17.2286058)"
148739647,False,,Calle Illimani,residential,,False,109.698,,,"LINESTRING (-67.9204764 -17.2294921, -67.9198357 -17.2287183)"
148739647,False,,Calle Illimani,residential,,True,108.945,,,"LINESTRING (-67.9204764 -17.2294921, -67.9211127 -17.2302606)"
672464301,False,,Calle 23 de Marzo,residential,,False,124.582,,,"LINESTRING (-67.9204764 -17.2294921, -67.9213958 -17.2287963)"
672464301,False,,Calle 23 de Marzo,residential,,True,94.933,,,"LINESTRING (-67.9204764 -17.2294921, -67.9197758 -17.2300223)"
148739633,False,,Calle Los Pinos,residential,,False,107.975,,,"LINESTRING (-67.9220341 -17.2295521, -67.9213958 -17.2287963)"
148739633,False,,Calle Los Pinos,residential,,True,126.089,,,"LINESTRING (-67.9220341 -17.2295521, -67.9227822 -17.2304326)"
148739641,False,,Calle Adolfo Ballivian,residential,,False,125.629,,,"LINESTRING (-67.9220341 -17.2295521, -67.9211127 -17.2302606)"
148739641,False,,Calle Adolfo Ballivian,residential,,True,114.236,,,"LINESTRING (-67.9220341 -17.2295521, -67.9228719 -17.2289078)"
148739643,False,,Calle Batallón Colorados,residential,,False,112.812,,,"LINESTRING (-67.9236221 -17.2298115, -67.9227822 -17.2304326)"
148739643,False,,Calle Batallón Colorados,residential,,True,116.523,,,"LINESTRING (-67.9236221 -17.2298115, -67.9244859 -17.2291654)"
306452966,False,,Calle Aroma,residential,,False,121.606,,,"LINESTRING (-67.9236221 -17.2298115, -67.9243519 -17.2306542)"
306452966,False,,Calle Aroma,residential,,True,128.241,,,"LINESTRING (-67.9236221 -17.2298115, -67.9228719 -17.2289078)"
148739648,False,,Avenida Ingenio,residential,,False,93.23,,,"LINESTRING (-67.9197758 -17.2300223, -67.9191936 -17.2293948)"
148739648,False,,Avenida Ingenio,residential,,True,109.72,,,"LINESTRING (-67.9197758 -17.2300223, -67.9204005 -17.2308082)"
672464301,False,,Calle 23 de Marzo,residential,,False,94.933,,,"LINESTRING (-67.9197758 -17.2300223, -67.9204764 -17.2294921)"
672464301,False,,Calle 23 de Marzo,residential,,True,117.716,,,"LINESTRING (-67.9197758 -17.2300223, -67.9189071 -17.2306798)"
148739646,False,,Calle Bolivar,residential,,True,55.07,,,"LINESTRING (-67.918569 -17.2303043, -67.9189071 -17.2306798)"
306453002,False,,Calle 23 de Marzo,residential,,False,97.413,,,"LINESTRING (-67.918569 -17.2303043, -67.9180678 -17.231038)"
306453002,False,,Calle 23 de Marzo,residential,,True,120.947,,,"LINESTRING (-67.918569 -17.2303043, -67.9191936 -17.2293948)"
148739641,False,,Calle Adolfo Ballivian,residential,,False,97.103,,,"LINESTRING (-67.9211127 -17.2302606, -67.9204005 -17.2308082)"
148739641,False,,Calle Adolfo Ballivian,residential,,True,125.629,,,"LINESTRING (-67.9211127 -17.2302606, -67.9220341 -17.2295521)"
148739647,False,,Calle Illimani,residential,,False,108.945,,,"LINESTRING (-67.9211127 -17.2302606, -67.9204764 -17.2294921)"
148739647,False,,Calle Illimani,residential,,True,120.028,,,"LINESTRING (-67.9211127 -17.2302606, -67.9218137 -17.2311073)"
148739633,False,,Calle Los Pinos,residential,,False,126.089,,,"LINESTRING (-67.9227822 -17.2304326, -67.9220341 -17.2295521)"
148739633,False,,Calle Los Pinos,residential,,True,119.901,,,"LINESTRING (-67.9227822 -17.2304326, -67.9234946 -17.2312691)"
148739643,False,,Calle Batallón Colorados,residential,,False,127.313,,,"LINESTRING (-67.9227822 -17.2304326, -67.9218137 -17.2311073)"
148739643,False,,Calle Batallón Colorados,residential,,True,112.812,,,"LINESTRING (-67.9227822 -17.2304326, -67.9236221 -17.2298115)"
306452966,False,,Calle Aroma,residential,,True,121.606,,,"LINESTRING (-67.9243519 -17.2306542, -67.9236221 -17.2298115)"
1192153621,False,,Calle 21 de Septiembre,residential,,False,113.864,,,"LINESTRING (-67.9243519 -17.2306542, -67.9234946 -17.2312691)"
148739646,False,,Calle Bolivar,residential,,False,55.07,,,"LINESTRING (-67.9189071 -17.2306798, -67.918569 -17.2303043)"
148739646,False,,Calle Bolivar,residential,,True,110.591,,,"LINESTRING (-67.9189071 -17.2306798, -67.9195521 -17.2314606)"
672464301,False,,Calle 23 de Marzo,residential,,False,117.716,,,"LINESTRING (-67.9189071 -17.2306798, -67.9197758 -17.2300223)"
672464301,False,,Calle 23 de Marzo,residential,,True,94.539,,,"LINESTRING (-67.9189071 -17.2306798, -67.9182094 -17.2312078)"
148739641,False,,Calle Adolfo Ballivian,residential,,False,115.677,,,"LINESTRING (-67.9204005 -17.2308082, -67.9195521 -17.2314606)"
148739641,False,,Calle Adolfo Ballivian,residential,,True,97.103,,,"LINESTRING (-67.9204005 -17.2308082, -67.9211127 -17.2302606)"
148739648,False,,Avenida Ingenio,residential,,False,109.72,,,"LINESTRING (-67.9204005 -17.2308082, -67.9197758 -17.2300223)"
148739648,False,,Avenida Ingenio,residential,,True,119.138,,,"LINESTRING (-67.9204005 -17.2308082, -67.9210852 -17.2316569)"
306453002,False,,Calle 23 de Marzo,residential,,True,97.413,,,"LINESTRING (-67.9180678 -17.231038, -67.918569 -17.2303043)"
733889056,False,,Plaza Calama,residential,,False,24.138,,,"LINESTRING (-67.9180678 -17.231038, -67.9182094 -17.2312078)"
1192153615,False,,Calle 23 de Marzo,residential,,False,19.534,,,"LINESTRING (-67.9180678 -17.231038, -67.9179652 -17.2311838)"
148739643,False,,Calle Batallón Colorados,residential,,False,98.594,,,"LINESTRING (-67.9218137 -17.2311073, -67.9210852 -17.2316569)"
148739643,False,,Calle Batallón Colorados,residential,,True,127.313,,,"LINESTRING (-67.9218137 -17.2311073, -67.9227822 -17.2304326)"
148739647,False,,Calle Illimani,residential,,False,120.028,,,"LINESTRING (-67.9218137 -17.2311073, -67.9211127 -17.2302606)"
148739647,False,,Calle Illimani,residential,,True,119.881,,,"LINESTRING (-67.9218137 -17.2311073, -67.9225138 -17.231953)"
148739633,False,,Calle Los Pinos,residential,,False,119.901,,,"LINESTRING (-67.9234946 -17.2312691, -67.9227822 -17.2304326)"
148739633,False,,Calle Los Pinos,residential,,True,110.949,,,"LINESTRING (-67.9234946 -17.2312691, -67.9241487 -17.2320471)"
1192153621,False,,Calle 21 de Septiembre,residential,,False,128.97,,,"LINESTRING (-67.9234946 -17.2312691, -67.9225138 -17.231953)"
1192153621,False,,Calle 21 de Septiembre,residential,,True,113.864,,,"LINESTRING (-67.9234946 -17.2312691, -67.9243519 -17.2306542)"
148739641,False,,Calle Adolfo Ballivian,residential,,False,95.437,,,"LINESTRING (-67.9195521 -17.2314606, -67.9188521 -17.2319988)"
148739641,False,,Calle Adolfo Ballivian,residential,,True,115.677,,,"LINESTRING (-67.9195521 -17.2314606, -67.9204005 -17.2308082)"
148739646,False,,Calle Bolivar,residential,,False,110.591,,,"LINESTRING (-67.9195521 -17.2314606, -67.9189071 -17.2306798)"
148739646,False,,Calle Bolivar,residential,,True,118.585,,,"LINESTRING (-67.9195521 -17.2314606, -67.9202636 -17.2322825)"
148739643,False,,Calle Batallón Colorados,residential,,False,111.593,,,"LINESTRING (-67.9210852 -17.2316569, -67.9202636 -17.2322825)"
148739643,False,,Calle Batallón Colorados,residential,,True,98.594,,,"LINESTRING (-67.9210852 -17.2316569, -67.9218137 -17.2311073)"
148739648,False,,Avenida Ingenio,residential,,False,119.138,,,"LINESTRING (-67.9210852 -17.2316569, -67.9204005 -17.2308082)"
148739648,False,,Avenida Ingenio,residential,,True,121.652,,,"LINESTRING (-67.9210852 -17.2316569, -67.9217951 -17.2325155)"
148739647,False,,Calle Illimani,residential,,False,119.881,,,"LINESTRING (-67.9225138 -17.231953, -67.9218137 -17.2311073)"
148739647,False,,Calle Illimani,residential,,True,109.402,,,"LINESTRING (-67.9225138 -17.231953, -67.9231528 -17.2327247)"
1192153621,False,,Calle 21 de Septiembre,residential,,False,98.682,,,"LINESTRING (-67.9225138 -17.231953, -67.9217951 -17.2325155)"
1192153621,False,,Calle 21 de Septiembre,residential,,True,128.97,,,"LINESTRING (-67.9225138 -17.231953, -67.9234946 -17.2312691)"
148739641,False,,Calle Adolfo Ballivian,residential,,True,95.437,,,"LINESTRING (-67.9188521 -17.2319988, -67.9195521 -17.2314606)"
733889056,False,,Plaza Calama,residential,,False,116.239,,,"LINESTRING (-67.9188521 -17.2319988, -67.9195252 -17.2328231)"
733889056,False,,Plaza Calama,residential,,True,111.334,,,"LINESTRING (-67.9188521 -17.2319988, -67.9182094 -17.2312078)"
148739633,False,,Calle Los Pinos,residential,,False,110.949,,,"LINESTRING (-67.9241487 -17.2320471, -67.9234946 -17.2312691)"
148739633,False,,Calle Los Pinos,residential,,True,138.675,,,"LINESTRING (-67.9241487 -17.2320471, -67.9249588 -17.2330252)"
148739644,False,,Calle Copacabana,residential,,True,129.861,,,"LINESTRING (-67.9241487 -17.2320471, -67.9231528 -17.2327247)"
148739643,False,,Calle Batallón Colorados,residential,,True,111.593,,,"LINESTRING (-67.9202636 -17.2322825, -67.9210852 -17.2316569)"
148739646,False,,Calle Bolivar,residential,,False,118.585,,,"LINESTRING (-67.9202636 -17.2322825, -67.9195521 -17.2314606)"
1192153623,False,,Calle Batallón Colorados,residential,,False,98.809,,,"LINESTRING (-67.9202636 -17.2322825, -67.9195252 -17.2328231)"
148739646,False,,Calle Bolivar,residential,,True,115.97399999999999,,,"LINESTRING (-67.9202636 -17.2322825, -67.9206101 -17.2326957, -67.9209462 -17.2330966)"
148739648,False,,Avenida Ingenio,residential,,False,121.652,,,"LINESTRING (-67.9217951 -17.2325155, -67.9210852 -17.2316569)"
148739648,False,,Avenida Ingenio,residential,,True,107.211,,,"LINESTRING (-67.9217951 -17.2325155, -67.9224151 -17.2332764)"
1192153621,False,,Calle 21 de Septiembre,residential,,False,110.92,,,"LINESTRING (-67.9217951 -17.2325155, -67.9209462 -17.2330966)"
1192153621,False,,Calle 21 de Septiembre,residential,,True,98.682,,,"LINESTRING (-67.9217951 -17.2325155, -67.9225138 -17.231953)"
148739644,False,,Calle Copacabana,residential,,False,129.861,,,"LINESTRING (-67.9231528 -17.2327247, -67.9241487 -17.2320471)"
148739644,False,,Calle Copacabana,residential,,True,99.506,,,"LINESTRING (-67.9231528 -17.2327247, -67.9224151 -17.2332764)"
