osmid,name,highway,oneway,reversed,length,lanes,geometry,bridge,junction
40942777,Calle Nicolás Suárez,residential,False,False,65.854,,"LINESTRING (-68.7530327 -11.0187842, -68.7528439 -11.0182217)",,
40942777,Calle Nicolás Suárez,residential,False,True,62.426,,"LINESTRING (-68.7530327 -11.0187842, -68.7531888 -11.0193243)",,
626964680,Avenida Teniente Coronel Enrique Fernandez Cornejo,residential,False,True,59.707,2,"LINESTRING (-68.7530327 -11.0187842, -68.7525042 -11.0189228)",,
626964680,Avenida Teniente Coronel Enrique Fernandez Cornejo,residential,False,False,107.156,2,"LINESTRING (-68.7530327 -11.0187842, -68.7535654 -11.0186294, -68.753975 -11.0185137)",,
40942777,Calle Nicolás Suárez,residential,False,True,61.326,,"LINESTRING (-68.7526826 -11.0176934, -68.7528439 -11.0182217)",,
205687477,Calle Cochabamba,residential,False,False,60.919999999999995,,"LINESTRING (-68.7526826 -11.0176934, -68.7526951 -11.0176898, -68.7532181 -11.0175389)",,
205687477,Calle Cochabamba,residential,False,True,58.436,,"LINESTRING (-68.7526826 -11.0176934, -68.7526657 -11.017698, -68.752167 -11.017835)",,
205687477,Calle Cochabamba,residential,False,False,135.751,,"LINESTRING (-68.753749 -11.0174005, -68.7549517 -11.0170894)",,
205687477,Calle Cochabamba,residential,False,True,59.954,,"LINESTRING (-68.753749 -11.0174005, -68.7532181 -11.0175389)",,
747295997,Calle La Paz,residential,False,False,37.035,2,"LINESTRING (-68.753749 -11.0174005, -68.7536379 -11.0170858)",,
747295997,Calle La Paz,residential,False,True,61.969,2,"LINESTRING (-68.753749 -11.0174005, -68.7538975 -11.0179384)",,
626964680,Avenida Teniente Coronel Enrique Fernandez Cornejo,residential,False,False,27.194,2,"LINESTRING (-68.753975 -11.0185137, -68.7542126 -11.0184401)",,
"[626820748, 205687479]","['Calle La Paz', 'Calle Bruno Racua']",residential,False,False,71.654,,"LINESTRING (-68.753975 -11.0185137, -68.753827 -11.0179608, -68.7538975 -11.0179384)",,
