osmid,oneway,name,highway,reversed,length,geometry,ref,lanes,access
560368659,True,کہوٹہ روڈ,primary,False,28.744,"LINESTRING (73.3917615 33.5872322, 73.3919472 33.5870251)",,,
1161194428,False,,residential,False,52.957,"LINESTRING (73.3917615 33.5872322, 73.3921333 33.5874667, 73.3921748 33.5874947, 73.3921887 33.5875364)",,,
187735973,False,کہوٹہ روڈ,secondary,False,6.262,"LINESTRING (73.3905366 33.5893223, 73.3904734 33.5893023)",,,
560368659,True,کہوٹہ روڈ,primary,False,11.935,"LINESTRING (73.3905366 33.5893223, 73.3905802 33.5892213)",,,
317259786,False,تھانہ روڈ,trunk,False,23.555,"LINESTRING (73.3841202 33.5939016, 73.384081 33.5941109)",N-39,,
587700007,False,کہوٹہ روڈ,trunk,False,45.96,"LINESTRING (73.3841202 33.5939016, 73.3836242 33.5939135)",N-39,,
187735973,False,کہوٹہ روڈ,secondary,True,202.69899999999998,"LINESTRING (73.3841202 33.5939016, 73.3842398 33.5938111, 73.384395 33.5937088, 73.3854564 33.5928662, 73.3857236 33.5926619)",,,
317270660,False,,residential,False,127.496,"LINESTRING (73.3841202 33.5939016, 73.384256 33.5939159, 73.3844178 33.5939265, 73.3849234 33.5939608, 73.3852269 33.5939619, 73.3853359 33.5939606, 73.385445 33.5939593, 73.3854934 33.5939607)",,,
317270663,False,,secondary,True,125.42600000000002,"LINESTRING (73.3841202 33.5939016, 73.3841014 33.5937586, 73.3840799 33.5936726, 73.3840585 33.5935999, 73.383919 33.5931754, 73.3838143 33.5928042)",,,
587700005,True,,primary,False,82.678,"LINESTRING (73.3908609 33.5923718, 73.3906362 33.5922598, 73.3904912 33.5921805, 73.3904193 33.5921319, 73.3903385 33.5920539, 73.3902504 33.5919556, 73.3902001 33.5918897)",,,
1123932875,False,,residential,False,32.257,"LINESTRING (73.3908609 33.5923718, 73.390875 33.5923459, 73.390891 33.5923237, 73.3909101 33.5923104, 73.3909357 33.5923015, 73.3910325 33.5922856, 73.391057 33.5922785, 73.391074 33.5922661, 73.3910857 33.5922501, 73.3911084 33.5922032)",,,
587521285,False,,trunk,True,23.639,"LINESTRING (73.3899441 33.5941281, 73.3898447 33.5943239)",N-39,,
587521285,False,,trunk,False,93.33699999999999,"LINESTRING (73.3899441 33.5941281, 73.3899806 33.5940813, 73.3900051 33.5940499, 73.3900559 33.5940072, 73.3901057 33.5939765, 73.3901944 33.5939313, 73.3903176 33.593885, 73.3904504 33.5938532, 73.3905321 33.5938419, 73.3906151 33.5938366, 73.3907035 33.5938359, 73.3908326 33.5938474)",N-39,,
1161186108,False,,residential,False,120.07900000000001,"LINESTRING (73.3899441 33.5941281, 73.3902584 33.5942423, 73.3904904 33.5942948, 73.3906259 33.5943283, 73.3911596 33.5944992)",,,
187735973,False,کہوٹہ روڈ,secondary,True,65.013,"LINESTRING (73.3875978 33.591375, 73.3881382 33.5910019)",,,
187735973,False,کہوٹہ روڈ,secondary,False,111.705,"LINESTRING (73.3875978 33.591375, 73.3875804 33.5913869, 73.3871768 33.5916511, 73.3871592 33.5916637, 73.3866407 33.591986)",,,
187802580,False,راولپنڈی - کہوٹہ - آزاد پتن روڈ,secondary,False,181.54500000000002,"LINESTRING (73.3875978 33.591375, 73.3885173 33.5923438, 73.3888377 33.5926386)",N-39,,
187802580,False,راولپنڈی - کہوٹہ - آزاد پتن روڈ,secondary,True,89.142,"LINESTRING (73.3894298 33.5932706, 73.3888377 33.5926386)",N-39,,
187802580,False,راولپنڈی - کہوٹہ - آزاد پتن روڈ,secondary,False,23.273,"LINESTRING (73.3894298 33.5932706, 73.3895539 33.59333, 73.3896512 33.5933693)",N-39,,
1123066588,False,,residential,False,25.933999999999997,"LINESTRING (73.3894298 33.5932706, 73.3893315 33.5933243, 73.3892541 33.5933686, 73.3891922 33.5933931)",,,
1123066588,False,,residential,True,151.83100000000005,"LINESTRING (73.3894298 33.5932706, 73.3895807 33.5931708, 73.3896603 33.5931094, 73.3897392 33.5930155, 73.3897981 33.5928929, 73.3898723 33.5927868, 73.3899572 33.5927029, 73.3900633 33.5925968, 73.3901322 33.5925173, 73.3902118 33.5924068, 73.3902702 33.592314, 73.3903754 33.5921735)",,,
187802580,False,راولپنڈی - کہوٹہ - آزاد پتن روڈ,secondary,True,121.656,"LINESTRING (73.3908326 33.5938474, 73.3905214 33.5937213, 73.3896512 33.5933693)",N-39,,
587521285,False,,trunk,True,93.337,"LINESTRING (73.3908326 33.5938474, 73.3907035 33.5938359, 73.3906151 33.5938366, 73.3905321 33.5938419, 73.3904504 33.5938532, 73.3903176 33.593885, 73.3901944 33.5939313, 73.3901057 33.5939765, 73.3900559 33.5940072, 73.3900051 33.5940499, 73.3899806 33.5940813, 73.3899441 33.5941281)",N-39,,
587700006,False,راولپنڈی - کہوٹہ - آزاد پتن روڈ,trunk,False,86.172,"LINESTRING (73.3908326 33.5938474, 73.3911625 33.5939817, 73.3916684 33.5941878)",N-39,2,
1123932876,False,,primary,False,33.488,"LINESTRING (73.3908326 33.5938474, 73.3910634 33.5938588, 73.3911428 33.5938562, 73.3911935 33.5938526)",,,
317259786,False,تھانہ روڈ,trunk,True,23.555,"LINESTRING (73.384081 33.5941109, 73.3841202 33.5939016)",N-39,,
317259786,False,تھانہ روڈ,trunk,False,106.68900000000001,"LINESTRING (73.384081 33.5941109, 73.383947 33.5946855, 73.3839171 33.5948844, 73.3838938 33.595057)",N-39,,
587721143,False,,living_street,False,60.838,"LINESTRING (73.384081 33.5941109, 73.3839472 33.5941073, 73.3837476 33.5943699, 73.3836548 33.5944679)",,,
187735973,False,کہوٹہ روڈ,secondary,False,202.69899999999998,"LINESTRING (73.3857236 33.5926619, 73.3854564 33.5928662, 73.384395 33.5937088, 73.3842398 33.5938111, 73.3841202 33.5939016)",,,
187735973,False,کہوٹہ روڈ,secondary,True,113.93100000000001,"LINESTRING (73.3857236 33.5926619, 73.3861795 33.5923322, 73.3864081 33.5922065, 73.3866407 33.591986)",,,
587702774,False,,residential,False,70.908,"LINESTRING (73.3857236 33.5926619, 73.3856259 33.5925856, 73.3855581 33.5925528, 73.385477 33.5925226, 73.3853944 33.5924997, 73.3852994 33.592461, 73.3852332 33.592432, 73.3851577 33.5923932, 73.3850694 33.5923413)",,,
"[587702770, 317270662, 587702774]",False,,residential,"[False, True]",235.43000000000004,"LINESTRING (73.3857236 33.5926619, 73.3862331 33.5931767, 73.3866424 33.5936939, 73.3866794 33.5937477, 73.3866975 33.5937904, 73.3867553 33.5938903, 73.3868092 33.594021, 73.3868332 33.5942306, 73.3868693 33.5942772, 73.3869332 33.5943305, 73.3869972 33.5943609, 73.3870734 33.5943939)",,,
317270664,False,,secondary,False,57.066,"LINESTRING (73.3833686 33.5914475, 73.3832086 33.5909519)",,,
587702774,False,,residential,True,24.329,"LINESTRING (73.3833686 33.5914475, 73.3835907 33.5915643)",,,
317270663,False,,secondary,False,139.45000000000002,"LINESTRING (73.3833686 33.5914475, 73.3836773 33.5924242, 73.3837616 33.592658)",,,
587702774,False,,residential,False,28.278,"LINESTRING (73.3833686 33.5914475, 73.3832637 33.5913843, 73.3831199 33.5913)",,,
317259786,False,تھانہ روڈ,trunk,True,33.908,"LINESTRING (73.3838679 33.5957928, 73.3838337 33.5957439, 73.3838147 33.5956958, 73.3838116 33.5956499, 73.383816 33.5955581, 73.3838249 33.5954987)",N-39,,
452932783,False,,tertiary,False,9.033999999999999,"LINESTRING (73.3838679 33.5957928, 73.3838231 33.5957967, 73.383772 33.5957867)",,,permissive
452932783,False,,tertiary,False,38.696,"LINESTRING (73.383772 33.5957867, 73.3837191 33.5957686, 73.3834545 33.595653, 73.3834024 33.5956253)",,,permissive
452932783,False,,tertiary,True,9.033999999999999,"LINESTRING (73.383772 33.5957867, 73.3838231 33.5957967, 73.3838679 33.5957928)",,,permissive
587700005,True,,primary,False,296.555,"LINESTRING (73.3902001 33.5918897, 73.3901265 33.5917745, 73.3900791 33.5916816, 73.3900427 33.5915931, 73.390013 33.5914997, 73.389991 33.5914017, 73.3899795 33.5913207, 73.3899679 33.5911817, 73.3899713 33.5910563, 73.3899807 33.5909715, 73.3900675 33.5906411, 73.3901732 33.5902865, 73.3905366 33.5893223)",,,
659719221,False,,residential,False,42.17,"LINESTRING (73.3902001 33.5918897, 73.3903192 33.5918991, 73.3903616 33.5919044, 73.3904034 33.5919169, 73.3906295 33.5920025)",,,
587701139,True,,primary,False,131.787,"LINESTRING (73.3913157 33.592718, 73.3913342 33.5927797, 73.3913558 33.5928539, 73.3913794 33.5929734, 73.3913884 33.593038, 73.3913974 33.5931428, 73.3913988 33.5932814, 73.3913866 33.5934595, 73.3913695 33.5935801, 73.3913506 33.5936445, 73.3913338 33.5936853, 73.3913084 33.5937343, 73.3912821 33.5937702, 73.3912488 33.5938052, 73.3911935 33.5938526)",,,
