osmid,highway,oneway,reversed,length,geometry,lanes,name,maxspeed,access
365470923,unclassified,False,True,84.768,"LINESTRING (74.4539253 32.4787807, 74.4539424 32.4780185)",,,,
365470923,unclassified,False,False,82.39500000000001,"LINESTRING (74.4539253 32.4787807, 74.4539167 32.4788721, 74.4538751 32.4788924, 74.453804 32.478897, 74.453586 32.4788708, 74.453164 32.4788006)",,,,
365476778,residential,False,False,166.357,"LINESTRING (74.4477887 32.4823581, 74.4460154 32.4823828)",,,,
365476782,residential,False,False,124.026,"LINESTRING (74.4477887 32.4823581, 74.4478656 32.4834716)",,,,
"[365476782, 365485911]",residential,False,"[False, True]",78.292,"LINESTRING (74.4477887 32.4823581, 74.4478132 32.4818758, 74.4480749 32.4818596)",,,,
365476778,residential,False,False,122.475,"LINESTRING (74.4460154 32.4823828, 74.4447109 32.4824302)",,,,
365476778,residential,False,True,166.357,"LINESTRING (74.4460154 32.4823828, 74.4477887 32.4823581)",,,,
365478037,residential,False,False,81.717,"LINESTRING (74.4460154 32.4823828, 74.446056 32.4831169)",,,,
365478037,residential,False,True,77.578,"LINESTRING (74.4460154 32.4823828, 74.4460337 32.4816853)",,,,
365476778,residential,False,True,122.475,"LINESTRING (74.4447109 32.4824302, 74.4460154 32.4823828)",,,,
365485927,residential,False,True,208.737,"LINESTRING (74.4447109 32.4824302, 74.4447076 32.481738, 74.4447784 32.4805545)",,,,
195437420,trunk,True,False,119.985,"LINESTRING (74.4489089 32.4797627, 74.4501855 32.4798306)",3,Wazirabad Road,60,permissive
365476784,residential,False,False,226.796,"LINESTRING (74.4489089 32.4797627, 74.4490835 32.481797)",,,,
365476784,residential,False,True,226.796,"LINESTRING (74.4490835 32.481797, 74.4489089 32.4797627)",,,,
365485911,residential,False,False,22.369,"LINESTRING (74.4490835 32.481797, 74.4493214 32.481783)",,,,
365485911,residential,False,True,94.862,"LINESTRING (74.4490835 32.481797, 74.4480749 32.4818596)",,,,
365485927,residential,False,True,58.821,"LINESTRING (74.4448246 32.4800127, 74.4449422 32.4794931)",,,,
365485927,residential,False,False,60.415,"LINESTRING (74.4448246 32.4800127, 74.4447946 32.4802827, 74.4447784 32.4805545)",,,,
365476794,residential,False,False,66.054,"LINESTRING (74.4450003 32.4768406, 74.4449236 32.4762501)",,,,
365476794,residential,False,True,64.297,"LINESTRING (74.4450003 32.4768406, 74.445076 32.4774153)",,,,
365476806,residential,False,False,275.476,"LINESTRING (74.4450003 32.4768406, 74.4479155 32.4765415)",,,,
365476794,residential,False,False,65.419,"LINESTRING (74.4451554 32.4779998, 74.445076 32.4774153)",,,,
365487240,residential,False,False,274.186,"LINESTRING (74.4451554 32.4779998, 74.4480593 32.4777186)",,,,
365476794,residential,False,True,58.891,"LINESTRING (74.4448534 32.4757238, 74.4449236 32.4762501)",,,,
365476795,residential,False,False,21.841,"LINESTRING (74.4479708 32.4795834, 74.4479893 32.4793876)",,,,
846789829,trunk,True,False,34.914,"LINESTRING (74.4479708 32.4795834, 74.4475999 32.4795571)",3,Wazirabad Road,60,permissive
365476795,residential,False,False,44.955,"LINESTRING (74.4481289 32.4781186, 74.4480593 32.4777186)",,,,
365476797,residential,False,False,125.443,"LINESTRING (74.4481289 32.4781186, 74.4494577 32.4779917)",,,,
365476795,residential,False,True,38.852,"LINESTRING (74.4481289 32.4781186, 74.4480964 32.4783693, 74.4480859 32.4784661)",,,,
365476797,residential,False,True,145.807,"LINESTRING (74.451002 32.4778426, 74.4494577 32.4779917)",,,,
365476799,residential,False,False,46.207,"LINESTRING (74.451002 32.4778426, 74.4509475 32.4774296)",,,,
365476799,residential,False,True,41.963,"LINESTRING (74.451002 32.4778426, 74.4509611 32.4782184)",,,,
365476799,residential,False,False,33.437,"LINESTRING (74.4508846 32.4785121, 74.4509611 32.4782184)",,,,
365476795,residential,False,False,63.611,"LINESTRING (74.4479155 32.4765415, 74.4478328 32.4759737)",,,,
365476795,residential,False,True,65.183,"LINESTRING (74.4479155 32.4765415, 74.4479669 32.4771261)",,,,
365476806,residential,False,False,125.82,"LINESTRING (74.4479155 32.4765415, 74.4492484 32.4764152)",,,,
365476806,residential,False,True,275.476,"LINESTRING (74.4479155 32.4765415, 74.4450003 32.4768406)",,,,
365476799,residential,False,True,64.54,"LINESTRING (74.450799 32.4762625, 74.4508643 32.4768403)",,,,
365476806,residential,False,False,56.596,"LINESTRING (74.450799 32.4762625, 74.451397 32.476195)",,,,
365476806,residential,False,True,146.443,"LINESTRING (74.450799 32.4762625, 74.4492484 32.4764152)",,,,
365476806,residential,False,True,56.596,"LINESTRING (74.451397 32.476195, 74.450799 32.4762625)",,,,
365487257,residential,False,True,65.854,"LINESTRING (74.451397 32.476195, 74.4514405 32.4767861)",,,,
195437420,trunk,True,False,121.011,"LINESTRING (74.4461365 32.4795691, 74.4474219 32.4796616)",3,Wazirabad Road,60,permissive
365478037,residential,False,False,49.326,"LINESTRING (74.4461365 32.4795691, 74.4461092 32.4800121)",,,,
365478037,residential,False,True,81.717,"LINESTRING (74.446056 32.4831169, 74.4460154 32.4823828)",,,,
365478046,residential,False,False,17.718,"LINESTRING (74.4508823 32.4797465, 74.4508867 32.4795872)",,,,
846789829,trunk,True,False,64.527,"LINESTRING (74.4508823 32.4797465, 74.4501956 32.4797121)",3,Wazirabad Road,60,permissive
365478047,residential,False,False,20.384,"LINESTRING (74.4451188 32.479381, 74.4451366 32.4791983)",,,,
846789829,trunk,True,False,51.337,"LINESTRING (74.4451188 32.479381, 74.4445734 32.4793427)",3,Wazirabad Road,60,permissive
365478047,residential,False,True,35.491,"LINESTRING (74.4452168 32.4783779, 74.4451857 32.478696)",,,,
365485911,residential,False,True,210.333,"LINESTRING (74.4515471 32.4816955, 74.450303 32.4818258, 74.4497582 32.4817572, 74.4493214 32.481783)",,,,
365485912,residential,False,False,201.025,"LINESTRING (74.4515471 32.4816955, 74.4514699 32.4810961, 74.4515232 32.4809869, 74.4515844 32.4807665, 74.4516759 32.4799095)",,,,
365485913,residential,False,False,16.563000000000002,"LINESTRING (74.4515471 32.4816955, 74.4515601 32.4817352, 74.451594 32.4818391)",,,,
195437420,trunk,True,False,68.12700000000001,"LINESTRING (74.4516759 32.4799095, 74.4518482 32.4799186, 74.4520115 32.4799467, 74.4521748 32.480007, 74.4523605 32.4800874)",3,Wazirabad Road,60,permissive
365485912,residential,False,True,201.025,"LINESTRING (74.4516759 32.4799095, 74.4515844 32.4807665, 74.4515232 32.4809869, 74.4514699 32.4810961, 74.4515471 32.4816955)",,,,
365485924,residential,False,False,80.138,"LINESTRING (74.4486818 32.4832586, 74.4478656 32.4834716)",,,,
365485924,residential,False,True,173.26600000000002,"LINESTRING (74.4486818 32.4832586, 74.4488312 32.483558, 74.4491067 32.4839559, 74.4486631 32.4842435, 74.44868 32.4845438)",,,,
365485925,residential,False,False,193.738,"LINESTRING (74.4486818 32.4832586, 74.4486537 32.483172, 74.4487798 32.4830932, 74.4488405 32.4828726, 74.4493869 32.4824471, 74.4493748 32.482324, 74.4493214 32.481783)",,,,
365476782,residential,False,False,119.756,"LINESTRING (74.4478656 32.4834716, 74.4479146 32.4845478)",,,,
365476782,residential,False,True,124.026,"LINESTRING (74.4478656 32.4834716, 74.4477887 32.4823581)",,,,
365485924,residential,False,True,80.138,"LINESTRING (74.4478656 32.4834716, 74.4486818 32.4832586)",,,,
365485911,residential,False,True,22.369,"LINESTRING (74.4493214 32.481783, 74.4490835 32.481797)",,,,
365485911,residential,False,False,210.33300000000003,"LINESTRING (74.4493214 32.481783, 74.4497582 32.4817572, 74.450303 32.4818258, 74.4515471 32.4816955)",,,,
365485925,residential,False,True,193.73799999999997,"LINESTRING (74.4493214 32.481783, 74.4493748 32.482324, 74.4493869 32.4824471, 74.4488405 32.4828726, 74.4487798 32.4830932, 74.4486537 32.483172, 74.4486818 32.4832586)",,,,
365478037,residential,False,False,77.578,"LINESTRING (74.4460337 32.4816853, 74.4460154 32.4823828)",,,,
365478037,residential,False,True,71.069,"LINESTRING (74.4460337 32.4816853, 74.4460493 32.4810463)",,,,
365485926,residential,False,False,61.828,"LINESTRING (74.4460337 32.4816853, 74.4466928 32.4816787)",,,,
365485926,residential,False,True,45.071,"LINESTRING (74.4471733 32.4816789, 74.4466928 32.4816787)",,,,
195437420,trunk,True,False,112.346,"LINESTRING (74.4449422 32.4794931, 74.4461365 32.4795691)",3,Wazirabad Road,60,permissive
365485927,residential,False,False,58.821,"LINESTRING (74.4449422 32.4794931, 74.4448246 32.4800127)",,,,
365485911,residential,False,False,94.862,"LINESTRING (74.4480749 32.4818596, 74.4490835 32.481797)",,,,
365485928,residential,False,False,93.258,"LINESTRING (74.4480749 32.4818596, 74.4481416 32.4810228)",,,,
"[365476782, 365485911]",residential,False,"[False, True]",78.292,"LINESTRING (74.4480749 32.4818596, 74.4478132 32.4818758, 74.4477887 32.4823581)",,,,
365485928,residential,False,False,120.759,"LINESTRING (74.4473928 32.4800953, 74.4461092 32.4800121)",,,,
368559305,residential,False,False,100.932,"LINESTRING (74.4473928 32.4800953, 74.44737 32.4810028)",,,,
368559305,residential,False,True,48.302,"LINESTRING (74.4473928 32.4800953, 74.4474219 32.4796616)",,,,
365485928,residential,False,True,167.642,"LINESTRING (74.4473928 32.4800953, 74.448038 32.4801326, 74.4482112 32.480251, 74.4481416 32.4810228)",,,,
365478037,residential,False,False,115.135,"LINESTRING (74.4461092 32.4800121, 74.4460493 32.4810463)",,,,
365478037,residential,False,True,49.326,"LINESTRING (74.4461092 32.4800121, 74.4461365 32.4795691)",,,,
365485928,residential,False,True,120.759,"LINESTRING (74.4461092 32.4800121, 74.4473928 32.4800953)",,,,
365485929,residential,False,False,20.188,"LINESTRING (74.4488522 32.4796349, 74.4488704 32.479454)",,,,
846789829,trunk,True,False,82.875,"LINESTRING (74.4488522 32.4796349, 74.4481872 32.4795964, 74.4479708 32.4795834)",3,Wazirabad Road,60,permissive
365485929,residential,False,True,29.872,"LINESTRING (74.4489642 32.478533, 74.4489361 32.4788006)",,,,
365485930,residential,False,False,83.916,"LINESTRING (74.4489642 32.478533, 74.4498548 32.4786042)",,,,
365485930,residential,False,True,82.723,"LINESTRING (74.4489642 32.478533, 74.4480859 32.4784661)",,,,
365476795,residential,False,True,21.306,"LINESTRING (74.4480859 32.4784661, 74.4480584 32.4786563)",,,,
365485930,residential,False,False,82.723,"LINESTRING (74.4480859 32.4784661, 74.4489642 32.478533)",,,,
365476795,residential,False,False,38.852,"LINESTRING (74.4480859 32.4784661, 74.4480964 32.4783693, 74.4481289 32.4781186)",,,,
365485930,residential,False,True,83.916,"LINESTRING (74.4498548 32.4786042, 74.4489642 32.478533)",,,,
